atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.002274796774224195, 0.07312561990493006, 2.698080939352797], [0.02111890476142781, 0.03718946104054997, -2.429909910678255], [2.005754317319476, 3.4151396677954016, 0.09425705092274146], [2.0100061793653223, -3.4025443504898085, 0.01928404693373533], [-3.877646074387403, -0.00739397757101979, 0.15541745031114493], [2.4871202751620496, 0.793188399489245, 1.287567689793277], [-0.5540558145509922, 2.5838767760416763, -1.0620310583589507], [-0.5863019533705867, -2.697799398818456, 1.2034733084867522], [2.6454366943134193, -0.7252617394305743, -1.3101594084065356], [-1.991212599947716, 1.7906869709868005, 1.1532457398958935], [-2.098128670657993, -1.690878389338167, -1.2073481743240475]]",[-64251.609375],"[[-0.29884046222434446, -0.5291297227895406, -0.4050164369596229], [-0.08699723150576705, -0.16163794009374596, -0.5451389625604689], [0.024209582421355937, 0.2494739687573307, 0.014631893905806704], [0.10503209030812947, 0.24447003360379976, -0.17480086425165775], [-1.4832275512267221, -0.07856441986373427, -0.026011062840020645], [0.5469685605788084, -0.18954532625813747, 0.13159818263580467], [0.559517607807464, 0.8841406439501122, -1.4256157824856601], [0.11348253972757347, 0.4281172973800508, 0.1941235893375871], [-0.11877808956244235, -0.4057842202089716, 0.4921794018665454], [-0.10276175354287635, 0.4368808559151123, 2.095478513947259], [0.7173669738821212, -0.8690415752001116, -0.3415682094023846]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.03644038571179461, -0.118360009357033, 2.600958475081397], [0.0712014191368021, 0.17975224437281695, -2.728160328008506], [2.125806529867884, 3.3396052228330046, -0.16433079342842874], [2.1337390650365746, -3.421848793078624, -0.05548558142090503], [-4.155870489200654, 0.07258193641609838, 0.14123628872717142], [2.5655095991956047, 0.7427404608921616, 1.450741334720468], [-0.6115519709507516, 2.4518812768030176, -1.3108119362252377], [-0.48891069829516787, -2.8248526911208685, 1.2268801542336818], [2.7180647610551336, -0.8979157342989437, -1.400550378203264], [-2.1201758954679994, 1.8644279411395246, 1.219014797924653], [-2.121234485954019, -1.7432616329372712, -1.2277120641554713]]",[-64251.30859375],"[[-0.7063117384138018, 0.19473026717402245, -0.13713932438004933], [0.2299360422181481, -1.9715877829296902, -0.020607732301204607], [-0.46662822736034193, -0.46995240847039127, 0.19956718337410861], [-0.245942762306589, -0.22952775081102003, -0.012276957515489727], [0.43050693339776447, -0.366381116939805, -0.3156585714957921], [0.29586353449872027, 0.16029011565139928, -1.2939700858372376], [0.08366343446459266, 1.7199892590367292, 0.8927708135796207], [-0.08003545163750148, 0.49663260641927776, -0.5025461469507291], [-0.40724558462952215, 0.583789863474035, 0.6880985477978474], [0.5879586524382503, -0.3099609009047845, 0.33475241685210855], [0.2747685470265607, 0.18290040931817456, 0.1742800613081574]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.04289615409260079, -0.06308215915212344, 2.647173800802562], [-0.06484909884969879, 0.1259646801700936, -2.68307670159035], [2.0417292978543, 3.463307515421486, 0.07013247709953162], [2.0413159867923087, -3.437009554425813, 0.149261650157683], [-3.9122870360103223, -0.05713234481551423, 0.09678310007902194], [2.6282885304801207, 0.7283387084505483, 1.1768568236131465], [-0.6256005772142548, 2.8447115191917884, -1.2185121261598741], [-0.5409298944915384, -2.8758476627758878, 1.217579390479832], [2.5619291358249985, -0.8827717469928715, -1.2139252286652078], [-1.9142822477217276, 1.6511970162926188, 1.2465621627018646], [-1.7951701416800911, -1.686428484899225, -1.354208554526051]]",[-64251.69140625],"[[0.18359162507316384, -0.5403109423822258, -0.3777766123880949], [0.7874660833419455, 0.6631125535001761, 0.16108093599777482], [-0.3030713176530942, -0.22627797746748385, -0.1032027494002479], [0.5009499538060614, -0.235793481247688, -0.28073386960423097], [-0.08025846924867455, -0.4518077120804186, -0.38315284348464945], [-0.21311284215963422, 0.42278318097649853, 0.5223877723627705], [0.48565095596400626, -0.4933813932571773, 0.2121288804372923], [-0.45361473580055534, 0.9554353170391211, 0.12085790747839957], [-0.1400614875781431, -0.06035554870347243, -0.7213732690369504], [0.07158186547047124, 0.7741724442272427, 0.17410522619679275], [-0.8604242610934976, -0.7950528987333397, 0.6866201626649846]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.019710349705934913, 0.08430711502715572, 2.507363852771448], [-0.09623891411830589, -0.16995104916436754, -2.4997278912435346], [2.1123899222614524, 3.481828702462557, 0.002769103458234709], [1.9698513254487018, -3.2272304158782905, 0.17748979170189272], [-3.9623720125197894, 0.03243229015801968, 0.13638268913819201], [2.6204656984763934, 0.6991028327617824, 1.2743286996278538], [-0.44216060102840643, 2.563984272550742, -1.1780980769341385], [-0.723912887088255, -2.5665168510040304, 1.0738359293869846], [2.6868041543083505, -0.8551760772474802, -1.1609813709580614], [-2.0406901092452743, 1.772994397348888, 1.1319448432748065], [-2.0425557359354207, -1.8584409808525884, -1.3550437104485864]]",[-64251.546875],"[[-0.05823330756196348, -0.52108936455043, 0.03736225815641624], [1.200311945121027, 0.8793902711301514, -0.4747334288569323], [-0.09833168893135406, -0.5162058085132827, 0.14831987548554387], [0.11141655435425067, -1.142210123847228, 0.3163272129525787], [-0.5940156606052037, -0.9351009651455809, -0.6219018608678653], [0.02931671657047448, 0.7834906414420628, 0.24081731675065962], [0.16802420391307238, 0.23309305010847786, -0.5574956911666233], [0.2619903115357427, -0.07476849248554986, 1.1715227729302586], [-0.2879154789139918, 0.503786859176319, -0.9848019593183085], [0.4317135013545469, 0.9242483327180782, 0.7622409763184371], [-1.1716143042532672, -0.12114921362718803, -0.03661311027305536]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.1919440227150097, 0.05343094309207125, 2.677167786240352], [-0.042358140615501555, -0.059058285580648844, -2.6382167768267637], [1.9782431672503387, 3.468685722304834, 0.009222963426978764], [2.010055259567379, -3.4821048027394177, -0.00834371295113861], [-3.824303806078003, -0.06105544804464341, -0.021032839900311927], [2.7055655499384437, 0.855461527223034, 1.2621542388900533], [-0.44773070037678825, 2.640743521972009, -1.3469930917594257], [-0.6825244799448096, -2.5031437138967894, 1.3107919434629367], [2.4485027438432168, -0.8952049423226236, -1.2608642406055646], [-2.135491143954319, 1.861482194259416, 1.2738991579797012], [-2.0864700569766725, -1.8134709861524845, -1.135276491393727]]",[-64251.54296875],"[[-0.6463175841699383, 0.22933363241531374, -0.3853701640734858], [-0.14790109397173395, 0.043353718583235494, 0.19580761141466974], [0.34248655653587323, -0.0712594489562782, 0.1433931763135628], [-0.6664040815820734, 0.03538176715255077, 0.37870138728303077], [-1.7678272308315919, 1.0626632335018074, 0.7639610452817158], [-0.1507908612521337, -0.031073598609113726, -0.4195893034465074], [-0.6301659052053395, -0.18410276066344755, 0.4424207121070674], [0.8592554369519332, -0.36056666677882415, 0.2593262872373697], [0.5134428995328055, 0.28787269573379903, 0.08790169467452963], [1.0772907616720393, 0.03800655639504992, -0.18667751621084147], [1.1984052139653207, -1.0616862137618286, -1.2792654245296389]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.0912505514264762, -0.14810981479097332, 2.5834366615173607], [0.09953450692871411, -0.12088037812796315, -2.5163197640184585], [2.021769516964779, 3.272838901193409, -0.1360857784468914], [2.026437552659241, -3.369547605328853, -0.11399936139992982], [-4.061742467944345, -0.10885879122818341, 0.066979158396807], [2.5660598749785657, 0.6885057666109693, 1.4186341588360136], [-0.6032834736584775, 2.6739780354922615, -1.2422674128482238], [-0.6122252549221654, -2.5618418260767526, 1.1466223847633665], [2.560632091368989, -0.9809433474129479, -1.2789024662106787], [-2.008939999234091, 1.8093647916511868, 1.3276569890084187], [-1.912407399974589, -1.9046308178278981, -1.232566644097824]]",[-64251.4296875],"[[0.33174802972958173, 0.9150216668262668, 0.3471987741638831], [-0.6832288757254262, 0.7072368218412871, -0.34941131249820273], [0.28435182512346446, -0.10702083969990236, 0.42902181197090494], [-0.6758379785029436, -1.8444060380511396, 0.9448840180682645], [0.7109746936780801, 0.10229499521762433, 0.004084626426929865], [-0.15251195865724393, 0.22510298267493023, -0.8113413604615356], [-0.06136249610074965, -0.6146456895253166, 0.09924782491490482], [0.5343470082010281, -1.4696577754802467, 0.6649154120308951], [0.9787603777788284, 1.8963063550806512, 0.021894395307828628], [-0.2679113082704729, -0.24705538210205868, -0.5062150617627161], [-1.0200101512007385, 0.4395615923932481, -0.8524790337238058]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.10979702543579828, -0.0064506463434748675, 2.630604914196207], [0.0937302427015606, -0.031258707455200124, -2.6190444499060987], [1.8795820594686001, 3.4197447442509827, 0.09665086728191365], [2.0158551873576807, -3.4791355192023863, 0.10391471605224734], [-4.060964310069117, -0.03791985051778398, -0.030124417825494965], [2.4869451448782147, 0.9283313295268141, 1.158596784179111], [-0.567932007139164, 2.6487788789544573, -1.1433604378779225], [-0.5815119557144756, -2.7213108545834075, 1.2434041509894376], [2.5666180388264848, -0.8403875415150621, -1.225622931913678], [-1.8679352391465012, 1.9123097586555342, 1.2659759026214168], [-2.0232131095365595, -1.8082895193214987, -1.210882417783298]]",[-64251.72265625],"[[-0.6024041464042965, -0.22409834927177402, -0.21604945496546138], [-0.5276030008905948, 0.15698485787105057, 0.30329634072583883], [0.314861477654244, 1.3004847506192339, -0.20750824555438255], [0.04440763491895991, 0.2049959678482557, -0.12967777320373874], [0.5962746330882183, 0.4530177767394283, 0.2990810147687456], [0.815639733096527, -1.0136893477039903, 0.7179932949575392], [-0.24099960806530304, -0.15948685115886185, -1.2945203022171203], [0.05044185795713529, 0.3724287148639998, 0.21264978622497582], [0.1936774512710578, -0.3285286982642597, -0.07167000293543566], [-0.8201900739802499, -0.8504216358397765, 0.5720424866530779], [0.1558312032465018, 0.08699779714877441, -0.17938920606105663]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.12682518555296485, -0.10026363347978039, 2.723467371861374], [-0.21487035914026, -0.2686817997922319, -2.4362617062857903], [1.9269901870678021, 3.3953284616967987, 0.16988817734772632], [2.0417690347083752, -3.546835838044918, -0.0842606868825263], [-4.103876349806316, 0.02512949377134349, 0.1665912727350715], [2.7571164483544703, 0.9175030871737935, 1.4563955334881364], [-0.6980155816900891, 2.760665903189929, -1.2070660218290303], [-0.6057653050052935, -2.5984344756499476, 1.2822261572883797], [2.5973534391070094, -0.7388214158280029, -1.4363263802625479], [-2.053400457350397, 1.9340139172652053, 1.25519486201596], [-2.07811735629279, -1.7028886983258906, -1.3249267842155827]]",[-64250.76171875],"[[-0.16988084995158179, 0.5446293696329325, -0.5680109946733755], [2.7033462575817007, 2.9211856641328953, -1.6021668490462613], [-0.2832955639403641, 0.3136546011649122, -0.27133463117308426], [-0.40899193028159714, 0.8712383269523168, -0.04518247842148224], [0.47682497100976934, 0.06721160475145396, -0.08239901665478522], [-0.49384743167314726, -0.684166814675806, -0.7573882735362365], [0.6139175527085743, -0.524010653572967, 0.04468910402162952], [0.3837602926524584, -0.30587299889062114, -0.4524658634305233], [-0.3305412560844331, -0.4406559059241161, 1.1968908333683532], [0.08586825948517562, -0.6206019103927775, 0.30654775957630553], [-2.582434408329236, -2.130908849265305, 2.226608447017156]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.0484388417759308, -0.052810536680168954, 2.7176001477100655], [-0.0660038260890316, -0.011982595704277831, -2.5344507626777584], [1.9574094618859497, 3.40413599102325, 0.10499953112207508], [1.9057674890478042, -3.447572976094803, 0.14208646430528735], [-3.8829658821017468, 0.0077415000560717324, 0.1130306983844368], [2.6844319831324146, 0.8354628890831708, 1.3363056135601499], [-0.4293299212984656, 2.621188493832875, -1.362430507850578], [-0.5625138156671359, -2.5904426617040985, 1.3621890382402093], [2.6138565408190377, -0.7673787199295883, -1.2826395969500268], [-1.940164662143862, 1.9494424055197839, 1.4269103927702758], [-1.8318339012148672, -1.8390019801281832, -1.2803043914569316]]",[-64251.6328125],"[[0.08799425443936974, 0.6900921822883203, -0.19492330570580566], [0.980765839350364, 0.11290188146947652, -0.5801080417170618], [0.35208613543580713, 0.22956127801472878, 0.011042817033203305], [0.6517698685399366, 0.3245916172446941, -0.4824590838955867], [0.37007723403823684, -0.020464943437311263, -0.037350780745576066], [-0.27697476044361624, -0.3221511247784099, -0.3157129246465899], [-0.6975555846599276, 0.42181397739443943, 0.9742789424978198], [-0.5063830063138094, -0.16368546493619232, -0.18376147224164546], [-0.2144103757964178, -0.40855941906933596, 0.6734139411059642], [0.26575631125662885, -0.5647307794516252, -0.8538818283820493], [-1.0234050376867072, -0.29070656720065363, 0.9727295948785796]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.07247747504777721, 0.06833948250448339, 2.529384730931524], [-0.1288497405039263, -0.14186267877896291, -2.6439516231770073], [1.9458575145037493, 3.4526550152103095, -0.10324424052395509], [2.01724308988257, -3.439617673973751, 0.004500293297361135], [-4.061893939606649, -0.13826256357235292, -0.07958669478891876], [2.549432125839488, 0.9181609589611938, 1.1782183352147153], [-0.6090962436949239, 2.8059669417052473, -1.3690469151457434], [-0.47078783149677716, -2.637893776994512, 1.2674831763719299], [2.591447159721443, -1.0830545666847213, -1.1743823179115689], [-1.9770503154052093, 1.869991555288275, 1.3538559559081922], [-1.9951416457772828, -1.745358956960843, -1.282532330951063]]",[-64251.3671875],"[[-0.2735719549555444, -0.2436768992633032, 0.13581901075669675], [1.0495634556723532, 1.1721737766096338, -0.02198718132987168], [0.09037900535838354, 0.28215815869675387, -0.09459335429573683], [-0.26354043048635667, -1.752318328011716, 0.8026134888580292], [0.28809859298210044, 0.8080081804854602, 0.5990452553824321], [0.4157627799238342, -0.29057081287888814, -0.28202934635735144], [-0.2592523422696808, -0.8953357475075232, 0.4066684744957441], [-0.4929052761112581, 0.09821552642647972, 0.012981111068720009], [0.14272859720201084, 2.1570780658901825, -1.0300477434767323], [-0.41729598100631904, -0.2291906790007273, -1.1082777140568443], [-0.2997986614788059, -1.1024073680823183, 0.5628914112358859]]"
