atoms,coordinates,total_energy,forces,charge,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.825299, 0.420928, -0.905989], [-0.711937, 1.871597, -0.564956], [0.711975, -1.871739, 0.56508], [-1.825337, -0.420786, 0.905865], [1.894174, 4.235093, -3.964066], [3.186338, 4.42, -6.601193], [3.576989, 1.913385, -3.302504], [4.869138, 2.098632, -5.939811], [4.59164, 2.918089, 0.346868], [2.326986, 2.011673, 1.992489], [5.633271, 4.457298, 2.628468], [3.368438, 3.550559, 4.27398], [8.382841, 1.968484, -1.967207], [6.496151, 0.360316, -3.389332]]",[-81777.546875],"[[-0.027521355380707536, -0.032830470363334655, -0.18231306618817247], [-0.03478764144866958, 0.026475538024406626, -0.019040716051298204], [-0.19140253793965425, -0.2978091921777509, 0.12344567281496269], [0.07061590148018157, -0.014622812764434058, -0.0036640734220650967], [-0.10626205531657977, 0.3152967142373589, 0.009409769675501806], [-0.04128006103384929, 0.08575492519533806, 0.09303752749295777], [0.04511183989428177, -0.3392694876425805, 0.2969473579229064], [0.33592386352034326, -0.4298720248330529, -0.5020294577745549], [-0.03921068180248236, -0.23534214954990934, -0.390972138152067], [-0.28317245945312675, -0.10407512518386591, -0.1536717325106905], [0.07500128029412273, 0.22221126135505054, 0.3240235059769421], [0.3243657714184842, 0.3069992969624505, 0.4248382134443152], [-0.6343177248793341, -0.7337629077817147, -0.36930132609841887], [0.507656782944284, 1.2403898090758778, 0.3442874610271123]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.075729, -0.934739, 1.857483], [-1.978537, -0.603763, -0.223084], [1.978721, 0.603782, 0.22303], [-0.075913, 0.93472, -1.857429], [5.299774, 1.044812, -0.056331], [5.120225, 3.561749, 1.457308], [3.887244, 2.300694, -2.311852], [3.70795, 4.817685, -0.797929], [-3.299092, 1.694253, -7.261346], [-1.59731, 3.147428, -5.350709], [-1.494966, -0.625267, -7.103812], [0.206654, 0.828197, -5.192979], [8.688969, 4.776014, -3.188049], [7.817468, 2.330666, -1.99264]]",[-81777.6171875],"[[-0.29212514844101145, -0.3249284319445289, 0.27594426172839637], [-0.20602559238791876, -0.11056937539550578, 0.14920814069545943], [0.33550343649960285, 0.12733991923224391, 0.20800230901026237], [0.05795933065803676, 0.26193302732572504, -0.39450606997366233], [0.27240426209999485, 0.09546691278746114, 0.012872965267922656], [-0.007567645235653974, 0.12161514919897481, -0.13536315391485923], [0.12727533308522215, 0.09287102276042872, -0.19386946136100944], [0.11158048798220081, 0.01482696875241639, 0.06746059051887386], [-0.11993457240202793, -0.018147992546042838, -0.09433583246111502], [0.05496270827133826, 0.05261693529774046, 0.11276818403137413], [-0.0453048989949016, -0.11914766013461227, -0.17252039733436378], [0.09509338271423971, 0.01441275352033859, 0.029945073960719024], [-0.37602018800607073, -0.537426163044709, 0.39627853804825885], [-0.023028015885498698, 0.3351893503642454, -0.26918482779048963]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.052302, 0.271899, -0.209386], [0.180356, 0.225934, 2.06042], [-0.180411, -0.226023, -2.060582], [-2.052247, -0.27181, 0.209548], [2.216868, 7.281177, 1.795056], [-0.485753, 6.261661, 2.356072], [3.040232, 4.602983, 0.895494], [0.337324, 3.583724, 1.456521], [3.097137, 3.330269, -4.048904], [4.905962, 3.394489, -1.728916], [5.350785, 2.577159, -5.784921], [7.159451, 2.641339, -3.464584], [-5.049837, -2.731237, -0.973181], [-4.942727, 0.057897, -1.587595]]",[-81777.453125],"[[-0.02265784881706647, 0.1723366147790646, 0.057270120364619], [0.5504683481315961, 0.4799121476997364, 0.4095057912427345], [0.013412897229489953, 0.02531511111039703, -0.28741133672816266], [-0.8622255769614691, -0.6497700633984744, -0.2633396786408368], [-0.21034000871548247, 0.11525367082778894, 0.02693886135394126], [-0.11758098327051028, 0.4952392734258846, 0.26017356904029776], [0.26693901936291914, -0.2963936448407962, 0.042991064282382786], [-0.11335362454398783, -0.464672130996721, -0.23213032570995756], [-0.13205234254862014, -0.031701138388102186, 0.14203573594009106], [-0.1827454745562505, -0.025247917863332272, 0.06738104054320294], [0.06896869762066868, 0.0033843295305679227, -0.02500378119914817], [0.32797663068908, -0.11180504825612123, -0.292867734865487], [0.236960505616047, 1.0935216306576678, -0.24028103575759432], [0.1780467809383256, -0.8045860402909549, 0.32880514342858214]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.213466, 0.927276, -1.850488], [-1.184881, 1.57989, 0.654913], [1.185028, -1.580014, -0.654902], [-0.213613, -0.927152, 1.850477], [2.064762, 6.723081, -1.353433], [0.53365, 4.210923, -1.297976], [3.850424, 5.589369, -3.399397], [2.31895, 3.077228, -3.343809], [1.935141, -4.827223, 0.401241], [3.307187, -7.295787, -0.424589], [4.473539, -3.765828, 1.445194], [5.845419, -6.234602, 0.619086], [-2.858375, 1.968532, -2.516363], [-5.147152, 0.454356, -1.718231]]",[-81777.859375],"[[-0.48803555261674525, 0.06187532862005543, -0.5161271327131687], [-0.1596621490690507, 0.1701550839659664, 0.06342303073236519], [0.15203748701825523, -0.5546052553990332, 0.13003968188426357], [0.0054436660274496985, 0.054486076904503286, -0.02872884893513832], [0.31319545330921367, 0.3922523425439889, -0.1545267276273552], [-0.1663312858141468, -0.054359835669679696, 0.07213876672225923], [0.09482387953228028, 0.37690588211140735, 0.08851886261764684], [-0.0011458276679897287, -0.09590508042979588, -0.05556866619849151], [-0.08642140692427841, 0.07680254474000281, 0.12882658332185082], [0.07049495672079048, -0.14798918001460679, -0.05477126382439397], [-0.05897522549924853, 0.07096408046225511, -0.0020437139512395125], [0.05833579179047811, -0.06822713963802468, -0.017900405459513862], [-0.1214005648108205, -0.6362347404533559, 0.6539265110607111], [0.37472368281111873, 0.36378944352428194, -0.3042596307673665]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.079798, 1.529661, 1.408362], [1.896629, 0.630888, -0.577653], [-1.896813, -0.630939, 0.577624], [0.079982, -1.529611, -1.408333], [-4.521511, 1.390697, -3.051138], [-2.230854, 2.580358, -4.463905], [-3.383141, 2.254295, -0.478558], [-1.092533, 3.444047, -1.891696], [6.582469, 0.61309, -1.404862], [8.34568, -1.654904, -2.041733], [4.247998, -0.962529, -2.257817], [6.011552, -3.230533, -2.894513], [-4.943668, -2.288508, -4.575602], [-2.383871, -1.410748, -3.656245]]",[-81777.4765625],"[[-0.08660215557617451, 0.12217981518659106, 0.46418485525692943], [-0.10190377594490015, 0.41771039164234486, -0.025014538700706253], [-0.1954063134119963, 0.20322951615837379, -0.008058859907660428], [0.16155257942172677, -0.15261541990549854, -0.03313590216067955], [0.3054343170273706, -0.9129437001056063, -0.41145736246229664], [-0.07599326386275079, -0.12196955025412928, -0.48153384620182665], [0.5337237724511047, 0.15096847315644354, 0.6262742813147288], [0.24018245960803963, -0.26862370992719226, 0.29600278552271303], [-0.036993644035149674, 0.0974865668562723, 0.058735238597854754], [-0.017788654970096903, -0.05534004357933643, -0.011815485381251897], [-0.04768821009535123, 0.007834474468851374, -0.05804217164756866], [0.20398372397554596, -0.20673398312149505, -0.08075644078351434], [-0.054893237025616604, -0.3033703885377109, -0.17924157323613665], [-0.8221256015072398, 1.022927326455949, -0.1500126393181947]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.622814, -0.4379, -1.936508], [-1.816481, 0.692987, -0.740994], [1.816643, -0.692975, 0.741097], [-0.622976, 0.437888, 1.936405], [-4.51723, 0.300617, 2.234242], [-5.841069, 2.922037, 2.050058], [-2.835261, 1.304539, 4.430371], [-4.159449, 3.925968, 4.246024], [-2.953366, 3.089139, -2.994813], [-2.621863, 2.288157, -5.806724], [-1.727717, 5.696718, -3.593291], [-1.396443, 4.895455, -6.405335], [-2.972942, 8.740387, 0.572961], [-4.088778, 6.911235, 2.464352]]",[-81777.5859375],"[[0.12779063386492368, -0.08556929144474207, 0.06714403612312068], [-0.5533767816312386, 0.19679445277414004, -0.1659018085052887], [0.4716788537730256, -0.12425510795848944, -0.19022785167965015], [-0.17937737897999373, -0.12613114012552368, 0.45429345598729126], [0.3194521848798555, 0.04171306075598047, -0.06238620709988125], [-0.1408142555767511, 0.3284167523708947, -0.14087364809252348], [0.22571835084484226, -0.24715272412141553, -0.08109078722295343], [-0.04682521884344617, 0.5287440571027069, 0.012967129402019993], [-0.07782311899154816, -0.035534351924889684, 0.11476048154746588], [-0.0043485539114995276, -0.06862437529546347, -0.08890792216252476], [0.017282183363519308, 0.15189993292328452, 0.07501321021936878], [0.03717097311795584, -0.02290387267201148, -0.08588646290559417], [-0.21305067285091664, -0.6983649683813627, 0.6324495602923114], [0.02794336620186853, 0.1580080546492664, -0.5464887924643872]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.232551, 0.723926, -1.512106], [1.43129, 1.431224, -0.481573], [-1.431353, -1.431402, 0.481608], [1.232614, -0.723748, 1.512071], [-1.381164, 3.846894, -2.783496], [-2.271491, 3.644453, 0.013762], [-4.18453, 4.007575, -3.663941], [-5.074604, 3.805233, -0.86641], [4.331283, 0.473106, 2.077612], [4.659012, -2.441167, 1.836935], [6.075991, 0.473411, 4.447391], [6.403654, -2.441018, 4.206369], [-1.49584, -2.064936, -3.442412], [-1.60013, -2.413771, -6.27714]]",[-81777.6171875],"[[-0.34210083942694786, -0.1526756351747362, -0.599771849536427], [0.4503624427745319, 0.18450832669972195, 0.08834510737020533], [-0.13534474480607436, -0.6632745330886461, 0.1641996858519707], [-0.20825108908931597, 0.09087414867818655, 0.25092602577930573], [0.09220366685593155, 0.26654795435646966, -0.19261255117657236], [0.05642597530927722, -0.17749203941438388, 0.09874681947666195], [0.004412403694169897, -0.00435984260326361, 0.047641832510957174], [-0.06185861644029263, 0.05923063902811565, -0.056848253525314425], [0.19264206745713805, 0.11426754937760074, -0.143282670238762], [-0.11759239897484057, 0.01658301261096292, -0.20816140896160423], [0.10720359381336998, -0.01777373227912102, 0.10523171086763465], [0.10454131786611061, 0.017557877765304725, 0.15945214124704682], [-0.30591732473356126, 0.12969520529278364, -0.14148048019523354], [0.1734927890861007, 0.1396744849169283, 0.4312321391552868]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.519331, -0.317937, -1.385736], [1.371323, 0.206575, -1.551034], [-1.37139, -0.206649, 1.551199], [1.519398, 0.318011, 1.385571], [6.175248, -1.719826, 4.958243], [3.800297, -0.46611, 3.755696], [5.042705, -1.29206, 7.640448], [2.667676, -0.038431, 6.437534], [-7.04407, -1.996709, 0.691651], [-4.375281, -0.829894, 0.274013], [-8.262791, 0.294928, -0.695064], [-5.593701, 1.461502, -1.11269], [4.089921, 2.346082, 0.693666], [2.971258, 4.925664, 1.206104]]",[-81777.7890625],"[[-0.0798126397146947, -0.0822774548302952, -0.052769504643451905], [0.48999226604546514, 0.10734680433841426, -0.05861038575950376], [-0.5497083296180756, 0.02202189638389588, 0.026875689314437887], [0.7980878305782637, 0.16366319917053912, -0.2606582736755105], [0.29733533760386116, -0.2021239411894503, 0.19423584376350156], [0.06513620913537244, 0.15385752052756121, -0.15068986826427483], [0.02553331047158927, 0.007721885799341698, -0.09950092444965093], [-0.10606793692087345, 0.06133333977482502, 0.14555717219343298], [-0.31107357212234577, -0.12190609539312222, 0.11495804522330794], [-0.1869162689820374, 0.05315254780361521, -0.04323476900099764], [-0.006761912482720833, -0.09445220065435567, 0.007436246365045126], [0.16087473341054773, 0.12434957034071792, 0.014597076007599349], [-1.1382017718087354, 0.48313482160101107, 0.30758951972958093], [0.5481831503818769, -0.660337817438636, -0.13369610112799732]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.484349, -1.288168, -0.683408], [-1.406696, 1.521546, 0.187106], [1.406862, -1.521624, -0.187166], [1.484184, 1.288246, 0.683468], [0.638812, -3.005741, 2.789708], [2.802014, -4.477174, 4.136466], [1.375851, -0.570005, 4.267485], [3.539185, -2.041756, 5.614069], [-4.493072, -4.494084, 3.695185], [-2.909797, -2.795818, 5.502793], [-3.832113, -2.71565, 1.445704], [-2.248709, -1.017546, 3.253637], [4.656631, -1.25003, 2.391147], [3.828381, 1.38317, 3.131757]]",[-81777.703125],"[[-0.46360347708955035, 0.2425848483044646, -0.12086634070141834], [-0.673247333529252, -0.16541982924092966, -0.054255911622600884], [0.6315388750504678, -0.3993483340712726, 0.5440220747313983], [0.5032278496187764, 0.21997681720971876, 0.10212571369215008], [-0.4529596697759453, -0.02108815347618887, -0.5557103161470408], [-0.0315637385594062, -0.44029826527719224, 0.03632978483287978], [-0.44516881152517024, 0.6952966121769132, 0.3859587927557773], [0.5912023579749803, 0.04370466407383592, -0.2448510713023915], [-0.008629192609768542, -0.0574318428426313, 0.11945264455976042], [-0.0441945469136705, -0.20714232595071466, 0.2714422061886651], [-0.09948997154414485, 0.06384978267036966, -0.3354977800695293], [0.514434831679342, 0.24015145208681818, -0.19425512704784323], [0.3725909001408363, 0.015741006714630773, 0.3020885900609502], [-0.3879682138283645, -0.25161158510422144, -0.257984067803005]]","tensor(-6, dtype=torch.int32)",
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.622814, -0.4379, -1.936508], [-1.816481, 0.692987, -0.740994], [1.816643, -0.692975, 0.741097], [-0.622976, 0.437888, 1.936405], [-4.51723, 0.300617, 2.234242], [-5.841069, 2.922037, 2.050058], [-2.835261, 1.304539, 4.430371], [-4.159449, 3.925968, 4.246024], [-2.953366, 3.089139, -2.994813], [-2.621863, 2.288157, -5.806724], [-1.727717, 5.696718, -3.593291], [-1.396443, 4.895455, -6.405335], [-2.972942, 8.740387, 0.572961], [-4.088778, 6.911235, 2.464352]]",[-81777.5859375],"[[0.12779063386492368, -0.08556929144474207, 0.06714403612312068], [-0.5533767816312386, 0.19679445277414004, -0.1659018085052887], [0.4716788537730256, -0.12425510795848944, -0.19022785167965015], [-0.17937737897999373, -0.12613114012552368, 0.45429345598729126], [0.3194521848798555, 0.04171306075598047, -0.06238620709988125], [-0.1408142555767511, 0.3284167523708947, -0.14087364809252348], [0.22571835084484226, -0.24715272412141553, -0.08109078722295343], [-0.04682521884344617, 0.5287440571027069, 0.012967129402019993], [-0.07782311899154816, -0.035534351924889684, 0.11476048154746588], [-0.0043485539114995276, -0.06862437529546347, -0.08890792216252476], [0.017282183363519308, 0.15189993292328452, 0.07501321021936878], [0.03717097311795584, -0.02290387267201148, -0.08588646290559417], [-0.21305067285091664, -0.6983649683813627, 0.6324495602923114], [0.02794336620186853, 0.1580080546492664, -0.5464887924643872]]","tensor(-6, dtype=torch.int32)",
