atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.6011005957581329, 1.6906434803869037, -1.0536210872676064], [-1.3351806113211895, 1.15859371229664, 1.0972047520714465], [1.3353241951711652, -1.158720152325345, -1.0972274147537093], [-0.6012441796081092, -1.6905170403582004, 1.0536437499498703], [4.361802438619335, -0.8106737517355964, 0.07641731200916357], [4.6250429587598445, -3.399997020580818, 4.047809559398212], [1.6867050618115527, -2.7386425437082402, 3.488040065966239], [3.5740112824775188, -3.3986046146978106, 1.1648283775801573], [4.260885612316897, 0.8481265807504628, 2.5431802293212766], [5.933696588481917, -0.8134358686055512, 4.357527568317002], [1.5449008706586254, 0.1724707774096519, 3.5425456076516166]]",[-64249.26171875],"[[0.2790768955473183, 0.4395556274306251, -0.43185321517736386], [-0.9876101197393742, 0.1607572853533839, 0.1593770649933432], [0.7868562173358323, 0.06400667147177365, -0.1353392940643671], [0.4713665674108734, 0.37053550771837857, 0.8469804694713875], [-0.5864144470281678, -0.24585164236031307, -0.18286096857393436], [0.32506706590342277, -0.24791238268029495, 0.0586395420854284], [-0.05913915912719867, -0.1375493127161994, 0.0473775949511753], [0.08740032928164572, -0.25382515188037263, 0.1692253725502391], [-0.05099701600001878, 0.22107133642895305, 0.1509581373160364], [-0.1294477107660195, 0.04110744221463165, -0.07707251072078646], [-0.12979511841671937, -0.4054140325717028, -0.5987773462853115]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.1449912362356565, 1.5110519939596618, 0.3800525028725568], [0.17670629001302618, -1.5353906748403612, 0.24019182108488757], [-1.3638678558604853, 0.8163945720657927, 4.05859490841293], [-1.8364614379297757, 2.442802185253547, 1.9829675888577756], [1.5246340556099647, 3.5430253026505487, 2.460675172274584], [1.1089307307851919, 2.403137629439381, 5.185166673970846], [4.447697803123365, 2.572404474948108, 2.936562401495043], [0.20284649366471366, -1.5439722006124719, 3.205791807790669], [3.877558410907001, 0.458043120807626, 0.988816566873782], [3.715194440220773, 0.8317153649015019, 5.383616175466029], [2.9992914230599577, -1.1670679404581605, 3.3520966832172805]]",[-64250.54296875],"[[-0.8084869201580498, -0.2769640646485681, -0.7591962742761132], [0.2108857513733981, 0.5863666244830004, 0.49173362375465707], [0.010984627794373824, -0.32655527265577694, 1.8454792171023688], [-0.17251535796938916, 1.0528796663582078, -1.575665445709791], [-0.25066654990520393, 0.1306676484666121, 0.22576442503889596], [-0.2131038432936081, -0.07628662689520235, 0.08363299258637859], [0.5891393036608775, 0.39552448449736144, 0.815087459832981], [-0.6618557975820137, -0.8172944960035018, -0.5167056312434193], [0.1374025540668363, -0.6604422042845389, -0.31110776781324506], [0.03414608400751701, 0.6381723248640089, 0.011926423401621923], [1.1198219736160688, -0.6435551894103769, -0.3155311989749538]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.000597128563136, 1.8140878875530924, 0.29391871810221887], [-0.05032715996391374, -1.0335700242263606, 0.3127999743936709], [-1.583302917781924, 0.8647703669111153, 4.051367927774848], [-1.7240106625154878, 2.670017664284661, 1.5240277000339302], [1.4885530200529453, 3.5593041547597526, 2.3345671120050717], [1.0071227630575283, 2.281936935515076, 5.044741092671339], [4.642577503344002, 2.447607210880444, 3.117087721561896], [0.21434245171922825, -1.802356495622224, 3.1683080029092903], [3.827044053926694, 0.27035263350597594, 1.0136610008201985], [3.623961113550341, 0.7962571849538285, 5.366143301188938], [3.0372191059710825, -1.4115868628691322, 3.3841238969460123]]",[-64250.66796875],"[[-0.08938799880949547, -1.5475149358964193, -1.5673180975839605], [0.19528778549090936, -0.12712173529767917, 0.31737231554180667], [0.5663099518839806, 0.4233356599284108, -0.5839806394337888], [-0.02619322045722598, -0.48240997579812983, 0.9287081707206241], [0.37268937344620784, 1.063998150999168, 1.7240207510164316], [-0.4509854214139974, 0.16355593268750776, -0.13332632486746107], [-0.12606069186006205, -0.04411025067894696, -0.3369396555173718], [-1.2335979792202771, 0.36695390761789054, -0.4211394223971214], [-0.007612043069522278, 0.14585742578615593, 0.2951541153233124], [-0.11124285052890073, -0.028558703518525567, 0.06507172583253382], [0.9095117897137015, 0.0569838021587136, -0.2772967655810767]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.015859085213385, 1.6869303565790132, 0.24582674979484193], [0.06842899905677524, -1.0684663410845603, 0.34675822983045057], [-1.5083792401037666, 0.8145497431801516, 4.037048492854736], [-1.6251886900234058, 2.3097355062093876, 1.8705277927538984], [1.5300863499568385, 3.5260037473024823, 2.4469533057953288], [0.9258837187619925, 2.335912198224014, 5.258599823705382], [4.572324361855488, 2.517925914730127, 2.908335409353681], [0.182363702614961, -1.6538779050132322, 3.140451509986435], [3.8302308281243267, 0.4030587226360736, 1.201016946427693], [3.5818513893637016, 0.864045095928275, 5.325751169361617], [2.9537256684190476, -1.3797868872009276, 3.4256384968651874]]",[-64250.4453125],"[[0.2019828389701607, -0.040503921694619194, -0.19428407768540154], [-0.15793148715490699, -0.5750491363476341, -0.36057366018327874], [0.25397972668765556, -1.0650584745275031, 2.2162731208309263], [-0.6549786070543936, 1.6659322994864434, -2.1212553800133978], [-0.0920483207172749, 0.24298300955955182, 0.9061246165414694], [0.04208018363659129, 0.11862454319699092, -0.6083433979815367], [0.24997893369662508, 0.8223261476643933, 1.3610496900796112], [-1.2719470324562812, -0.41193054854899586, 0.07328419381215556], [-0.17945929437187721, -1.1743838981056494, -1.1076560209696682], [0.2577336422170209, 0.47735071047406114, 0.04250264697215817], [1.349757912990034, -0.06822328298115635, -0.19587790541385666]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8774257563992192, 1.8598528752052517, 0.11239460104137053], [0.18352836360611685, -1.2393519406406024, 0.2996376566998056], [-1.473006145080512, 0.8526834610262138, 4.1531603528834875], [-1.7713538581022203, 2.6100369057488684, 1.7278954898381247], [1.4101613658842278, 3.518565790644751, 2.611431859131054], [1.0647029601424203, 2.2290841568347504, 5.146537419851983], [4.512395179856125, 2.325158609864443, 3.2783370157210294], [0.13634295471162092, -1.7477741051341253, 3.192043373812823], [3.8085513493764966, 0.5239111899079678, 0.9912594911250852], [3.4391471701690395, 0.926905444813749, 5.365856025703796], [3.1602900034838477, -1.3095366151661882, 3.3146083775340007]]",[-64250.37890625],"[[0.04248952405438751, -0.603637248160333, 0.6173597475187947], [0.09115110806342477, 0.36086265233794623, 0.12770105658139508], [-0.03048586981342483, 0.12837566300080475, -0.4704364960405051], [0.18794352810548784, -0.3667524872851802, 0.5256972981767201], [0.07209840038037062, 0.4497938172858641, -0.9353868719747538], [-2.3026853746229037, 0.8975083308766868, 0.41507459807224806], [0.9984128727380465, 1.7210948340056529, -1.5206016416064105], [0.06822960789842042, 0.31483103577602994, -0.3503420523557616], [-0.21444014918744136, -0.41882162304134196, 0.05296496001353926], [1.322340682202562, -2.4600524014785607, 1.8044582719879805], [-0.24033744579205524, -0.023158910819610082, -0.2591153538177174]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.07881752528362179, 2.0334851197815187, -0.4340976443909904], [0.8703979673174254, -0.4266673828762053, -1.8409962644907139], [-0.8705315877091317, 0.4266510475571268, 1.84113408955473], [-0.07868390489191557, -2.0334687844624417, 0.4339598193269748], [4.07069039276889, 2.3415820098963835, -0.49810500319877193], [3.29576419884656, -0.9002726707359303, 2.8835683352957107], [6.0341070585321885, 0.38957771991905255, 3.355082469797453], [3.6854105944382285, 2.101919975807286, 2.3823049140247408], [5.398123881090948, -0.2584917494724155, -1.0675422859928694], [3.48218838863882, -2.1198458116766283, 0.24222671863622658], [7.575083160473712, -0.21250542354252674, 0.9549681823733039]]",[-64250.5625],"[[0.37230139376525306, -0.33950217260697024, -0.10397274379953445], [0.4169219367121818, 0.3580461101159533, -0.12796212654033576], [0.007509671969609119, -0.17077333177300674, -0.08727799612578205], [0.06563361502720486, -0.32850684387533907, 0.6851150380445012], [0.044728627041216246, 0.003561273976129094, -0.0212628446056971], [-0.09484151730969147, 0.24583153632250615, 0.19123320499208846], [-0.29609215711787534, -0.0847689580114246, 0.1989525865355703], [0.028564457650573128, -0.035801104024949716, -0.06944193512945952], [0.30805653516529086, 0.566851940729211, -0.22793603138831964], [-0.8342612151196094, -0.047772820004833405, -0.13809304991254348], [-0.022640329310465904, -0.16326406089571194, -0.3030950746594032]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.0835606036065657, 1.6776818755625644, 0.3570428822969514], [0.03469849991311941, -1.2639029604215402, 0.5225117302013091], [-1.503723159768766, 0.8411756341520952, 4.229846418580509], [-1.7615302675788316, 2.339660306471244, 1.9685455251773172], [1.557960710233736, 3.5754386861957483, 2.5090959333493443], [0.8040264235107836, 2.145776787356713, 5.189380472236555], [4.6722352177605275, 2.5767843878946324, 3.0690211255892206], [-0.07179050261861725, -1.7733688400364591, 2.988217896902085], [3.847772123327684, 0.40534178670373444, 1.039523724746285], [3.494830283025247, 0.7536737849812277, 5.415056275929499], [3.1269312837379855, -1.4024244342726488, 3.3907637753475055]]",[-64250.08984375],"[[-0.38723632319893714, -0.24148220439476104, -0.21998242221770073], [0.1268360341568727, 0.9361319780817166, -4.466776385362472], [-0.7455046281725982, -1.4075789696438177, 0.6631629471499223], [0.0017711598965867517, 0.9575683053977698, -1.271561880990363], [-0.10500175127409855, -0.05926930844098218, 0.7839997201486835], [1.0152232686957574, 1.1933596783397031, 0.03534328285921392], [-0.5150395554762973, -0.5389199748050453, 0.45534040977181606], [0.364095662079628, -1.014625229770707, 4.324749596866315], [-0.014741644075861282, -0.2397931429527038, 0.4054218487296226], [0.5115185305996881, 0.37889730545194233, -0.333925292509079], [-0.24753216773516842, 0.034834924061875404, -0.36527821591964355]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8812402719867817, 1.6671425250421605, 0.35019399131925405], [0.1611687524431937, -0.9643434977623151, 0.2163712709917805], [-1.3252179670056659, 0.8658627903835163, 4.113945873723806], [-1.7361061371944868, 2.5321227543295093, 1.5757757830339623], [1.5934336927405535, 3.8197186340330695, 2.5138693542468533], [0.8736233813793718, 2.195739976872304, 5.105959241005336], [4.434737566221671, 2.680501743638885, 3.1562983907396323], [0.05214174980735996, -1.6899326985584873, 3.160472585202833], [3.58931683617163, 0.33237350563557894, 0.9916541880309712], [3.6789558226248475, 0.9989949864557355, 5.269304428327935], [3.070220157450233, -1.207389955589683, 3.3277802041849545]]",[-64250.2109375],"[[0.5523056594636722, 2.3424660188884348, -0.17869382511664952], [-0.38221819554813063, -2.1730384546741117, 0.4238301347610233], [-1.6433667430393406, -0.44606473862673085, -1.104090413139661], [-0.2541243256091725, -0.2424610239079452, 0.8468282600803172], [-0.26067951099933206, -0.6948055312023449, 0.3574724452623109], [1.3246747309392801, 1.6414816091620972, 0.2903843049527353], [0.6704895667579327, 0.5584459714189818, -1.2290882617889007], [0.30675679037856945, -0.09014112676274447, -0.6523905331852811], [0.4125320327541818, 0.6657186251013408, -0.4070862275677225], [-0.3333115698460975, -0.7021948857620801, 0.995893704471648], [-0.38047313544834516, -0.863703962094332, 0.6469737300584716]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.9762010937492024, -0.1706626100825308, 1.8296503484581899], [1.6461067322989562, -0.8392828147426104, -0.9564736827259135], [-1.6462427448550028, 0.8394162714357336, 0.9565020886347796], [-0.976065081193157, 0.17052915338940788, -1.8296787543670576], [-1.1567940482228825, -5.893346880126909, 3.7166415882815964], [-1.4344195563564777, -2.486740800028918, 0.42061275999111003], [1.276774393760113, -3.890706277739483, 0.16987479169124553], [-1.2340352422594274, -5.521895180126846, 0.8255004403374375], [0.22139080270262423, -3.3863961470781234, 4.530598944571581], [-1.464450646727692, -1.3826484646745283, 3.1185520493680596], [2.589610755383361, -3.460279192115302, 2.7367509598485453]]",[-64249.89453125],"[[1.4970276979434665, 0.6563232947491542, 0.6007833220777631], [0.28448547113947525, 0.47503795048325625, -0.2802772928531113], [-0.9138919234743018, 1.5985786154959596, -0.6689962692185122], [0.015622941592368055, 0.3277926424454145, -0.11867833070478136], [-0.05029944961671962, 0.05868227384352959, 0.3577751156933381], [-0.2220999839488761, -1.3577324509519249, -0.4545669186703022], [-0.4288663115659736, -0.6925362743010148, 0.018198175365213648], [-0.11280052852697658, -0.535472637785667, -0.23043658485756677], [0.2975562469092795, -0.5031916998883972, 0.12768609275274592], [-0.4887173581289758, -0.28968835836532086, 0.5861398530591422], [0.13161890573871055, 0.2692639149673363, 0.05352201553160198]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.154019880627127, 1.2902637524880047, -1.1546307910598197], [-1.7136828750782858, 1.0483872317225384, -0.5413687643502102], [1.7138066516785138, -1.048467102585589, 0.5414929295565754], [-1.154143657227356, -1.2901838816249551, 1.1545066258534555], [-2.483809675526217, -5.484078744985398, -4.6881927478669105], [0.6134231320288388, -4.640992658495038, -1.1893069636178737], [-2.212666352520717, -4.020318671544118, -0.18305488101636191], [-1.7406622475117839, -6.421340627992349, -2.028886114978782], [-1.7708173280885353, -2.6064621842276035, -4.448011814275635], [1.0209626262623914, -2.8428632902598565, -3.447501042139692], [-3.1884534769746042, -1.9027065041699558, -1.9326886276707638]]",[-64250.46875],"[[-0.2847045292495968, 0.19216759581814935, -0.014841644617352705], [-0.040782485449114655, 0.06140311955309614, -0.6670093195999446], [-0.25169740857506484, -0.2813403931743915, 0.07198928270204245], [0.4595116155743355, -0.02591224500663552, 0.553296563168377], [-0.09797445966116282, 0.25459653467613175, 0.17204515436400142], [-0.17107620789240022, 0.11414737594958331, 0.016504393375149563], [0.26613287523325335, -0.4028316665547554, 0.2261521476093929], [-0.028946888887846668, -0.42559638076253886, -0.21138346579777995], [0.2803090202836149, -0.06962705465913974, -0.2885070900775948], [-0.16309699052017557, 0.07825686433400722, 0.14179019545280686], [0.030273702263574672, 0.5099128757901701, 0.006640504924505557]]"
