bin_left,bin_right,count
0.0003667676424616375,0.0007564421106545081,6
0.0007564421106545081,0.0011461165788473789,23
0.0011461165788473789,0.0015357910470402494,36
0.0015357910470402494,0.0019254655152331202,48
0.0019254655152331202,0.0023151399834259907,66
0.0023151399834259907,0.002704814451618861,49
0.002704814451618861,0.003094488919811732,32
0.003094488919811732,0.0034841633880046026,32
0.0034841633880046026,0.0038738378561974734,17
0.0038738378561974734,0.004263512324390344,15
0.004263512324390344,0.0046531867925832145,5
0.0046531867925832145,0.005042861260776085,7
0.005042861260776085,0.005432535728968956,6
0.005432535728968956,0.005822210197161826,8
0.005822210197161826,0.0062118846653546975,5
0.0062118846653546975,0.006601559133547568,3
0.006601559133547568,0.006991233601740438,5
0.006991233601740438,0.007380908069933309,0
0.007380908069933309,0.00777058253812618,1
0.00777058253812618,0.008160257006319052,1
0.008160257006319052,0.008549931474511921,1
0.008549931474511921,0.008939605942704792,4
0.008939605942704792,0.009329280410897664,1
0.009329280410897664,0.009718954879090533,0
0.009718954879090533,0.010108629347283404,1
0.010108629347283404,0.010498303815476276,1
0.010498303815476276,0.010887978283669147,0
0.010887978283669147,0.011277652751862016,2
0.011277652751862016,0.011667327220054887,1
0.011667327220054887,0.012057001688247759,0
0.012057001688247759,0.012446676156440628,0
0.012446676156440628,0.0128363506246335,0
0.0128363506246335,0.01322602509282637,0
0.01322602509282637,0.01361569956101924,1
0.01361569956101924,0.014005374029212111,1
0.014005374029212111,0.014395048497404982,0
0.014395048497404982,0.014784722965597852,0
0.014784722965597852,0.015174397433790723,1
0.015174397433790723,0.015564071901983594,0
0.015564071901983594,0.015953746370176464,0
0.015953746370176464,0.016343420838369333,0
0.016343420838369333,0.016733095306562203,0
0.016733095306562203,0.017122769774755076,0
0.017122769774755076,0.017512444242947945,0
0.017512444242947945,0.017902118711140814,0
0.017902118711140814,0.018291793179333687,1
0.018291793179333687,0.018681467647526557,0
0.018681467647526557,0.019071142115719426,0
0.019071142115719426,0.0194608165839123,0
0.0194608165839123,0.01985049105210517,1
