atoms,coordinates,total_energy,forces,charge
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.7265991207211036, 5.594347394240244, -0.05644788459254865], [-2.5826331773352043, 5.68302466902161, -0.10756775876386293], [-5.67441570055602, 2.700065488856399, 0.1160545709893139], [-2.6280292885785737, 2.750481830348796, 0.035882480339987394]]",[-23366.0],"[[0.8909005921089347, 0.3703731167531757, -0.023007426480030933], [-0.9685150402528601, 0.04512096731553683, 0.005830869234821659], [0.6964536092374145, -0.25770844539214777, -0.016894409370930834], [-0.6187820825718379, -0.15538419100441567, 0.034565570003981534]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.722230817786196, 5.453006089584754, -0.08582930885782195], [-2.8445595784203053, 5.58905661422916, -0.2155142900743349], [-5.381347118972949, 2.7115238435413946, 0.0924052860216539], [-2.3391074918336523, 2.523026481870444, -0.17795110997570707]]",[-23365.826171875],"[[-0.22496635417760794, 1.0681761959398675, -0.01887991402872515], [0.6541347705316013, -0.26548166586551164, -0.08978950250053522], [0.33506737716302276, -1.6089946743659662, 0.02011475385145703], [-0.764236667692573, 0.803268092083815, 0.08970897550512431]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.797586781536191, 5.43132390484285, -0.017432037257802388], [-3.062099588291194, 5.402405880991799, -0.12466483015500532], [-5.539921002199415, 2.491413815349216, 0.028318434609094195], [-2.6059026859427763, 2.719990911810067, 0.02668677601987388]]",[-23365.72265625],"[[-1.582607942293715, -0.10102394395800335, 0.018318040260681588], [1.6788752399365852, 2.1305895180766066, -0.13244793269912844], [-0.31271727927963133, -0.3244342656444659, 0.06183511654444155], [0.21131363459741725, -1.7106252961604052, 0.05459216067942837]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.660120700357702, 5.519589649437355, -0.16316096810420927], [-2.8202444290313853, 5.565132409108293, -0.23873298639966162], [-5.565356149486899, 2.441700922575918, 0.08174261541731964], [-2.5273789853615716, 2.737576634256557, 0.03952808970431741]]",[-23366.01171875],"[[-0.6049027458340636, -0.6555293376551923, 0.041633824455068184], [0.6172018816976509, 0.5238677001583806, -0.04119536370681143], [0.42874726942397084, 0.6511584598710761, -0.03203015749885382], [-0.43595376702605537, -0.520033669010337, 0.030589408194816807]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.741170926611734, 5.361663705472345, -0.01869671207483975], [-2.7951763236672655, 5.705534416493871, -0.3267345286588951], [-5.575983874373953, 2.486492800708279, 0.26317015416691203], [-2.498018972702143, 2.7507085913615503, 0.05972087046764604]]",[-23366.060546875],"[[0.2296194878223949, 0.37608621397165665, -0.1038473253181761], [-0.33282696805506795, -0.30948493802514004, 0.10745371086680461], [0.7956051719968856, -0.1729217981812204, 0.009279183273939886], [-0.6927383631209157, 0.10723789234845242, -0.012739812903991005]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.63788406831399, 5.459940934068891, -0.25212022725350614], [-2.819936631662947, 5.373476456733224, -0.10550450325447731], [-5.367374581829147, 2.427072930742895, 0.218725117475718], [-2.568872321186677, 2.7619641214838375, -0.05177774758182424]]",[-23365.515625],"[[-0.8599624907111286, -0.5255661718431965, 0.18381927067257894], [0.8059456403922729, 3.308815674864952, -0.21387825999277033], [-1.0311877712470128, 0.22761706015426234, -0.12790854472091165], [1.0853552882941915, -3.0135633947688176, 0.1570841025077958]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.807144290660523, 5.614353685515306, -0.07087841145051718], [-2.7193422143947648, 5.73287732901435, -0.026300065360522706], [-5.5284824989484145, 2.544945840937572, 0.04082985179857553], [-2.6067877483396362, 2.697825746171475, -0.06501896925873257]]",[-23366.015625],"[[0.7362604787696503, -0.6927116236332952, 0.0906568389191786], [-0.5940187459306985, -0.5570349492260859, -0.07240986398905759], [-0.0919499502560865, 0.6648058829758342, -0.08351055658633175], [-0.05166686073374832, 0.5826364659599441, 0.06541743655421162]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.657574177514376, 5.503061541928934, -0.09561092459037529], [-2.742111993890207, 5.7487615726128425, -0.41129073455177345], [-5.415924220311647, 2.6657792663550497, 0.10444607731522816], [-2.640056128855185, 2.8297633934024446, -0.21329165913722095]]",[-23366.029296875],"[[-0.18610056034333813, 0.6305885947981094, -0.01806686905436964], [0.05279063912309039, 0.10527675661985683, -0.02311713551241225], [-0.9878044952455386, -0.6221306891753866, 0.15128826714396612], [1.1176365347240107, -0.11378454167141011, -0.1094275478520199]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.884300727998703, 5.292544489373151, -0.1405342122593631], [-2.988977023356515, 5.666861734639454, -0.24430469645734715], [-5.598823856672302, 2.5837867952281717, -0.01620441205875206], [-2.5838834928328374, 2.7883715143701187, -0.03305390948664009]]",[-23365.923828125],"[[-0.20357599821142527, 1.8466866078126165, -0.12135140529127209], [0.036958491893347066, 0.41932854202011627, 0.0035508918558395286], [0.5904567376471016, -1.913537383747469, 0.12261350910695855], [-0.4268739112056987, -0.3537528796901196, -0.005526013364902447]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.679350230854545, 5.441483621844819, -0.051832336539292534], [-2.452548339194837, 5.55419362603243, -0.08986276029082829], [-5.377613264760145, 2.4467149098284784, 0.1853833115902489], [-2.537369801289903, 2.7639257726197988, -0.02181638198743272]]",[-23365.85546875],"[[0.9887084956154769, -0.14423346471203627, 0.06487565339734752], [-1.09321566921278, 1.0236693472374174, -0.06766381062478947], [-0.30786611916017814, 0.29036250198590635, -0.06626698092916908], [0.41134891327115897, -1.171227095903686, 0.07000906937747149]]","tensor(-2, dtype=torch.int32)"
