bin_left,bin_right,count
0.00045812177076887947,0.012334077188675276,503
0.012334077188675276,0.02421003260658167,176
0.02421003260658167,0.036085988024488064,110
0.036085988024488064,0.04796194344239446,58
0.04796194344239446,0.05983789886030086,70
0.05983789886030086,0.07171385427820726,30
0.07171385427820726,0.08358980969611365,66
0.08358980969611365,0.09546576511402005,65
0.09546576511402005,0.10734172053192645,70
0.10734172053192645,0.11921767594983285,199
0.11921767594983285,0.13109363136773922,40
0.13109363136773922,0.1429695867856456,50
0.1429695867856456,0.154845542203552,78
0.154845542203552,0.1667214976214584,26
0.1667214976214584,0.1785974530393648,4
0.1785974530393648,0.1904734084572712,4
0.1904734084572712,0.2023493638751776,25
0.2023493638751776,0.214225319293084,14
0.214225319293084,0.2261012747109904,7
0.2261012747109904,0.2379772301288968,8
0.2379772301288968,0.2498531855468032,15
0.2498531855468032,0.26172914096470956,12
0.26172914096470956,0.273605096382616,17
0.273605096382616,0.28548105180052236,15
0.28548105180052236,0.2973570072184288,6
0.2973570072184288,0.30923296263633515,4
0.30923296263633515,0.3211089180542416,11
0.3211089180542416,0.33298487347214795,5
0.33298487347214795,0.34486082889005437,5
0.34486082889005437,0.35673678430796074,3
0.35673678430796074,0.36861273972586717,2
0.36861273972586717,0.38048869514377354,3
0.38048869514377354,0.3923646505616799,2
0.3923646505616799,0.40424060597958633,1
0.40424060597958633,0.4161165613974927,1
0.4161165613974927,0.4279925168153991,3
0.4279925168153991,0.4398684722333055,0
0.4398684722333055,0.4517444276512119,1
0.4517444276512119,0.4636203830691183,1
0.4636203830691183,0.4754963384870247,0
0.4754963384870247,0.4873722939049311,0
0.4873722939049311,0.4992482493228375,0
0.4992482493228375,0.5111242047407439,0
0.5111242047407439,0.5230001601586503,0
0.5230001601586503,0.5348761155765567,0
0.5348761155765567,0.5467520709944631,0
0.5467520709944631,0.5586280264123695,0
0.5586280264123695,0.5705039818302758,0
0.5705039818302758,0.5823799372481823,0
0.5823799372481823,0.5942558926660887,1
