atoms,coordinates,total_energy,forces,charge
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.76617110282574, 5.408936672629175, 0.03591952993007119], [-2.851611246025507, 5.761874160604025, -0.2703266345546637], [-5.458959470912976, 2.568230420775416, 0.21108073800496724], [-2.4118780321850055, 2.5821448228422432, 0.1258504358695964]]",[-23365.91796875],"[[0.14213287227108157, 0.2851550896160019, -0.09940080563734889], [0.11336277767628868, -0.9074312518884623, 0.18373848656671016], [0.4389744549516123, -0.4392813934162404, 0.08931323108834129], [-0.6973226425850799, 1.0647787383493197, -0.173629417583423]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.6542735469137, 5.498733307290184, 0.08962654878022955], [-2.8772243579920134, 5.75250128480895, -0.10646978868029155], [-5.422203701718818, 2.4191120452691854, 0.08845215993074718], [-2.4726146430619127, 2.7615323537348, -0.17044886571050355]]",[-23365.990234375],"[[-1.042262032889216, -0.8435778696716821, 0.09917346857048326], [1.171248178961233, -0.38509906680668743, -0.11223092601856888], [0.007249080236120111, 0.7352562053211352, -0.026321914525817832], [-0.13811048200158835, 0.4942163337581267, 0.03829702950595481]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.662541038318149, 5.459973822539545, -0.022917632902039], [-2.8080706909326323, 5.729446117265507, -0.17049626223178546], [-5.498972236522712, 2.473087258856313, 0.00037182822244988256], [-2.462222941755774, 2.5446346852279778, -0.1092853524921495]]",[-23365.94921875],"[[-0.37318652222758236, -0.4902648031308277, 0.009876317170178369], [0.5706412346575819, -0.9525875616075404, 0.011985733642047802], [0.33520153739994935, 0.3966707857628146, -0.005904922188902904], [-0.5348267763154494, 1.0511179455007513, -0.015970992019212652]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.689652944529981, 5.374835555038685, -0.046598122466418875], [-2.8869707844047654, 5.530804022368562, -0.30599796649644173], [-5.4662206412266245, 2.5644391075088415, 0.11331948507264797], [-2.4248356563188262, 2.827568150481014, 0.21171191155016872]]",[-23365.859375],"[[-0.7905632359176786, 0.840519797885548, -0.13240756635723985], [0.7159585227938042, 1.4510265232597646, -0.17275462496150085], [0.4854919588568476, -1.0505157928083748, 0.24196732040670635], [-0.41140640316954297, -1.2460565235677554, 0.06081392522779727]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.805380739011659, 5.365971307225947, 0.09449379342073244], [-2.7554254911075113, 5.5858151688292965, -0.2734990833240127], [-5.501980833355343, 2.5876482321834167, 0.009210445681480509], [-2.492687495000174, 2.7226117967448067, -0.017896495941778143]]",[-23365.943359375],"[[0.6454161549045789, 1.1711648751728767, -0.17214758717042447], [-0.6702406838346959, 0.5488125567827897, 0.14697457072568448], [0.5276266550527204, -1.2384537673279723, 0.09264795372716406], [-0.5011354332903827, -0.4809566332238654, -0.06843272516015289]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.654506110842156, 5.431775700240017, 0.09186349888086809], [-2.5876868208292616, 5.8412529185024935, -0.18353670801006372], [-5.624919478248734, 2.6389129291726183, 0.19661121583041435], [-2.4978921928299656, 2.691881658332392, -0.03177216112458751]]",[-23365.814453125],"[[0.6742942873137768, 1.1697070588766452, -0.11274452986924834], [-0.846425110882347, -0.9262460809758771, 0.12984294096188675], [1.008997081847513, -0.8743329084234711, -0.03253261304007919], [-0.8386485479730307, 0.633067653833077, 0.014983019373727655]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.580439224638977, 5.301293303983577, -0.125384002886136], [-2.691143117060783, 5.645865941020557, -0.26828094891544724], [-5.42583001207577, 2.2680942410135936, -0.012220277383173148], [-2.5799574359068633, 2.4930883619273647, -0.058302683036078676]]",[-23365.9453125],"[[-0.37492489745546276, -0.5696652433594345, 0.007366749408277678], [0.26118591575719063, -1.0289843346229024, 0.08790791674761056], [-0.6025342442959883, 0.6746131042815594, 0.006640633479734503], [0.7135936208021394, 0.9224300475598859, -0.1025442380955021]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.695575271862979, 5.386164290926884, -0.11302469193886099], [-2.759339914730798, 5.652670249871086, -0.13222688256100246], [-5.344077505081422, 2.347844114078603, -0.019729641186420108], [-2.5192410534825926, 2.499725882272773, -0.22264700054744613]]",[-23365.93359375],"[[0.023606874370390416, -0.7424717532113374, 0.0870861917241967], [0.20599170522956894, -0.9333706117639867, -0.09489607614885555], [-0.893192474730559, 0.6096032392251938, -0.03363320006611966], [0.6635542692668297, 1.0657141061951205, 0.04125088413908802]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.673501278826177, 5.480154538705833, 0.04837976823977144], [-3.0451700245342987, 5.5636574531607765, -0.1746618501287451], [-5.468195923805329, 2.501433029529293, 0.12691593511574217], [-2.640833916655891, 2.7785291738739724, -0.16669306206755338]]",[-23365.611328125],"[[-3.0731528571519635, -0.41979853993713767, 0.29242283092915555], [3.14531142137948, 1.108027802691776, -0.3069641756739029], [-0.9474803194720296, 0.031568618515896936, 0.07237654247371515], [0.8706084063304882, -0.7235710492309874, -0.058906371318625805]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.746536506731161, 5.509439698836346, -0.1865143140669163], [-2.5572987456881906, 5.880573409671107, -0.06283286171214657], [-5.402931312427689, 2.3841775704915795, 0.08512839717502468], [-2.570232889948222, 2.716078905952745, 0.03187886454726076]]",[-23365.736328125],"[[0.9109881179629014, -0.7810064401979374, 0.1624121511045419], [-0.9864402671559784, -1.1658843405887487, -0.0485401404553579], [-0.47176364880203747, 1.007490414564282, -0.13265742630021654], [0.5430609958398085, 0.939307292236648, 0.020212337554644293]]","tensor(-2, dtype=torch.int32)"
