atoms,coordinates,total_energy,forces,charge
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.14811898060920103, -1.7097462906469048, -1.17666609058515], [-1.5185090729812916, -0.8933428836654063, 1.1067852594190863], [1.5185888832119439, 0.8934829659546519, -1.1068907311182437], [-0.14819879083985343, 1.7096062083576609, 1.176771562284308], [-0.6079798145499724, -0.6551867084570614, 5.125382131271891], [3.9974593001286776, -0.528020809318843, 3.976640933380347], [2.33519056586388, -0.5948306198551777, 1.4042956356411787], [1.3652937448471774, 1.0403206579552406, 3.808535164061684], [0.4935564378057049, -3.3412068143625646, 4.47836133212353], [3.30434572607649, -2.984301520563287, 5.385568469336006], [0.83949552128284, -3.093411569596655, 1.5371475166880706]]",[-64249.75390625],"[[-0.04462919214273218, -0.3280619913610992, -1.5065731808030605], [-0.6967379734038399, -0.2079436364037721, 0.6375496033350013], [-0.02262880561974331, 0.6289636567042497, -1.0131087922900766], [-0.9090392206921012, 0.6044070368712533, -0.502873808518263], [-0.27848075923965643, -0.013080489402903338, -0.06441881953577001], [0.5341793721824845, 0.06362563377318187, 0.21486047336399863], [1.055283134918556, -0.27566467981648773, 1.0785372331718859], [0.6172558748938076, 0.1153820203683672, 0.8138970384129541], [0.021996668705767792, 0.19264062763857387, 0.5098311146645613], [0.0052884278751853635, -0.20586505261801272, 0.1973541822409648], [-0.27654919121371807, -0.5871893779482459, -0.3803522421110457]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.1449912362356565, 1.5110519939596618, 0.3800525028725568], [0.17670629001302618, -1.5353906748403612, 0.24019182108488757], [-1.3638678558604853, 0.8163945720657927, 4.05859490841293], [-1.8364614379297757, 2.442802185253547, 1.9829675888577756], [1.5246340556099647, 3.5430253026505487, 2.460675172274584], [1.1089307307851919, 2.403137629439381, 5.185166673970846], [4.447697803123365, 2.572404474948108, 2.936562401495043], [0.20284649366471366, -1.5439722006124719, 3.205791807790669], [3.877558410907001, 0.458043120807626, 0.988816566873782], [3.715194440220773, 0.8317153649015019, 5.383616175466029], [2.9992914230599577, -1.1670679404581605, 3.3520966832172805]]",[-64250.54296875],"[[-0.8084869201580498, -0.2769640646485681, -0.7591962742761132], [0.2108857513733981, 0.5863666244830004, 0.49173362375465707], [0.010984627794373824, -0.32655527265577694, 1.8454792171023688], [-0.17251535796938916, 1.0528796663582078, -1.575665445709791], [-0.25066654990520393, 0.1306676484666121, 0.22576442503889596], [-0.2131038432936081, -0.07628662689520235, 0.08363299258637859], [0.5891393036608775, 0.39552448449736144, 0.815087459832981], [-0.6618557975820137, -0.8172944960035018, -0.5167056312434193], [0.1374025540668363, -0.6604422042845389, -0.31110776781324506], [0.03414608400751701, 0.6381723248640089, 0.011926423401621923], [1.1198219736160688, -0.6435551894103769, -0.3155311989749538]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.7662410156724897, 1.8231212098707248, 0.10435708372470334], [0.302436583663158, -1.19653931292117, 0.011580409466395575], [-1.457624660350456, 0.9370450510942018, 4.006840047862906], [-1.7741425529282884, 2.593923490230625, 1.7882935471860395], [1.4741906879330628, 3.4065838854152357, 2.319531841853397], [1.0750310813222663, 2.3716098729407116, 5.025599982741722], [4.437954393220188, 2.6533426165684078, 2.8838986209552924], [0.07120739871848172, -1.7923872685737963, 3.1742812806791436], [3.7012579517374586, 0.48664103206443915, 1.1003743255558878], [3.654044929589876, 0.774298490356099, 5.467575453306239], [2.9840384844495835, -1.5327769058132965, 3.3050885540939166]]",[-64250.3984375],"[[-0.1439911638165215, -1.2729641614276908, -0.7584547677155609], [-0.1228356525425748, 0.015237003368448911, 1.1265325565669766], [0.18696002918197013, -0.7034634687613054, 0.6194670248316546], [-0.4439513935070649, 0.37360432672165234, -0.5986601039165141], [0.23548685131560934, 1.2851018319237237, 0.761654250253534], [-0.02298411170370954, -0.19834765705024862, 0.2018011132985246], [0.3884132206088791, -0.015861282986831336, 1.3653794301904651], [-0.4507161239204043, 0.47986365666737846, -1.0428667566861713], [-0.06387323114412916, -1.0339311398326905, -0.42757073196866996], [-0.082077474316149, 0.2570286453414887, -1.0656811960565107], [0.5215583340256198, 0.8098547477940203, -0.18489754051087462]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.9524596425790118, 1.6010720306752624, 0.10328036780836769], [0.30220236802943123, -1.265340683941059, 0.2778628172990671], [-1.393701632853941, 0.742058842398637, 4.051095827180158], [-1.8263275468678901, 2.4934172025944092, 1.69910212908301], [1.4586863601822313, 3.520899210722204, 2.5623553858905503], [0.9549532408375578, 2.148586531921688, 5.1920413799315615], [4.758245072729811, 2.6415112785329264, 3.224193940417909], [-0.12591720188975808, -1.757089849082924, 3.1543486737116577], [3.618556519213643, 0.4649206052313987, 1.1997835568112813], [3.5597652906300987, 0.8489680044737993, 5.192706461825044], [3.188942927886935, -1.4314721842819376, 3.3684519070649785]]",[-64250.6484375],"[[-0.2877674347123392, 0.5980939466882421, 0.7005504072734209], [-0.07254340716088524, -0.33017559359122306, 0.12987363995055873], [-0.7576361280176418, 0.4423573086681519, -0.14508897404961674], [0.4213872254564349, -0.13055503408605665, 0.23665418421651782], [-0.1956165783444581, -0.20979678574005423, -0.22697778071176664], [-0.2496452557443765, 0.7194917347061174, -0.23569305390283649], [-0.4415604205149702, 0.07868922127999367, -0.5079326110435076], [0.9551766639184845, -0.38579331646507986, -0.42979710284562406], [0.7493602565991045, -9.341563413232961e-05, -0.3491904031927844], [0.7703044744987578, -0.3606264706713292, 0.960479824222907], [-0.8717777446929683, -0.4254389777402191, -0.12317719807483479]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.9792520996702927, 1.7296447577850664, 0.40683142166673614], [0.24495106265343286, -1.4050472706958808, 0.18936871631587165], [-1.5965918832816048, 0.8755549214223415, 4.119532077609185], [-1.7538980860909754, 2.480330372559892, 1.76654605050447], [1.376733732919985, 3.6527702494092362, 2.488364812932392], [0.9879820426022373, 2.3668042763354693, 4.97176532012137], [4.548764813450475, 2.562302697859402, 3.1582139171347214], [0.15579570138661963, -1.8447041828160966, 3.1869120116215877], [3.740288156029833, 0.5515084639372313, 0.9543960203289603], [3.744350886313925, 0.933772376638798, 5.3714667809309224], [3.167382189313929, -1.2077073135928236, 3.482443280854404]]",[-64250.6796875],"[[-0.2687968481095348, -0.8761959308013361, -1.207091433674649], [0.14081939778590888, 0.33569436672563135, 1.0042698489687623], [0.5313696690986713, -0.2520499070128309, 0.19108618923226742], [-0.04709835242507101, 0.11015733017569257, -0.055182332024467214], [0.4071689657130712, 0.9166666595358418, -0.18107765043801494], [-0.3198939520686007, -0.5358865856228686, 1.2148546268401552], [0.21883977192074958, 0.70476136235273, -0.6955897180989069], [0.10601929162224082, 0.4435014502057588, -0.7438951167062119], [-0.030681715991408183, -0.4828848588138512, 0.6774598312713086], [-0.5088456617015636, 0.08671528417764576, 0.816985449233119], [-0.22471937387175958, -0.4493116837552304, -1.0077891769163494]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8857024140907418, 1.7866278929576478, 0.43086874171457545], [0.3914543607667309, -1.090003913614125, 0.3384737886875776], [-1.296018931316021, 0.707960537307301, 4.191505718486605], [-1.5661653160800688, 2.337116965141222, 1.6944822247639308], [1.415410500545181, 3.725447273390358, 2.542665074701459], [1.1548239416711676, 2.487520185720822, 5.2042536904978105], [4.571660010129614, 2.689806800062131, 3.1087384934796325], [-0.05334657674259424, -1.861168109295812, 3.091162387604448], [3.7891120167873846, 0.2757517872590332, 0.9053455675285238], [3.7718687117686334, 0.7571083626452706, 5.279504531148354], [2.9102090851818843, -1.3008769638913642, 3.373881555374349]]",[-64250.53125],"[[1.272067874371489, -0.19151103855288348, -1.2412079345528813], [-0.07697141488874443, -0.6175782914080007, -0.29982318981648853], [0.029781675122521285, 0.6857084489813096, -0.06992792531696167], [-1.697729664034515, 0.21729006434686832, 1.1096028613568052], [0.5244354000493999, 0.16105568775081014, 0.2970639318045133], [-0.20591076685742543, -0.6855510973810813, -0.03217161967278446], [-0.04528331714306638, -0.4356183921447847, -0.23555920219845936], [0.1497660189669874, 0.15588493933220066, 0.029801837724628955], [-0.17706143081951106, 0.2769925524873022, 0.8208333643458886], [-0.15135953816289302, 0.8027420440869738, 0.23688409238796237], [0.3813457169203295, -0.3675446960280283, -0.6088205949913791]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.6996214188033334, -0.3655950964019663, -1.143390553469058], [0.319991875094237, 2.04801243830714, -0.17931864209394566], [-0.32002338014570697, -2.048176373444061, 0.17941481746820942], [-1.6995899137518649, 0.36575903153888745, 1.1432943780947955], [-4.380448170966137, 0.7028515491017053, -5.72158019153718], [-1.2497561856112622, 3.5789341102468235, -3.606689239511358], [0.007978090248524694, 0.803288436724885, -3.9204675257030637], [-1.7716931037481927, 1.93494939203775, -6.144630554404349], [-4.336270356560284, 0.3840056504490441, -2.7647055488207046], [-3.6122076871415376, 3.1529559189940883, -1.9525539233913645], [-1.7235816846336673, -0.9855196209171646, -2.404048543357548]]",[-64250.359375],"[[0.5766154532570951, 0.08097246499023283, 0.20492891344083816], [-0.06060222047677131, 0.010367367291491774, 0.13666413283177853], [-0.14551130368774554, -0.19049761197206747, -0.13898733150717366], [-0.029511318333841647, 0.562436325725422, -0.03097223538219549], [-0.1544012063018137, -0.29940533390032703, 0.3422310401628229], [-0.0956795431361355, 0.0030343456330800007, 0.17850947691834299], [0.260244068727851, 0.28737786094654544, -0.10654456828770843], [0.27869133270466767, 0.07224546756228324, -0.1774495647667406], [-0.5155774305542016, 0.46062721785111677, 0.06746218460371277], [0.00366203402191312, -0.009619767213087379, 0.08464107126967052], [-0.11350552540250874, -0.9808486289178044, -0.5647765451131295]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.87112593600871, 1.6952713129978405, 0.26242924740275325], [0.2551049640370443, -1.2047255476489285, 0.11854525906217983], [-1.4727926059623397, 0.9495653986725432, 4.013686892345911], [-1.9104042885425057, 2.324063317228748, 1.8483972092497032], [1.5540342457178318, 3.478295328548555, 2.488378603094071], [0.9638188479553595, 2.5554258557892444, 5.245116599031492], [4.554899371272622, 2.441722523249004, 3.123793865953864], [0.11909254350787882, -1.5645308707127341, 3.224734344124057], [3.769636437955249, 0.45195682687772787, 1.1674027925688788], [3.5573007504520806, 0.8847753580265618, 5.292802320492594], [2.7969662739486196, -1.1910813964100575, 3.2551117149386046]]",[-64250.109375],"[[-0.07091003584400679, -0.26085660868272614, -0.2872802103946392], [-0.026322053365465094, -0.14681475086506057, 0.938599724256537], [0.3669530848644253, -1.315865098210165, 2.7436750613434517], [-0.32799174878400383, 1.773251747272138, -2.575993277138196], [0.13030517414307993, 0.43370045097311455, 0.31433527539112804], [0.0008090469067353324, -0.4378410092090536, -0.13457346485449836], [0.3614642908094069, 1.3726772534271918, -0.223097469681303], [-2.1253665762350455, -0.3507869048700015, -0.9189189471469511], [0.17535288040474584, -0.10607071371381864, -1.6717975032518115], [-0.45341357257830284, -0.2370241661654204, 1.1471924103002045], [1.9617754194148072, -0.7270795785393431, 0.6611857677287545]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.56785554712336, -0.508325757168392, 1.2700978731909565], [-1.3629112636783702, -0.7445920944972969, 1.3845433987926337], [1.3629916845356087, 0.7446083720833927, -1.3847177103697366], [-1.5679359679806, 0.5083094795822967, -1.269923561613855], [-0.4670477738018963, -0.02302618500118747, 4.4865465915821625], [1.2936411564324581, 4.31995743781895, 3.72214179861231], [3.09366779163539, 2.262573946764497, 2.339521637542898], [0.052727283344583764, 1.8785614066239957, 2.337956768891357], [1.7523446950716786, 0.6646399203290783, 6.34346189277394], [1.3679131366702162, 3.6076466636465496, 6.548074422453592], [4.070229010228598, 0.5502730993362839, 4.487081658899546]]",[-64249.8984375],"[[0.5208543655919193, -0.5177088762501029, 0.3789778324473532], [-0.9729784778018162, -0.8593731935416465, -0.537319719315143], [-0.13949661590216056, 0.26690605780221777, -0.6829769074766948], [0.09193560349253628, -0.059509192498192795, -0.27285687935006303], [-0.15803391996133007, 0.010365490385149183, 0.6103303476001044], [0.5518228060237563, 0.23114960357938502, 0.16834728891445594], [0.7406848355290075, 0.3578673669256287, 0.344037549662044], [-0.8626744918209437, 0.5570802006666744, -0.042879262370874256], [0.2921828954498534, 0.06694534116126392, 0.12484173117920942], [-0.18384194781496477, -0.09298924214896617, -0.04262426536094891], [0.13191617685012202, 0.049242195987251804, -0.05743209995308919]]","tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8036220109565823, 1.7053428154121288, 0.1632474690852494], [0.2509273642610714, -1.2868016483013165, 0.2803662987524495], [-1.309385408356451, 0.8221411331080062, 4.098907052066028], [-1.8995354539603475, 2.517116639573373, 1.8563525916263615], [1.5011200801478135, 3.6203581314142266, 2.645470483962725], [1.0089072180321996, 2.2489526345283535, 5.057707330213763], [4.587150094745753, 2.629490196139338, 3.010167373892204], [0.0838222053784229, -1.7381496306951396, 3.0877014928773874], [3.778779466279077, 0.31136820084832667, 0.9925527682050318], [3.5907576073283916, 0.7384034846724431, 5.225545577113989], [3.0314436356613896, -1.3174070512191958, 3.303507159392605]]",[-64250.85546875],"[[0.11738989877820703, 0.11947948689156405, 0.7245989768416282], [-0.019873080305459506, 0.2295619979240109, -0.45487216020590826], [-0.8079526446265561, -0.4586888621090901, 0.040774962397116817], [0.31681464295864503, 0.01266856759610991, -0.28739045935898205], [0.20535335138472166, 0.07077027059909824, -1.5151174755396342], [0.15048819082110654, 0.14259983628469994, 1.1869833389840512], [-0.28988036845527254, -0.4455314401149772, 0.07616177405685137], [-0.18745553245641416, -0.18600938897497063, 0.24271299215667658], [-0.1367737133089309, 0.6182524350285861, -0.16232622478951533], [0.6233308807928134, 0.7494024227141983, 0.5285599660148583], [0.02952376762221264, -0.8523859597380499, -0.39179674281260923]]","tensor(-3, dtype=torch.int32)"
