atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1532342938489255, 0.1462838370841559, 2.4825527045719356], [-0.01163751179426883, -0.13469214498380053, -2.4633617783894164], [1.9916200211555624, 3.4114250442313296, 0.031840566779014805], [2.038600444541702, -3.5101742769561057, -0.19437834471579601], [-3.9132038574030656, 0.049682743973385, -0.03927090324133914], [2.5555388359562543, 0.9348689781560741, 1.3976682841610284], [-0.6589035299802233, 2.5884538960743955, -1.2583533752067988], [-0.40156220592312963, -2.7170442385282256, 1.2144591338162727], [2.643200987122551, -0.819320271659597, -1.1437012639842326], [-2.1777628294212743, 1.9325388717550587, 1.2633607922426422], [-1.75936768990257, -1.987074156460709, -1.4401398052049017]]",[-64251.52166089622],"[[0.33513700267501917, -0.653450856713616, 0.19763299282149982], [1.2149111911408907, 1.4389402748553095, -0.6695968792481414], [-0.39364022479567473, 0.3049956865862116, -0.43963137217151915], [0.1525148382943723, -0.09163175035340283, 0.1188752258934329], [-0.005063555469169068, -0.8684970152503023, -0.5871107021481318], [-0.11196903330616297, -0.5395802344609046, -0.13376989182941149], [0.357088013705675, 0.15424190066210558, 0.22348920317494297], [-0.4380884008916346, 0.38455872346838754, -0.034235543020234974], [0.12145373525351198, 0.3136976928776544, 0.08563583163124379], [0.3550739132227543, 0.19266921832149114, -0.2604230176065418], [-1.5965644121688558, -0.6434451461344004, 1.4920608381179632]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08508369866040845, -0.01562116288865024, 2.524017502701893], [-0.002372139692064668, -0.07957747207782374, -2.55042984825845], [1.9210220346159477, 3.3129361685890557, -0.06970623644077054], [1.9990635991867722, -3.363228719140668, 0.09770540530175531], [-3.96686000006011, 0.00991763735629026, 0.041449029620176416], [2.5818092347949615, 0.8416943406498261, 1.2399523542063862], [-0.47306209891461903, 2.673296748274361, -1.259794201787207], [-0.6058193253374449, -2.724410908739008, 1.1805598664142098], [2.4117158959927956, -0.9449238925169059, -1.4274155240783715], [-2.1789683943748575, 1.7810934167794408, 1.223643542513349], [-1.935310836852447, -1.7149725295972604, -1.2737121803112572]]",[-64251.46124909488],"[[-0.6404292404633601, -0.03338053247694279, -0.044936377433399864], [-0.4729747933249703, 1.0233443596186453, -0.8786261388493047], [1.1356671769148639, 0.9482763334496546, 0.3712067717018356], [0.1894972980246038, -0.5284699773545971, -0.004171787900596131], [-0.7126232859340657, -0.72441848530019, -0.4589635589222989], [0.25276081742889456, -0.6998459246188045, -0.4188766961014218], [-1.4171115969805173, -0.3670639508938671, -0.21176995423807898], [-0.12343687963730289, 0.3492670735313269, 0.3256916900498188], [1.382138918277514, 0.234146534498633, 0.8093353846690841], [1.3116721408629082, 0.6352032132963045, 0.23248549809648572], [-0.9169690214343195, -0.8301998983267918, 0.2711063685085703]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.2033747769334364, 0.09042509574421347, 2.390759846011667], [0.10494492129072289, 0.15778140101558857, -2.6066837451051326], [1.9535772228710704, 3.4396029451461425, -0.008831501441651898], [1.8521207688585382, -3.474926415124786, -0.15603350551539424], [-3.936465882139346, 0.018519137147723026, -0.02792977664228873], [2.774315343904914, 0.8172006856689772, 1.4007187157253174], [-0.4087740360556015, 2.704334328309341, -1.187873937135612], [-0.7426632416401271, -2.6356012591859743, 1.3109327242413988], [2.529924757011483, -0.5347863980852705, -1.241386612691851], [-1.9371002289546637, 1.6190957769577552, 1.1989098620319867], [-2.0635727816753593, -1.7880576014582656, -1.2945454544066688]]",[-64251.32198826405],"[[-0.5891166779405832, -0.9291714837657404, 0.9696607244532143], [-0.8241557456827328, -0.4649535641039265, -0.06526162761673078], [1.5276459539316587, 0.18186764803092526, 0.8620615404893358], [-0.21904273491620735, 0.7212133463321435, 0.03977629395658363], [-0.7044209481064847, -0.17086779415523526, -0.10064393470124311], [0.3158630771539972, 0.5685169880545013, -0.7133287970305136], [-1.4821533437336611, -0.033728073825080765, -0.506318368744696], [0.6669136745096098, 0.1772987437721428, -0.7474216437466201], [0.7145732116466973, -1.1008173970107316, 0.3286391014948773], [-0.02631663347701279, 1.1576408650879055, 0.022511573535364156], [0.6142204288279678, -0.12507570169588858, -0.06833774855700861]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.012894427295323736, -0.1076660530280138, 2.5811332975461885], [0.012291884298404207, -0.0017458108080182042, -2.46375549617209], [1.9274336458143915, 3.4586111224033536, -0.2169056318426161], [2.2166118370855847, -3.452038724234235, 0.2020048278667229], [-3.9612703555546567, 0.02978418032085385, 0.08577566850308402], [2.598780226306979, 0.7588013007057226, 1.3194939265577394], [-0.5614247297200099, 2.700467215162666, -1.220590137620052], [-0.41296266252004127, -2.7218821406754077, 1.2023998003325673], [2.6745260584504975, -0.7835674841834527, -1.3871564922087656], [-1.9579744564734738, 1.5898781443822325, 1.1603787117725455], [-2.191538288282512, -1.8628612540942238, -1.1143387454541078]]",[-64251.53060266043],"[[0.24928920918229153, 0.0868393142625315, -0.05049331604417723], [-0.36989201166437347, -0.41091105416137363, -0.1677422565849511], [1.1044817352565683, -0.24330938557479634, 0.8465505807857969], [0.13659466158605685, 0.46754138086258124, -0.4892382124945678], [-1.2514758977991438, -0.5370883199030426, -0.28320074160349457], [-0.04532585863942873, 0.3837759763903897, -0.7862268109349195], [-0.7908038913062629, -0.4312360986563383, -0.492004772443547], [-0.35426627785243275, -0.26591931928693063, 0.055877558702599577], [-0.18930204834288272, -0.17298206487254963, 0.9257431729202461], [0.6060998521259957, 1.3648862923322336, 0.9399804074154019], [0.9099941289327016, -0.2435072063610963, -0.49451684446130756]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.17881705021050615, -0.013932976473134498, 2.456744260852356], [0.05750004774389859, -0.0031025272487245946, -2.7382729341330925], [1.887782764450078, 3.555111030944924, -0.012512970800940292], [2.0802743407420743, -3.449025839189069, 0.030798419865646066], [-3.8827549603358973, 0.06286880834429275, -0.003183209255050048], [2.6182697133326, 0.7396003610285199, 1.0613537521871712], [-0.7391437384188799, 2.7894034577930094, -1.3713068151446794], [-0.4532630805325325, -2.6813934025944044, 1.3645679915860118], [2.6007543103638735, -0.9412896217640723, -1.151289741976348], [-1.9269599524014631, 1.7415359458020854, 1.2932559439786995], [-1.8635355953540118, -1.8034963752774045, -1.2351681202256517]]",[-64251.29774901051],"[[1.918961900188015, -0.5076741121891458, 1.0048781723121278], [-0.1584714191164743, 0.35350353396805867, 0.7039308955737479], [-0.12767452278214092, -0.6327976878522933, -0.09113763547543138], [-0.21153814344924612, -0.6503845573928296, 0.4188758219258649], [-0.258808209664723, -0.5435088822574515, -0.34038925510877954], [-0.5614505642298748, 1.3458770877386543, 1.1870620147841655], [0.6209145567095707, -0.7249666447964098, 0.35804410465438175], [-0.3617003182097492, -0.4273939428178254, -0.6500189463217112], [0.11534736187864374, 0.1498983280086172, -1.7232067393067547], [-0.8383328163307426, 1.632133072913246, -0.9941031872429079], [-0.14413015773005636, 0.005971992022947877, 0.12430673573843358]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08530049732103089, -0.12670688336591013, 2.549583636623883], [-0.1520286626260086, 0.0014403074585475281, -2.6220684495283644], [1.9076391997089839, 3.492432268422926, -0.014625440928375852], [2.202470052836376, -3.3821294794484813, -0.0643313770589241], [-3.961124192401061, -0.2170966464079217, 0.21737145444765849], [2.583241054117861, 0.6796061221566095, 1.3636147388776614], [-0.8569015719767754, 2.750488998782325, -1.2456510380537733], [-0.6571122024703338, -2.559763125030762, 1.1674527998436999], [2.670402009304856, -0.7929109755905915, -1.2308268907699913], [-1.9251736135136706, 1.7303859164940412, 1.2097429454807382], [-2.0716877525541713, -1.9919616475439539, -1.2191521206405964]]",[-64251.435064533536],"[[-0.5462877320863179, 0.47059096800360484, 0.3262948711840268], [0.26445888046402843, 0.054717784849153024, 0.4765604557706929], [-0.3731289809071068, -0.7028577165225185, 0.141260445065372], [-0.7694848063590071, -0.23620737766279803, 0.39712977935223837], [0.037364710990184506, 0.11590174344794442, 0.07049181997320424], [0.412504727623554, 0.9396651899940298, -0.7780548121413696], [1.097718187551335, -0.37890213912855064, -0.4299527575168301], [0.9947531624804516, -1.1665199176406507, 0.3930043392112232], [-0.5509352607231228, 0.5119127323537238, -0.37897500423231645], [-0.5159970348214767, -0.18914865624370605, 0.7388449530923524], [-0.0689248345765528, 0.5711179174465084, -0.954178046900043]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.054727219304597556, -0.03318523828214514, 2.5699734806800096], [0.01108357601154425, 0.0026094188087687365, -2.593419776860629], [2.118611937895238, 3.429354240335719, 0.0035196314097152774], [2.1930937002012842, -3.395962927969997, -0.2890944143457589], [-3.8707100145666233, -0.11945235878291682, -0.18563187718293672], [2.5702454469318248, 0.8634529864360445, 1.1761622054133019], [-0.507355826376298, 2.6885962048932757, -1.2492897279162778], [-0.6051313297797789, -2.8079848603446096, 1.1764378284034636], [2.6899234125636906, -0.9262531263384968, -1.1154501223347282], [-2.290668620841689, 1.9103069609008865, 1.1931069055801165], [-2.0172427219979507, -1.7827858189662853, -1.3157108479138686]]",[-64251.19291856284],"[[-0.2690762757551688, -0.07454187532796633, -0.6135108039641937], [0.39093773677280147, 0.24247933017254691, 0.2806109708053599], [-0.3391780591637551, 0.3691912314003507, -0.26815458618572763], [-1.1786745574269042, -2.2689740798263047, 1.2509179681055242], [-1.4046844201089013, 0.9917660531806952, 0.6789161049047929], [-0.09838439657522134, -0.29692303527359004, 0.9081871566346564], [-0.1382969899277412, -0.17396736356927256, 0.17568768964300913], [0.7224983844006736, 0.5736797660489162, -0.16536028245888248], [0.16395656220299068, 2.205491450889801, -1.5556401405866336], [0.9579210609459938, -0.4125530129675456, -0.10747510245690099], [1.1813510772935305, -1.1523880984332293, -0.585508903995482]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.010719779212835324, 0.043623944741024746, 2.626498119939885], [0.06949434711249028, -0.1300783175051326, -2.556856187334058], [2.151883929051672, 3.4334980998250515, 0.10297488625275655], [2.200247856453771, -3.5928882222974043, 0.052715714441952735], [-3.9536941456493087, 0.010611703579235188, -0.09564598922641476], [2.6247078002844875, 0.8319023804001853, 1.1618475443906715], [-0.6095823417042936, 2.5787778822282563, -1.309592237277176], [-0.5604350802280053, -2.6413223317977192, 1.2224031457197937], [2.496907742214936, -1.0187757898141017, -1.160079233117115], [-2.0718899740045487, 1.9500317920132182, 1.315233929328412], [-1.8528336493065014, -1.9488654272214725, -1.3128886954020447]]",[-64251.645539444835],"[[-0.08192274524259127, -0.04148262293699271, -0.4675913631355948], [-0.14116932511909605, 0.6077026787204769, -0.22088241166449604], [-0.8062819408711922, 0.2451546159089755, -0.6310066564026372], [-0.7875334462819125, -0.07280617404884798, 0.4457412422486148], [0.5578520462612578, -0.16257551908948467, -0.012000671759651162], [-0.06518655136302713, -0.4835910898195812, 0.5972207995732505], [0.525539432355576, 0.007912327515500221, 0.5950564437387392], [0.49278448561814175, -0.11288578635481265, 0.3522862702162281], [0.8106085956565514, 0.3825343899892428, -0.3734644586325606], [0.32329454640673466, -0.5937174124740523, -0.546187459007741], [-0.8399736952729914, 0.22824734073073188, 0.25995384244298564]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.006802994305403708, -0.07182838045061196, 2.595435134520447], [0.10102534319571509, -0.10360835919863975, -2.470296286732321], [1.9479298446628521, 3.6183714197385592, 0.1920041269952829], [1.9614690982975858, -3.5150506346262156, -0.053928495384599706], [-4.017578307238556, 0.04160764015697148, 0.1135709914075258], [2.4626594154785986, 0.8829417292454369, 1.2118650673517064], [-0.5187607557045957, 2.378926718276056, -1.213924725106], [-0.5178026852647484, -2.626923343660537, 1.1118116847579198], [2.393355786642398, -0.8872503100271967, -1.213803968306799], [-2.0425143999902176, 1.8822299312873343, 1.2726564044856465], [-1.9397141440717813, -2.001712574810482, -1.1706752732507713]]",[-64251.297572600655],"[[-0.22717755553754654, 0.35487691518991954, -0.056559621325288016], [-1.6122049555431708, -0.25076903413371854, -1.2630181004747052], [-0.44866371397925797, -0.5560774698809067, -0.2837231900539254], [0.3482229993839305, -0.2542254214412145, -0.08780301568079177], [0.3791885087565476, -0.5575933931406213, -0.35267712953431124], [0.3885454782284173, -0.0005410894728487142, 0.31228795623704797], [-0.10975505515327914, 1.4376665496469265, 0.25751103598258046], [0.023262778302388157, -0.5544422473687314, 1.696673968494422], [2.162098404690927, -0.24533212496910217, 0.5529201534580274], [0.3036999527226333, -0.3597242186525045, 0.21332542108621702], [-1.227300829885655, 0.9795970152087998, -0.996908262338479]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.07818105907829602, 0.03824267724966074, 2.657197628239392], [0.14238518201728156, 0.017436057866473172, -2.5722033857378124], [1.898422977381073, 3.522089460244906, -0.12377395381038742], [1.857681589361408, -3.6296591451334, 0.032888677055732944], [-3.9881185740648424, -0.012569072710039259, 0.17954277146266573], [2.4985189075076484, 0.9423824048883103, 1.2571582354122146], [-0.6032611154613252, 2.751056306737205, -1.26998973370667], [-0.42098188406596815, -2.920337743223236, 1.3626214858783938], [2.6321732439916503, -0.9112928022944045, -1.283623061247297], [-1.8442976435199279, 1.8577191546744174, 1.2418695340015853], [-2.0676276631188486, -1.9028216903567536, -1.1891494437087584]]",[-64251.52324638036],"[[-0.2857855758808377, -0.4734215484565985, -0.2747466926376401], [-0.7490522382705532, -0.20990703470439712, 0.2634814493473169], [0.5379882065056548, -0.026072249986789114, 0.3251693958656627], [1.5376717191265896, 0.1131501473276143, -0.8989620334055923], [0.4419311223731548, -0.036265445511897594, -0.15676585118302055], [0.4758237828867488, -0.11357890472719033, -0.37558798532635895], [-0.25843863909255305, -0.5056537896331441, -0.5000651338762816], [-1.5309801623495656, 1.1806131702793887, 0.2402632437139084], [-0.12215790937557891, -0.16962019136937373, 0.6613297495851724], [-0.49710445553159593, -0.22955125070687113, 0.2045014930156432], [0.44492553360991544, 0.4647468472957836, 0.5175376406851487]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.033097380474712904, -0.1282468587250002, 2.4345573399544196], [0.01744208592527857, 0.013542438819438533, -2.404430141879641], [1.9766943740217933, 3.4090503990128695, 0.0055803770716339185], [2.1507242552401493, -3.3914015230321004, 0.03482452880710371], [-4.106388213849378, -0.02333318397304994, -0.04778855792992729], [2.4489559361467497, 0.919151573445733, 1.195227667655338], [-0.48298685222493715, 2.8788739015864895, -1.3885343146713658], [-0.4981635395458833, -2.63986807933679, 1.140140405955266], [2.6241247436325605, -0.928225049755149, -1.255540007125117], [-1.9384684934419594, 1.7152535704179994, 1.1690136584208204], [-2.085844651891718, -1.8823832501915878, -1.2250501243856842]]",[-64251.64797484518],"[[-0.3600969259722606, 0.5590476098904426, 0.4993470757894886], [-0.19957263411581588, 0.018765021649512787, -0.4513989578744664], [0.18611927798467248, 1.0741735544805906, -0.18537725720320428], [-0.28191421229430863, -0.7331617835311698, 0.3137459267995544], [0.5092523590238528, 0.07154314463551313, 0.14945111007816472], [1.0153708500985856, -0.8075428105566808, 0.128460406607725], [-0.547626249130089, -0.8400621412705053, 0.31694036997255287], [-0.11443246002529085, -1.008637127206468, 0.10167936993725445], [0.10893965504712938, 1.0170101863780874, -0.16095191797000602], [-0.3602009528635226, 0.34665477985708115, -0.4094888219525138], [0.03164646127812747, 0.31117009138823737, -0.30308160207140983]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.0815591214211499, -0.12258636189816217, 2.522785305896959], [0.03592756887326712, -0.016830122393554525, -2.744095881362971], [2.07570672807931, 3.399505013904702, 0.03712912075286369], [2.1794203002903627, -3.5005151566100863, -0.23609644477382902], [-4.0433662036613764, 0.016854832890387705, -0.213179418545973], [2.586318146872323, 0.8205832536697808, 1.11411378744556], [-0.5813337764677903, 2.643034467996309, -1.2571814426231431], [-0.7404180649632424, -2.75136236316186, 1.3721240067771516], [2.6166835620651523, -0.7573301009923019, -1.3612819725066987], [-1.8960711858548285, 1.8618729781377352, 1.2053360077764432], [-2.1221808221043568, -1.6782028434629757, -1.084670770662108]]",[-64251.28709714403],"[[0.4370523485905244, 0.3215257807227318, 0.06012594906457738], [-0.343336306599197, 0.07089178100149666, 0.7140080828602567], [-0.4855375702520771, 0.43039930696009204, -0.3167494911686159], [-0.8825419311229571, 0.42524707049445065, 0.3911863625855803], [-0.7178174314043431, 1.5927869453215477, 0.940695174488334], [-0.07377630322855548, -0.5580608199530639, 0.6758266656427965], [0.5043828926397979, -0.014671211237027118, -0.5262989366481807], [0.8970177641230344, -0.10365809202116964, -0.7867286905487192], [-0.12766243859062013, -0.39994272202782083, -0.17773130640649556], [-0.6691819029691083, -0.35363234630746115, 0.13789780023082243], [1.4579273679495104, -1.4123432264285045, -1.110369050521315]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.10638873638914415, -0.11861955253532562, 2.597587633174732], [0.010792723517694964, -0.007597668764073417, -2.59457585785485], [2.042015567210417, 3.398648293002405, -0.05575494892297783], [1.9302572984291617, -3.5747794785385305, 0.10745789478971675], [-4.046722995433312, -0.04594445439279543, 0.01501143213763953], [2.7297364307159104, 0.6654677306669539, 1.3147809835412532], [-0.4927517316684089, 2.6209329625463433, -1.2409212030902732], [-0.40484362884290803, -2.6673278834636114, 1.2306632491930019], [2.665892976955792, -0.7898763065291944, -1.152688974255161], [-2.0481827012056795, 1.8323002052728685, 1.13746637058713], [-1.9659436545924254, -1.9488939048478127, -1.1632221442688397]]",[-64251.64143703528],"[[-0.25941262492912887, 0.7926859398580117, -0.12200621420542428], [0.16146094525453505, -0.4825527235243499, 0.42716773703697447], [0.3433927680557494, -0.4405862289900281, 0.3560201825519696], [1.4840014537049688, 0.12057719428047617, -0.9453483595552123], [0.42888055548534065, -0.200097602248734, -0.13031880099734808], [-0.3304429370453363, 0.7994428026913397, 0.27867045533548707], [-0.160248977978137, 0.06368641468542686, -0.2558827554527682], [-1.4014880228964228, -0.002965113500084179, 0.8523041986124411], [-0.36280105950206437, -0.7825701860028196, -0.6233133972816769], [0.2515905020466745, -0.499873586585154, 0.5303371134997884], [-0.17976463875166643, 0.6252926335865079, -0.372995334891096]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08996698921447711, -0.12156495341993862, 2.5230819502616755], [-0.11291443245606358, 0.05856707819770769, -2.226093323910034], [2.007570415641411, 3.535988476599603, 0.05416358279004146], [1.9849905655558893, -3.577318545558442, -0.008591203456932277], [-3.9839723882960403, -0.06977537252561693, 0.17713904596656338], [2.458326296019048, 0.8301276863390973, 1.3347023379947278], [-0.683614977555576, 2.6797785881378857, -1.1918781560018374], [-0.33468220541224225, -2.7379844630788734, 1.426994151949159], [2.7490948823489605, -0.7822155235192363, -1.2607049187848611], [-2.1142061889971058, 1.8162300549909078, 1.3004954142675287], [-2.054155351557816, -1.9176998603802358, -1.2145585130606746]]",[-64251.471081184245],"[[-1.0687999459107065, 0.6758312936310384, 0.6656450915103845], [0.701686835497291, -0.6908763691848823, -0.8209917443879483], [-0.4753776962423111, -0.46959739035013787, -0.08589607883671922], [0.7554440042536785, 0.5387430828100175, -0.5806294617256611], [-0.1698917000129047, -0.3813009282785652, -0.30674023246508136], [1.292096779041057, 0.4337144892041153, -0.8024211702355281], [0.23476061711625557, 0.6841786417568688, 0.6622959706859199], [-1.0056824138244054, -0.4258568850784722, -0.5471053433424055], [-0.784455319880063, -0.3873035832947209, 0.6381851803869034], [0.4075477408396336, -0.03568011812788538, 0.30390913779117196], [0.10446536743685013, 0.05211402724210921, 0.8763214007047861]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1178228678867114, -0.10197213220140187, 2.4572168718047567], [0.01598555189363036, 0.02845272919720337, -2.5689211920628416], [1.987010051335086, 3.3806921920349753, -0.17135756354816], [2.0099817076049793, -3.3817789729295016, 0.1653191235213376], [-3.7620500923422098, 0.002484501995589852, 0.06427831075511231], [2.5836090873844952, 0.8044773561870652, 1.2639904513364637], [-0.5204200102078966, 2.714530454398157, -1.092601117611875], [-0.6307978697248148, -2.6857948261194298, 1.1845360788994945], [2.5174033075517626, -0.82805882322728, -1.3278360489840733], [-1.981054975803018, 1.7869760912128494, 1.2885249684226832], [-1.9654298171462705, -1.8694391033341053, -1.1486901690731914]]",[-64251.59560918922],"[[0.8924849067504478, 0.27909180795387584, 0.6284823459270812], [-0.547178362712446, 0.023248102437451842, 0.13666377287713746], [1.3356584897003063, 0.25088509379440976, 0.7027132204451847], [0.25520048714171345, -0.03320825304352956, -0.22331925316227821], [-1.348439450561978, -0.29679591986320963, -0.2414953170281134], [-0.286283238883128, -0.09927482151298318, -0.297306849765127], [-1.0607215353238282, -0.3661201498250475, -1.0015640185099364], [0.29957039881429187, -0.6460208787015344, 0.790486102780312], [0.39796235443697514, -0.06009514723172226, 0.5255507452157232], [0.18038463490982043, 0.8296049447272362, 0.4659728528031824], [-0.12645103695722942, 0.1251839966207515, -1.4749851041677107]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.0780053634155542, 0.03422819974033826, 2.48567491173492], [0.10462221476541318, 0.07480565444450338, -2.5063747839255885], [2.025122594333793, 3.4157465486505654, -0.017943460177654896], [2.0040062368863163, -3.497489241487381, -0.10547263359016362], [-3.858358249924892, 0.1424245603127642, -0.07415979396763904], [2.5041011847177432, 0.8944107581972638, 1.1825055252079364], [-0.4704057440744051, 2.7001878844100773, -1.2291003524776627], [-0.5827081678854398, -2.5708587835469183, 1.2176637826692873], [2.5321686315964205, -0.8001359146649712, -1.1679193871766178], [-1.9380915949343342, 1.8332682326102294, 1.4465870665485758], [-2.0540117514175535, -1.7888349236220735, -1.2249859476685714]]",[-64251.77568964214],"[[-0.2714551131336511, -0.4259466166282756, 0.7388526664060892], [-0.6746455001992535, -0.1425706799587753, -0.24834859628314976], [0.3797723037622308, 0.8228362548128454, -0.12090896961533637], [-0.4099627793705868, 0.15654797578100527, 0.2236949429633459], [-0.3565265358877366, 0.26407388326438513, 0.2883868138053942], [1.0481894573853934, -0.15943249800806408, 0.5980589796659692], [-0.8261720058934998, -0.11607380176636387, 0.2512533788142902], [0.24658764675706665, -0.4633071829978789, -0.10269279651807049], [0.6769934329006976, -0.3752663915656312, -0.40641182683667915], [-0.22510627368879121, 0.4087474182361445, -0.8832998927528144], [0.39520196513898526, 0.03835592322743891, -0.3398477804844649]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.05857954022793865, -0.0166305705678171, 2.393793394602198], [-0.16312049382479976, -0.12525919110773998, -2.4872419717779164], [2.075815072353328, 3.2809450021560473, 0.028644930055061635], [1.7902299775090604, -3.558835278576521, -0.04146657172769231], [-3.917519249371513, 0.196554399257268, -0.18641374577115583], [2.5186959432710325, 0.8988128437315402, 1.3248320883226765], [-0.6112428255291726, 2.730527012327504, -1.2472836471118978], [-0.6570419593481043, -2.6900815159667277, 1.2981276225844087], [2.5922284392372856, -0.7243507467055379, -1.009179599603632], [-2.102152635488583, 1.9544789019193265, 1.3002337471386876], [-2.0689792052685574, -1.6352866274535351, -1.1607348722642854]]",[-64251.3489345666],"[[-0.49740131526627474, 0.21529072200423038, 0.7946245527104963], [1.545232309251279, 1.333330097393662, -0.24454387572730552], [-0.45565362173161666, 1.4959226371954588, -0.9396708464241034], [0.33858397973975635, 0.4698082723476986, -0.1731717095462887], [-1.1373522788558696, 0.7354089289331214, 0.4086154177270642], [0.5011292112173017, -0.8633188106284141, 1.2120176700478058], [0.2185368443792646, -0.34069711917105605, 0.22242517725601435], [-0.14481725971771944, -0.012989184337097727, -0.07576767514699882], [-0.4475081053152292, -1.0589875823958237, -1.0291416862231308], [0.45327555568450795, -0.04739625088599974, -0.30159966881422806], [-0.3817961744425513, -1.9140438913495106, 0.12166436014061482]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.044005712705772436, 0.15837781458607111, 2.4763997648352554], [0.0631406491361042, 0.016627475730604604, -2.5335569299309046], [2.1080460156098955, 3.3852022222742804, 0.02414601160034803], [1.9706193374335041, -3.4724057347158674, 0.10106006798191203], [-4.126282581436085, 0.06866729841638473, 0.15209389871656795], [2.4773309895798654, 0.8529028034728563, 1.3608911414672051], [-0.529632376442325, 2.740596582326788, -1.2742147492128415], [-0.523850792655164, -2.780420058768486, 1.2133448723059577], [2.6578681452864976, -0.8506945658119743, -1.2405575535096973], [-1.9159871217058178, 1.6858007739508103, 1.516138083933945], [-2.077196379723, -1.7951069513475024, -1.3593690244079606]]",[-64251.07099757043],"[[0.3495105057128564, -2.597782874223389, 1.5847671559190681], [-0.1132228067430138, 0.1403717684787238, 0.10140055935671942], [-0.3739784738599726, 0.39263224895656595, -0.41870448351672757], [0.7083310839500635, 0.0265537407412782, -0.46336235890214195], [0.8855758345260495, -0.30468802821230145, -0.20035224444622748], [1.6669550848879262, -0.1446004641796273, -0.8025065309075472], [0.06879643361388292, -0.3557662602637583, 0.7455185121373242], [-0.8134260120541011, 0.7388058723027533, -0.08389869053356128], [-0.23327153618834454, -0.02535585797576331, 0.5122435820909356], [-2.0515285664965965, 1.8322663106714436, -1.9273843245675488], [-0.10030357187708941, 0.29949547682686295, 0.9375198603334025]]",real
