atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.054789492891184566, 0.15555868518585472, 2.706339721355383], [-0.06046750044229026, -0.03299756115425816, -2.5861457386513007], [1.9893295442252825, 3.5521729366692925, 0.01857797404600768], [2.0149621708062306, -3.5302558417640637, 0.07912068907557246], [-4.008223035197691, -0.10664071163134199, -0.018976313044997917], [2.6115507047226725, 0.9492936205580363, 1.3092397089790353], [-0.6071587720258562, 2.7057561213933523, -1.2139156909880338], [-0.6436375646301643, -2.4205245613270265, 1.1815877196644728], [2.6036068548865376, -0.958023375920262, -1.237592608933235], [-1.951937516140091, 1.7253607072058281, 1.3875264578169764], [-1.9546637222069108, -1.8712866077724684, -1.2776441121525577]]",[-64251.6583670401],"[[1.137957002652825, -0.901443149324223, 0.07914811202523431], [0.5512103689130642, 0.4715886594243981, 0.10668711032556219], [-0.1719331056264533, -0.27558975782905876, -0.03694483418582399], [-0.4703207963344549, 0.3184141271171737, 0.13529877345620378], [0.44365535652585136, 0.2243268176246544, 0.22107802130085816], [-0.2074661308613803, -0.21825654255807378, -0.41456994166550315], [0.08337207689371263, -0.4274309667237614, 0.2649663650858101], [0.6689078232209983, -0.6941817812315056, 0.8780414696680647], [-0.2708387165219076, 0.5178837113614676, 0.3379944768819081], [-1.2075295498948921, 0.8414587652777594, -1.1200302330869591], [-0.5707373939688324, 0.1339413845048236, -0.4472414303483066]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.0214107467251672, -0.09677712222489271, 2.4971066555139503], [0.07680437357911288, -0.10702768733896362, -2.524212687613374], [2.1424236254523232, 3.3201665658733632, 0.17199596632079023], [2.20665543587838, -3.5747073666718663, -0.039506244971972596], [-3.951355299498233, -0.07306583546918076, 0.057163811178926244], [2.6797265187471973, 0.7334736552283972, 1.2623585943305213], [-0.6678877988395092, 2.683447710224411, -1.2850952467824956], [-0.3097977707212545, -2.6191648500228424, 1.1390419412298391], [2.6758009818988775, -0.8306117986423063, -1.1898264019107156], [-2.007786189330828, 2.0482927025920574, 1.3840282139705158], [-2.0111534424228594, -1.6505438219644408, -1.3110893852459187]]",[-64251.50749193192],"[[-0.009327982838847254, 0.8525150291879102, 0.24022904802300912], [0.3345680172317104, 1.0961554701882847, -0.19332618696348958], [-0.7666859019144254, 0.4815311722530646, -0.6043227046410656], [0.010457679910929931, 0.3956727343873803, -0.12258532980077388], [0.051973799198376434, 0.8200856871343468, 0.5059674643917689], [-0.0021028858662390463, -0.21466486372763652, 0.5893845870377037], [0.7793943576269723, -0.3245429205239699, 0.6040445111256295], [-0.6760076714051504, -0.6699480921336181, -0.32356482092006783], [0.15457691558873518, -0.4212632982157324, -0.38990523259601], [0.16048603382031082, -0.9552234580218204, -0.688145856122099], [-0.041745240700889884, -1.0569276134072154, 0.3648540865083096]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.16499233919391007, -0.08437652247250609, 2.4087206656178948], [0.13775988088857338, -0.038365059136594215, -2.6745218438938387], [1.9428262295200525, 3.503119862883559, -0.0284249209982917], [2.1595340006211954, -3.262565843512809, -0.08605388097444992], [-4.1109373717356315, -0.08356581308978729, 0.0023606958967705323], [2.5901830252850244, 1.0301614908078747, 1.2458865978255222], [-0.3816696112457185, 2.669512023939279, -1.1995298847806413], [-0.5453266560799771, -2.5709864909801325, 1.1268246064031469], [2.685155378805426, -0.8130602471696632, -1.3092929032375284], [-2.0241718234071686, 1.7137200869988405, 1.318066773583988], [-1.94881083263212, -1.7718343136949601, -1.2012845543798687]]",[-64251.31753027715],"[[1.4697343943966976, 0.48907145065158086, 1.098264290163892], [-0.32340793211866387, 0.30827518189867986, 0.41505901717849997], [1.1949090259589434, 0.8798268446876474, 0.5539845907536886], [-0.5203961947559608, -1.0128007739615255, 0.6161189324490216], [0.6312277713964219, 0.1787537318533377, 0.06316730867094861], [-0.10847665053456253, -0.9283261045802008, -0.012519289264259447], [-1.7626294858149043, -0.6556908030227466, -0.7807555003910376], [0.5009944853373678, -1.397540348925992, 0.13073645122514327], [0.23857202254400486, 1.2505513285925742, -0.010314289408565129], [-0.814163919068243, 0.7179444439705402, -0.9736947875374955], [-0.5286494404542037, 0.17127428578915804, -1.0923132115055887]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.1093656936078296, 0.02298491170302383, 2.436039933842247], [0.009237126256685947, 0.2001920026613612, -2.445896275308861], [2.146812080980142, 3.5552619577953046, -0.1544848397526305], [1.972018401294132, -3.3158551562892136, -0.06423658324021096], [-4.008685502925415, 0.23914111369081073, 0.07046659817799983], [2.4157059641478518, 0.6814337582616377, 1.3111076739155043], [-0.6097944720621544, 2.961451256407287, -1.3960597540348103], [-0.5432006293567376, -2.7551881168124854, 1.2044376030606296], [2.4420870503138863, -0.9380959212750459, -1.3729306689402192], [-2.01246169828375, 1.6972610824921468, 1.4179974918840588], [-2.045028835615437, -1.8590128774397514, -1.2065134229455599]]",[-64250.76126959883],"[[-2.1427210179216503, -1.1688699072257578, 1.442676604029355], [-0.9888596765647157, -0.13937808798107365, -0.39590593357268583], [-0.4835057805696536, -0.7444144798311481, 0.11041387499057441], [0.062017459281176565, -1.5144746993949112, 0.3865150255203748], [-0.13780796583683594, -1.0029909815512215, -0.514133241112238], [2.636782416917853, 1.3350218842065729, -1.8639428333043075], [0.4534061677971157, -0.5133347074521257, 1.1543920173420177], [-0.40260510081926343, 0.18205796119185483, 0.18643989472566028], [0.9224871260815373, 1.3779521315812464, -0.033252645735188706], [0.1823707617749228, 1.387702788586236, -0.5913787357490923], [-0.11247271269316787, 0.7945119383299408, 0.1244282975629236]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.12334007039176975, -0.13213320059890904, 2.410452565916141], [0.2317332510882956, -0.18366122629531415, -2.6756351422973084], [1.9971141745484995, 3.4426938428630502, 0.06505105474791432], [2.045480798273334, -3.567729351322773, 0.06503210532146657], [-3.8269240336278765, 0.0028624112018716184, 0.04613119039344964], [2.5217660934871877, 0.8537551742183757, 1.3070989116132385], [-0.6884740211179414, 2.6380297791907665, -1.1071118846590726], [-0.8334838599028975, -2.7616897823060254, 1.147125309083785], [2.4877456286949537, -0.8394265577830602, -1.205929346798316], [-1.8222213877801328, 1.9225698774937297, 1.1587220376530323], [-2.0561246571904284, -1.8141396617438867, -1.1574078598133157]]",[-64250.88655095003],"[[0.3800556909089163, -0.007214344613259281, 0.5483656988069783], [-1.7836539221774188, 0.6805929793111462, 0.019960775540436355], [-0.3874972903136947, 0.01744903776627108, -0.13752097914374004], [-0.6613498042008877, 0.4899972025662566, 0.11016509491152082], [-0.7864736369744931, 0.6471681055646359, 0.3302734498314957], [-0.023815236685463818, -0.29736696219018155, 0.0720251238998722], [1.9310604898944486, 0.48244874805517957, -3.0756159753385415], [1.433769783547158, -0.5072580560461896, 0.8418233479070462], [1.3089004901268626, -0.6275649758133325, 0.7245120735068616], [-1.5392781452674813, -0.7920071682491843, 2.576077609368384], [0.1218414064019173, -0.09287899318462328, -2.0045148908297272]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.1197166673433745, -0.018390709459292328, 2.591352112968531], [0.08106694149083396, -0.05873843015533223, -2.613964787246087], [1.9422617960451785, 3.5739003967178116, 0.1593117474549237], [2.0006843327248176, -3.379049763123831, -0.04499272014824606], [-3.9234007425058253, 0.09776902299524942, 0.08550767174428692], [2.575407729256641, 0.9658308959852033, 1.1072635663401578], [-0.5344131256840015, 2.6626391163111585, -1.2129894560306185], [-0.5471865456389855, -2.6789392606381486, 1.267976766651104], [2.5863767965361766, -0.8563703325104451, -1.3374270748652795], [-2.1439554589327905, 1.951503894082238, 1.2556284259307402], [-2.0632979840122574, -1.6662396286047134, -1.1667930174794492]]",[-64251.82151323288],"[[-0.3760433793693723, 0.27956813078816134, -0.3592368400685297], [-0.5844917750240725, 0.501363284578164, 0.17867737004734463], [-0.24090529994934928, 0.4420128320766721, -0.345013335271825], [-0.016798049513523122, -0.3220889554696923, 0.14292832060569916], [-0.9425273436112522, -0.16640152839124214, -0.10674151489845154], [0.22604416121707943, -0.7747740826987035, 0.3940228051570138], [-0.08769348662573097, -0.09395340636605064, -0.06049371986354208], [-0.036278023355497534, 0.3737612669451479, -0.039711388992594084], [0.4065680471508927, 0.24302234745960888, 0.11239336840586327], [1.164753568794952, 0.0895637595185085, 0.36861689805951786], [0.463122629111206, -0.5731202936925494, -0.28226964179129466]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.15092711076868576, 0.1376740428529498, 2.530215309323741], [-0.05158557237332702, 0.13880638560112332, -2.61491535703333], [1.9882367788643063, 3.52775762100733, 0.18000008748677837], [1.9636752404070565, -3.4987418024628054, -0.0741380251925579], [-3.9470535396157227, 0.08840006500182174, -0.018417351990606498], [2.675593960543486, 0.7159749322922866, 1.1686943955491294], [-0.6713302196072424, 2.701529145555226, -1.3834142144044843], [-0.5145990390585757, -2.7637027226288033, 1.0989655335751773], [2.5322095352154075, -0.9603750993830923, -1.2509017271658387], [-2.0855508820649997, 1.6224659779046675, 1.2351944392524836], [-2.0738682312558985, -1.8712249289154153, -1.2056892879079806]]",[-64251.39590613933],"[[-0.4356347443699065, -0.9071725987678257, -0.07528785561048602], [0.1321021191332675, -0.7613878838191608, 0.15321587566885297], [-0.47272169379022416, -0.5987326090656389, -0.3598214578276781], [0.39707414064915114, -0.6048868049856745, -0.1022229014452322], [-1.187842602134317, -1.231999266393122, -0.7041031595805337], [0.07995574739555583, 0.6751628064405266, -0.029057734348451852], [0.4755117536350545, 0.23181130305380865, 1.0409399709147498], [-0.42508683925709406, 0.5709502814279647, 0.9754040578615428], [0.05806289475047453, 0.6141252979585489, -0.7937123248059054], [1.2902368419886865, 1.6227747664669954, 0.4164722505213337], [0.07881109163703315, 0.38345535964940186, -0.5275392374970382]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.033741246160899574, -0.13274278061269892, 2.5862794057993397], [0.09747746946325286, 0.09552286633281021, -2.41309433122103], [1.8770370503758318, 3.5315637958466497, 0.10743949806831857], [1.9600411169416474, -3.483656344941452, -0.06336135944500652], [-3.9302474234114833, 0.12843378989125037, -0.018822343047000242], [2.5176640515047297, 0.8338384741649979, 1.2879603764092753], [-0.5859976570141505, 2.5648098162407096, -1.0818503243079662], [-0.5492484736543999, -2.6970600707958345, 1.2795146789079397], [2.555204936373399, -0.8977590072802039, -1.160360860614119], [-1.9338666809955902, 1.6865789717857465, 1.3764080836081585], [-2.124306605029956, -1.8512523049467722, -1.2416556864207908]]",[-64251.90037795546],"[[0.10201783014401979, 0.013712785725362745, 0.39788326726012846], [-0.5652131186706253, -0.7953249215977864, -0.47262759136263666], [0.39422864778959993, -0.2537032301012416, 0.280420451956064], [-0.10100553484921847, -0.4172658476606544, 0.2085054741763515], [-0.3400220499528222, -0.3104184032535525, -0.12582456161553662], [0.396562696526318, 0.3087337126892794, -0.044935991767713034], [-0.4030575123809652, 0.5967595434117973, -0.17924373296398294], [-0.3668995030450012, -0.3149127454795471, -0.463220073974746], [0.5437341110185624, 0.40505798600961784, -0.05555020566761506], [-0.24037272134687762, 0.4740101257167984, 0.29911248508879124], [0.5677981072142432, 0.289327066749895, 0.17069393606361058]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.22793907805184888, 0.07279776707019399, 2.638904142988877], [-0.030225988368522458, 0.07180116921219976, -2.6805024491050857], [1.919575238458414, 3.4232498418322095, 0.06892833967953269], [1.9204421936182934, -3.6084816772713184, -0.06727272625767554], [-4.222703472692401, 0.06650834223831541, 0.10648918542848494], [2.4470551993828, 0.8616970560099221, 1.1938824813396793], [-0.6405216259791432, 2.621020880036603, -1.223737475268563], [-0.6795983910077686, -2.5257090058416076, 1.2527641787334127], [2.6311626584994867, -0.9846734583585, -1.0492252128994104], [-2.1657001875705233, 1.7685185112538364, 1.3638902179309333], [-1.9489193096988429, -1.7335635834309648, -1.2001288442334037]]",[-64251.63562199795],"[[0.8625572494521463, -0.3353588890001775, 0.1768587763566028], [0.34304803435381165, -0.133309766953973, 0.6137098074585998], [-0.20785986981659177, 0.4324853469491302, -0.3393841589067991], [-0.5602611712516795, 0.18487383492665724, 0.38180069958661017], [0.7138466174927024, -0.44667784422461343, -0.3214672109604247], [-0.006942625139152829, -0.35315988013004396, 0.8839241569445694], [-0.15904791218515343, 0.019544174323309342, 0.20259249928790757], [0.4245760636214514, -0.5927301083157579, 0.32011295875663076], [-0.33537642393340555, 0.2713203358316256, -0.8436303202050914], [-0.24381897850233272, 0.6417693001698787, -0.6230002367439679], [-0.8421704470251966, 0.31481602052528923, -0.4551016570006201]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.025214899005191978, -0.0994173164199845, 2.5883250120749004], [-0.023776542844347288, -0.015998910240181897, -2.6167015009046657], [2.015702450303984, 3.3471942593880484, -0.06940434867154129], [2.1048093872093627, -3.5838809206887663, 0.10900535795974492], [-3.93433097344121, -0.01755392190557954, 0.2099332113789419], [2.445230976692446, 0.7674734199508815, 1.187792308811012], [-0.5182045950323072, 2.614542386383724, -1.4107193896216659], [-0.7050280324051738, -2.7349725201702273, 1.3212322927248665], [2.5052452809522454, -0.980783476629564, -1.321876856261321], [-2.19558499069343, 2.0469380202414214, 1.2438534856681114], [-2.0436820458780103, -1.831347633843915, -1.3361108377191184]]",[-64251.67298099568],"[[-0.5350036683104772, 0.4864971064809196, -0.23621431964516104], [-0.07042538263088567, -0.3814947381417221, -0.11582687288260708], [-0.09703538942476835, 0.2836673456624718, -0.1562641772575872], [-0.7006506803519976, 0.47454944061326687, 0.10341286006643494], [-0.16588915867076057, -0.36610647154868775, -0.3407538377380664], [0.4310393063118699, -0.426297726669569, -0.10356836047136632], [-0.39836946313599686, 0.33348110848202966, 0.7391128621894729], [0.45819495291948503, 0.08562899249306394, -0.6926535166698122], [0.16709726929029028, -0.07146128066572122, 0.45184730709093346], [1.0039854848023368, -0.5084093452545257, -0.32132852557943925], [-0.09805982033318203, 0.09074302234466307, 0.6683869174333149]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1309953279813648, -0.16668913993949425, 2.7384319526512786], [-0.14459945693085793, 0.06711381222195723, -2.6096005531777693], [2.0910580028373995, 3.4792233281762956, -0.1719329023549628], [2.168038491808536, -3.4517171359910246, 0.049636978454579234], [-4.004818925025713, -0.07688554171271587, -0.17764721291820335], [2.5788088197733963, 0.8533674380890898, 1.211827407198266], [-0.615749569620267, 2.602484977879591, -1.3862975629825716], [-0.5838355583269703, -2.6979469070294093, 1.371098499684487], [2.5062536730318596, -0.9173550100349794, -1.3272163478645578], [-1.8527373903799764, 1.9091453791034911, 1.3351239630459029], [-1.901443362100451, -1.9738455305463452, -1.1663132029381422]]",[-64251.50868980491],"[[0.5494018539522717, 0.9021630586063127, -0.376530397998706], [0.40384545309021236, -1.1150170933790358, -0.11785758270110748], [-0.3930182231759492, -0.516102964330127, 0.0845552477988271], [-0.6705821265227727, -0.021745168398069746, 0.30734259084582416], [0.694456889421447, 0.41667274525639564, 0.4267940526974783], [-0.3745962588681888, -0.11051738766092059, -0.34199419000901543], [0.051131757306580185, 0.7499181862927241, 0.9467516684343718], [0.48505147722039177, -0.5808109817089309, -0.35612971160703044], [-0.025495314688122404, 0.6028232364506559, 0.2858799868409746], [-0.47944821758952116, -0.6900001367443959, -0.6582727062408699], [-0.24489740260690315, 0.35832780033361666, -0.2007132275291039]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.04666035573696524, -0.12722626285696406, 2.4340539492010533], [-0.0853211534978609, -0.10196172270483406, -2.4837291294194057], [2.0092594424339403, 3.4268524669635876, -0.028391836674556904], [1.9100316085683184, -3.525042448156347, 0.15119709983977675], [-3.89745780606523, -0.050376785267202955, 0.21258877915660315], [2.5153882616036634, 0.7132460811345989, 1.3536940388411298], [-0.6376603009134638, 2.6931396307220306, -1.298916533863494], [-0.40519753504021105, -2.5664310393424046, 1.2682033594307722], [2.7748011816138245, -0.8509203096748245, -1.2313721787789251], [-1.9419222510707408, 1.809216357395107, 1.2897374581942456], [-1.9980150714226166, -1.8657520582158744, -1.1296239051561663]]",[-64251.385298489186],"[[0.22382108135398632, 1.6594788269934246, 1.3987210001486194], [0.7370071275393605, 0.3603988250719141, -0.03174472375292356], [-0.2144348012899173, -0.45025918721464353, 0.0433964349147092], [1.6384081107484896, 0.015604085111386463, -0.9764582107388885], [-0.3736887617960231, -0.14003217698594372, -0.1405913922318527], [0.6254859806508405, 0.5256726155727627, -0.7080888858987319], [0.35254080956953837, -0.3439584110631057, 0.3332461095235189], [-1.691260250693107, -1.6730655720301206, 0.024242281729390285], [-0.9106579881349716, -0.27702345716434046, 0.39371252425643316], [-0.07039617488286945, 0.47004450543640725, -0.21744700457036387], [-0.3269844928541772, -0.15414373588928348, -0.1271010121947733]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.05101749384102753, 0.008268378500929366, 2.558665369288383], [-0.027248518052436634, 0.09643203979203639, -2.560480174572299], [1.8447174751103275, 3.3600972925523913, -0.019939991090487632], [1.9387920015029145, -3.4481214842932513, -0.03777270591361508], [-4.127849910848125, 0.06262906783591697, 0.04595671971582127], [2.6153224244687125, 0.7157732827275005, 1.3356814746143584], [-0.6571907527937761, 2.672058262197201, -1.2453637948754648], [-0.5555577931763036, -2.7520209067303076, 1.3696992928367453], [2.320328889321186, -0.742439875496066, -1.2512864637841938], [-2.022997709090324, 1.7695852128800558, 1.3045130971521433], [-1.920587657793786, -1.6542395625871031, -1.2905601893958216]]",[-64251.65090441026],"[[-0.3569228973696186, -0.3508462459636823, 0.35510363519168625], [-0.6101349436521086, 0.40428243802444086, -0.754542574988319], [0.6458861528216004, -0.009142565061035886, 0.3913873201194665], [-0.04498873026483526, 0.0666572231821533, -0.02371250563090961], [0.6061826416934359, -0.23876300419212496, -0.15535246357391214], [-0.06405500823785681, 0.47554157844816963, -0.5284874608657335], [-0.44678593346111006, 0.20300007078575352, 0.24026272949299263], [-0.20958868053543872, 0.496561438244534, -0.6275063546289338], [1.5187082801945146, -0.5086084515931151, 0.44310287757393907], [-0.1333883913319955, 0.16266350228817436, -0.3061612197139149], [-0.9112400862116327, -0.7071483758437732, 0.9797687649946698]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.03920500166988389, -0.051449365383804395, 2.458014567019869], [0.032429363158102104, 0.06598336634015782, -2.5794743679218493], [1.9967310097531694, 3.5207465312374544, 0.06300092331675165], [2.0594119542656424, -3.3999050859946633, 0.03785461957378497], [-3.948958495896981, -0.16503946364307676, 0.12567590454626332], [2.6220852762938076, 0.942300693299218, 1.347033214675375], [-0.5664349240511483, 2.830026091697066, -1.3992638581727512], [-0.45740551469472407, -2.5948656358183593, 1.352687232986251], [2.5319116567573356, -0.6942651982940803, -1.2491927226662027], [-1.994154313131218, 1.8483601966036407, 1.3902711286196436], [-2.0558099921474176, -1.9338760602643992, -1.2964117211946338]]",[-64251.658007308666],"[[0.09738464827076503, 1.0320382926417104, 0.7788379705961], [-0.6152704679379872, -0.027607101718413577, 0.12929380444592703], [-0.2804624123827915, 0.011191504011000624, -0.18864826787056213], [0.12751033204373288, 0.28150643510809636, -0.13686411334592474], [0.194294619214175, 0.32706522553795436, 0.11913285057223784], [0.10207161765181019, -0.10771200403280008, -0.533031631098467], [0.054480420474429726, -0.48795271162721343, 0.9418907381175186], [-0.5600590824317786, -1.0100491778411953, -1.0666263340997113], [0.44433448808931986, -0.23865265238359895, 0.49826973154884135], [-0.08847823916530036, -0.1661686891605777, -1.067262939593445], [0.5109268680139935, 0.3780822653004336, 0.5215639904556935]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.00783154682482183, -0.10914883526058367, 2.6550885043756085], [0.07348891962169023, -0.17719960441030336, -2.4874874358405803], [2.002922093201528, 3.359115329509655, -0.08168465008248682], [1.9945719998338984, -3.4781502748538613, 0.05946900230681859], [-3.921660302846444, 0.07912580967511934, 0.13651688871739434], [2.564667617663063, 0.7583888581644506, 1.211340290061329], [-0.5628716642020001, 2.6918039795589834, -1.3103933029264392], [-0.4866633880747214, -2.688983225852539, 1.1638004778340858], [2.551566002431262, -1.0101496439222348, -1.0045644886281733], [-1.9504243747019971, 1.9286123975458471, 1.215224554253131], [-2.0191608550775366, -1.901678693173341, -1.3808948230250833]]",[-64251.59675443129],"[[-0.1363902073499434, 0.36739726889147467, -0.5396789648767342], [-0.06882019062019189, 0.6895573925359106, -0.22946049071523625], [0.17241379933852294, 0.08762802630315239, 0.031772368269355804], [0.344109900544894, -1.5590694798739595, 0.33123391165798655], [0.08867364311329613, -0.5128825015787902, -0.40761916612483523], [-0.012699220304899457, 0.5843524211558965, 1.0236842596439748], [0.05409084670863602, -0.6183532223280787, -0.13062532808524357], [-1.1021718549028918, 0.06933127478838402, 0.44068408523030067], [0.6392902411349112, 0.89219231504937, -1.5785846778486647], [0.33848463225882797, -0.32173388592734736, 0.2774258864530286], [-0.3431776694466794, 0.326161585122657, 0.7595716555446315]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.04956025938495774, -0.07560067621214657, 2.5094285486428287], [-0.10570912200043076, 0.008745415282768705, -2.6950994464832174], [1.9644506704670304, 3.3581244726966046, -0.05707556351058064], [2.2464391193669586, -3.676733490694795, -0.04334564926261187], [-4.0065502406414515, -0.08845098725778569, -0.10214430604172085], [2.5818824228816997, 0.8816066182235643, 1.307020508240166], [-0.6257925113193461, 2.697665467694531, -1.3840008329152547], [-0.6335746638915281, -2.8868646595306426, 1.0558582529780025], [2.5667525198409544, -0.6446352478930323, -1.2114322196830578], [-2.0967809571752154, 1.663381699927411, 1.3912788420766684], [-2.0019929131550205, -1.8247682801338234, -1.1930372127703173]]",[-64251.442520333316],"[[0.11041654893933645, -0.6555247096669502, 0.0655690288801831], [0.45038218885769776, 0.08097328774369808, 0.5567284735602821], [-0.17803829629321527, 0.37266890745375986, -0.2750874668385265], [-0.7924781946080373, 1.1443888778673807, -0.1039602996533726], [-0.20705567972640598, 0.2959985689112037, 0.40033892924342807], [-0.16299023825805994, -0.30837956874458283, 0.1711105578495742], [-0.0915447955965447, -0.38047508948782516, 0.7233633039810129], [1.254765883218294, 0.12731621364802653, 0.7067565395059501], [-0.2237534098814699, -0.8307552569158325, -0.17197784284612602], [0.04856678738321353, 0.3874753845026825, -0.928406837263978], [-0.21360947672009298, -0.23080003620083892, -1.1483596917790215]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.049162747727548944, -0.007670609073343013, 2.651429542769732], [-0.10724523374487048, -0.013326029267568085, -2.486392442853879], [1.9569652978506418, 3.4118842931669575, -0.0002752759404918527], [2.157554959220518, -3.679185336586496, 0.07878332847835273], [-3.9607213926557026, -0.017045874694983785, -0.06205575358678295], [2.5045130613246, 1.0711454458429037, 1.2712923392314859], [-0.5431010829947598, 2.718640700687834, -1.1689659686774039], [-0.5718677673332242, -2.8002108470925213, 1.2246753728975739], [2.4529333991258677, -0.7663052190039688, -1.3392602158425964], [-1.987866754643038, 1.7951128088488661, 1.4247239899227662], [-1.9205266479165408, -1.717284122646372, -1.160209469318218]]",[-64251.3371728375],"[[0.3430110104478756, -0.4836832382076887, -0.1541640476154567], [0.45717427582375647, 0.8964881165797826, -0.6056334537553847], [0.17775475488025508, 1.6729714696025335, -0.5449168191248527], [-0.6017150903771534, 1.1347415792664626, -0.21358155452436622], [-0.0564035038552577, 0.46365099110216834, 0.44072738263140926], [0.35982814269958324, -2.0680119179518726, 0.4836210174768795], [-0.8553201042834814, -0.24030576978364326, 0.04359490876157218], [0.6778460111790581, 0.22016065118710954, 0.2217619351188434], [0.5329781521232261, -0.5380010620285492, 0.9979084220196678], [-0.31646908650324196, 0.13091719987703937, -0.73410332202796], [-0.7148627180222805, -1.1881007410340376, 0.05990493691497584]]",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.015861742799971986, -0.13916165066952524, 2.5160025637486068], [-0.02687373706660004, 0.014160513934724875, -2.6072001960847584], [2.1061155011663253, 3.514166982508827, -0.019041791827638974], [1.9241999279035706, -3.405911637059883, -0.029657118618796316], [-4.039911171905208, -0.0260900533457432, -0.04165344412993759], [2.6903966940513575, 0.8206825198992661, 1.3548391780273217], [-0.603973851867268, 2.6900990901138355, -1.5021355804385395], [-0.5222015973228452, -2.517145244205496, 1.2895140270209873], [2.5590975628950092, -0.7591737981952306, -1.4851984250560728], [-1.9832903416050545, 1.841619458228252, 1.4066690591715767], [-2.1590355994148016, -1.8000933952186429, -1.293131817319364]]",[-64251.17715344263],"[[0.6634653090484, 2.0318328769804532, 0.8458065031206656], [-0.38855848801758647, -0.169725400968742, -0.21377778122582725], [-0.568074758066932, -0.6394105688292033, -0.08695737938479423], [0.3397512097964817, 0.27162907406945896, -0.35420781093430875], [0.15103439627784634, 0.6477836280008226, 0.47068795006832065], [-0.40392412889032653, 0.12473724148912325, -1.134248955629147], [0.33595589948339627, 0.10186376955765258, 1.433319326024936], [-0.8580254205213915, -1.8444713441074432, -1.3265444381890505], [0.25510021406313665, -0.1806259587855952, 1.301449429057234], [-0.12679618203589987, -0.17538908155721664, -1.199429542029551], [0.5839826963174518, -0.16377211116050097, 0.25694693563797155]]",real
