atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.853511, -0.799976, 2.566262], [-2.377641, 0.49051, -0.66486], [-0.465547, -1.540692, -1.930827], [-1.345143, -1.88152, 0.985495], [1.854761, 1.294893, 0.707299], [-0.684912, 2.729703, 0.122211], [2.164971, -0.292918, -1.785579], [9.51815, 2.000073, 3.825671], [6.890519, -1.946789, 4.078017], [9.648056, -2.661563, 2.95123], [9.403417, -0.577067, 5.185019], [8.271971, 1.276251, 1.22378], [5.777443, -0.028769, 2.185649], [9.883982, -1.111308, 0.493851]]",[-81780.70493961024],"[[0.03156992463702302, -0.0030941366700621316, -0.006410596753061044], [-0.06418957985151601, 0.0107262060731494, 0.0036491430177754717], [-0.0032434391702956364, -0.0010936645840722544, -0.019701669905393945], [0.005300296093921529, 0.014664125272807693, 0.008760329227710344], [0.07629408309848115, -0.02371130235396669, 0.032044247151946155], [0.006464985899322925, -0.003879374634176009, -0.0026845062316694125], [0.0077950182979837, 0.0003537865611601031, 0.01563054691971242], [0.00014272294077193726, -0.010324285863167863, 0.001963129877306967], [0.02534178889150761, -0.004818987887857546, 0.03729360966415983], [-0.005415882671370192, -0.01155864746044807, -0.009120381570729207], [0.03104904456038531, 0.004062299983208599, 0.00964166788189038], [-0.008985943654508109, 0.017705870544865745, 0.022554474986367545], [-0.14802543258916917, 0.014716982040740552, -0.09040008841593046], [0.037844602517625524, -0.01428913481218547, 0.0001510895207600178]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.479514, 0.969856, 0.930339], [-2.228983, 0.382203, 1.105156], [-0.919352, -2.30133, 0.420991], [0.412344, -0.422592, 2.443791], [1.209348, 1.030736, -1.75847], [-1.445015, 2.175673, -1.05532], [0.492143, -1.834545, -2.086488], [-3.290046, -3.889969, -2.870417], [-3.978653, -8.213671, -4.708153], [-1.106476, -8.027902, -3.659035], [-3.390369, -6.701487, -2.103643], [-2.254983, -4.140644, -5.647561], [-4.174128, -6.133532, -6.741281], [0.117898, -5.87031, -5.18984]]",[-81780.28961731367],"[[0.07924982492237526, 0.1672624370484383, 0.043865697495821074], [0.02369947013069463, -0.009736315383648548, -0.005374554736369085], [-0.10570371424622761, -0.014716267273667621, -0.12539030205216178], [-0.005961440209756105, -0.03762396574929249, 0.03730333872388636], [0.06366692571271887, -0.09249656708955892, 0.0345082035186173], [0.014171362795844748, 0.00222076484053025, 0.029331916940744888], [-0.13362909814267138, -0.005788574564498888, -0.12791250422196315], [0.17545608454254255, -0.05505922753722986, 0.12560637768097185], [-0.07613765709590137, -0.11834264729096124, -0.05400851994001991], [0.06397658954820061, 0.057629869317297557, -0.03171580911082934], [-0.0742291775890815, 0.0986179042930763, -0.028942841969239495], [-0.006659649369199987, 0.0409172473245127, 0.09563907395006373], [0.02609578587810429, -0.018517213447990028, -0.01930220252918067], [-0.033068580358385835, -0.007942949371034824, 0.00914246221685273]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-2.790556, 0.028328, 0.407598], [1.737661, 0.570228, 1.729505], [1.346136, 1.861273, -1.020854], [-0.851925, 2.092565, 1.10278], [-0.984559, -1.999529, -0.806029], [1.053785, -2.237879, 1.347871], [0.489458, -0.314986, -2.760871], [5.912226, 5.890051, -6.560409], [9.231561, 5.773743, -3.167131], [7.579829, 3.197538, -3.027442], [8.291193, 4.411012, -5.750718], [4.866541, 6.699989, -3.896339], [7.312774, 7.923773, -2.726194], [4.85193, 4.078043, -2.49741]]",[-81780.75742594087],"[[-0.00192370198858966, -0.015673741476637804, 0.01925266248615458], [-0.013328873531851767, 0.0009245928607316497, 0.009614455311027387], [0.12390425502765386, 0.08445250645985458, -0.03600177359512307], [-0.02809752449020973, -0.006686717958206561, 0.019593956050165846], [-0.004864827597173693, -0.001060636688872725, -0.003820211460932044], [-0.0016917076228898343, -0.001447867149953222, 0.006885515764246482], [-0.025288119654527822, -0.019504425046519672, -0.0140323020335908], [-0.003731126801040766, 0.007935981677626026, -0.0034040982394541066], [0.011257432274612568, 0.015809017572951622, -0.028882091910249433], [0.02633020376698018, -0.011106719266407083, 0.0046779473750778525], [0.016788932376686373, -0.0029000393574133408, 0.006294742780736176], [0.022242893106869954, 0.013207172867714499, -0.008374483563556037], [-0.0032823862624566905, 0.008119954494664057, 0.010241331745034494], [-0.1029883707004599, -0.05449096200320318, 0.01972699528549603]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.92884, 0.38481, -2.635018], [1.583388, -1.80968, 0.74415], [-1.227133, -1.230194, 1.816405], [-0.852301, -2.093562, -1.100594], [0.216341, 2.271435, -0.641045], [2.697477, 0.805768, 0.098365], [-1.488931, 1.671424, 1.717737], [-4.132608, -4.531252, -3.341451], [-8.775865, -3.853512, -4.06718], [-7.202358, -1.878294, -5.801294], [-6.16737, -4.738026, -5.419823], [-5.22792, -2.263236, -1.759328], [-8.009416, -3.225518, -1.325469], [-5.677251, -0.264678, -3.912392]]",[-81780.52176957509],"[[-0.11305491361401215, -0.0022131451150002464, 0.060496753766945174], [0.050182212390131306, -0.0019328062699035164, 0.006015320277311363], [-0.02264720444410986, 0.010463891699592533, -0.06338600682642914], [-0.16218419697257733, -0.003941289917761221, -0.02108471848047147], [0.03297423110475882, -0.04195766021898877, -0.06351769880295999], [0.07032099578498267, 0.047096665780467256, 0.06192927039412058], [0.014853451129578976, -0.020247289150289748, -0.0012538258873842512], [0.04323217732758212, 0.01560511355321802, 0.05119283132474718], [-0.07741359345422226, -0.07023023579334778, -0.03396519651597365], [-0.04608648393362979, 0.01199186315536388, 0.011904533017237238], [-0.02960073106667719, 0.00308562014325501, -0.023456089371256723], [0.14359238549633535, 0.048511009840479055, 0.041807826528549266], [0.013498216763835901, 0.020777358354692417, -0.020662753939192893], [0.06733738318745336, -0.0005572910312421435, -0.01647793156682361]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.959511, -0.866392, -1.834073], [2.399148, 0.518688, -0.557556], [1.353455, -1.490968, 1.504571], [0.74365, -1.897962, -1.471548], [-1.988324, 1.267817, 0.23741], [0.500124, 2.729409, -0.485305], [-1.048542, -0.260592, 2.606501], [-2.402931, -2.607592, 7.824624], [1.394736, -3.908103, 10.360811], [1.257796, -0.848867, 10.277856], [-1.320112, -2.48774, 10.529394], [0.117559, -2.533369, 6.247175], [1.626995, -4.727745, 7.572793], [1.443285, -0.161657, 7.451021]]",[-81780.73842250064],"[[-0.014819975347961804, 0.011227319497784587, -0.02211598338485585], [0.0009007823754474478, 0.004813287234785226, -0.013960192834571198], [0.016298699866629053, -0.026535372770166595, 0.04200407379884693], [0.016231280362361353, -0.0008098773735143145, -0.00842102055643398], [-0.0022782429118332103, -0.0017326540059714349, -0.01593238945506517], [-0.0018715481606486697, 0.010230075449188105, -0.006986508752105355], [0.014553696331144287, -0.007928839149105865, 0.09444752124402207], [-0.011812903992254688, -0.006641955027488052, 0.014883548479779485], [-0.01322180759497755, -0.022753781871114088, 0.01854820040037483], [0.01630736963126908, 0.006768869891711315, 0.014522791654106004], [-0.006248174934603287, 0.006818019126841412, 0.003443927220485721], [-0.01386679488963837, 0.04654175456362333, -0.12069772766313462], [0.03452428320665369, -0.010528107607554937, 0.021896112805687328], [-0.013747433930667895, 0.0018554031665559759, -0.031115173370154407]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.296757, -2.547467, -1.173239], [-1.3505, 0.889326, 1.929006], [-1.026837, 2.129816, -0.853258], [-2.378422, -0.604058, -0.546763], [2.104798, -1.063444, -0.236791], [1.229409, -0.336594, 2.512086], [1.71831, 1.53242, -1.63104], [0.282587, 5.888229, -3.047559], [-1.334113, 9.148214, 0.00279], [-2.99429, 6.59215, 0.310857], [0.023833, 6.403147, -0.189142], [-2.119667, 7.32173, -4.05799], [-1.726817, 9.972549, -2.765794], [-4.220443, 6.169598, -2.299825]]",[-81780.56275897099],"[[0.03502014129352963, -0.09754112569543638, 0.006307906836180102], [-0.044089064777216885, -0.016865972954288287, -0.04674211045903806], [-0.05576592134178409, 0.2989647494196881, 0.018425137050810753], [-0.035646596066385795, 0.001828532038381061, 0.022353543163527143], [0.006892540021956013, 0.007686903350441295, -0.01799229673716346], [0.03351424019946349, -0.046303747412755315, 0.043945926243100814], [0.05561304346352317, 0.02454193368364182, -0.039080270236031805], [-0.042682408319895976, -0.09103170596678105, 0.06353014294912182], [0.011336030941589295, 0.039072577491131764, -0.0045380252927899765], [0.06513245532268726, -0.05404014452634028, -0.028505121699101466], [-0.07544387023633319, -0.11538495142758713, -0.03043426774452647], [0.04941099414506521, 0.011429099785136024, -0.007746923215730948], [-0.03496537676599922, 0.05888852785284829, -0.010228239680518775], [0.01710666948054583, 0.002144620549984535, 0.020862333361024794]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.801385, 0.300526, -0.126754], [-1.594918, 1.59977, 1.11031], [-1.245412, -1.388949, 1.684734], [1.071243, 0.548799, 2.207257], [0.779746, -0.340938, -2.211993], [-1.156617, 1.871798, -1.758957], [-0.655428, -2.591006, -0.904598], [-6.888907, -2.53158, 4.870552], [-7.323635, -5.390822, 1.104707], [-5.102841, -3.354231, 0.552498], [-5.420077, -4.546205, 3.358446], [-8.52417, -1.332084, 2.694812], [-9.72413, -3.791695, 1.528041], [-6.413994, -0.753974, 0.683652]]",[-81780.46600489129],"[[0.049309409803153195, 0.03237768856257348, -0.036949966110563455], [-0.0455326165852449, -0.10545760811593607, -0.03740387919733935], [-0.16538198258152834, 0.048652981093116304, -0.06187229471665233], [0.04292557310654926, 0.001773463092068523, 0.029938625630435166], [0.027732854443367178, -0.006018338754086983, 0.013212772733487326], [0.02800658966346348, -0.01356748746340041, 0.038330993797441974], [-0.03425387499588247, 0.01905946968809664, 0.027602787404930197], [-0.014842251398033322, -0.025673281404864145, -0.015252903079164777], [-0.04227448200961815, -0.03886556757706686, 0.028409738861433734], [0.1776165837201854, 0.07650676486924708, 0.05617457270355317], [0.022230839768604106, 0.04830627792507105, -0.05568369741735113], [0.01346998603555967, -0.014835381406598522, -0.07023877186054969], [-0.09156042791238436, -0.019265158054407993, 0.025925285649059656], [0.04131350596221151, 0.005130734318048187, 0.05236964645934263]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.864062, -1.158614, -1.771166], [-2.338365, -0.833966, 0.415169], [-1.48953, 1.956513, -0.521454], [-0.925814, -0.4851, -2.286542], [2.102042, -0.276374, 1.059336], [-0.234118, -1.687513, 2.243392], [1.021723, 2.485055, 0.861265], [10.148563, -0.13578, 0.259834], [7.222861, -3.458074, -1.457281], [7.617164, -1.288717, -3.58401], [9.977449, -2.159079, -1.832921], [7.281456, 0.620381, 0.493578], [6.058037, -2.070909, 0.826961], [6.627635, 1.162101, -2.354382]]",[-81780.33349601511],"[[0.1117167565248821, 0.0375231578809633, 0.04227499108832477], [-0.09704361695942079, -0.04527101697876096, 0.0140903061528906], [-0.019825345177847804, 0.047050159640844254, 0.0009874913347078294], [-0.015452122546355638, -0.02775268280187959, 0.017702502397867394], [0.19715913824761006, -0.03617456210724292, -0.06334738883565418], [-0.04855135561353102, 0.030420363210963818, -0.004298082100174049], [-0.041466203863151904, 0.020411783279038094, 0.007102856376509372], [-0.02457625278756087, -0.013457356769868154, -0.010355766467631814], [-0.03345920827705688, -6.229889238838208e-05, 0.10511729671387396], [-0.03531485158478053, 0.11805236958400432, 0.0020072433470088467], [0.13642574001522367, -0.02881202931047463, -0.0240575118699328], [-0.07545420607674033, -0.015694346308733044, -0.032587583255975903], [-0.06778778928758364, 0.003149125912132724, -0.08351569879548953], [0.010112812511554005, -0.09221333420914818, 0.018151016165027612]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.097173, -0.462342, -2.556676], [-0.695372, 1.830154, 1.582027], [2.108162, 1.284166, 0.474482], [-0.16343, 2.060422, -1.431321], [-0.54714, -2.289563, -0.27513], [-1.898077, -0.803868, 1.920005], [2.29303, -1.618969, 0.286613], [7.79435, -2.893051, 3.143604], [10.729442, -3.350252, -0.560725], [9.722022, -0.45955, -0.444506], [10.371024, -1.957194, 2.149843], [6.3527, -3.287671, 0.572098], [8.328428, -4.972604, -0.87995], [6.827427, -0.657356, -0.727091]]",[-81780.7402700613],"[[0.001177703194116999, -0.0030165618169287214, -0.007697887109202322], [-0.017822896940878588, 0.024677981111329305, -0.01019713445732334], [0.04003387749771534, 0.021206496277746106, 0.010035890204762716], [9.624945417709267e-05, 0.015473431861105493, 0.007269119425207995], [-0.03827573047562327, 0.001702277433813659, 0.012360209881754248], [-0.02951753012250425, -0.013213112119291739, 0.020552474121595058], [0.13781495924129053, -0.04925540632257815, -0.041453039807707974], [0.020619168574371516, -0.0028202219868662206, 0.004085278459051072], [0.030009264157635638, -0.027227385567575348, 0.010558904298200904], [0.03964491051260225, -0.007033847929611913, -0.01662635629195388], [0.025497736668635723, 0.018436892140945446, 0.020308450586012432], [-0.1033941938471922, 0.000963124976613671, 0.012246011700778185], [0.019589569745754258, 0.012039798829132739, -0.010518162575043783], [-0.11088598121335054, 0.027063714192292247, 0.00023403314878670388]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.319358, 1.650418, -1.868035], [-0.87399, -0.62273, 2.276876], [1.782694, 0.747518, 1.606791], [-0.865358, 2.152789, 0.968185], [-0.01355, -1.007546, -2.145186], [-1.342524, -2.475335, 0.075257], [2.632086, -0.445112, -0.913889], [-1.609865, -11.078289, 1.790999], [-5.398756, -8.341365, 0.954692], [-3.215382, -7.662292, -1.084008], [-3.653649, -10.572102, -0.226268], [-1.350493, -8.359175, 2.968229], [-4.207282, -7.769703, 3.553229], [-0.956571, -6.737026, 0.509515]]",[-81780.63609381647],"[[-0.003392250589554573, 0.04580749337577423, 0.0006094350889857342], [-0.0336384451194606, 0.024168640152041666, 0.012180530809362966], [0.011213888047464456, 0.0016101614416238676, -0.0019322488544308125], [0.0015322775417200745, 0.060493205642626294, -0.018403658043158688], [-0.0198125924991365, 0.013964455725962999, -0.013358934886588172], [0.08526348426612866, -0.17556911029983063, 0.00736374635812953], [-0.002353999994029344, 0.016001454466263363, -0.007263457852925274], [-0.024730884159144585, -0.06495983136126045, -0.0005547548936855246], [-0.0014804656706880765, -0.02829684165937459, 0.014260343583111039], [0.04420092839523532, 0.02814081674910911, -0.014129150400868498], [-0.009208483040229516, -0.052468582563538396, 0.006536457464406961], [0.024896509573907644, -0.0059161990535859235, -0.0219805530222673], [-0.0013111136969483727, 0.01489805979402275, -0.009907211562798335], [-0.08829106275195701, 0.11968404397186069, 0.033332226564114574]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.000663, -2.603603, 0.417214], [1.408133, 0.731145, -1.954074], [2.093362, 0.941938, 1.024279], [1.721323, -1.812865, -0.267013], [-2.308314, 0.065341, 0.533456], [-1.470075, 1.171605, -2.097984], [-0.443765, 1.506439, 2.344122], [-0.79422, -5.406841, 3.744462], [3.190222, -7.975833, 4.009677], [2.365867, -7.724857, 1.069948], [2.014676, -5.341096, 2.964449], [-1.301013, -8.33554, 3.6322], [0.952023, -9.319073, 5.30774], [-0.268896, -8.962693, 0.916831]]",[-81780.43184848367],"[[0.04911170214545472, -0.02442339547813659, 0.20891186296609118], [-0.01528219824473667, 0.027048868634453726, -0.04829427600889678], [0.010742671426872623, 0.009473039416979176, -0.002673671082753046], [0.0004448337451764491, -0.0580994044354948, 0.022990076666332567], [0.004440949125646587, -0.06050796378290914, -0.07167277972838086], [-0.004264901995583448, 0.10838049122331196, -0.039985283621174275], [-0.006088720170829569, 0.009445533740194191, -0.0003727633184138968], [-0.023138902483777146, -0.031160661352364165, -0.12540876258303824], [0.022213345973049328, 0.021721560515826358, 0.027836439104641578], [-0.02933885378089874, 0.033685105525358326, -0.0041051284148419485], [-0.0712169743086349, 0.03158584491657552, -0.11340072717987312], [0.027297489305023414, 0.06867579738704133, 0.07758955985160161], [-0.005855958073302486, -0.15581526239811266, 0.028823732978517747], [0.02895969298864955, 0.009076014590115849, 0.047632782222839475]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.762987, -1.473209, -1.635748], [-0.654542, 1.893901, 1.523329], [1.40166, 1.948372, -0.746832], [-1.552486, 1.423213, -1.372945], [0.361556, -2.327565, 0.262439], [-0.437913, -0.776703, 2.672131], [2.644713, -0.688009, -0.702374], [-7.881993, -4.014282, 3.293641], [-6.269301, -1.420873, -0.342194], [-4.885224, -4.153507, -0.382276], [-7.847524, -3.95187, 0.378585], [-5.274785, -2.706957, 3.87681], [-5.544392, -0.246767, 2.225836], [-3.462471, -4.31599, 2.156825]]",[-81779.78974891441],"[[-0.08325318901798467, 0.030269845606706335, 0.07142425675978517], [0.008894314629525559, -0.12832454944177635, 0.04096565608152407], [0.16569745711335837, 0.1431010474113091, -0.05056223193130984], [-0.03714906216473453, -0.1486808585684203, 0.005968788426642578], [-0.1303387527688803, 0.011155066316908567, 0.02989215034406711], [-0.08089841717836074, 0.02150946495690441, -0.04566349095051966], [0.026940429727734385, 0.026627325754326088, -0.025078111832523932], [-0.03537638325956257, -0.022198068469641553, 0.01169616555995468], [0.17354595952879218, 0.025762174774574757, 0.12577483645298085], [0.12781485367005682, 0.1256809397137597, 0.07728755790776497], [-0.19709136393091045, -0.11176591604443051, -0.008953038658107449], [0.022734323751661033, 0.05051115436774559, -0.05419924447768211], [0.02743873550616942, -0.08702767338398112, -0.10240308445412095], [0.012203624470690573, 0.048378999046980425, -0.08114200362616496]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.920903, 1.934686, -0.721986], [0.005789, -2.410216, -0.725701], [-2.220818, -0.344644, -1.125943], [0.50662, 0.070169, -2.461532], [0.750088, 1.188461, 1.908425], [1.186822, -1.753922, 1.85756], [-2.149403, 1.315466, 1.269177], [-8.122658, -0.293127, 7.707291], [-4.635471, 2.41321, 5.957688], [-7.164893, 4.117509, 6.243954], [-6.483456, 2.023793, 8.376273], [-8.264178, 0.000904, 4.750901], [-5.370931, 0.276905, 4.11538], [-9.139071, 2.832194, 4.526909]]",[-81780.68943645309],"[[0.021891227706987437, -0.023190921071617288, -0.02177921496490343], [0.0393365270872008, -0.0024202691861084508, 0.004077254555881266], [-0.0394123643878598, 0.013918535798183992, -0.005542931233031557], [0.030778096417652525, 0.01274031169827931, -0.029412819317424302], [0.007962782871756396, 0.015842261955156693, -0.02930160875996891], [-0.011187091995543245, 0.011740609673705407, 0.0009141176664563284], [-0.07270980904923112, -0.05554809736186037, 0.12972554432681455], [-0.047446886219576434, -0.011647006040406268, 0.04814781560766478], [0.01408817213609012, -0.007877298786717397, 0.002030786437416844], [-0.0032491228540777344, 0.010966727764295577, 0.008050123294301353], [0.008012214928390172, 0.010617098679239543, 0.0038242357538189253], [0.010520342871726682, -0.021937445882897595, 0.04389996517764854], [0.0519947794117402, 0.06333633308596495, -0.1498092135239128], [-0.017118368006379787, -0.010758231751784078, 0.0058582155031227535]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-2.186571, -1.212231, -1.3052], [1.766462, 1.410755, -1.106887], [2.176026, -1.127682, 0.558393], [0.623763, -1.265366, -2.080984], [-2.016816, 0.432214, 1.167391], [-0.493752, 2.770069, 0.135086], [0.130887, -1.007758, 2.632202], [-1.490412, -0.515748, 10.926905], [-3.572602, -4.660981, 9.913307], [-0.944612, -4.463154, 8.351547], [-1.102871, -3.391045, 11.218658], [-3.009702, -0.448293, 8.37075], [-5.166899, -2.399697, 8.994822], [-1.253174, -2.116763, 6.64952]]",[-81780.76340045033],"[[-0.015453449236318344, 0.015312213319590658, -0.0017597097394551145], [0.010327438037381582, 0.0074147159353014835, -0.022852604846708376], [0.025956514285274877, 0.02955715598627413, -0.02699452576807427], [0.003472811523545908, -0.020472317365243527, -0.010532853866607572], [-0.004217476943183956, 0.02524951709038034, -0.02271477307244314], [-0.01909618506148322, -0.009945238199520146, 0.0024880059646811893], [-0.03566935548411814, -0.06344658205030784, 0.12814914868740435], [-0.020933768930644726, -0.007801230086646302, 0.009997673306302067], [-0.010674809692617351, 0.0044823223120882836, 0.034983035112247055], [0.002402728082229419, -0.01839200579720715, 0.004528673671215631], [0.010192203078741028, 0.0016502279927185714, 0.009124294791898281], [-0.02392351104149011, 0.0031446660741301785, 0.02730734177776973], [0.007239135203608958, 0.005126176263850727, -0.021327960400262115], [0.04667982802171899, 0.030960254034857856, -0.11308072750398424]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.096946, -0.902153, 2.43659], [1.006134, 1.75564, -1.497077], [-1.786478, 1.752291, -0.237764], [0.698069, 1.848416, 1.554601], [0.030839, -2.368548, 0.078662], [1.565093, -1.041783, -2.097735], [-2.610602, -1.043864, -0.237276], [-0.995811, 5.273316, -2.951378], [-0.336151, 7.451809, -7.118495], [-3.343037, 7.258672, -6.565416], [-1.400973, 7.843652, -4.267379], [-1.309356, 3.4406, -5.272921], [0.596548, 4.690569, -7.185001], [-3.894186, 4.402179, -6.380094]]",[-81780.63735944421],"[[-0.0028426692725026944, -0.047640099586471, 0.009166347778390637], [-0.13863431884849178, 0.08247368153175623, -0.06965909062219273], [0.07547333509480729, 0.062159589942297706, -0.13012771650504484], [0.020077087169376263, 0.022827973664842592, 0.0590036104937995], [0.017203636118634163, -0.018693591222102013, 0.001173094746269793], [0.004953100816459873, -0.04127832296715396, 0.02467382106412066], [-0.012131571835971708, -0.007366024356786429, 0.03525512996762202], [0.02942447670558499, -0.1407691584024373, 0.0836482649475772], [0.009231504710628915, 0.024323101830723174, -0.01024693161080732], [-0.027362800503536427, 0.03622863243653702, -0.02739729444256684], [-0.029609873914559732, 0.05685257298100696, -0.05199071706650555], [0.07058180863346546, -0.0413358591454204, 0.07317060241186013], [-0.025039195593617825, 0.0076056770145849426, -0.009995025068585808], [0.0028770953343722253, 0.0014877100149495624, 0.0007442273034178047]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.039987, -1.408767, 1.344608], [-2.075727, -1.021882, -0.991428], [0.039695, 0.669757, -2.42248], [0.808736, -2.043287, -1.221332], [0.543657, 1.064007, 2.046823], [-2.2491, 0.101549, 1.693091], [0.892752, 2.638623, -0.449281], [-5.188986, 1.485654, -5.631715], [-3.094573, 2.12026, -9.845568], [-4.588645, -0.553975, -9.873399], [-5.817494, 1.868404, -8.453261], [-2.601266, 0.037551, -5.86285], [-1.140758, 1.869367, -7.696509], [-3.356754, -2.128635, -7.751949]]",[-81780.71506209666],"[[-0.009270189550122921, 0.00285165425456409, 0.018592006880189995], [0.013769005498084796, 0.01484018937216105, -0.03252917804436179], [-0.07007113584200594, -0.011022320187500378, -0.06770474260968543], [0.01946282971664236, -0.019501170028122797, 0.007442422158243624], [0.005438986617116115, -0.0006937673191733882, 0.018077410583143095], [0.01484311528917183, 0.01185823770818971, 0.01200627162542399], [0.016949374444618383, 0.009667054968502358, 0.039139853013543044], [0.0054694902018400885, 0.011164543408386362, -0.018477443602363728], [-0.0057358360673766574, 0.01042573136543262, -0.014033376755304776], [-0.005913041737163044, -0.006921048429526768, -0.02939708415740148], [-0.011740049172907208, 0.0010932773757226732, -0.0013063931489415274], [0.0546317556899433, 0.002367743062224437, 0.10433727500672975], [-0.00472027289865557, -0.0031266128062190307, 0.004295922886548695], [-0.027715257803629247, 0.0034549459462690202, -0.034263413793870164]]",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.015214, 2.554502, 1.195169], [-0.09277, -2.192967, 1.232114], [2.048317, -1.25144, -0.746228], [1.636625, 0.254644, 1.891386], [-1.585922, 1.409449, -1.056154], [-2.591722, -1.080904, 0.223475], [0.600687, 0.306716, -2.739762], [-5.232767, -2.268689, 5.024202], [-3.435811, -2.152789, 9.417762], [-3.969388, 0.717108, 8.488488], [-5.934105, -1.517574, 7.753046], [-2.311729, -1.709295, 5.060833], [-1.521572, -3.223024, 7.497063], [-2.302511, 1.066364, 6.122647]]",[-81780.45584250591],"[[0.0020195939049640122, -0.07578639278833316, 0.012689902621905554], [-0.07935241199507305, 0.07722436015721582, 0.09597830548820273], [0.04299980089574187, -0.0380195558998008, -0.055316852216034836], [-0.07420022695152316, 0.012924428497173759, 0.010040430775449038], [-0.014031078187811248, -0.038113622331924134, 0.01834560764397647], [0.04296330149513991, 0.027714805289223356, 0.05209273849619598], [0.04027205948369472, 0.041034880501206156, -0.03981266480195664], [0.012516209080973935, -0.01328241881432035, 0.008019691700505588], [-0.027512814171296453, -0.017708817030713156, 0.08405907603719255], [0.010905180662886064, -0.009401603847359243, 0.021278302086425397], [-0.020938525474115677, 0.00031684462203803495, 0.016675932330444072], [0.05438472396200336, 0.021180065322675096, -0.19474775068515893], [0.0077142341921149155, 0.009173582866675637, 0.027097179689491106], [0.0054279771473093, 0.0011119471945118388, -0.032528566121472015]]",synthesis_2bi7
