atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.16336, -1.168788, -1.713757], [-1.626392, 0.994567, -0.83342], [1.626565, -0.994579, 0.833505], [-0.163533, 1.1688, 1.713672], [0.385485, -3.285423, 4.919047], [0.621292, -5.948994, 3.691001], [-0.964475, -2.290277, 2.500959], [-0.728623, -4.954148, 1.27315], [-2.488755, 4.655025, -2.420055], [-0.33153, 2.853089, -3.290525], [-4.48901, 2.673588, -3.276063], [-2.331437, 0.871704, -4.146375], [-3.760266, 1.204227, 2.258727], [-2.033327, 2.621728, 4.041034]]",[-81777.1980580028],"[[0.27580542208113623, -0.2652380794177074, 0.02671949985347936], [-0.5317594485528314, 0.5099655834340374, -0.3142204498606347], [0.36226925223096634, -0.7650424518675978, -0.15304356023997565], [-0.27186715835346437, 0.22274450844471272, 0.9450645096097028], [0.12671318678009325, 0.05923094756066511, 0.3089116845482303], [0.00021368619848072712, -0.23299843345997462, 0.10820560468985574], [0.2635258266123486, 0.4269755212586565, -0.22017268395653877], [0.007054205935667578, -0.20399632238798254, -0.2816103591551752], [-0.17188399752899647, 0.2699506055782668, -0.18759941146864895], [-0.04048841279179932, -0.1552763588783769, 0.2775048193636006], [-0.11398585915993734, 0.1548680674712489, -0.008585350134489278], [-0.06997677630396062, -0.15544728591078166, -0.1890116677917427], [0.34096065739039244, 0.21153639509813246, -0.08508623231645986], [-0.1868361533633591, -0.08050272418366929, -0.23077051992027325]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.502579, -1.181542, 0.822149], [0.366729, 0.834808, 1.870163], [-0.366768, -0.834803, -1.870352], [1.502617, 1.181537, -0.82196], [2.252205, 1.381666, -8.184073], [-0.074729, 1.666439, -6.405704], [2.978576, -1.128778, -6.831331], [0.651352, -0.843784, -5.053085], [-2.293275, 2.45962, -8.804253], [-2.915083, 1.193114, -11.386429], [-4.394293, 4.464034, -9.28165], [-5.015999, 3.19716, -11.863871], [-4.735628, -1.180888, 2.083266], [-7.053467, -2.210608, 0.765865]]",[-81777.68320519873],"[[-0.6268455807521586, -0.19328844314827148, 0.592061621125246], [-0.028305835383191553, 0.17497899037688336, 0.16355454429103514], [0.2124131931816262, 0.108356734217003, -0.592144924913602], [-0.15786381568239055, -0.20082306511671413, 0.008175300091829284], [-0.07386186958894099, 0.029986108789798138, -0.010392538405319125], [0.044577415238722454, 0.14945753783961194, 0.05738350607654813], [0.26256598185095664, -0.0890618799047088, -0.11073001800959496], [-0.08862242671008462, -0.19331374281732777, 0.1424534375899778], [0.12897365050376342, -0.01345652887419375, 0.016159227727642486], [0.023777672847566204, -0.16307292498131712, -0.19938226953279473], [-0.3024308040804007, 0.27412433106327355, -0.08003899976182034], [0.02787462000763812, 0.012136138117703818, 0.09387673602750808], [-0.4787801417757418, -0.28426399619104953, -0.5194896232814434], [1.056218502764357, 0.3963522773275815, 0.44017762905035057]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.738702, -0.478549, 1.038085], [-0.786736, -1.871593, 0.455072], [0.786787, 1.871737, -0.45519], [-1.738752, 0.478405, -1.037967], [-4.276283, 4.72471, 0.834385], [-3.928377, 7.618689, 0.431692], [-1.451015, 4.288137, 0.13644], [-1.103361, 7.182349, -0.266077], [0.820754, -0.463028, -3.391189], [1.968139, -2.746364, -4.850025], [-1.882754, -1.535389, -3.839462], [-0.735, -3.818812, -5.298226], [-1.644382, -0.217124, 3.254564], [-3.69233, 1.256218, 1.911651]]",[-81778.10606498671],"[[0.06169087757756572, 0.10296970448121714, 0.2846143349009693], [-0.15402104277877876, -0.25813447742087015, 0.7586553138727145], [0.1244303544465867, 0.017158981174307964, -0.17875686860092396], [-0.5973611818832579, 0.5831619997358696, 0.14750360120383726], [-0.1753984403778838, -0.3099331329753325, 0.1788937027866126], [0.17904920319154397, 0.19919308765787982, -0.12349740343908999], [-0.09169057722616789, -0.2732882078542179, 0.09953172628250606], [0.00875159261435127, 0.5413789792242975, -0.08588754276951731], [0.09535789795331612, 0.1284829809059277, 0.2856051357614911], [0.09083959303264624, -0.333769020772774, -0.3645413373473331], [-0.33496237325202083, 0.32305713060991986, 0.07747386014555148], [0.2578587007437382, -0.18886516625283745, -0.035198467964912404], [0.4013002138233842, -0.5062931204977313, -0.6566503392515891], [0.12256177848283124, -0.024114158446014947, -0.38728126610697616]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.224214, 2.025178, -0.422016], [2.033964, 0.293103, 0.325553], [-2.034118, -0.293187, -0.325633], [0.224367, -2.025093, 0.422096], [1.589483, 2.450304, -3.171151], [3.863823, 4.271465, -3.582318], [2.441602, 0.86136, -5.496879], [4.716061, 2.682728, -5.907742], [6.064342, 2.774792, -9.768814], [5.941521, 5.120484, -11.541088], [7.149732, 4.459797, -7.614157], [7.026667, 6.805472, -9.386729], [-1.434942, -2.456141, 3.410347], [-4.119688, -2.253525, 4.369163]]",[-81777.44732136933],"[[-0.14635184919667685, -0.14298190242512326, 0.016066122888631653], [0.09915865900810884, 0.06432322586752681, 0.023336671847985508], [-0.15467770288822774, 0.2118996921751299, 0.042355620927918815], [-0.24527391516143604, -0.2583477248346434, 0.2882521907696434], [-0.07954689034542042, 0.014953976176404492, -0.03452246286461184], [0.23691499706500063, 0.2743778419747523, 0.12312886130875164], [-0.22604878920532143, -0.42643255539368613, -0.044517703905982274], [0.10261679466671844, 0.06742413225594517, -0.04773699937584028], [0.0035034961140322355, -0.05162047800714512, 0.07006187986552194], [0.026710804377793548, 0.09193406082978894, -0.014700275003186913], [0.03128450631772023, 0.0062537645159577975, 0.015169470735579735], [0.01561008092726444, 0.0780019136039643, -0.1400536199981317], [-0.37674847908908765, 0.08921393502950448, 0.11979784106052245], [0.7047140540284784, -0.019546112936161826, -0.42109566219718864]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.354536, 0.309035, -2.026947], [0.820658, -1.906244, -0.147165], [-0.820794, 1.906373, 0.147212], [-0.3544, -0.309164, 2.026901], [6.187751, -4.155587, -2.349229], [4.099896, -2.91578, -0.687286], [5.123412, -2.771852, -4.718262], [3.035625, -1.53202, -3.055941], [1.84191, 7.435216, 0.660237], [0.215416, 4.98681, 0.794897], [3.385968, 6.537901, 2.999162], [1.759293, 4.089384, 3.1335], [2.315357, -6.487937, 0.547304], [0.838876, -4.50989, 1.987991]]",[-81777.73563966824],"[[-0.13869566540374414, 0.17683969876062744, -0.4051440151688276], [0.07396615359066086, -0.7694729792779442, 0.36986640346276767], [-0.2130054728324197, -0.0369019327348206, 0.19743450354800937], [-0.10731014038711928, 0.14709854938847863, 0.33979450719759025], [0.22870767129453667, -0.041095728262170214, -0.35174093893504516], [-0.2638336906746251, -0.083357781552254, 0.20029876547098652], [0.2779872100046923, -0.29727918467985814, -0.0873850569204471], [0.08026294297064183, 0.17514405529084823, 0.04235654652556722], [0.34921210331543023, 0.38672513618656185, 0.05862246995102456], [-0.16682061843760151, -0.1484748102474679, 0.03968783253244228], [-0.04042745190223379, 0.13082957663299072, -0.09376216760747266], [-0.0536560729243454, -0.18744447670672493, -0.023412349740160616], [-0.3890587735465473, 0.9730874926359614, 0.4643368589596335], [0.371367877114749, -0.42215886536265196, -0.7509584552053438]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.803437, -0.562106, 0.872563], [-1.036854, 1.054497, -1.463515], [1.036983, -1.054625, 1.463579], [1.803308, 0.562234, -0.872628], [-0.534465, -5.863664, 0.228501], [-2.675254, -4.725444, 1.895771], [-1.429739, -4.220339, -2.042583], [-3.57048, -3.082132, -0.374931], [-7.297895, -4.450423, 2.191239], [-5.437051, -6.727228, 2.082939], [-7.922152, -4.825248, -0.660018], [-6.061225, -7.102229, -0.767986], [4.211508, 2.875451, -0.844711], [4.444134, 1.722525, 1.760071]]",[-81777.31382409213],"[[-0.4213170857235228, -0.2204413129629414, -0.07268265818487801], [-0.4747365656045186, 0.19235528645240846, -0.4006600602053317], [0.49066846654971374, -0.2814263709115097, 0.47483678726100376], [0.339898688355127, 0.4479031812448217, -0.4296757981315919], [0.05353152861854388, 0.03893098161976303, 0.09626112699188084], [-0.007384562020800241, -0.23601305357872535, 0.2591045551784861], [0.031160753912129, -0.03207491014515401, -0.12654349387788638], [0.02750788279271414, 0.4113143062035271, -0.07277490941716866], [-0.01016005912929572, 0.10939196376464803, 0.08332240315324844], [0.2731464885698294, 0.09474767199256191, -0.0035780658601338375], [0.0054601159545454485, -0.005462445375293924, -0.05077943884613464], [0.04262840483932093, 0.07469269632256412, -0.0971152993550803], [-0.488529153273801, -0.5868474210392532, 0.15253011065557093], [0.1346845879943981, -0.0020389090710024793, 0.18916469993627835]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.708281, 0.872249, -1.751352], [0.581465, 1.872108, 0.697147], [-0.581439, -1.872294, -0.697191], [0.708255, -0.872063, 1.751396], [-5.947304, -2.988936, 1.732008], [-4.097791, -3.047665, -0.555822], [-5.456096, -0.105474, 2.054847], [-3.606624, -0.164492, -0.233236], [-5.127281, -5.968137, -2.408407], [-5.767849, -7.292392, 0.13999], [-7.332784, -4.06861, -1.975496], [-7.973073, -5.39307, 0.57307], [-1.585897, -0.817633, 4.256122], [-3.408538, 1.194269, 5.149697]]",[-81777.22735211847],"[[-0.0009677370240072872, 0.07531860602124957, -0.40970191510001236], [0.11798598366377733, 0.360031105695041, 0.10397593196921227], [-0.38674719626384874, -0.1538756211037966, -0.18958733810695658], [-0.1893404092231998, 0.026649457822541186, 0.7471681328351413], [-0.07042785089128141, -0.06904449378365442, 0.42572236488690457], [0.2928838814022424, -0.43712367103154276, -0.697654315075757], [-0.4501437446190513, 0.6023043875466355, 0.8967997344547441], [0.6313650683809348, 0.23747158978423916, -0.0781541229950347], [0.0358770647386285, -0.1138813180477596, -0.025290140542726835], [0.032153405967947586, -0.0106474582821071, -0.03603988764940057], [0.03643256216731641, 0.025430995935976846, -0.04738477347515956], [-0.2560849471168523, -0.14068539181525702, 0.06268188412645381], [0.2030302555535097, -0.17851899000528487, -0.05768350255881324], [0.010484856486328818, -0.21420144783833706, -0.709023739523617]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.236485, 1.307783, -1.044281], [0.979768, -1.618099, -0.866439], [-0.979922, 1.618204, 0.866487], [-1.236331, -1.307888, 1.044233], [-0.825132, 1.687559, -4.901558], [-2.225134, 1.135899, -2.372926], [-0.373138, 4.46634, -4.044856], [-1.773161, 3.914312, -1.51611], [-3.815735, 1.29558, 2.667083], [-4.74826, -0.948734, 1.008239], [-6.308278, 2.752337, 2.097041], [-7.240646, 0.507677, 0.438263], [2.751627, -4.415032, 0.901243], [1.441652, -2.586618, 2.664511]]",[-81777.2037992537],"[[0.5793541938545307, -0.298350975334615, -0.5377280107222709], [0.6669460704273039, 0.18003912987650894, 0.020593755776713747], [-0.19508497676172637, 0.34076468779938934, 0.178612886744506], [-0.14317427246971595, -0.6522717481537362, 0.5643445995438756], [-0.12140848381292349, 0.07132706900670305, -0.16796100616252324], [0.02614055395103196, -0.1069237547910034, 0.11807005878350711], [0.18822794369400486, 0.06905734930654887, -0.2093043677911048], [-0.16526319754998356, 0.15973444852980914, 0.17330679538086366], [-0.15260894072195974, -0.20852887122801947, 0.24491123514953755], [0.029899940790941156, -0.12444002179980333, 0.0840721886705449], [-0.055994492538847584, 0.07204744108761699, -0.043629263860955336], [-0.1513250339394443, 0.1385939010845116, -0.02874352994228379], [-0.029002388751286627, -0.014691944624351303, -0.1246988291867146], [-0.48023055329078634, 0.38294427548120974, -0.2534301273728716]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.65914, 0.609232, -1.098091], [-0.674759, -1.101717, -1.630897], [0.674743, 1.101846, 1.631039], [-1.659124, -0.609361, 1.09795], [4.128078, -1.389001, 2.859062], [6.710217, 0.002849, 3.090634], [2.819598, 0.79279, 4.33809], [5.402009, 2.18455, 4.569405], [-6.459273, 1.215319, 2.635421], [-4.948855, 0.261756, 0.297116], [-8.984661, 0.649793, 1.234543], [-7.47388, -0.303885, -1.103702], [1.963737, -4.910722, 0.384277], [-0.615444, -3.797241, 0.909851]]",[-81777.66855069954],"[[0.0208594948615697, -0.051319849033153606, 0.03387928562757456], [-0.16206530909684938, -0.4133435762034633, 0.014460591492133452], [0.32847424226927874, 0.3033370156002769, 0.053358904657117075], [-0.16962600206572204, -0.2746564982890126, 0.2923777337548418], [-0.04296912247590653, -0.011978652820037532, 0.013540254323700785], [0.004255294291993046, -0.050221437161586883, -0.011743437888742188], [-0.08000819792896523, -0.16004303250136775, -0.04576596489461597], [0.11770372780310658, 0.15837037470652385, 0.051201655355661936], [0.0013707993186427693, 0.05038925829966031, 0.12010117997874013], [0.17509438155038404, 0.03714132828216122, -0.0004001648140413455], [0.049074765657074366, -0.01728804033975002, -0.05329097607414276], [-0.2687902146597213, -0.05137257724585752, -0.11996403726050203], [-0.5156581632379788, 0.3292344664711655, 0.2628742572899658], [0.5396013175184516, 0.15262513868080677, -0.6321878218461802]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.480131, -1.816212, 0.894741], [0.147097, -0.948399, -1.846025], [-0.147035, 0.94851, 1.846169], [0.480069, 1.816101, -0.894885], [3.137133, -0.025028, 1.847822], [2.868462, 2.881473, 2.219816], [6.067566, 0.243088, 1.87092], [5.798564, 3.149719, 2.243062], [3.175197, -1.353593, -4.137008], [3.812434, -0.331094, -1.452471], [5.972791, -2.200216, -4.478411], [6.609736, -1.17768, -1.793626], [1.66245, -2.206713, 4.740007], [-0.021776, 0.078544, 5.070504]]",[-81777.66332614359],"[[0.08567552948594188, -0.34229994576553724, 0.1648159281974395], [-0.029087543734939526, 0.09909047331467663, -0.0957837242936722], [-0.31551638941257937, -0.0043663953203933745, 0.7013119684496887], [0.20319372638263564, -0.010170729213298122, -0.4351108046788199], [-0.4435185223401627, -0.13182634245613556, 0.027135771969220273], [-0.32914962002006204, -0.18481629360618163, -0.00370097185809769], [0.6888811920316621, 0.1116861089583017, -0.03479483025707217], [0.4993245529133775, -0.05148652345858484, 0.0035365970286018052], [-0.2595427742429124, -0.16031407834607456, -0.5021508653327702], [-0.280666866618905, 0.34159921692360606, 0.44175860125591127], [-0.13876863335169312, -0.0608157250010025, -0.08298785102544304], [0.5161204478412634, 0.04869711153210841, 0.3034840827821895], [-0.572246632356642, 1.07017960062774, -0.35158950087534835], [0.3693056455541114, -0.7222515583611, -0.1254327252777135]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.844439, -0.808081, 0.524179], [0.266644, -1.516492, -1.399306], [-0.266593, 1.516602, 1.399456], [1.844389, 0.807971, -0.524329], [-1.268767, 6.82758, -1.497351], [-4.024642, 6.053395, -0.816099], [-0.237613, 4.750286, 0.314122], [-2.993765, 3.976193, 0.995122], [8.129995, 2.095498, 0.319021], [5.706841, 0.901241, -0.847336], [6.835816, 2.140134, 2.961552], [4.412704, 0.945682, 1.794864], [-4.573331, 9.455689, -1.065079], [-3.969302, 11.706152, -2.720014]]",[-81777.74927938418],"[[-0.10401670968783351, -0.0837918868493541, -0.11718806706876404], [-0.10472787721435499, -0.13072668102774349, 0.010319128227382604], [-0.11790016019293394, 0.10055255764450931, 0.3413702857719015], [0.20718829730058522, 0.10011423573589981, -0.2500043362098645], [-0.21766246313407503, 0.3635448800567378, -0.1929175870238121], [-0.06051768255821735, 0.3939916947916092, -0.3772025361577199], [0.010979562718353406, -0.13657265293086154, 0.10929626725222169], [0.2714625179148384, -0.37050691703546124, 0.22064720701761906], [0.06595001515668329, 0.05877812462223068, 0.21922199232744766], [-0.2277677268825854, -0.031530535314874396, 0.006601861222684813], [0.4327385493280595, 0.15617346868804388, 0.03408493285621264], [-0.2702115726930243, -0.13438721403880344, -0.1655800090561946], [0.2349249621209383, 0.5014739449192396, -0.246446801648235], [-0.12968085852923342, -0.781944893369233, 0.3966812244474049]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.052302, 0.271899, -0.209386], [0.180356, 0.225934, 2.06042], [-0.180411, -0.226023, -2.060582], [-2.052247, -0.27181, 0.209548], [2.216868, 7.281177, 1.795056], [-0.485753, 6.261661, 2.356072], [3.040232, 4.602983, 0.895494], [0.337324, 3.583724, 1.456521], [3.097137, 3.330269, -4.048904], [4.905962, 3.394489, -1.728916], [5.350785, 2.577159, -5.784921], [7.159451, 2.641339, -3.464584], [-5.049837, -2.731237, -0.973181], [-4.942727, 0.057897, -1.587595]]",[-81777.45091336624],"[[-0.02265784881706647, 0.1723366147790646, 0.057270120364619], [0.5504683481315961, 0.4799121476997364, 0.4095057912427345], [0.013412897229489953, 0.02531511111039703, -0.28741133672816266], [-0.8622255769614691, -0.6497700633984744, -0.2633396786408368], [-0.21034000871548247, 0.11525367082778894, 0.02693886135394126], [-0.11758098327051028, 0.4952392734258846, 0.26017356904029776], [0.26693901936291914, -0.2963936448407962, 0.042991064282382786], [-0.11335362454398783, -0.464672130996721, -0.23213032570995756], [-0.13205234254862014, -0.031701138388102186, 0.14203573594009106], [-0.1827454745562505, -0.025247917863332272, 0.06738104054320294], [0.06896869762066868, 0.0033843295305679227, -0.02500378119914817], [0.32797663068908, -0.11180504825612123, -0.292867734865487], [0.236960505616047, 1.0935216306576678, -0.24028103575759432], [0.1780467809383256, -0.8045860402909549, 0.32880514342858214]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.235621, 1.103897, -1.74803], [0.547793, -1.662916, -1.124072], [-0.547895, 1.663011, 1.124205], [0.235723, -1.103991, 1.747897], [-2.776541, 3.241718, -2.440903], [-5.690041, 2.843237, -2.546013], [-2.434975, 1.325047, -4.647612], [-5.348696, 0.926846, -4.752576], [4.715736, -3.449006, -6.602177], [3.48494, -1.492, -4.781852], [2.998825, -5.563939, -5.489013], [1.768051, -3.606562, -3.668788], [-8.18132, 1.556621, -6.611204], [-10.291431, 2.483256, -4.920931]]",[-81777.65889002703],"[[0.05091906525139594, 0.2052963242851618, -0.20340949347889623], [-0.01563504635272548, -0.14800578935018643, -0.13991915122865567], [-0.04695137266071408, 0.07973812910399841, 0.13477051430942466], [0.02200189833248126, 0.02255579139191194, 0.29564010551081454], [-0.048905581833574116, -0.17912510219871286, 0.010817110046640701], [-0.15447258016492374, 0.12467049561425521, 0.02956785692353148], [0.3931078518815693, 0.09785310352503912, -0.10252788587038035], [-0.7284695176746921, -0.00955883203456764, -0.18762733366437573], [-0.009404961709939277, -0.08331319859885601, -0.010702917007873796], [-0.07814563834992436, 0.053916114441454534, 0.09687680369434229], [0.18525543826825638, -0.19004808004749402, -0.24117716854752133], [-0.017381983358853575, 0.08821999742139645, 0.07719813489051111], [-0.3159844332901209, 0.2676535293253932, 0.8245758641709238], [0.7713457718532091, -0.32509658218398846, -0.576197905873483]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.47497, -1.16373, 1.658268], [2.010024, 0.482062, -0.237331], [-2.010211, -0.482023, 0.237349], [-0.474782, 1.163691, -1.658286], [-2.206158, -4.41848, 3.660357], [-0.843328, -4.18783, 1.062703], [-4.768178, -3.75195, 2.375193], [-3.405011, -3.521483, -0.222501], [3.035218, 4.628463, -2.547248], [1.313261, 7.005476, -2.754583], [1.688139, 3.871286, -0.042868], [-0.033863, 6.248455, -0.250552], [0.144044, -3.227264, 5.823913], [1.625928, -5.055623, 4.202382]]",[-81777.65319324337],"[[0.2599778565597525, -0.796242291711535, 0.7507455677462115], [0.2567632559268555, 0.02066663630710702, -0.23410097452549503], [-0.5693459121707362, -0.09791954086735769, -0.23597685242625457], [0.023052431094579853, 0.33045779802980224, -0.00899698397756987], [0.6894190671095664, -0.21705408836861761, 0.5504354379929862], [1.0122238180940222, 0.24061985591900073, 0.386470905365801], [-0.6541373416361802, 0.3277472367385513, -0.31596335023257394], [-0.5364064629687205, 0.13304237207776826, -0.1299368377011079], [0.10013511310508041, -0.07325472895368147, -0.023959285390600812], [-0.07136018483367919, -0.007570036362912344, 0.04384323118401072], [0.07360527335196758, -0.29773766404836616, -0.04921049941000322], [-0.22120724501699326, 0.37337195028981207, -0.08218468937708878], [-0.25066444159944923, -0.04787147328752549, -0.49760278702107674], [-0.11701302626903307, 0.11311944833894236, -0.15830959379427886]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.311617, -1.499319, 1.408777], [0.619761, -1.290162, -1.510061], [-0.61976, 1.290326, 1.510162], [-0.311618, 1.499155, -1.408878], [-0.492587, 5.149639, 6.021666], [-1.056282, 7.634409, 4.549769], [0.315879, 3.845725, 3.510481], [-0.247814, 6.330823, 2.038786], [-3.346762, 4.390063, 0.023624], [-3.976416, 1.895746, 1.45199], [-3.223317, 2.905414, -2.514178], [-3.853149, 0.411128, -1.085471], [-4.458963, -3.99932, -1.127953], [-1.994395, -3.820463, 0.30807]]",[-81777.66287991201],"[[-0.3240138900458171, -0.6082451817866231, 0.16641371542694608], [-0.06289204621473243, -0.6808768292566558, -0.08818374484683408], [-0.2930604134426292, 0.6947705641800719, 0.10612810076801953], [-0.08065261958061869, 0.6189764580780021, -0.25789407914274376], [-0.06637553296448989, 0.12986566952636416, 0.33171182857711096], [0.025489046335159065, 0.0415367549727967, 0.052758500315854245], [0.1465030301459157, 0.017985154208643297, -0.08286346098591624], [-0.12963493860145442, -0.12968399527681967, -0.13490431459171018], [0.28948518968149684, 0.05608293853636146, 0.08024098573753809], [0.004855976826771316, -0.14802959777858696, 0.1077592609349601], [0.2352781804679865, 0.10764407544982575, -0.17357007648974218], [-0.22066397061947338, -0.6916358734774869, 0.10075063554126713], [0.15650257007414203, 0.22011329144076636, 0.38200715928429524], [0.3189212003622227, 0.3631778291670552, -0.5947165437134098]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.239125, 0.359964, -1.632394], [0.513809, 1.851429, 0.798195], [-0.513832, -1.85162, -0.798191], [-1.239102, -0.359772, 1.63239], [-5.585779, -5.070095, -3.853127], [-2.849949, -4.861, -2.790193], [-5.657346, -2.154021, -4.24204], [-2.921297, -1.945244, -3.17912], [-0.10074, -1.33356, -5.830177], [-2.740305, -2.451477, -6.494458], [-0.332156, 0.549205, -8.079955], [-2.971911, -0.568895, -8.743955], [-1.832028, -7.160306, -7.710166], [-0.411867, -4.925949, -6.633581]]",[-81777.57935701807],"[[0.0324658260275379, -0.05381635558379353, -0.14043059535148883], [0.018612498583683763, 0.0632211476008306, 0.09019851381694534], [0.03506453912739793, -0.06181423917526095, -0.027603836415598385], [-0.028527048078950255, -0.008422264971050164, 0.09946626595992747], [-0.029778548659353355, -0.029408900954046066, -0.04837311121749476], [0.1833560604716458, 0.06636622556591432, -0.08675863300084588], [-0.5781488600279462, -0.003940430654610955, -0.14696521190501732], [0.4445360626883049, 0.1294175774203549, 0.30971788009998763], [0.26127590441745185, 0.09547781427087564, 0.07140301943596353], [-0.14684904940014296, -0.7125230128554888, 0.19714813392001238], [-0.04094289152158256, 0.004224372131443628, 0.04070449870502771], [0.011693974978853465, 0.3577607175076963, -0.5106085652671267], [0.21925222851729545, 0.44770186375629456, 0.11352506579730832], [-0.3831656990075439, -0.29950766386256694, 0.05696230772443407]]",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.996271, -1.761832, -0.482814], [-1.814778, 1.017049, 0.033116], [1.814961, -1.017078, -0.03317], [0.996088, 1.761861, 0.482868], [-4.872862, 6.115081, -4.195638], [-2.905623, 3.951114, -3.870781], [-5.913927, 5.573531, -1.496977], [-3.946373, 3.409577, -1.172343], [1.957055, 1.69402, 6.316896], [0.773693, 1.047749, 3.701499], [3.769674, -0.610614, 6.066029], [2.586133, -1.2566, 3.450444], [5.774652, -1.135104, 8.730414], [7.05469, -2.729074, 10.727663]]",[-81777.61449895399],"[[0.11240164736260731, -0.22840304682402957, -0.1112396623592229], [-0.23864360209548124, 0.13409349105171084, 0.0666613883715711], [-0.0002117662518474854, -0.2325567691154126, 0.14230256517328843], [0.1786834378541508, 0.23592609882186724, 0.04189294551673806], [-0.07136306447080755, 0.01944329446405194, 0.09801919688083555], [0.07321312848159499, -0.07387868461288695, 0.020011467438313783], [-0.24016893559795463, 0.33481690015494714, -0.12475858165712804], [0.1501310129730069, -0.1779964387106709, -0.009535548111501197], [0.1967492013335515, 0.18231424889627879, 0.47464997080230154], [-0.1207388139143053, -0.18392473738240508, -0.27601008200561605], [0.2903022867166687, -0.12549067797492172, 0.572754682621431], [-0.11937833963743046, -0.1843351885173794, -0.6987197808132498], [0.19352488192534636, 0.09122901253216521, 0.4068213009519135], [-0.4007376561415226, 0.21420905830789058, -0.6040074872196936]]",synthesis_3bi4_1bi2
