atoms,coordinates,total_energy,forces,charge,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.834245, 1.741865, 0.774376], [-0.561491, 1.032312, -1.716964], [0.561461, -1.032426, 1.717117], [-0.834215, -1.741751, -0.774529], [2.605638, -4.097033, 2.762897], [3.250702, -6.794899, 1.7812], [-0.131002, -4.370664, 1.716097], [0.514357, -7.068712, 0.734568], [5.882432, 4.804423, -1.695048], [6.412932, 2.335061, -3.204729], [3.452561, 3.590179, -0.563147], [3.983424, 1.120755, -2.072941], [3.552406, -1.075758, 5.230999], [3.297315, 0.582447, 2.917229]]",[-81777.7109375],"[[-0.14580286694699188, 0.6645539147271028, -0.22776479582336545], [0.17634666374657912, 0.3336825802368316, -0.0017386693622442105], [0.18681615016973532, -0.3493455436430747, 0.3399718619914422], [0.06950621274393183, -0.2796657299179761, -0.011095550388116378], [-0.022235694014049057, 0.23520685802696803, 0.09588888247094887], [0.012852766670350882, -0.26817170974222304, -0.08738063462057141], [-0.22262978575840253, -0.11628920890798342, 0.20240444869900737], [0.11698412705356633, -0.19318379919191056, -0.06355138027294346], [0.3324772978323387, 0.11332750212146628, -0.23333134008084958], [0.10176827873359254, 0.12203691319409625, 0.014527440211184644], [-0.17478230087659816, -0.22521009489168686, 0.15313046357474216], [-0.2854644963410257, 0.027163627316227987, 0.16056275558094496], [-0.14937546818145372, 0.5268054442502225, -0.8819624041508748], [0.01002959099854443, -0.5803312135945096, 0.5309315528784281]]","tensor(-6, dtype=torch.int32)",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-2.585176, -1.123243, 0.096602], [1.018451, 1.160041, -1.988185], [2.123631, -1.26019, -0.469758], [-0.546928, -1.479075, -1.958043], [-1.143265, 0.696365, 1.955806], [-0.266984, 2.803886, 0.047553], [1.400271, -0.797784, 2.316026], [-4.12615, -0.724931, 8.267344], [-0.486111, -3.77385, 8.259768], [0.349938, -1.234941, 9.756272], [-2.495174, -2.329761, 10.07485], [-2.127027, -0.128589, 6.147296], [-1.148013, -2.877138, 5.565962], [0.119345, 0.908172, 7.793734]]",[-81780.59375],"[[-0.00011358913772341431, 0.0216565475654445, -0.005793433952152993], [-0.004389901386895436, 0.02658077333482067, -0.0833491940629605], [0.05058648258969795, 0.057347304924077344, -0.015010833583062105], [-0.004480652636774751, -0.017381232596316538, -0.01717549795012277], [-0.019475844648020713, -0.04907921366799585, 0.09086005902509421], [0.010732582412505052, -0.01825557784604199, -0.011046221175665756], [-0.0822639822423018, -0.07937015261666741, 0.07116138702763926], [0.01870500692643229, -0.035333749203435384, 0.005031378095364237], [-0.07596097078923993, -0.04233088175966072, 0.00038161845969405834], [0.02148593935000755, 0.01833469587614365, 0.005957192744991776], [-0.03385489612953919, -0.0010781145435791162, 0.09990376511507172], [0.04306194449341368, -0.008243994863968117, -0.10369151638069525], [0.07855259278267136, 0.09032830317608781, -0.0638418122461751], [-0.015193628834203004, 0.012722427094828535, 0.018830265999306744]]","tensor(-6, dtype=torch.int32)",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.2950181652861743, -1.1977806885976805, -1.1036140961095946], [-1.6276778474592373, -0.9071940396806109, -0.9255099795507005], [1.6277849891685374, 0.9073435489964763, 0.9255672911428772], [-1.2951253069954753, 1.1976311792818162, 1.1035567845174188], [8.520565516743961, 0.10307507173353336, 0.2402693584145682], [5.96378014030758, -0.9340253186067484, 1.2628078559681342], [7.390431585392449, 2.819267037029366, 0.1698603957369672], [4.833655174254551, 1.781831676233163, 1.1925891100539463], [2.329040967682494, 5.884779013650008, -2.1938805340939105], [3.8310832865754247, 5.401749801817715, -4.677600589283992], [1.9959383814085363, 2.983495637436145, -1.831311430228608], [3.498216979351529, 2.500745957645896, -4.315151909867921], [-2.2293832327407532, -0.1730315061832305, -4.2340327864342315], [0.23238100683287188, -1.3174509528882097, -5.127489546974975]]",[-81777.265625],"[[0.14257906175970247, -0.01071720206491412, -0.4732703675073597], [-0.16060589871577877, -0.2206059665001736, -0.6352530927251351], [-0.1313565502274804, -0.05459843417460086, 0.07828293533443718], [-0.11124567874393751, 0.44710238501268007, 0.21573650011611867], [0.057274954041227316, 0.04288070733164759, -0.025926992862500043], [-0.14982068065033463, -0.07860607175791232, 0.07544515578862263], [0.12919276003597657, 0.07084658098299974, -0.05720064911889735], [0.15453361818762665, 0.08322500971180002, -0.011429865974300532], [0.13986310114883582, 0.29309363211378847, 0.022000000857302037], [-0.14827344133684908, 0.011454821115343258, 0.06716990143518434], [-0.20745342960476057, -0.2946486361631023, 0.025485626766069143], [0.07400862823830415, -0.2335574430175173, 0.059479624795535535], [0.9627269696248586, -0.47933971697629185, 0.2569829825241677], [-0.7450994220909649, 0.4245872222153238, 0.40235467523327934]]","tensor(-6, dtype=torch.int32)",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.615131, -0.905131, 0.949634], [1.163299, 1.684166, -0.373129], [-1.163454, -1.68426, 0.373194], [-1.614976, 0.905225, -0.949699], [-5.50183, 0.710532, 3.873309], [-3.644272, 1.152993, 6.112063], [-3.227457, 0.593248, 2.009621], [-1.370024, 1.03562, 4.248729], [-2.858568, 0.29863, -3.972725], [-5.642426, 0.998155, -4.620113], [-3.61735, -2.537781, -3.775543], [-6.401268, -1.837924, -4.423117], [2.052083, 1.953711, -3.647632], [3.4552, -0.495253, -3.198098]]",[-81777.3125],"[[0.38466393306775576, -0.06474642968121241, -0.26513487527991064], [0.3818206513581424, 0.6835615766579348, -0.10996825114496087], [-0.3122664103806769, 0.03231042332458051, 0.006688620575594941], [-0.27704978527522833, 0.005181907012481873, -0.12973577732303854], [-0.5527262921727789, 0.10858602532334859, 0.5254664129855355], [-0.11961488125868852, -0.07051388005049114, -0.1033187576388475], [0.27399073646935435, -0.1879828145834533, -0.32107491182377734], [0.2817483246268785, 0.027686574560947124, -0.05970552204383699], [0.22149757414604174, -0.05094901347753087, -0.09335145936204046], [-0.28092598253836576, 0.100850651509386, -0.12173691671183114], [0.16124245278742083, -0.11526482942166132, 0.11107665432892115], [-0.11655079308783987, 0.046629403518717756, -0.017234047143593292], [-0.07555864434473492, -0.8597670867631327, 0.8422686632201103], [0.03349486435535696, 0.3517692725075045, -0.2630089317478081]]","tensor(-6, dtype=torch.int32)",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.269371, 0.570218, 1.982928], [-1.167807, 1.690541, -0.32742], [1.167846, -1.690729, 0.327416], [-0.26941, -0.570029, -1.982925], [-1.858105, -3.558705, -0.789029], [-1.133876, -4.538383, -3.467468], [-3.536516, -1.470678, -2.006789], [-2.812164, -2.45072, -4.685256], [-5.599788, -4.348304, 0.362631], [-5.320779, -7.264943, 0.091185], [-5.661871, -4.081741, -2.567377], [-5.382968, -6.998596, -2.838522], [4.473715, 2.808395, -1.981242], [2.348358, 2.172305, -0.17944]]",[-81777.484375],"[[-0.27944523198929033, 0.10181209035561686, 0.5919351227799645], [0.1874223137852549, 0.365643209925663, 0.1955371826350619], [0.155029327150437, -0.02282464151330835, -0.04896636274581912], [-0.4176818523815191, -0.3228195091247386, -0.260804003883042], [0.169437694366364, -0.04233440931514296, 0.073081333660881], [-0.06708850026421662, -0.03127112114728252, 0.11216325454605246], [0.30014128687498903, 0.4765313508668598, 0.134537212279936], [-0.05209289276247071, -0.14249282691212645, -0.39573305250080115], [0.19339987482072063, 0.06300949427189621, 0.04361820296905694], [-0.026023969785006682, -0.22840361246703692, 0.08110467118767946], [-0.1555431881115743, 0.08200615187513052, -0.15179981411098245], [0.035321680438542065, -0.09668206823353702, -0.04327402976791732], [0.2617717162244454, 0.17899654696976827, -0.055301219900195174], [-0.32284542585889386, -0.3849110162177873, -0.2755829186908789]]","tensor(-6, dtype=torch.int32)",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.121882, -2.059624, -0.269834], [1.554364, 0.088766, -1.380209], [-1.554449, -0.088733, 1.380379], [0.121967, 2.059591, 0.269664], [7.075434, -2.614903, -0.319066], [4.195742, -2.948009, -0.823776], [6.48829, -0.483485, 1.623143], [3.608483, -0.816928, 1.118288], [3.696857, 2.506237, -2.471158], [5.411766, 2.668702, -0.085575], [1.874892, 4.496464, -1.296723], [3.590167, 4.658819, 1.088821], [10.51963, -2.902699, 3.326056], [7.777484, -3.527199, 2.81725]]",[-81778.203125],"[[-0.34734249890984314, -0.44209119934423663, 0.33589609559089123], [0.3301483913047784, 0.31810621163280556, -0.09205171457531904], [-0.08135694796896031, -0.5744824648984463, 0.10564092787241107], [0.07204610411323598, 0.5319939332904262, -0.17046279376196818], [0.5495062407981747, -0.22028951494860358, 0.3103597820691538], [-0.41711620937416294, -0.02890388459266012, 0.12071114882903643], [0.7135072316882887, -0.05743477390185124, 0.327909267749113], [-0.6981489955967358, -0.07566565371730839, -0.41227497371838423], [0.06341521457444535, 0.03064856931117711, -0.11061827780459632], [0.20688053608249185, -0.1860104174168022, 0.0959788197091185], [0.02928482973148706, 0.006662097060759091, -0.10071967944213726], [-0.031010262018917302, 0.19896842453977628, 0.17711249295644788], [-0.09300646854964476, -0.019709275232738306, -0.04752959351167023], [-0.27033164327685855, 0.5239124373780533, -0.550897722596271]]","tensor(-6, dtype=torch.int32)",synthesis_3bi4_1bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.920903, 1.934686, -0.721986], [0.005789, -2.410216, -0.725701], [-2.220818, -0.344644, -1.125943], [0.50662, 0.070169, -2.461532], [0.750088, 1.188461, 1.908425], [1.186822, -1.753922, 1.85756], [-2.149403, 1.315466, 1.269177], [-8.122658, -0.293127, 7.707291], [-4.635471, 2.41321, 5.957688], [-7.164893, 4.117509, 6.243954], [-6.483456, 2.023793, 8.376273], [-8.264178, 0.000904, 4.750901], [-5.370931, 0.276905, 4.11538], [-9.139071, 2.832194, 4.526909]]",[-81780.6875],"[[0.021891227706987437, -0.023190921071617288, -0.02177921496490343], [0.0393365270872008, -0.0024202691861084508, 0.004077254555881266], [-0.0394123643878598, 0.013918535798183992, -0.005542931233031557], [0.030778096417652525, 0.01274031169827931, -0.029412819317424302], [0.007962782871756396, 0.015842261955156693, -0.02930160875996891], [-0.011187091995543245, 0.011740609673705407, 0.0009141176664563284], [-0.07270980904923112, -0.05554809736186037, 0.12972554432681455], [-0.047446886219576434, -0.011647006040406268, 0.04814781560766478], [0.01408817213609012, -0.007877298786717397, 0.002030786437416844], [-0.0032491228540777344, 0.010966727764295577, 0.008050123294301353], [0.008012214928390172, 0.010617098679239543, 0.0038242357538189253], [0.010520342871726682, -0.021937445882897595, 0.04389996517764854], [0.0519947794117402, 0.06333633308596495, -0.1498092135239128], [-0.017118368006379787, -0.010758231751784078, 0.0058582155031227535]]","tensor(-6, dtype=torch.int32)",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.525449, 1.463733, 2.352771], [-0.438231, 0.989838, -2.272442], [-2.240814, -0.910732, -0.684018], [-1.615694, 1.880372, 0.417685], [1.896625, -0.871532, 1.122676], [2.281681, 0.148634, -1.645344], [-0.409016, -2.700312, 0.708672], [5.309936, 3.187641, -2.857865], [6.081668, 6.102454, 0.810123], [3.297173, 4.858737, 1.100493], [5.623464, 3.167342, 0.041088], [4.070309, 5.865297, -3.232309], [6.000436, 7.549495, -1.719357], [1.838907, 5.710337, -1.275616]]",[-81779.875],"[[-0.010728802888774081, 0.041169621807767565, -0.08319667613934063], [0.18479742169857258, 0.03268914188684213, 0.05031786386771365], [-0.12292564120283601, -0.12422060373504072, 0.010823707500990137], [0.09916709223112762, 0.010198312023220473, 0.04152930391172707], [0.030783732278889454, 0.024289055263889487, -0.10123246053935146], [-0.02649295468682404, 0.18654798396215688, 0.11071849946108152], [-0.10576727195141782, -0.050725337663585585, 0.05877200539333292], [0.015230174514687375, 0.03140213435220453, 0.0495240199023533], [0.09540032117886783, 0.07219651373110114, 0.03255530046688333], [-0.13739988011807422, -0.23018502798556797, -0.08253986176361691], [-0.14134883964079428, -0.0025047232866531443, -0.07464127423098628], [-0.028455088003996227, -0.0014882808001660762, 0.0665435289376747], [0.08317024518426962, 0.08579781121971397, -0.07664323910029466], [0.06706124655568037, -0.06254839237671775, -0.011995030756205075]]","tensor(-6, dtype=torch.int32)",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.709422, -1.721484, 2.118338], [-0.096762, 2.512125, 0.125231], [-2.347037, 0.594104, -0.676029], [-1.188945, 0.491457, 2.160002], [1.602858, -1.592407, -0.715711], [2.340579, 1.283878, -0.899258], [-1.020115, -1.567673, -2.112572], [4.662832, 5.339434, 1.479033], [1.686735, 8.955722, 0.697266], [0.862209, 6.593005, -1.069733], [1.862063, 6.091344, 1.783934], [5.364646, 6.90579, -0.950104], [4.407626, 9.599974, -0.127651], [3.169294, 6.087425, -2.778361]]",[-81780.4609375],"[[-0.0014731123115924458, -0.06472616937713076, 0.023533649311983575], [0.049016062197329104, 0.17715589320173955, 0.0356039620102586], [-0.023001034714047807, -0.0019818670590361, 0.019577588398416623], [-0.037534254768325795, -0.006316118944205083, -0.012449782023073683], [0.01436435504774553, 0.07457699661651399, -0.021463766144119184], [0.06334517768571633, 0.01286186838056016, -0.017233214105709733], [-0.04157760468234613, -0.11632998662660465, -0.0200215873059363], [-0.07100146432283219, 0.03172576956996797, -0.03411487594013842], [0.022593699757823122, 0.09016874042592178, 0.04320642514411993], [0.042930309081183574, -0.12863349336797603, -0.004674907815244686], [0.02655857441788652, -0.10088150476433273, -0.07548896741064695], [-0.03412078948066987, -0.024707451112012564, 0.021432167268844605], [0.011668865571536007, 0.04833661695910197, -0.029930063852187452], [-0.017303204714556326, 0.008040697624915135, 0.0707288243932865]]","tensor(-6, dtype=torch.int32)",synthesis_2bi7
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.091408, 1.671045, 2.270109], [-0.21477, -2.507665, 0.036169], [1.995714, -0.841291, -1.275899], [1.621194, -0.759467, 1.765125], [-1.501876, 1.818039, -0.237192], [-2.643477, -0.928737, -0.2912], [0.651808, 1.548076, -2.267113], [-3.504208, -0.065021, 4.392323], [-2.207548, 1.762042, 8.578773], [-1.92927, -1.286379, 8.698161], [-1.182413, 0.217093, 6.13368], [-5.672159, -0.187505, 6.424983], [-5.028678, 2.239758, 8.020373], [-4.616813, -2.30872, 8.219003]]",[-81780.46875],"[[-0.05796838094615447, -0.13607951507263008, 0.04677793108803118], [-0.09017830493495525, 0.03666825018185427, 0.009330178562157627], [0.060877277244621164, -0.005029680652121252, -0.07284911149531548], [-0.019884963950823148, 0.08957090718923783, 0.05342883870166294], [-0.008060988782251751, -0.025341413510239094, 0.06547451507586304], [0.05003747977117633, -0.0026678351895798773, 0.025200414135132666], [0.023338127093177164, -0.002389049291648798, -0.016394602067421722], [-0.0013161355784118646, 0.042985407852309226, -0.17961741730347908], [0.01165215339177321, 0.005070500022636656, 0.04949918817433036], [0.030181816128134233, 0.019052178035510906, 0.04165831165507755], [0.10527829928260415, 0.04595725507528552, -0.11624087214190025], [0.04779098228757869, -0.02162404366135815, -0.04520331465298958], [-0.0720708381392849, 0.029696180753063975, 0.07030747177489768], [-0.09677694199249813, -0.06584737666189393, 0.08103196035018839]]","tensor(-6, dtype=torch.int32)",synthesis_2bi7
