atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.46797757552534497, 0.34828368861270975, 0.19643099364139166], [3.2278223497793137, 0.024326908227420948, -0.13805921548606542], [3.9982281610810784, 3.00725672711221, 0.028062697121592383], [6.90881166206951, 2.749544849448261, 0.07795513394422839]]",[-23374.019247256296],"[[-1.8204474571431932, 0.19388154555253023, 0.20416627240064728], [1.8081066693854282, -0.11296394793401096, -0.21140310903676268], [-0.8681987671191508, -0.05040914322247346, 0.0035722644197620254], [0.8831214580950394, -0.0307616310639293, 0.003626451477204004]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.36051056754502764, 0.3180207380432102, -0.028745790309474637], [3.518865824789037, -0.14194770986800698, -0.0803271313679963], [3.8191063290727336, 2.9544574592092405, 0.004539627324427447], [6.844638286877446, 2.9245156307318974, 0.006132051864767206]]",[-23374.3081753975],"[[0.34284280878632445, -0.11629023734981497, -0.010840625369119245], [-0.3902789169355062, 0.5181073974598313, 0.022824379260641302], [-0.2649800947842614, -0.45395730977464693, -0.012578326967599961], [0.31410140771863204, 0.05318016146679252, -0.00031703714634890234]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.1857655934806357, 0.2130954689862855, -0.03638843179468535], [3.299517276191197, -0.05363797777973242, -0.012443984661183707], [3.73717689584039, 3.0696992761504505, -0.0638944834027735], [7.069657417211794, 2.558431471216643, 0.016759090273101098]]",[-23374.283653181603],"[[0.16939861357676483, -0.022298254130662654, -0.0007209762904899696], [-0.11170616357401704, 0.591546371767636, -0.008575471950697175], [0.6486871141498451, -0.7198630022073095, 0.03153807893570886], [-0.7087810272513696, 0.1510159357469699, -0.023662055416862594]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.28676991042003186, 0.2658219153542274, 0.14397301106634786], [3.5907404657398145, 0.03138796525951743, 0.009281217256801604], [3.884759273671162, 2.8993294518259236, -0.10764501445430226], [6.903199810786945, 2.821652866084071, -0.23411916562939158]]",[-23374.230948232962],"[[0.5873451868857267, -0.06130495478027405, -0.027680121088454107], [-0.5857860690690866, -0.7358789268501428, 0.05238538161936545], [-0.280196817279792, 0.8639708427496209, -0.020417995067700697], [0.2759521293084078, -0.06817669456618683, -0.004809834755556691]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3880998780228854, 0.28404330641396947, 0.106493032069107], [3.5009268342452837, 0.25340527159480175, -0.05513528715103726], [3.915524647224849, 3.0001268045223655, -0.11675523892316442], [6.969504589225952, 2.7538199939220775, 0.07137197230330432]]",[-23374.12514320413],"[[0.0573158346040317, 0.03942858291554345, -0.020146666401490237], [-0.19104757124149244, -1.8671613420161643, 0.06035158920242093], [0.09381256125721894, 1.8877558896930884, -0.03374118645843312], [0.0403256927252104, -0.058893155841090304, -0.010089837121037025]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2535580488656718, 0.4168535883631568, 0.016758754507077395], [3.411940942963585, 0.04649971701863571, 0.1445664745392044], [3.8876368189970485, 2.922333707759288, 0.11995408968893043], [6.969671111437269, 2.9848250342809446, -0.049010685255011996]]",[-23374.32010243668],"[[0.38761890356027623, -0.010705616667681633, 0.027705395046464614], [-0.3811272244532153, -0.6681879139389086, -0.02037573639284203], [-0.03966156612806432, 0.7227328691382685, -0.013083857549901686], [0.034827210748138736, -0.04475956771371863, 0.00995678245907937]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.35492568690400683, 0.24392293997823908, 0.12444809984881487], [3.2941019761061234, 0.016317287511887973, 0.01780108535791341], [3.617386531795146, 2.9134824775814496, 0.06374300703985411], [6.868680744217088, 2.7506130937865074, 0.1518155821316077]]",[-23374.22922899963],"[[-0.6568673404780476, 0.09142770749402197, 0.01183663528751786], [0.6180462324413589, -0.6639836437315046, -0.025897743976810567], [0.4610987070087939, 0.5057735516844288, 0.03523730192847199], [-0.42176337805632685, 0.06930150139736045, -0.024331607044670148]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.4202118817956781, 0.17228597440102672, 0.19322088501260934], [3.468779328093307, -0.10611201345511156, 0.10934866232470272], [3.849654877566709, 3.252196909318464, -0.02152103394466569], [6.904431121684235, 2.899109425560265, 0.04042263971675346]]",[-23374.18417388683],"[[-0.10910898799469519, -0.12112478813368856, -0.003024340436721701], [0.0074461142644189115, 1.0615427461263263, -0.03860816915546483], [0.056833392540848425, -1.0578686376830897, 0.053792084356568785], [0.04451783760342037, 0.11579997912871187, -0.014051312780847126]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.15075561946785654, 0.416581556183213, 0.07896282326350526], [3.373825485039047, -0.005179968481355605, 0.08367697419242916], [3.645111583664112, 2.8812600357042135, -0.19380823989961962], [7.022400500898538, 2.7841270009466785, 0.2212087850588404]]",[-23374.23745469398],"[[0.5609188598029601, -0.018687595406224035, -0.026201725671172956], [-0.5063980729866417, -0.4826827699939502, 0.07201998169071443], [0.6211438992380078, 0.4833714660664522, 0.05501927257207388], [-0.6753253002499126, 0.022020040046389917, -0.10044590822657685]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.29586181909244547, 0.20604457819258826, -0.05416437899618068], [3.31396670476424, 0.08073382813763452, 0.14627216904884346], [3.700642637067374, 2.869569430193044, 0.08043557318146133], [6.949102178155492, 2.931896876525897, -0.04028788687122029]]",[-23374.174459861202],"[[-0.1886294473850446, 0.104873555999795, -0.00598739293937544], [0.1656957601843363, -1.5751023738070136, 0.048939062757400446], [0.4764403337647671, 1.5083199892539598, -0.0674203270211684], [-0.4531084853089716, -0.04007261375930092, 0.02834109036917732]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.17840584423270286, 0.22725035801627044, -0.004517044626518306], [3.4763912347943204, 0.3753189203737561, 0.04210710665693865], [3.7365314562941134, 2.9928533940608406, -0.022588158292751563], [6.795004777678214, 2.7648152892673936, -0.11918062345992718]]",[-23373.6925158023],"[[0.4691851908640499, 0.07385564751586007, 0.01223449315226475], [-0.5993249915606156, -3.853223415283184, 0.0800644022750598], [0.12988335872586693, 3.9034304028370372, -0.10254259258857162], [0.0019121376744147202, -0.11952304140313048, 0.014131222711159087]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.4177470717096643, 0.1554370973566442, -0.10691070134509692], [3.5896355291181985, 0.07490413868449532, -0.19570532757858622], [3.6815626789553, 3.097879955147846, 0.0862311330467699], [6.801478836637446, 2.8999674495791443, -0.0069880724019593336]]",[-23374.328276886794],"[[0.21721457671643205, -0.0688312977919727, -0.013976534775274635], [-0.2776585199953268, 0.2643791762220828, 0.03199425973672333], [0.1767497615224578, -0.24878177598260146, -0.02910381882692391], [-0.11450347393375984, 0.05310652503165306, 0.010294887853412812]]"
