atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.698908988578445,11.047277254975036,-0.039873982262586094],[-5.245672622437472,11.323451713429833,-0.018792870794667148],[-8.271711421532029,8.18268483481772,-0.07047579184638071],[-4.848771307471844,8.433502807664393,-0.062005940109799595]];-9.793429940514;[-0.50588673,-0.49645625,-0.49261599,-0.50504103];[[-0.040181036970,-0.009507237794,-0.000317533268],[0.037569515698,-0.004382650916,0.000134145694],[-0.037668464701,0.007364054977,0.000022334348],[0.040279985973,0.006525833733,0.000161053226]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.564190872600618,11.066915356608561,0.03145787704111669],[-5.5304379672096875,11.212246418173695,-0.1409678082266572],[-8.346982037896549,8.234033550198408,0.11184132992262699],[-5.042359480410041,8.669670580030129,-0.05338890390547923]];-9.799506180867;[-0.49529783,-0.47698286,-0.51711615,-0.51060315];[[-0.022617810230,-0.021416297502,0.001989061320],[0.039077474984,-0.104928590571,0.002472981223],[-0.038238816177,0.019618801073,0.001051949012],[0.021779151424,0.106726087000,-0.005513991554]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.701211252818222,11.199082523366343,0.0439910450216113],[-5.272241307977372,11.309188532484077,0.022921253377733302],[-8.314366324951473,8.341054516192234,-0.0930970976693987],[-4.999238732635576,8.54436880076846,0.05511884572455779]];-9.798898892935;[-0.51501413,-0.49545303,-0.49275085,-0.49678199];[[-0.040372235276,-0.011521750512,-0.000325043234],[0.039510285972,-0.032074451822,-0.000026907949],[-0.036102346067,0.012650936094,-0.001018914475],[0.036964295371,0.030945266240,0.001370865658]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.701797910062272,11.066023203354062,0.002448366500889863],[-5.501382616348675,11.002792709813573,0.08254454850381708],[-8.541051963797992,8.420012422800358,-0.05838731471588211],[-4.885273046929762,8.64324260448669,-0.037329863170544424]];-9.714843323815;[-0.49008435,-0.42356660,-0.52189856,-0.56445048];[[-0.003397204820,-0.045477990515,-0.001099957459],[0.049512945660,-0.221330617504,-0.011224450938],[0.000213984670,0.055089945656,0.001458429795],[-0.046329725509,0.211718662363,0.010865978602]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.546014022453146,11.046476509100888,-0.17172252243992492],[-5.344154265815707,11.062117418815427,0.036716213157274746],[-8.403184540987349,8.242484349442545,0.20721325430835968],[-4.859203771140937,8.656124156719034,-0.15011094008663461]];-9.738616750088;[-0.49517319,-0.44650903,-0.52807422,-0.53024356];[[-0.018593473816,-0.011585033843,0.000871738616],[0.054132435766,-0.205802294629,-0.014681866741],[-0.017627247520,0.013944439750,-0.000095218490],[-0.017911714430,0.203442888722,0.013905346615]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.71005690977807,11.065078720286781,0.2597505378274952],[-5.382371400004049,11.09991535440113,0.1705361421916136],[-8.25906762400127,8.257467515214426,0.010610077968416672],[-4.83255915921146,8.54012815226328,-0.009738004964114923]];-9.778281003029;[-0.51766087,-0.47481800,-0.49661981,-0.51090132];[[-0.033284107633,-0.012998930348,-0.000243256056],[0.041054115404,-0.085132731573,-0.006738801263],[-0.028921554597,0.019803460286,0.002010941590],[0.021151546825,0.078328201635,0.004971115729]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.443931060682392,10.947126989635734,0.05248270645474489],[-5.3835211034245205,11.106769982998246,-0.02350990648812287],[-8.25112396170233,8.189746188781507,0.08092152146683392],[-4.776929555885277,8.523133527513746,-0.11598943083034984]];-9.791610849956;[-0.48722013,-0.47043483,-0.51625916,-0.52608588];[[-0.024064791192,-0.036219108428,0.001118480761],[0.035488233497,-0.074274969753,-0.002923615959],[-0.037707694951,0.037980498303,0.001714415272],[0.026284252645,0.072513579878,0.000090719926]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.415867382069468,10.96198968554879,0.0912057408038559],[-5.271469854946632,11.24726403399668,-0.09826945688239651],[-8.34269159832634,8.320840404344173,0.014975860666965836],[-5.093635183634523,8.57501277616052,0.1210095268458169]];-9.796084760765;[-0.49112231,-0.49924315,-0.50726629,-0.50236825];[[-0.026878924738,-0.085283983353,-0.000356399234],[0.037729071359,-0.058216819641,0.003160888574],[-0.041033646895,0.075881762935,0.001154812132],[0.030183500274,0.067619040059,-0.003959301472]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.324118574355495,11.143695672958156,-0.12956668518647815],[-5.4033124004389546,11.122658655999645,0.012223688035721934],[-8.26772620538576,8.309077724144705,0.07369427595313376],[-4.849943007745392,8.550287270594353,-0.3184039129947296]];-9.802356664663;[-0.48524807,-0.46545904,-0.52312392,-0.52616897];[[-0.011346168860,-0.014997194270,-0.000240974179],[0.016625898483,-0.076647914392,-0.007034126240],[-0.034822111978,0.021275864458,0.004402759644],[0.029542382356,0.070369244203,0.002872340775]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.781698169677592,10.909318073963057,0.071663840281049],[-5.250482623120559,11.261017463879405,0.14223910896776112],[-8.239162249834498,8.348689019740245,0.010994249866756138],[-4.842305468273293,8.43078625652704,-0.05356699345603048]];-9.769647897266;[-0.51292852,-0.50517440,-0.46861726,-0.51327983];[[-0.013076081292,-0.072598553886,-0.002034817723],[0.021084273620,-0.009318173452,-0.000265747104],[-0.035995782893,0.076405673595,0.002344866262],[0.027987590566,0.005511053743,-0.000044301435]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.542561429373784,11.116172115381335,-0.01963232940007034],[-5.491336033487654,11.082247675183716,0.2636875228019839],[-8.157764736209634,8.244351018019309,-0.11483105525540525],[-4.838141536736048,8.603894530287349,0.0009527219659157343]];-9.791679436152;[-0.50909930,-0.47084090,-0.50756637,-0.51249343];[[-0.026745311407,-0.006400333012,-0.002952078792],[0.041694629345,-0.119880894892,-0.010322648905],[-0.032423729925,0.016316754802,0.000708443323],[0.017474411987,0.109964473102,0.012566284374]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.734087975363293,11.267867757037607,0.026700308088765008],[-5.32572222421488,11.111923702321741,0.03595168351386534],[-8.191695055498611,8.200428708313217,0.0709743871903944],[-4.606724254323995,8.594723025284074,-0.09592537794758876]];-9.759151812253;[-0.53305081,-0.45434869,-0.50877720,-0.50382330];[[-0.036073258429,0.021678949385,-0.000266941760],[0.040443445661,-0.079769951520,-0.003367715192],[-0.017776000636,-0.012392407698,0.001581587445],[0.013405813404,0.070483409833,0.002053069507]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.533462102422884,10.986398312260132,0.22867666870441533],[-5.283809431522372,11.365013912886436,-0.053012391378469505],[-8.289566879113497,8.391098114344231,0.054531702881613166],[-4.778436657893952,8.447090232383838,-0.020247443968066024]];-9.779735897742;[-0.47845067,-0.49275790,-0.49770395,-0.53108747];[[-0.027013636432,-0.086994466060,-0.002763004489],[0.030006787202,-0.001713984497,-0.002651691774],[-0.039817461607,0.087238608153,0.006411538424],[0.036824310837,0.001469842405,-0.000996842161]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.743577900510767,11.13923823850762,0.13097363563301234],[-5.170391890726203,11.108347727455907,-0.14995367709153593],[-8.224801729485375,8.22575861951824,-0.08757592214107984],[-4.757037434006785,8.499091757264813,0.03615179796210294]];-9.767046328375;[-0.53481633,-0.48424510,-0.49296443,-0.48797414];[[-0.030511611090,0.008370559771,0.002489107107],[0.029625115862,-0.062387535279,0.002187515448],[-0.021138542304,-0.002924296611,-0.001469399297],[0.022025037532,0.056941272119,-0.003207223258]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.523575424351241,10.899577876503924,0.07867975263812813],[-5.228324583405839,11.325672547142483,-0.09156371375699399],[-8.450228549194481,8.252617999412491,0.06163440188485432],[-4.803820316854943,8.64581001598746,-0.0065100198403942175]];-9.768413722392;[-0.46494935,-0.47829300,-0.53058555,-0.52617209];[[-0.016889980958,-0.059438898726,0.000567703062],[0.025654885128,-0.030260942076,0.000073844891],[-0.020730088477,0.053515074210,0.000814238575],[0.011965184308,0.036184766592,-0.001455786527]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.68962381569316,10.944276086926125,-0.06663413850277213],[-5.42410173419052,11.29344385408667,0.09990739221859295],[-8.410793883170342,8.325088292533362,-0.0032127867021111175],[-4.800970651585865,8.638667861382393,0.051296943052644886]];-9.769817863649;[-0.47400040,-0.46986339,-0.51787522,-0.53826100];[[-0.016737872046,-0.065843994902,0.000500606197],[0.025481059575,-0.033850865487,0.000308128100],[-0.024541320820,0.066605402298,-0.001870017043],[0.015798133291,0.033089458090,0.001061282747]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.60162315006999,10.946577428636292,-0.03546112546383408],[-5.257303236061774,11.04279487413671,0.15699961941849772],[-8.504877190520736,8.182862950600509,0.02347426090315199],[-4.829487525925971,8.608516104304652,0.03653930319133977]];-9.734981640980;[-0.49768239,-0.44438796,-0.52951702,-0.52841262];[[-0.009714847509,-0.010927825773,-0.000220467501],[0.038456080220,-0.171084517210,-0.008030270737],[-0.006109390171,0.011138087600,-0.000344797811],[-0.022631842540,0.170874255383,0.008595536049]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.509740281757056,10.996203785009477,-0.18366099886976742],[-5.295377281974811,11.193853303901351,-0.021907279687172328],[-8.034876505795886,8.34980748535215,-0.014635432001047225],[-4.892392668905938,8.46894891103006,-0.07888769308990831]];-9.809481697505;[-0.51145736,-0.49535348,-0.48572668,-0.50746248];[[-0.029874327619,-0.055113025896,0.001192993075],[0.033633611555,-0.043895889359,0.001452324091],[-0.033093791738,0.062645876413,-0.002504337982],[0.029334507802,0.036363038841,-0.000140979184]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.640785894477498,11.012930927859108,0.09015827996217275],[-5.2492544043995135,11.080727321037628,-0.09083150376275123],[-8.179458607740642,8.13889563749802,0.0654536193641404],[-4.7872314737972275,8.588685034602522,-0.0808387814297285]];-9.761018146600;[-0.52289512,-0.47890377,-0.50308142,-0.49511969];[[-0.030076309909,-0.003724679257,0.001570227942],[0.047305278488,-0.135281342310,-0.000697373274],[-0.024420808851,0.006154721159,0.001065042817],[0.007191840272,0.132851300408,-0.001937897485]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.536582665700937,11.167169769324477,0.14920482006233604],[-5.272674859536741,11.118736592089853,0.14674272407998973],[-8.405739457894194,8.080197881110953,-0.16937047302212666],[-4.911417896959076,8.52151275837364,-0.12631498215893203]];-9.783228714820;[-0.50825692,-0.47108901,-0.52476406,-0.49589000];[[-0.035444050379,0.013274100954,0.001365433657],[0.041853985911,-0.074888203986,-0.007829645885],[-0.036736335655,-0.014944107096,-0.001545413697],[0.030326400123,0.076558210129,0.008009625926]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.610785060549349,11.022886754968873,0.023772109577833177],[-5.334508254385092,11.3286417932798,-0.10967439495410512],[-8.152940715034859,8.15502177896923,0.11090883834995487],[-4.761685651804872,8.609133245204838,0.010852587482010241]];-9.802199130086;[-0.50464633,-0.48552285,-0.50340458,-0.50642623];[[-0.037394436266,-0.010384191190,0.001780605930],[0.039391360591,-0.028943147302,0.000007864824],[-0.038154790913,0.006561875010,0.000671706598],[0.036157866588,0.032765463482,-0.002460177352]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.514046081194191,10.926406820983274,-0.02747103870989806],[-5.467834291059724,11.033783753547436,-0.1515432582663342],[-8.264451860033422,8.158372602051335,0.14378947909801798],[-4.755256193116194,8.80921058053191,0.04200568021312165]];-9.670178464729;[-0.48842254,-0.42575959,-0.53536941,-0.55044847];[[-0.007423650790,-0.022467963003,0.001666200461],[0.136544349019,-0.431654262163,0.037453623627],[-0.014082632382,0.027043780532,-0.001594615520],[-0.115038065847,0.427078444634,-0.037525208568]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.59941448462078,11.019204492478584,-0.0856075532332557],[-5.381811678020758,11.138200704005571,0.0874218345512844],[-8.24600323967465,8.393155765656443,-0.07316101183123462],[-4.8288386724083425,8.66955439308324,-0.011938421832031258]];-9.751308171964;[-0.50105636,-0.46529112,-0.50424171,-0.52941081];[[-0.014846993303,-0.063676047211,-0.000656556626],[0.041672614836,-0.141089303123,-0.004952666193],[-0.023746702015,0.071266482059,-0.000445536119],[-0.003078919518,0.133498868275,0.006054758938]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.722949115014929,11.161844508796106,0.10024842223276796],[-5.149428016750465,11.230785145331096,-0.01185226578311486],[-8.273588277372575,8.22715320843256,0.01364137433916609],[-4.746780352990679,8.544997091760266,-0.0763862509239901]];-9.771558807092;[-0.52349698,-0.48392649,-0.49851273,-0.49406381];[[-0.031151647861,0.007702159957,0.001164904106],[0.029472309269,-0.036083110214,-0.001659221425],[-0.024135367049,-0.006070282363,0.000533491784],[0.025814705641,0.034451232620,-0.000039174464]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.636510851291456,10.971497750661351,0.01962372273848663],[-5.224080946766525,11.234458529330807,0.10162361467503822],[-8.172557350931339,8.166133740023053,-0.000792601960893306],[-4.934556817541283,8.492242927886407,-0.22475177101740407]];-9.802855512580;[-0.51383021,-0.50119866,-0.49089545,-0.49407568];[[-0.038358712533,-0.020862142363,-0.001076532805],[0.040769299871,-0.030389849729,-0.002719461760],[-0.036128637788,0.017738268780,0.002754378705],[0.033718050451,0.033513723313,0.001041615859]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.462206369542232,11.014381107767898,-0.08053483897365656],[-5.192221901828971,11.321498759493632,0.13704532545035628],[-8.340901658366217,8.177429316239502,0.014886152578391716],[-5.051168246967228,8.715000311401816,-0.08541225305088003]];-9.789446092318;[-0.49515049,-0.49695805,-0.51690215,-0.49098931];[[-0.030779603061,-0.029814817716,-0.001583633403],[0.044417657665,-0.081119160306,-0.005033061986],[-0.040841419794,0.014037330407,0.000131017141],[0.027203365190,0.096896647615,0.006485678247]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.6622162906953,11.196048101976617,-0.1503609499148045],[-5.272474209125695,11.294610386983916,0.20803949328975008],[-8.178313204962649,8.247319121099588,-0.1613253574823626],[-4.891151424138105,8.39574751054072,-0.06804821688621808]];-9.806109755029;[-0.51594342,-0.49476331,-0.48901723,-0.50027603];[[-0.042097779348,0.006543091111,-0.004516918986],[0.033633321343,-0.003093950952,0.003948456258],[-0.030097891869,-0.002325518895,-0.000033233089],[0.038562349874,-0.001123621264,0.000601695818]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.702501075967705,11.043726928862794,-0.11698185796480165],[-5.542332329167933,11.176895880584462,-0.06602092811615681],[-8.400854620565394,8.178579002669194,-0.042732416332592796],[-4.794525071647709,8.303565385418528,-0.04055400191221471]];-9.797411379843;[-0.48692225,-0.47478909,-0.50276322,-0.53552544];[[-0.032623822221,-0.005599622642,-0.000455964471],[0.023423470678,-0.004414338958,0.000616654348],[-0.033843978048,0.011938231914,-0.000177769745],[0.043044329591,-0.001924270313,0.000017079868]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.567336037817073,11.088632821277491,-0.17122485066004023],[-5.2731413898421895,11.340425681457518,-0.08395036045273113],[-8.36716604255922,8.264713092918564,-0.16940238082928885],[-4.95755653181616,8.475157838142486,0.08225219964015083]];-9.804083323185;[-0.49454112,-0.49496909,-0.50133046,-0.50915933];[[-0.036140854702,-0.021528732367,-0.000942180706],[0.036931084122,-0.008836378159,0.001507558317],[-0.039893598367,0.017800462081,-0.003009109932],[0.039103368948,0.012564648446,0.002443732321]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.549088089711102,11.203206253325444,-0.16837088413461482],[-5.237258364664408,11.313259259377848,-0.061879567012872165],[-8.314634736895428,8.306664447422456,0.020070144564341516],[-4.964910997526289,8.361384628216236,-0.01795299659384553]];-9.810455951901;[-0.50075981,-0.49580803,-0.49485107,-0.50858108];[[-0.038147243685,-0.003255932665,-0.001269074683],[0.033531709149,0.000998599771,0.001453595342],[-0.034970872132,0.005621093588,0.000359404228],[0.039586406668,-0.003363760694,-0.000543924887]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.670239008006545,11.012556998227065,0.06434534149908475],[-5.299287073099519,11.071354769807344,0.07126978469140961],[-8.28361236762248,8.378960085215274,-0.005675788081301762],[-4.932014820349988,8.608934936399873,-0.03698931582447459]];-9.739691649621;[-0.52161511,-0.48389737,-0.49059614,-0.50389138];[[-0.012798632295,-0.052481043497,-0.001327232746],[0.035093317581,-0.173614024817,-0.007586598696],[-0.017736086683,0.059718267534,0.001737765304],[-0.004558598603,0.166376800780,0.007176066138]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.542996664869179,11.185595419493891,0.07377608615003546],[-5.404888078779765,11.202219891846097,0.011740298447320108],[-8.29632991020952,8.273221071319742,-0.09160335723166303],[-4.789431280506945,8.562463184065809,0.0049990590176552194]];-9.797409565933;[-0.49956758,-0.46988742,-0.51266237,-0.51788264];[[-0.031467869619,-0.002615824575,0.000457136253],[0.033163806486,-0.054017498057,-0.001035926898],[-0.035413849891,0.007938207832,-0.000747205144],[0.033717913024,0.048695114800,0.001325995789]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.7720453480481,10.993351608205662,0.09619402463471931],[-5.226053816267736,11.18077003675035,0.05702877122713787],[-8.318581144451906,8.307141959744403,0.01456203668103496],[-4.968450962976774,8.39698640015641,0.017793948059326724]];-9.781939180939;[-0.52053772,-0.50557255,-0.47541165,-0.49847808];[[-0.025393534634,-0.036916085384,-0.000783300311],[0.027033223053,-0.023445492354,-0.000653270012],[-0.031520433838,0.040080315078,0.001189100493],[0.029880745418,0.020281262660,0.000247469830]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.820135407959315,10.940073090037135,-0.023478808008596055],[-5.361530386715837,11.143937946189418,-0.2772304829594809],[-8.320704925300015,8.324496861910895,0.0049056160717251916],[-4.936415501743852,8.616851384489188,0.05537112908382189]];-9.757625350073;[-0.52363648,-0.49194159,-0.48303035,-0.50139158];[[-0.012145145707,-0.049476589301,0.001556979949],[0.027313257568,-0.091869992015,0.010989340379],[-0.021747243123,0.054352669640,-0.001076803962],[0.006579131263,0.086993911675,-0.011469516366]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.349397381299402,11.050580660897444,0.005636264105281602],[-5.388770868651533,11.372051262789217,-0.06498528024845113],[-8.294259910264431,8.117022824424565,0.0023608518297970177],[-4.833742314458128,8.517762988538708,-0.042256593349746255]];-9.818772296581;[-0.47767204,-0.47618206,-0.52466966,-0.52147624];[[-0.013298567795,-0.002530922941,0.000418448485],[0.014547705513,-0.002161559835,-0.000395766180],[-0.039142342457,-0.003900720153,0.000430057281],[0.037893204739,0.008593202929,-0.000452739585]]
