atoms,coordinates,total_energy,forces,source,charge
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.659464622959704, 1.3334214911025872, -1.4549255093168394], [-1.1849973277161834, 1.4940901668014275, 0.832094243317597], [1.1851300235102165, -1.4942298002458143, -0.8320908776891652], [-0.6595973187537374, -1.3332818576582015, 1.4549221436884092], [5.299610316634476, 1.155433703171714, 5.304516760741121], [3.434631031562489, 2.925139968918228, 1.3125449492325645], [1.458453487559579, 0.9251116734834881, 2.5287564269526346], [3.072950130783111, 2.7819835314131485, 4.356381866426435], [5.6705772022565375, -0.6411779987713433, 2.9633008370540024], [5.845538639980489, 1.3743699936438318, 0.7820403328524246], [2.889126874455937, -1.6142601447251417, 2.577995435952626]]",[-64250.04296875],"[[-0.16579068536538902, 0.11408253269210367, -0.03872787464244889], [-0.0458928951854667, 0.7353683054807748, -0.36215648358413616], [-0.026835698353817803, -0.08400060911906855, 0.4162691846816928], [-0.27104296506965475, -1.1113033899252842, -0.05826981724698375], [-0.21832184861437762, 0.17592474548518297, 0.041338651364993075], [-0.04620828744195021, -0.03602394165880228, -0.23179855037509736], [0.24979232292628908, 0.367641575248561, 0.07455318818811345], [0.2771388997599327, 0.17087920985956553, 0.4871419909313972], [0.3061438904690532, -0.1542898260514561, 0.14390004387024555], [-0.11017846465533107, -0.006354304989410787, 0.046853495851604816], [0.039630826001719084, -0.17458077769970462, -0.5275747187402269]]",bi11-3_samples,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2169041950010692, 0.08224115233607654, -0.09082815352526799], [3.497801219858726, 0.13170829372262852, -0.12828969428304074], [3.9109953700424365, 3.108151080796301, 0.056484241924424916], [6.8019868399728525, 2.741090303667476, -0.03197305633920157]]",[-23374.2734375],"[[0.4610763898210491, -0.043913108664255844, -0.008848003893850558], [-0.43994422417667883, -0.020509855492095348, 0.0038746864820868583], [-0.8021218936625449, 0.22690116179531566, 0.028890370866993465], [0.7820904178883983, -0.1622722315933586, -0.02474138455024478]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.793690228528578, 5.367036309083287, -0.06423343544667562], [-2.7204613217962827, 5.6010969113444355, -0.25309249050052773], [-5.459451065361947, 2.448884121199741, 0.07930049644568224], [-2.7057861934867744, 2.918772471932019, -0.13150822338442733]]",[-23365.720703125],"[[0.4466413345395932, 0.3923825947019555, -0.0357598635075043], [-0.7863970180580422, 2.263928544200687, -0.06411614910474286], [-0.8186576956512303, -0.22723226864298537, 0.05711503133642024], [1.1562447553015671, -2.4265935891516093, 0.04485285767225915]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.072483475828973, 20.384735591301563, 15.521681658597775], [9.156932639158327, 16.944508506648955, 14.459193389066078], [7.544341038238273, 19.290753046538786, 15.65191368082735], [9.947220508821548, 19.769906855271792, 13.800925947472317], [11.329827471386606, 18.947228514785625, 17.965078734596684], [10.98452041983023, 16.217124874407865, 16.682985396648334], [8.30602709582174, 19.725234025497073, 18.321047772056524]]",[-40890.20703125],"[[0.6381959790261348, 0.34573267891090737, 0.42517353690349435], [0.07554008096967531, -0.35068976853901096, 0.38720798962647773], [-0.3215792596979728, -0.10028907084726445, -0.7521205944750028], [-0.541447370606096, 0.12355201370034566, -0.5540648092165501], [-0.4905655709444665, -0.2788467816875075, 0.09213131597308152], [-0.17364839233521526, 0.3146524982740717, -0.0652082000635814], [0.8254968338310827, -0.06778424116326477, 0.46291544950423896]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.730327927077086, 5.38746170597061, -0.14315870681316423], [-2.804188893465278, 5.631484082432045, -0.15303384409058307], [-5.377782843383849, 2.4585160423763375, 0.016116094992900953], [-2.631138162544321, 2.6940265139921444, -0.133867004126508]]",[-23366.005859375],"[[-0.1642679229674945, -0.10967463100205141, 0.06572519777230498], [0.19195959345771696, -0.009526271566180553, -0.05929080287526172], [-1.496908398691006, -0.051131752164371026, 0.013142468449882105], [1.4702979805203908, 0.1675074633148067, -0.019767690728770732]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8700924754108161, 1.704462288563577, 0.41135419005685137], [0.06089835402969154, -1.3274335881582937, 0.2949125241960442], [-1.4143764252894668, 0.9019901115134881, 4.253664361538543], [-1.8013575018768526, 2.5129210503229027, 1.7913100715204147], [1.328569486404967, 3.511673734387387, 2.4792696840590924], [1.0717072412671782, 2.3642980289867586, 5.1076520966400345], [4.720335947530812, 2.5825747743504954, 2.9979375978285887], [0.43601309703183294, -1.7403312641266682, 3.0286511655107966], [3.8958908165860944, 0.4502743331856401, 1.1379151579822073], [3.846142223929383, 0.9450443797330879, 5.355489521373346], [3.0271046315256815, -1.4549425755869168, 3.32929966852555]]",[-64250.18359375],"[[0.1346464842245389, -1.3190450403533385, -1.3726767392062762], [0.08160675648984546, 0.5281203071318677, -0.6716496491439287], [0.09765394576435815, -0.15836759791357866, -0.3268998006693485], [0.14230143388727373, -0.22805018843162245, 0.45760339317797355], [0.4893485643030938, 1.229844166535095, 0.4438396533020663], [0.12589968929133183, -0.30673395896990885, 0.8410880119974832], [-0.21374733934761317, 0.23678248233500457, 0.26922627399630134], [-3.6429589970423213, -0.31191031239650036, 0.7292094815724972], [-0.28374535297539544, -0.31743283934359384, -0.36580498382576687], [-0.5598806477740035, -0.19906134425925742, -0.4030275333015753], [3.638877625633788, 0.8415256139968106, 0.40326988561918164]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.222280736696453, 20.418643354808665, 15.633272924123508], [8.998715705438958, 17.024534732776363, 14.515641793685134], [7.407833656307709, 19.2236411581156, 15.54371899225032], [9.722945150164398, 19.78266755792421, 13.676528804849031], [11.166958626166192, 18.80401810503451, 18.067008926675832], [10.922024364698107, 16.24452615299234, 16.573593229708578], [8.525210510517374, 19.813669299873034, 18.40335893316586]]",[-40889.96484375],"[[-0.9640937688189974, -0.3711418770222644, -0.19473443236344026], [0.2213927759234061, -0.848074731580164, -0.16380615258512551], [-0.12704892161600495, 0.667193924908709, 0.8993836945565306], [0.9271202565327006, 0.5530836757092449, 0.49514707361568555], [0.7829908187119262, 0.05384849439102968, -0.583170227270522], [-0.007094268887215873, -0.07283605028405471, 0.13253519598853603], [-0.8370400649484758, 0.014794562550304037, -0.5768910756679523]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.881206669883941, 5.588800932568468, -0.14208486451382663], [-2.9281411614825616, 5.637902043750693, -0.417508241540982], [-5.434786394623315, 2.479191211494377, 0.11063279690606176], [-2.522549064576031, 2.7649577811039188, 0.0026588625952756566]]",[-23366.0078125],"[[0.31557650183763386, -0.9710151823453744, 0.007691263943807095], [0.060899234477724905, 0.08941252714717808, 0.05624790060614317], [-0.31288126432967306, 0.7032310409073735, 0.019027099481448394], [-0.06171196063511263, 0.17168206297537028, -0.08630709561470089]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.39386090447436023, 0.18656570956512214, 0.1748545550013117], [3.4110704529703453, 0.08113112165078483, -0.041713476548283286], [3.9013418485066267, 3.0102318466597136, 0.03722788243949154], [6.790571473819668, 2.760995673677366, 0.09175855202509454]]",[-23374.20703125],"[[-0.31322985468847925, -0.02363033312856823, 0.008262779354021501], [0.25443028705406057, -0.31794670030473116, -0.01856180154359717], [-0.9344576747799421, 0.4290591444093905, 0.002972565589595639], [0.9950735221109817, -0.08664884683532718, 0.005591643380383242]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.819275553039836, 5.4521033477654655, -0.34709755894249406], [-2.566728497323623, 5.54963970511227, -0.2390360840908161], [-5.470923491859752, 2.540124040137075, 0.13069099839581788], [-2.7159415891222354, 2.7152187872444373, -0.11796781324961607]]",[-23365.798828125],"[[1.015305544042282, 0.03208876325662509, 0.15812262306930183], [-1.0428631571397609, 0.6706422903699188, -0.18683995859813587], [-1.130471488781839, -0.0030554163493249353, -0.04119879870252883], [1.1604531392762973, -0.6989666068528235, 0.07103895102759243]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.0207853474510082, 1.6284410683500075, 0.18820688955014256], [0.004221584381051469, -1.1602702746737381, 0.397770856237132], [-1.4137303255901006, 0.8596285002667041, 4.068277924878686], [-1.833577473653469, 2.622838489277442, 1.8422111998753068], [1.5629654968642923, 3.7946145462656027, 2.6999504135047916], [1.011040622169121, 2.329134338533396, 5.238836199419104], [4.319404313731206, 2.6525200804199165, 3.121767831727678], [0.2827624429521163, -1.6868187139420232, 3.093892446942617], [3.9604217307840424, 0.36786702418232553, 0.9253135342945871], [3.5133125337342457, 0.9411737259795083, 5.569096195712586], [3.084814957905836, -1.3216089952052414, 3.362792630931603]]",[-64250.484375],"[[0.04970671230931104, 0.5903019571514524, 0.7298301462178417], [-0.05352422668153983, 0.11355365648022561, -1.2951913605122112], [-0.059521842332720946, 0.0981002380971622, 0.09380160835171286], [0.2414849297656147, -0.3634633760415869, -0.07771148163073267], [-0.4931520507287402, -0.5985572597333585, -0.7169607393586562], [-0.8832530986494785, 0.6326840450299063, -0.08209166681342447], [0.8000218154425061, -0.5059710639381794, 0.15541622696746865], [-0.917234873647777, -0.23638457819037526, 1.0139310315344063], [-0.5909668447955537, 0.33603987175894284, 0.7742171814469155], [0.7654841676342513, -0.5956848216978203, -0.6149747909114147], [1.1440407503073988, 0.5294901916515014, 0.02012670948774888]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.019798167364824, 20.289439945628025, 15.5624569757971], [9.090328474356392, 16.792762992017717, 14.54979500004508], [7.65138847592646, 19.248103402442666, 15.460617599064244], [9.793404962513618, 19.709920703758414, 13.6867182125806], [11.317580990384275, 18.998937731794463, 17.9003839978739], [10.877628452692045, 16.15515997764888, 16.44862047042165], [8.494199351535112, 19.72676828214442, 18.283708101506203]]",[-40889.75390625],"[[0.39782757713494965, 0.635002667139151, -1.3045949183990502], [-1.1133160505896407, 0.24802659114568934, -1.4429897645670642], [-1.3809258711371928, 0.10583031543569225, 1.2352866807076932], [1.1987672254900286, 0.3166307575591627, -0.6531562081288751], [-0.3574430318259284, -1.1384018037449732, 0.7944090941467852], [1.4166590825746324, -0.1023059481231304, 1.7112444181430022], [-0.1600027690036623, -0.06422968908294674, -0.3497175310535488]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2789373135316695, 0.2133319440870779, 0.1526236429122742], [3.432212263874052, 0.18446184465451165, 0.14897900599006988], [3.7407424215040823, 3.1460772866963147, -0.07800406587010864], [6.955066561647636, 2.8637367682328576, 0.2925083256299504]]",[-23374.349609375],"[[0.2199170647393053, 0.004690159607606673, -0.01771388210673357], [-0.19165481472093512, -0.1488172299552847, 0.028427500051864715], [0.4862612847689436, 0.09879927001007134, 0.05832087938392054], [-0.5144219761564475, 0.046240307978375736, -0.06926236918566972]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.21767186488889234, 0.1514080261450995, -0.02751897419776803], [3.36153944396471, 0.1582219541681614, -0.12123262928461206], [3.793104023305711, 2.9361899886947245, -0.10859231916115882], [6.8441159619766605, 2.762824136280266, -0.13184114963451704]]",[-23374.185546875],"[[0.17789164048803524, 0.046305038107253914, -0.010897307940665497], [-0.2438643327871044, -1.5753738824505445, -0.001438386973149932], [-0.012972395024197565, 1.608285563723108, 0.012758468838815443], [0.07921686336167387, -0.07637548426944887, -0.00222415715591164]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8411218769592386, 1.7917051520588152, 0.21456885535280612], [0.2114244009727909, -1.2711698011555463, 0.28758056150751105], [-1.5243829246975058, 1.0811156793708114, 4.119857711564993], [-1.8725907455337107, 2.4954085716237615, 1.9545995245585628], [1.5006717011564688, 3.7605444022076577, 2.6525682912371034], [1.0246185442691902, 2.262631908163583, 5.278902323413877], [4.684388490915054, 2.499322723121864, 2.9856324319758065], [-0.01445449864832321, -1.6310273219955758, 3.0919240049741936], [3.682253094680297, 0.45110118340228644, 1.0263186441347512], [3.712777194439051, 0.8103246343394027, 5.479056223729852], [3.0379992822785, -1.2196789216855477, 3.3422110612658464]]",[-64250.6171875],"[[0.10983902742882576, 0.0173093959343823, 0.6315851549328879], [-0.030164101217585663, 0.35166935938356875, -0.23360264303601422], [0.3096690291129887, -1.9426320031622095, 2.2604148726831736], [-0.021165219764836575, 1.6255592727259354, -2.4640684668307897], [0.16963335542481767, -0.819688708587366, -0.04620635397130689], [0.2101555062509012, 0.5173216679005218, -0.2886688639776987], [-0.48617412432371915, 0.11792931651885856, 0.6858097505017179], [0.18255094478381156, 0.03636680359660667, 0.338080351774843], [-0.23504179311300316, 0.08213038764838258, -0.4202215894845485], [0.08540695190163083, 0.4017501057025987, -0.5411882032645436], [-0.28659696506384447, -0.39650155565943196, 0.07471125969762372]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.4718324618251692, 0.17339730335194553, -0.17607649353260038], [3.176521102294031, 0.10539164728910708, -0.1155384298016777], [3.6902951041513385, 3.0277677235063574, 0.06994276771022673], [6.916522889263163, 2.686011668433525, -0.23046344199808866]]",[-23373.814453125],"[[-2.9456116718532837, 0.13389736719443296, -0.045476977882157675], [2.893051095167913, -0.5065788730606294, 0.030235228254656132], [0.5156843885046835, 0.259437461799361, -0.0425826340356075], [-0.46419729940309123, 0.11350578251296664, 0.05932386728014626]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.7934147291594655, 5.4116555381408356, 0.052565768407293545], [-2.7330184297939004, 5.690787781773007, -0.13870406147235967], [-5.397794611073063, 2.4773308932853655, 0.13491847577454474], [-2.580630865450038, 2.745884373486927, -0.03995434393742536]]",[-23366.064453125],"[[0.5817293802645109, -0.053820212240661865, -0.03492714958312026], [-0.5717864046370202, -0.1077987016792003, 0.04337540842146302], [-0.6694302716714292, 0.04780704654898761, 0.03672862485957581], [0.6622877431512676, 0.11194563625449505, -0.045718831405475724]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3880942992800059, 0.09311157306451878, 0.05821227385152546], [3.50092348293333, 0.0884253952344039, 0.06772252627868945], [3.8608752056743008, 2.9962266512081044, -0.07421377773021662], [6.935932628000047, 2.64878066756626, -0.04923250499300896]]",[-23374.328125],"[[0.03520786792325283, -0.004663974964354322, 0.00011694391497795246], [-0.05672530330435181, -0.4808495724292003, 0.022024112676042883], [0.09328903294286496, 0.4894605101964588, -0.022935641240188268], [-0.07121841412719908, -0.004858056850375639, 0.00042645446120469823]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.24494672017787233, 1.6879598143189876, -1.1918504390437636], [1.9138080271841396, 0.2670001956021133, 0.7713330367769082], [-1.9139501757737398, -0.2670998887668481, -0.7714165355875582], [-0.2448045715882725, -1.6878601211542543, 1.191933937854415], [0.6428798535637739, -5.8324767069194845, -5.092391208070815], [1.8570645716362186, -3.2840843314385815, -1.2743683276208904], [-0.9458651916507934, -4.442596702923852, -0.843096889087807], [1.2021399451716022, -6.120448284384263, -2.245122301674327], [-0.5015881733691523, -3.0873479421789924, -5.126786548388688], [1.6253072486262456, -1.6173482628013036, -3.654930778235409], [-2.5620470540428224, -3.3301183901908886, -2.9990208771882343]]",[-64250.22265625],"[[-0.29534926216085033, -0.24066603295723757, -0.34566603588022254], [0.34456195215195473, -0.329102003163261, 0.03524190934787736], [-0.16372583127808094, 0.0611953228810301, -0.23326258874440997], [-0.06545471757060556, -0.10970245035359504, 0.21217037806519562], [-0.2153331452297821, 0.14159787683030575, -0.18193315977559543], [0.408526406086543, 0.22305391516973658, 0.022807008878106307], [-0.24869538686875065, -0.01960664702236726, 0.19870272659259358], [0.1560638882108915, 0.10397804027496696, 0.11590272046768439], [0.003168874566403193, -0.18768081263961667, -0.14305543601607956], [0.10315317850396687, 0.16059124341967906, 0.2893125142979785], [-0.020255213294601893, 0.213156602359567, 0.02930867929756086]]",bi11-3_samples,"tensor(-3, dtype=torch.int32)"
