idx,config_id,oob_model_count,force_std_rms_oob,source
309,d8495f744a71ad97ec29d0705826545e346ce86a,2,0.00490353366216154,bi11-3
310,87db762e360d098e40a351024901373483ef73cf,2,0.005155800257669463,bi11-3
311,5bb657487a5e05a04b045ed6e8bf99d4b4484f7d,1,0.0,bi11-3
312,2331f778b544ace1eb5613fc0af975e295e391a9,3,0.008903087620155958,bi11-3
313,3da1cba6b64545234ff29b2c8436f008a71ae619,5,0.010470991715689005,bi11-3
314,bf928f5f217259a097f0dd0459d2b75cd216ce2c,2,0.01785949823565285,bi11-3
315,71bbd2dba746d8aaefa75dd31afc16fd76440b0d,4,0.012208452377614601,bi11-3
316,48ae051307f128971e6d493e6456a3e105b1524c,2,0.00837588819645309,bi11-3
317,b717ad6c1f0e72268a4e3fb9d93b8ddfa9fb7b1f,1,0.0,bi11-3
318,bd1375fd54ef7d89e316533ece246e176e98b07e,1,0.0,bi11-3
319,c2ccd3fc8360fe8a9a57b0671070ae0e731e46db,5,0.008078418607134697,bi11-3
320,e7b3b626a898d275b0d813a30922c051ba29ea5b,4,0.010172035335890998,bi11-3
321,efd37cf52e8ee405da04e4030f40f26e88f1a679,2,0.009787870902568663,bi11-3
322,334c5e2d8fab36f67711b785ce9d170779d22e7a,3,0.007913209808268706,bi11-3
323,31980434687d2dca48bb9164f349fdfa4a3e7876,3,0.012670105315478495,bi11-3
324,87926e0d57901de9f0007e48c28d217e279c61f8,2,0.010255100671774717,bi11-3
325,156a0aa264e79a8adae1e75d97da20e9468662b7,1,0.0,bi11-3
326,0befe9016c5536afcf33308eb065ac42afa59af9,2,0.00829308148929553,bi11-3
327,beee64be0fa8f84da37a5c85ec9f9bef77492170,2,0.006563606852041559,bi11-3
328,56d7a1a97d9d5f0199981680655dbdcb7dd3a07a,2,0.006993362357621859,bi11-3
329,242e4dc215a6b37b53a285fa3f803a590167c5bd,3,0.008629111537162724,bi11-3
330,a7ec2a8179a0d754749a97ea9bd2bb13bcc3431e,5,0.005396819494637956,bi11-3
331,c382a27d10112f0253002491c6372e3f3ec9e261,5,0.010229441048723233,bi11-3
332,f836b6327a7a61d0cee111a1468edad750255129,2,0.010293835694987841,bi11-3
333,e62ebc48003a40e591148a2182b818a8a17a0efe,2,0.011051263999542925,bi11-3
334,2aad6d86d7566232fec7bdf24ee92a41f66e03ae,2,0.009913327347146086,bi11-3
335,2b30db765e759e350885256438781132f5b118ae,1,0.0,bi11-3
336,7e371f9e6c940f0f511b9abfa75c1838a7850d1a,2,0.013837710417004925,bi11-3
337,aacb0d8827ae999192d050bd819bd2b0fe981ded,1,0.0,bi11-3
338,7ba75cc7e21a09afddb5c707170936594e3e0e9f,4,0.016532516805626948,bi11-3
339,645da46ad41b9de2bd4eb1fe1f931d71957ac403,3,0.010123265295398766,bi11-3
340,3b08706fec35ee3170e57083deaf507395363b5b,3,0.007852571689023386,bi11-3
341,920d59ad5bdbd56d3748f623bc71dfa86c4af6e3,3,0.008103132036229204,bi11-3
342,165a8d2057916febcb3109e9ea6c6182fae1d932,2,0.0067039820958833,bi11-3
343,a13b803477a205db6c6675e829dba5f808819b14,5,0.008704231241699242,bi11-3
344,f65a370cba016cad0f3aff0ef11dfd1413039afe,5,0.007025032646899778,bi11-3
345,6a818b4c6b9fdc1b72fb96fc581dce3fd0d812bd,1,0.0,bi11-3
346,f051861d340651010f6c9081653ed43747e2c695,3,0.006850407643997599,bi11-3
347,c28b6c49312844820290961a2ff452b61176a00b,1,0.0,bi11-3
348,87885de661a1f9db4723f81fd7676c5d32213a04,4,0.008106189747898715,bi11-3
349,9cf9092ee4bad32df11bd28bcb81cc23ab4242f6,4,0.010757278804483923,bi11-3
350,b040cc7a501c090fd72c9856c36d26ed0fd427ce,4,0.008487110323995722,bi11-3
351,279bc2546c57009f283294e5f29802063a18f5b4,4,0.010993530718744244,bi11-3
352,aea38fd0cff8dfdd9d24f4fdae1ec85480dbc894,1,0.0,bi11-3
353,81b5ec0c659f713d64e2bfae89339e563b17bca8,4,0.006166731447629992,bi11-3
354,eaed91546e111b861e97ae5dfedaadd4a1bfdac7,2,0.00907158085487518,bi11-3
355,0c2494b53d6d64d0b1444d54f1dd82e0d5037188,3,0.01256676396909861,bi11-3
356,0633c6268d0de84279be81bba4aad148703c261b,4,0.009136144810046126,bi11-3
357,3a7a0c01378ddea93227e987acfbf08a62b4618e,2,0.015471974546302827,bi11-3
358,4e74150154e95bcc73c8acaa720cef86454882a6,0,,bi11-3
359,de19d9e0044a1bc2636b39d58733603b32c2fed7,5,0.00661984279473019,bi11-3
360,f55b671a3fb9161a516f2ce75ff6c60beb37b9c2,2,0.00865932368918797,bi11-3
361,8b8d05c335abc3e2e102592137eaa0eceb90b3c4,1,0.0,bi11-3
362,41d02f2092e2e3f6044f4a654ad98460665ab432,2,0.01055569138565829,bi11-3
363,62eaa538e6e2684efaa4ceadc31607f938d503f5,5,0.006693465811679894,bi11-3
364,7566b79c77bc9c1326a946baad766952a6b3fa0c,1,0.0,bi11-3
365,9178c8381e23bda9adf6a532e52de3b26263c6fe,2,0.004187757643179007,bi11-3
366,005ab5308ce719168337a9f23d77436de248af76,3,0.008871382195540116,bi11-3
367,aec538f6b70260519b98751913136a4c32a4d4bf,3,0.007211137523456437,bi11-3
368,38683787bec2d246f2898a7087fc12d1e5b8ed4a,1,0.0,bi11-3
369,58de03015ab35ef4b9e3753ce09b79173314a299,3,0.006878657357638183,bi11-3
370,628f5215ccc95b732efde21ee58a669b2f1d8fd4,4,0.0070129574642901725,bi11-3
371,aa175a7e0259304f7b04170e5e00507450d8e058,1,0.0,bi11-3
372,8731563a7968ae7b0cbf583585fc3563ac501a3f,5,0.007964185673752162,bi11-3
373,ef3fc0eef8ca8e186626f24ea194b3de440dcdda,2,0.007097899911767582,bi11-3
374,69462a41a544aa1be7e9b5e4fc82d8871405be5e,2,0.012907727842565228,bi11-3
375,4bf333118d6eb12562b54cc0925976eaed955e93,3,0.011222279852565775,bi11-3
376,ef0f745a075c5f115a06b550e7b5683b4684ecca,1,0.0,bi11-3
377,7343af2eb74eb68d14dca8d322ca5d38a5c4e395,2,0.015391653275938602,bi11-3
378,ffb7916de4ce1942eff4f6cd23c4c2260ab24e74,1,0.0,bi11-3
379,325bbcf9aadce9b791e68cb94c0c771ba537a982,1,0.0,bi11-3
380,0b85eb620cab0d9306ca06dfc5ffb352be067488,1,0.0,bi11-3
381,9a18f06e5826f56861af7cb2cd7f963479b3f24c,3,0.006155581446256751,bi11-3
382,5c3d065aef4bec553c7ee7ca186c37f5dbaa1162,2,0.004834610831303152,bi11-3
383,333fdd39965618bc5a29a7f654087569c92198e0,1,0.0,bi11-3
384,796bb4a796ffa67500946fd8657b191280b528a9,1,0.0,bi11-3
385,9bb47e17a213ebc3925935723136d623c307eb35,5,0.011072117064128823,bi11-3
386,22e2251bee36261ebff559fecd4fdfb1521c85b6,2,0.024385949842689197,bi11-3
387,befc3b43e6e58816bf9cddc7bbf1ddf873f4de41,1,0.0,bi11-3
388,d0d8d0c3b33989d667c571d852474b535ab6cab8,1,0.0,bi11-3
389,a657bffa804d3a339be42600ff18a6cc76b653f0,2,0.010901071719891605,bi11-3
390,81cb11427adc34b45ededc357edb2481e24e8c0c,1,0.0,bi11-3
391,801cc34df7ca0403c976cb4bf6e9a325c70186ca,2,0.006730742306645454,bi11-3
392,e1a46a9eaab3707912fab0c9b6ff5d0b15546309,3,0.009182732018505621,bi11-3
393,8f66ebb7c6884674d872a57cd60e7b3f7b8044c8,2,0.009150720133279035,bi11-3
394,12ed9b5935720611cfac43162b45e5fb2e4529e7,2,0.00711830837892781,bi11-3
395,ab617c96f67adb914fdc176b7b9f04f67117fdc5,4,0.006652885314711478,bi11-3
396,81bd9ec53ba3c461f0bba5a3a063d345b2400fcd,0,,bi11-3
397,715beece7ef7f0997b5c0d0277cd9b581c00e156,2,0.008646063463453047,bi11-3
398,1eb80886fdf425a29871756122f50993cd75bdcd,2,0.008949159066862519,bi11-3
399,ba97566e7664295c2bb71670d10a063591ac09af,3,0.006697883942080757,bi11-3
400,9796cbda82146a3d348e975288e4a87aea5eb428,2,0.011198094513225976,bi11-3
401,b5287096c1435f7d397a31e30f3d9f0c856fb51e,5,0.006775538797981669,bi11-3
402,5bfb2fae7610a8c1345f6cf06a2c9789be7dd371,3,0.013583167776494796,bi11-3
403,ed1743fe9efd51d9f61a7ad72265cee61d88b89f,2,0.007544600404541633,bi11-3
404,3fc7df0b1a0d132a63d897b3494a3e6c663022f2,2,0.011473109555303826,bi11-3
405,a43de87de3a024112a7a1dcc4d1f10706a44a940,1,0.0,bi11-3
406,ae81f0dc6d987ce43698b320c4a33f255bf1647f,1,0.0,bi11-3
407,2e0077fce2326124dcdf85feca3f83564a0fb613,2,0.007573481971423279,bi11-3
408,679d06eb83f7eb563cec1a1c7085c2563190fb17,2,0.008504977456430654,bi11-3
409,330e39576bb4ba284d643c751c73b3ffd68d5581,1,0.0,bi11-3
410,279ddf1a18be1c9c97c0bffa15adef7c77ad65bb,1,0.0,bi11-3
411,42aeeb37cfa7ffe102fe448667b369ab667fadef,0,,bi11-3
412,2da4a152440ef0253fe2fe7c39975c6de5161989,3,0.010040274409394739,bi11-3
413,d95506cee15e64cc6effdb14487b1dfe73f3c59b,5,0.010600558032539101,bi11-3
414,8f381ac084aafac2859049b71007108004c80a09,1,0.0,bi11-3
415,6923f57c25f22c9703a1c97bec9d84c5ed465284,1,0.0,bi11-3
416,bd376cedd75d66f7df08b283e615d591307e362e,1,0.0,bi11-3
417,f83c4d81195e6cc8b1c78004945decfeb6825f62,0,,bi11-3
418,ecaccb7190e9f1c9394a711727a543d3b9d7080a,2,0.0068545364334665244,bi11-3
419,e696317c49a82bcdf667e3bc7daec52fb47a8927,2,0.016547125832917467,bi11-3
420,bc80ba18495cbebe0fc520aaf3e7761444be004a,3,0.006418735599141359,bi11-3
421,60abbeac12027e4d90bbae0001500d5908f1af26,2,0.00979564371007253,bi11-3
422,8255d4afec472ba7d576e91dcbf88dbd1b9b8148,5,0.011983692344883112,bi11-3
423,bb4b2c9ce5bf4583076cdd87d38dc7ae8dbc3a4b,2,0.012853626679355148,bi11-3
424,c9a1f01ad665c7fbb075120e3fe0c10062048a3c,3,0.007100282805969729,bi11-3
425,a332d4b4367b3b1b5f238fae3d0a371674a5463f,2,0.008925133262168723,bi11-3
426,8c484cf451a6c3d7c65bd53be409229ecefddf9b,2,0.006047815749970341,bi11-3
427,7212330fc9606a6c13922b3ed9f505de25514ca2,3,0.009492726268957145,bi11-3
428,cc025306ca1359e13f61dc8b8ca98d5ece44be5e,1,0.0,bi11-3
429,d85f27a55ff7e018c00a061fd079dcf8d7d2b527,2,0.007627063046207515,bi11-3
430,8afc0dd7deac7eac495eb88286cf389113990186,3,0.012492664772098485,bi11-3
431,0f135c6e06bb29c0b2880fc7cd36df151fb70c43,2,0.017729420173783136,bi11-3
432,67a89743c1d9faaec6ced2ad6fb3c8f22533a2c2,1,0.0,bi11-3
433,5121b0bceb5f6213f6789cc8bc4bf21fd7781c2f,1,0.0,bi11-3
434,bc9d0dc289ac3a379794e32c7f6cb286ac98f181,3,0.008591903659983559,bi11-3
435,0f1d6f75f4020cf339d96c6b64e7f9d382b10710,3,0.008292047380495583,bi11-3
436,560cff16f265816ac5a389a54013ba7078f51270,1,0.0,bi11-3
437,bee1877628d4bc387cda8872247d46140be08a7b,2,0.008612813919988463,bi11-3
438,ef44065c181652972fe7cb9a806ab60d09b3d52c,2,0.006620998188192915,bi11-3
439,1889dbe1af64b42f51f0fa7e66b123b60fb2a447,1,0.0,bi11-3
440,c7f2198315925e76905c321627d3bbf4ea3d5caa,3,0.0047211339605393605,bi11-3
441,b4f44d8384b5ba29bec3f197545b1796607fe296,4,0.016831354140138286,bi11-3
442,80cd0baeacaead2d605c7c1b2200c0624fe9b0b8,3,0.012511151745445861,bi11-3
443,0b45a0e54dc69e76d029fc191e567346eb9ae383,5,0.01310928055466249,bi11-3
444,fe93a5a3a10f5b7666db0618911879c3ff5d5958,2,0.011699155393304876,bi11-3
445,a9ff3b4cc1b7f9b89a10366f8d400235efdcc6c9,5,0.011833789532602815,bi11-3
446,83ff5f5f179f1005377d537b3fa28ded41284490,2,0.009049960873256697,bi11-3
447,05a1fed2096a8137528a969614e5e91dfbd9f43c,3,0.021560358211360778,bi11-3
448,f3caa6a90c7b67ba7d188c0b64ebcebebaf991e8,2,0.006946782047377213,bi11-3
449,fb1d4837407478708a9773d274414477204fee32,1,0.0,bi11-3
450,0f9d134b82f259d72110d0cf88b680f01caa4221,1,0.0,bi11-3
451,2f0366da9d650fee557f1879b6a5969553be6db4,2,0.018656423568229944,bi11-3
452,ece7b3f177c0710ff16c1f6aa187bed43ef8ade9,3,0.010197992574193362,bi11-3
453,c419d2ca880dfccb570111523a056c6e181f1888,2,0.0062802729196753376,bi11-3
454,69b9d6fe860fe0cb0239f35fa7d8e9a6dc79a33f,2,0.0106583225151401,bi11-3
455,a2719971135fdd0f6c3f37ee5360947d83dde263,1,0.0,bi11-3
456,43483216a8b3e0169e14f0ef05a7ea849624e3ed,0,,bi11-3
457,83924633a4baf060b4662983c71cbe6dcd85e977,1,0.0,bi11-3
458,3b65a26f70bb401f6d888e9a650fdbc9ab070273,5,0.009527259170736858,bi11-3
459,591663129b9e3fa58032e8f2a1474f700615c7dd,5,0.006533915078186853,bi11-3
460,559e9bd92e718d131074af28093ea32c1e9bf407,5,0.010878973110049296,bi11-3
461,8b57d6bf561e323194c26afef5a041fdc8c3bd8c,2,0.00959088043358098,bi11-3
462,4d34aa7993d7b38308ff96e93eab7fd8f837cf97,2,0.009384550857475618,bi11-3
463,8ceea76b4d7cfc891694a535c9642973a5fd507e,1,0.0,bi11-3
464,8f9b08768489f9be195e22111155b2ae2712489d,3,0.004693409169741589,bi11-3
465,50e82a3dc6b93c7d725f69a87b3bc9a67df8723a,3,0.008785372987169571,bi11-3
466,50b3e69a67261b8f97d80c5ddaaf7001a50c0464,5,0.006863431119463743,bi11-3
467,4cfbf0ba38e830057beb81d121cbbe2944364d6d,0,,bi11-3
468,8b75f3893a2dde5b3f440f534cba266830d3031a,2,0.008530783139412827,bi11-3
469,b29e5b3b0c3a33385758d54771dd13ed0747284b,3,0.009053925795710056,bi11-3
470,2d89d86264b63643cedcea7429bf0224b77ad9a8,1,0.0,bi11-3
471,1f8c64b4db2bec402a9f0ef7bfd411cbf67f2932,4,0.0064508587197827745,bi11-3
472,d30d9ab7ef4f3f7e015cf03637e0302e7c4133c6,3,0.009511997410744695,bi11-3
473,ba17d36f8a2ace78a0d48a03ff4093ce556f1ffd,3,0.01116012828181288,bi11-3
474,6f3446f52efdb665c93fac85ccc1d6c816441acf,2,0.011839819894501806,bi11-3
475,d91305d9df424b73dd9c3953a7cd4e481d089806,1,0.0,bi11-3
476,4e8b19baaecc9d4790c4805bc3c86f1226b43b0f,2,0.009060786063190015,bi11-3
477,08989061c386f89b579ca84835be7ba82f803f5f,2,0.005496028981709861,bi11-3
478,c95c0c2e14b296d6c35e0e2138394ab8c5f30bf9,2,0.0071116264136954445,bi11-3
479,11d2f03edbca6b5aa405d9749b9b8fe2a08f69e3,1,0.0,bi11-3
480,d45999a70f3f48f0cdfe1e5ddacf73e96c98e0de,5,0.009324336058712369,bi11-3
481,425884470ac74589c05ebd02249c5788fa31a311,1,0.0,bi11-3
482,8aada670afff077bae37ce59bc24f9ed03a02d53,3,0.007926120717067085,bi11-3
483,dbb4768eaad7ba5f5d42286e211049ad37277933,4,0.00938220353932422,bi11-3
484,094608c000aacfd443eed91dd4a268d7c83b91a6,5,0.013009840610263656,bi11-3
485,06c557cb32dd4d74bef1d66e16bc19434c76b5e3,3,0.006635483302449198,bi11-3
486,f276a942d72240427bfdbcb91807d17490710d1b,3,0.009173436277272316,bi11-3
487,faad9363455762feb530bbb2ab650a599f66ff65,3,0.01064009488698387,bi11-3
488,fac45849c6e9671073a9dfca95ae810e0e789d01,2,0.007838592494576881,bi11-3
489,7c1a660e0919ffb6b7faef73229418d6b1d6eb3d,4,0.007844766979798275,bi11-3
490,d99b83a9360151b9be29b6f4975ec35c92cc838e,2,0.013878879350134014,bi11-3
491,3cab06d19659ae327f5b22a216e972183d2a458a,1,0.0,bi11-3
492,b0d7b5c1488a440525626ba73aaea688caafcc22,2,0.011050180706824758,bi11-3
493,1d21c5e13201de64e3c4b8ebe3323f138a80d5e5,2,0.010254110487710747,bi11-3
494,68ee365857e2330a1e9cec22cb53cf11ba963dd2,0,,bi11-3
495,60397627bb4f93860c82288b6169da7defdcc748,4,0.00918185446760265,bi11-3
496,ddf888bdd4d83dfe519fc7e5f8b2c61d5d5c4833,2,0.004901751866004979,bi11-3
497,1bb6627c5712a3185e184898e80faa9cdc59b71e,2,0.01651274151384736,bi11-3
498,191fce79c22dae8cf727b65d706488244d5dae3e,3,0.006879808241227039,bi11-3
499,9351171700e9ba8f1ab65d9644669c0541cc4e09,1,0.0,bi11-3
500,fff446f7918320ffe343a6912e680bea3594c672,4,0.035051141490083815,bi7-3
501,8025e64427cf0c82548080d896c1ec6397b32f7e,2,0.003731169232840784,bi7-3
502,f39d7ea4b5860e60631a04c0dde0a7f20bcd6be5,4,0.00562129791085042,bi7-3
503,aab6d4cc08ee93c237cc9cf4317082ca00c3b2a8,5,0.004841794409539484,bi7-3
504,73f1a8d46b43cfa64acca0107ee0f946c706db99,4,0.003938954339365539,bi7-3
505,e02dc6a0794c9ad341bc057b5170c4ad6ebb1720,2,0.010104482360000156,bi7-3
506,97066b70b645de53a34793fbe74790ebc625acae,5,0.010687188092099162,bi7-3
507,1538c27e3b8bd89275daf570df76c4e181d2d704,1,0.0,bi7-3
508,cdf3ab5ddeeeb898196e23a951ea264bf87f8d9d,4,0.008942344406383104,bi7-3
509,9e80191268642a412243cef9332ed83e19dcb846,1,0.0,bi7-3
510,d6520d08abc40f1c3ce8cdca732d90202636cc58,2,0.007334507327186383,bi7-3
511,aba2148008b1460036c02faaa925e2a92a979ddc,2,0.003230294525195064,bi7-3
512,ffc084ef0f12f313cc46b401c654941fd5463373,3,0.004551289582191982,bi7-3
513,61b2a23e134fc59d510da810fbc443474fae908d,2,0.003408106732282721,bi7-3
514,12f05f08a421aa1d64b2aac60569dbf42051b127,1,0.0,bi7-3
515,1bfb105435439a02a39b966c20d78f497d625730,1,0.0,bi7-3
516,dede4126a9e1dbaef9d2665d595efffc943d27c6,3,0.007842399317571434,bi7-3
517,0b58b289df389213a13cb3e7582a3b4073f6fa13,5,0.0032678386409003748,bi7-3
518,9ff1e5501983df289ca87619f3435236b5a4c428,3,0.005742421631725309,bi7-3
519,cbff7c90cf1db360d4f361881e203dcf5293e867,1,0.0,bi7-3
520,bd1772a9ef20169e0a91a7f458bd36806943988b,3,0.003235694114337903,bi7-3
521,6f6cbd78a66acfe74861a0432b321cd7111813fb,5,0.010962871695043853,bi7-3
522,02056caed6550ef6c9b2632aa558fdfa9d3645e2,3,0.01028937675732723,bi7-3
523,e9557f47ae49cc402142475f408fa319c1e705c5,4,0.0038148321318149324,bi7-3
524,029ac8b2b53cd1394bc938f251437f6f4ee25356,3,0.0054784624420163,bi7-3
525,226a400f0b2319664dd4aedbd65d3191fb7eab59,5,0.006370804121157807,bi7-3
526,a917b4c805049c952ebba5ab04dce091ffbbf3bc,1,0.0,bi7-3
527,bc4348e50086b5c2a1749f403aff1aacd1e485c0,1,0.0,bi7-3
528,566b26efc5fd139d6388e8aa4e46e2869ae98b55,5,0.003080126508103079,bi7-3
529,4929fcb0b62dea040b84af76a891b081b1dee4a9,3,0.011069752001732774,bi7-3
530,ba0f3a919010b02c6318ac75bdd2be378ec37b93,3,0.007245127589246909,bi7-3
531,00d918284604ece7a78d158ade370cbbfddf5533,2,0.0068985556869050274,bi7-3
532,5a66c2828a4ec74ec978cb6c19e5109f4a72a5d7,5,0.011396021288590045,bi7-3
533,497be673d9375ba32ac085d0994cc6448d2614cc,2,0.002276118571664228,bi7-3
534,00f4111f8ff2ee0fb2fc2a8db04ebe1785c2509c,1,0.0,bi7-3
535,31446a3248efec95ebc2d6cb00b9791f58b62227,4,0.005538070787184554,bi7-3
536,ee6a46f21a708055d67c88d0cf3d2894e22ff91b,3,0.005118561871012637,bi7-3
537,d4a3582e7bc40ad952b70813707d753c07f9020d,2,0.005042223095373388,bi7-3
538,539e08a5e4bb1f5a2e5502161a4b2ab77b5da697,5,0.0059491953776283696,bi7-3
539,6b5dee6098ad274dacf466c7a5bf64a5b724e503,3,0.00642859394351798,bi7-3
540,0284a1f784ead698d68be4b9255b7dac80a0d21c,3,0.00430839917421292,bi7-3
541,3a794a28b1a58074ecff496b60a3cc565fd03797,3,0.015701276042359325,bi7-3
542,b96658c6aa73b08e7e08fdc96605059e6fb1690e,4,0.012043882414376506,bi7-3
543,79914a65c65890849fb9bc3c0ee114c258ba52fd,3,0.008837170987672833,bi7-3
544,2efe0b8f3f93c2ba42b23447c1ad84a3fdf2344e,3,0.0028569227864994667,bi7-3
545,6ef8e0d2fc7cb674491dbd44085b87e2724cca64,2,0.011261968480988899,bi7-3
546,5a1295baeff1eeb9061c67725a4fca4d6f263dff,2,0.005314368325375838,bi7-3
547,282fda6bafe4b5c2b974798979c44ae31edc3250,2,0.007065519129592024,bi7-3
548,2c006b494e798c3a7675dc600e8133e1c707e13f,3,0.006107413615451704,bi7-3
549,ee5bf079d353f9c38318fd9c7a0b9dc4951740a6,2,0.015862751192893872,bi7-3
550,9c247f589e63ad961fdfeadeba6def1897c37133,2,0.008280750975928787,bi7-3
551,31f0dfc73e022c8675608eea858471dada3e092d,2,0.00966769416279354,bi7-3
552,ddbe482f7aa508cf1a569bbd3e38391795acda3f,1,0.0,bi7-3
553,c934d10020914177a699e601a9d5cc330f107d53,3,0.00428175751623374,bi7-3
554,b148b817bc5900345c27dffc861d518718ff4409,0,,bi7-3
555,55a0704c6803f89c259e969205088bacceb26a95,3,0.0066173556503950895,bi7-3
556,4a0057223f130b365ace5dc3fbfcaa8c9307598b,3,0.007117968987209542,bi7-3
557,ab8e72e3b6e07b90a94f347d997906d75b078a99,5,0.01582048809580349,bi7-3
558,fcb38e79433d4654fbd4a0ffc6761d3c7162c882,2,0.013215223893610198,bi7-3
559,41e26b129143996877b33c55497714699b8ccdb9,3,0.006353115943446865,bi7-3
560,5db96616434778bc3c802842ff446e08ac64f7f0,2,0.0043457566643287215,bi7-3
561,298770edc0ccdda1b38f174d0c2b77493e5fd9be,3,0.010197724981617036,bi7-3
562,11b6c810bef34c4c7813124ec7bccbb851219eec,2,0.007454691607272215,bi7-3
563,f9a845be2d40be704974a81fe04d72f012362a90,2,0.0038360345706001772,bi7-3
564,c996fb33c2fba1d1537bceb58596017ace42cd39,2,0.00688890650228313,bi7-3
565,e7e42ced186f94515b943543c9bc20662206f7b9,4,0.004982265745316351,bi7-3
566,21cc2ca9abf870b141fa5d6434a7544d6a61f727,3,0.010990586210789887,bi7-3
567,803442ff6bd463d1f299287ffaa419e9f82bf0b4,1,0.0,bi7-3
568,2defa1fc854841a8051d06698016307108a75fde,3,0.005024815809495156,bi7-3
569,2506802243bbf697f752d0231267f4d55054510f,2,0.00626071321804313,bi7-3
570,8de68871510394b980a10e3907af4c3c01f45d03,2,0.004498915604026948,bi7-3
571,49c69482dafe14bbc2c7675bbd1a0cd4a0a92b2b,2,0.0036382207333179903,bi7-3
572,3ceb2da65ea4ffa2aaa23f33a74167b1fb9383ab,0,,bi7-3
573,291a85ec7f7070539a7f181e6b648ec87563f897,0,,bi7-3
574,cdf309bf86d8d2becc7cb6d85609752344351cfe,5,0.005154292393190016,bi7-3
575,a18cd37a1e277587bcb8a91b89a05bce5af8c34c,2,0.007308143908795426,bi7-3
576,d8d8859b2b2a2161a6881968dd7a6244304f8b14,0,,bi7-3
577,16528d6b537f1ee2be7afaa863c4ccd69444accf,3,0.00748472846270047,bi7-3
578,1987b7f9c0ef4d4fde3aa95d8193dfc49e66c5fc,5,0.005461336729815618,bi7-3
579,6e640205f39268697d478b1d20e35850844ad22c,3,0.01205278687551698,bi7-3
580,fd35253cecc9aea058feb7ae75a544c0d84559de,2,0.0068725617844247345,bi7-3
581,9ce533cd824b99cd1b66244ee71a0a5e6409e691,5,0.0058522014039911864,bi7-3
582,6ef3eaa3fd8a8bce060035a755389aa930725bd7,4,0.005718212858095614,bi7-3
583,cb3b93263d815996a18d08f578716fcaf6d46af2,5,0.006484136971915675,bi7-3
584,a4f985fdc739296f3b9704067a9b6608ed1d66ff,4,0.008612941619849063,bi7-3
585,112e7e06485002c7e2695f5eb5eb113d6d72c453,3,0.004772815899503827,bi7-3
586,1fe0df71556cd8a52336913442564210b16d99a0,1,0.0,bi7-3
587,e5b28ee54a5f9e04851dfdad2ab59e229ac416da,4,0.007130667183353172,bi7-3
588,6f5cab51027be52950131e2ba5967a7febaba83b,2,0.014092284959618267,bi7-3
589,29d8074477116ba6dd778899942d73e31785d268,2,0.004209949890421519,bi7-3
590,50567c37a3b27d35b95b9d1a2f3188cc1dd8fdd7,3,0.004953383643158109,bi7-3
591,9c341efc6df47850f9701dd5bc6bf284ac098ad4,2,0.0035497092556922545,bi7-3
592,8508a6dc55eb8e8d8c9c22d190f27d0a44a9924f,2,0.002534744133138696,bi7-3
593,e9d11edd6b09ce78c0975e3cc470476c5e57fab4,3,0.005943024724460656,bi7-3
594,57337053ba2111125f23540143eaa63a41249e7b,4,0.00831189568016222,bi7-3
595,08c68b6c11b7e5a9bc9834fc5fafcb1aa61c413d,3,0.005181592899225317,bi7-3
596,797e373ef01cac73c2dcb2ac9f4287479e4db3d9,2,0.006884202633299963,bi7-3
597,dfe84c2fbc79c8a16b942e8795eb25cfde9001f5,3,0.009050418021577251,bi7-3
598,b476cd377035ac0b2804385eadd0efaf3153bc89,5,0.004292666692111899,bi7-3
599,897d8679de66f066c8bc1abbd38fbc222581f913,3,0.005894222183704787,bi7-3
600,1f1174e62855368fa0063114170428daf394354f,3,0.011304324792033324,bi7-3
601,9013c5e0f9b889863217b2447b14d5b0ca80c1af,1,0.0,bi7-3
602,77ecf0eddb4a420de242c2a8c6ee565c256ae437,4,0.004647685909169478,bi7-3
603,8bcf04a063da2b4932ecb8b398443cfe086ff5bf,3,0.005203750175559412,bi7-3
604,aa815dc850482709c770b91d422142f93f3e7d31,3,0.004435796838693395,bi7-3
605,62379a48265588f5eda8c460e5b79fb3de83a7eb,2,0.008422745576451125,bi7-3
606,22ed2816b5092785794982969705ce5ddbc3e359,1,0.0,bi7-3
607,f7fdb7d921014194601c16ba2b1290e7c381d1b2,2,0.0033776121861126165,bi7-3
608,dbbf300156fce633eeb0750cb305ebb01b17784e,2,0.006439294500533997,bi7-3
609,2923e928432b8b548aedbaa347576aff3bb5e669,2,0.005298363408494045,bi7-3
610,80941ac5a916ab83c9edcb8977d583a37116e653,2,0.005583694334185399,bi7-3
611,373180e9b9322c61d9b26601acf9659a0861891f,3,0.006896733179336871,bi7-3
612,e61295fb56c42804f04ae5cd01fc138c70f42c94,2,0.008334208198353864,bi7-3
613,379a0df3aa13382a8c15e266d39f9ab1b07fd752,2,0.0028777574645902737,bi7-3
614,69df08244484c604488eaf42fff6216f25b02191,1,0.0,bi7-3
615,d760b1bef946e13e8851ea071e3717c52daf9b76,1,0.0,bi7-3
616,a72ad1f5d883c4a9e17e0ce81cecfd798378149c,4,0.006004776103716034,bi7-3
617,4e013f21985331c0a7e3bf2e020fd54453a11a86,1,0.0,bi7-3
618,8de56a71123047bed1bbc5c8c52042ff8d3a0ab2,1,0.0,bi7-3
619,ba33e002d8d04230b9e46f6c4691fb109f5230a3,5,0.005376830913698081,bi7-3
