atoms,coordinates,total_energy,forces,charge
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.652767399284593, 5.369522434196695, 0.04448253364750958], [-2.8023554746509425, 5.682087470798565, -0.14845433828682103], [-5.667488147210692, 2.560858807898858, 0.06559525748550184], [-2.4268373100835396, 2.7288800337496277, -0.011622175895530534]]",[-23365.875],"[[-0.31383447564125144, 1.0197849224396274, -0.03968182643214598], [0.2364953413756339, -0.07965899050506012, 0.03945013391412372], [1.1302735137292643, -0.9107114671102124, 0.02184661904254366], [-1.0531259781768658, -0.027062377217911226, -0.021537186606474024]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.585694059824668, 5.436428511845864, -0.19560194740517323], [-2.877409715922727, 5.57285321018776, -0.16365207367820234], [-5.442338689547357, 2.4826951877993757, 0.11443600889375938], [-2.295338290812808, 2.7290125492652173, -0.04356188581854574]]",[-23365.822265625],"[[-1.7714540309505766, -0.33472140933088707, 0.06934474737637741], [1.9591508358606742, 0.49242597079566114, -0.07810496347548629], [0.6466101758710163, 0.07098655191627462, -0.10574824577753403], [-0.8364703081737933, -0.2311953692408893, 0.1181579905601052]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.734331481930692, 5.617595168542422, -0.04917594699256383], [-2.911762453147682, 5.705058724031075, -0.27740791232195844], [-5.537864666329123, 2.5169240100505124, 0.14698655511147243], [-2.537377906615202, 2.7327238179513023, -0.05642241589998194]]",[-23366.0],"[[-0.6266398923858472, -0.8890077449179544, 0.09789532106222452], [0.8584589087533925, -0.3256917414719103, -0.0214867003969629], [0.15687100936029724, 0.752820963362293, -0.04780253683155623], [-0.3889584490458789, 0.4617367008990001, -0.028579061524581235]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.739547343323675, 5.445796009465692, 0.1679381066096736], [-2.695631404535897, 5.698623524836949, -0.24700059271666058], [-5.692207723501392, 2.627332258596942, 0.28147958821016344], [-2.5586195003044168, 2.709373037939628, 0.13163103259010903]]",[-23365.91796875],"[[0.6720204024242049, 0.9588651705473629, -0.2182109311628442], [-0.7731476019420965, -0.3539346053617557, 0.21841276287228722], [0.9894515448387766, -0.7710948320463092, 0.06436750028837533], [-0.8875854098649114, 0.16773953121409746, -0.0646940305698946]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.842461626841246, 5.421919752448837, 0.12445574246225838], [-2.929070917609233, 5.637323545678931, -0.2444724626622179], [-5.458593642184538, 2.4707102357767705, 0.17480801662219356], [-2.5253226795945767, 2.735360623796166, -0.06946967452126955]]",[-23366.12109375],"[[0.12301706968166141, -0.2575843124630789, -0.046495315272719384], [0.06349461028384154, 0.12295865418562898, 0.03224305524240439], [-0.022457750032109633, 0.09228409100715929, 0.04898607797573006], [-0.16247935977823413, 0.04229331277955395, -0.03507363055318889]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.4420556908524675, 5.540429708728094, 0.012274957204362884], [-2.771789161415637, 5.4677424856286, -0.2219082396109802], [-5.362462191097204, 2.51694463283545, -9.147240182953709e-05], [-2.416735732363281, 2.752074699230554, 0.13052845951022818]]",[-23365.671875],"[[-2.3546232297792673, -0.3925658116142474, 0.05111698373966988], [2.416930349702302, 1.498892777204995, -0.2280500855874393], [-0.22267457440016686, 0.20939991003725644, 0.16334361087138285], [0.16076273609509117, -1.3173419406802804, 0.01150857776987873]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.5449179894158815, 5.4023098668147895, 0.013378479894432832], [-2.8619828396824705, 5.437105922723699, -0.18931128213848875], [-5.548268231825068, 2.403262460810068, 0.07058861045662279], [-2.495859461373888, 2.511047601912381, -0.04529797076958663]]",[-23365.8515625],"[[-2.1742129352457495, -0.4291839972477415, 0.1287583976284186], [2.319162041206275, 0.031583016701538735, -0.12286558019987309], [0.308913792853985, 0.27282936853106887, 0.02305088843183252], [-0.4531047829183779, 0.1258255386352766, -0.029498719921405073]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.766621177013931, 5.519665144319601, -0.034163158208873674], [-2.87336830090492, 5.681030675727587, -0.1177850916371652], [-5.589426024255495, 2.457905008571634, 0.20619110602973373], [-2.73539110871838, 2.7143883287090196, -0.0769088610266686]]",[-23366.056640625],"[[-0.3483375163818744, -0.6343670900872489, 0.13476326379451217], [0.32238406685325754, -0.28908384025673184, -0.07404390379312654], [-0.4768974761588941, 0.6622316930714477, -0.08189595433287922], [0.5038923258861453, 0.26041479007188933, 0.02154095584578668]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.623248430502415, 5.250566488465872, -0.042531746731001754], [-2.846153108883687, 5.6271023683507915, 0.003514266625446849], [-5.492071199508316, 2.613248261478497, -0.06521326709943735], [-2.744578935552319, 2.7702432985435976, 0.34113654844288493]]",[-23365.4765625],"[[-1.4572779069328823, 3.088053950849389, -0.19333899106429248], [1.026971673958546, 0.6721875242218329, 0.10789162139868146], [-1.0775525001181703, -3.073742154321445, -0.0396744062243313], [1.505966914343358, -0.6887356675124968, 0.12548733553896918]]","tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.840749291406716, 5.484524535549847, 0.1945611997919301], [-2.884204067387885, 5.636399348977606, -0.2541663191082346], [-5.47631893158822, 2.5750795959199406, 0.1316885277132318], [-2.6015533332762493, 2.657670463607901, 0.07688948243676497]]",[-23366.056640625],"[[0.32213585241721127, -0.06896232128131304, -0.18116815331919195], [-0.05627793110762463, -0.21478298027199083, 0.18997804315876501], [-0.5170743276400325, -0.17196251906283583, 0.17478394638352865], [0.2536473342876965, 0.4558057797005955, -0.18577356726299465]]","tensor(-2, dtype=torch.int32)"
