atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.04107240170224802, 0.04367406747852113, 2.672034959190448], [0.014554666942810879, -0.1494156596521363, -2.6035884175434862], [2.11438500358814, 3.498686167831372, -0.08009584279556842], [2.0174080775245775, -3.5805098105796906, 0.1466599007059901], [-4.045044155524186, -0.025972069708448498, 0.04739711209832443], [2.5962374969884583, 0.809810936122154, 1.5306281724797741], [-0.6525025690069937, 2.5810485196454893, -1.320918130633495], [-0.6689462067185468, -2.7093865556163648, 1.2312933492097982], [2.525429318262707, -0.8030413500048089, -1.2991836969270867], [-2.12528952711737, 1.7107556987732428, 0.9721087199622462], [-2.028329446544207, -1.553526216062064, -1.155089845965736]]",[-64251.09375],"[[-0.33750678976538384, -0.14292461821510555, -0.45428229739341885], [0.11924263673775655, 0.7697110635619495, -0.32968903776071357], [-0.6912959734521574, -0.8560837223434122, 0.13752771543773673], [-0.32735745728439125, 0.8081531907837095, -0.26768664515236934], [-1.5511674470611931, -0.29471635905771026, -0.1515872351843997], [-0.2505545011676558, 0.1638794804877155, -1.185169681814101], [1.1517108694871492, 0.38032190307701474, -0.36628871144123964], [0.5210194305058841, 0.2968823089770604, 0.17875568589281768], [0.39039363962181634, -0.3978145159236889, 1.2114571692496074], [0.9620075745636845, 1.1236272083928287, 1.6726397971118563], [0.014906678136571197, -1.849300392727518, -0.44073159924291866]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.09881862192958646, -0.19685998352170334, 2.6268676025799644], [-0.085678265196455, -0.07337896448055656, -2.578883439478134], [2.066312119935015, 3.0752823143100922, 0.014573209879484392], [2.0861437593729506, -3.5571019349902375, -0.014534074502882237], [-3.996672841829061, 0.0892472188805751, -0.11671273296539611], [2.716949385278091, 0.8666967553522417, 1.2773444188666914], [-0.6925892926301795, 2.6075431250821763, -1.16541060922863], [-0.49192620942140797, -2.760695647480634, 1.3622911422413455], [2.4504096411481133, -0.8352348851118888, -1.2660336776040269], [-1.8470038869360406, 1.9828283594938414, 1.3884571927432323], [-1.9541454702796104, -1.7311909201239728, -1.1573732473673806]]",[-64251.16796875],"[[0.5628420460279712, 0.9114858838093747, 0.18759864013727529], [0.2011716040534287, 0.6561998817293673, -0.059028293097756854], [-0.7703517828230094, 2.877794674817684, -1.3926696484117393], [-0.3198179502172487, 0.34359454834310094, -0.0201563543235435], [0.44874372675375307, 0.4828125593530927, 0.38608616527661566], [-0.031614939535990254, -2.8118278446370546, 1.1409112018139718], [0.5908460028803458, 0.014642219461795534, -0.45835338438363626], [-0.04976260298064699, -0.39408692850521143, -0.6916045060016244], [0.48301917331705246, -0.30614059945519223, 0.40965789778962175], [-0.5732668466535462, -0.9477610840920446, 0.10236158682621763], [-0.545512286945324, -0.8374576123320878, 0.3997601736027195]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.011792802373429619, -0.09597057619434599, 2.434855265548826], [-0.010273149969953016, 0.09446890747595109, -2.446903636336205], [1.9608144481093512, 3.3758505351171415, -0.1037749463780907], [1.9580658826448278, -3.537541351234126, -0.05289580593006539], [-4.0552056335277955, -0.047334294962870484, -0.13377915048523917], [2.6355799559700173, 0.82381839835142, 1.4247330658856046], [-0.6691239329464146, 2.5659550916201703, -1.0666759061368172], [-0.6729738248378676, -2.721615906620373, 1.1158727221732117], [2.6635802357187295, -0.7836661947071458, -1.2618807542889814], [-2.0632470112565495, 1.9538671586435123, 1.134561774509857], [-2.181469677692366, -1.7040274956108095, -1.1036227111390882]]",[-64251.1484375],"[[-0.3631593172140872, 0.38934756001284837, 0.23342374557941492], [0.16700656072074696, -0.8123908853506392, -0.13412989789254792], [0.35404536854701435, -0.12971032338770752, 0.41702164414775134], [-0.11387725570252494, 0.4964880589198524, -0.17680329191979033], [-1.182828948205478, 1.7273354190395394, 1.0342206462082737], [-0.19765654413944247, -0.0011332472532852107, -0.8064336360413467], [0.9536432571476334, 1.162648862586671, -2.210747302869972], [0.6637789838070248, -0.240901803247122, 0.6010661435814412], [-0.4173595387115092, -0.15673762045474435, 0.562863129085518], [-1.2163001018344082, -1.2659830982750835, 2.33245413765823], [1.3482754140898447, -1.1622765666436474, -1.862303497024806]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.156008555566951, -0.19525908460540176, 2.5708252884927063], [-0.07553567887748125, -0.16749537599018324, -2.506548455841555], [1.8620357455112941, 3.5772154786912287, 0.19012923299169415], [1.9771014742828152, -3.5201451994447366, 0.1179051242797373], [-4.214982751750977, -0.10431319506546029, 0.0540408021196834], [2.860440833113276, 0.81360575812552, 1.35475517598193], [-0.6498076434787693, 2.8285566648630303, -1.3383608740580866], [-0.7651769597333526, -2.5429164076942015, 1.17238709480009], [2.676692979367252, -0.7949424346702072, -1.2976236376925518], [-2.132070502431159, 1.8246198837852172, 1.3192852223055158], [-2.0450627928422573, -1.730155672555786, -1.3054988253270652]]",[-64251.171875],"[[-0.08215923544175775, 1.1097833528982435, -0.15954007302364492], [1.128376552770958, 1.5715773894293528, -0.40457179013374933], [-0.04444319329528598, -0.6220823524093034, -0.02633585505484459], [-0.26199380823797, 0.7485025361115861, -0.17101558124642996], [0.7944620589011102, 0.33100976276079874, 0.17499184589977784], [-0.9197206175546496, 0.20437046952630286, -0.730184444428813], [0.24399335081487317, -0.8828149824292355, 0.8674798862788926], [0.5609959929403268, -0.8863919031193899, 0.1396540703465719], [-0.44258773106051225, -0.3724753032789693, 0.6791017386553889], [0.369060979242384, -0.5141347323528938, -0.6308163946637991], [-1.3294641845488402, -0.6648300513588759, 0.24248940890249618]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.03646633182190717, -0.11646197240132537, 2.672026713937496], [-0.08446402540923148, 0.14953937396413391, -2.3367259777054996], [1.991851020563712, 3.419152019922697, -0.02283209268307576], [2.0056915172514724, -3.65306116262341, 0.09937891174402454], [-3.9857684030095806, 0.17327220529930404, 0.015126835485680999], [2.5527338642626227, 0.6474701965687117, 1.249602601489938], [-0.5851986673226057, 2.695298550267758, -1.165303435740871], [-0.44653469320628947, -2.8395521693098233, 1.3282459475775619], [2.5043075487300617, -0.797896296277243, -1.2104575911619186], [-1.8888696297981804, 1.7975263829061061, 1.219723635935213], [-1.8755056673829305, -1.8487632225001402, -1.3436306251918295]]",[-64251.46484375],"[[0.15930188589545638, -0.027647041256942083, -0.3700881355216513], [0.5191327539658933, -0.6081068563602786, -1.1558678313703017], [0.36859247256601835, -0.4146652782232884, 0.30582857020349785], [0.46596935610095513, 0.6431798081418587, -0.5112616772522567], [0.3405452697346267, -0.7088843856554411, -0.429346542479219], [-0.03631553062909441, 0.7874352300869987, 0.6157548640406505], [-0.058712715721743663, 0.9532581056817155, -0.13621182411425986], [-0.8123152948760198, 0.409424852870591, -0.20944562427666913], [0.21897125820891414, -0.9372473232480399, -0.24687843868493936], [-0.3854902860794116, -0.01835618516821403, 0.9742357479408943], [-0.7876702290455094, -0.08878507478574531, 1.1599959968821705]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.06671733667352502, 0.1486405112850974, 2.5364913176719104], [-0.05906706921711933, 0.004572753234039253, -2.482253454321144], [2.0103559051956608, 3.378941881861078, 0.07259455135546126], [2.039874740108707, -3.489553597180543, 0.06247983014754142], [-3.923266940868601, -0.0010503650985383096, 0.323069162065744], [2.3995337834688497, 0.8139338761451708, 1.2269298962247794], [-0.7212256932677881, 2.5514973047177376, -1.3518499327213136], [-0.5117613540405139, -2.711499745817005, 1.486818657697921], [2.654348165938707, -0.964122316870566, -1.1292770898784137], [-1.9161355376997682, 1.9277073343810662, 1.2429822800079606], [-1.8989421195081306, -1.8884416159624298, -1.1376818453200188]]",[-64251.63671875],"[[-0.09700777576159104, -0.8923933754274392, 0.6888734787179255], [0.545537997991113, -0.7297314158020123, -0.25700288287360823], [-0.6863167723246754, 0.4813523262185569, -0.6282612309332964], [-0.3029388543451897, -0.30466128872468096, 0.34205435385616145], [0.13545591936806564, -0.5133099734260768, -0.3801887198598281], [1.0580115910976762, -0.28280504860880307, 0.20335694010130367], [0.605549121525197, 0.9211429526076927, 0.3240090049471172], [0.03060939081960395, 0.3306654404355936, -0.5299632748940175], [-0.26079881025179263, 0.4289016899649791, -0.4365197185659611], [-0.6059733537807142, 0.4436987053490514, -0.04732996266774674], [-0.43493123873503015, 0.1241182737728008, 0.7317533324428528]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1547249431143196, 0.11744210363658261, 2.7181828785075304], [0.13241122965537355, -0.04102094115118935, -2.4175937326993258], [1.7405183344180915, 3.3660904054800054, 0.05975630439728746], [2.0815502750553554, -3.449065878533281, -0.005577487484614859], [-3.871566679401227, -0.15525589652718952, -0.07267280996502702], [2.489170342848504, 1.0878513381148156, 1.2497105030878566], [-0.5080899732476707, 2.5678396129646055, -1.379892550218998], [-0.6215478365868783, -2.4623460252785137, 1.0858762950803134], [2.685848667308143, -0.9830910374633703, -1.1092084524492634], [-1.9970595953902364, 1.888590453149939, 1.2447083868701265], [-2.1252836625204043, -1.8533579362911727, -1.2689566161912442]]",[-64251.03125],"[[0.4162577689773625, -0.26465485005503153, -0.6468492885968533], [0.032506038103151766, -0.5638843718242539, -0.633747453883736], [0.6300898005098043, 2.3928514411000634, -0.3191865383547644], [-0.6953984279182372, -0.9160753054826967, 0.6941756105805164], [-1.190387481446504, 1.4881579013672053, 1.018131187974484], [0.5905528969583522, -2.1481013113634395, 1.040670519154882], [-1.3876919899470048, -0.03337735459168328, -0.14755183512573727], [0.6026597141994383, -0.6093666976039357, 0.9715216899474161], [0.14833489073628459, 1.5091900510434568, -0.17832420312238803], [-0.3548496100592917, -0.16269049888625273, -0.4768775758094534], [1.2076102825786694, -0.6997615923886168, -1.326134604119175]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08437264496483335, -0.013767823330896748, 2.434490105491713], [0.17816170932983827, 0.01701589988661686, -2.5834990545317096], [1.8426926296248187, 3.2909798852067955, 0.06611062483267757], [1.948569654149124, -3.704886972431027, -0.03310177475829566], [-3.941159690104405, 0.034776755673976555, -0.0021079082323604554], [2.780295217068159, 0.6582511378279583, 1.268391475265222], [-0.48256655992188724, 2.748295753579498, -1.42914103302868], [-0.7002792388401752, -2.832496523685138, 1.2460896671431616], [2.549483016786749, -0.9793639818170962, -1.342929049783459], [-2.0759944134889015, 1.7917291120794885, 1.0986619835781302], [-1.994256741176491, -1.6559276040170592, -1.3243927621912976]]",[-64251.57421875],"[[-0.2858057333407362, -0.28212658553252506, -0.1105373394324528], [-0.8481760331005724, 0.22784012918752697, -0.32272113866355023], [1.0849259138295164, 0.20271118147526918, 0.5507707100300737], [-0.41582361225817077, 0.6309392934626703, -0.003700425241264218], [-0.9607045387631021, -0.5329385571127111, -0.2876933354783755], [-0.5617971491271094, 0.09076194567436371, -0.5459365192008412], [-0.6656384066384795, -0.5045477004433049, 0.13688061983732122], [0.4801514661139396, 0.6326850734717379, -0.5426028250038499], [0.7938809892662807, -0.495094520238093, 0.8342951537000509], [1.1742208900753477, 0.7198774003929512, 0.20652608360524582], [0.20684855154153048, -0.6882307025732025, 0.08712876921602315]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.010323091723297815, 0.04351344663989194, 2.2673684621863432], [-0.11851342964721444, 0.09973320337764716, -2.492017030106584], [1.8995015039990721, 3.389333211154091, -0.029165377733426947], [2.159520439326268, -3.3193307113196777, 0.11840442025974465], [-4.064992544787988, 0.06583041299319053, -0.047528203122544604], [2.545578317591655, 0.7482891980748413, 1.213931848568226], [-0.5915942496664455, 2.582241106273351, -1.2556872849493363], [-0.5599847787521178, -2.5056195466523725, 1.3923346742715985], [2.261183579216029, -0.759868818176406, -1.300096822006484], [-1.9133583228198114, 1.7617637083465059, 1.1590232795045114], [-2.0388642523268756, -1.7476006903158983, -1.3304060335306507]]",[-64251.0625],"[[0.22894128185657478, 0.4518487469094977, 2.035545551992373], [-0.5771533283349992, -0.5969626606735298, -1.413849893711735], [0.4273121816922166, 0.12710836555386892, 0.24784095739509332], [-0.6774510895157403, -0.0670876260886598, 0.259474485705297], [0.33259052927799304, -0.14922274456946755, -0.027530755339047964], [0.8944908825428992, 0.5211968367218276, -0.5217799632403203], [-0.36101331906626927, 1.4500582452753537, -0.18755719393146353], [-0.21348138428997263, -1.7067203025259838, -1.410190697675056], [1.80069571754723, -0.3512511435127662, 0.17573623209745862], [-1.441579256595084, 0.8094855371764913, 0.02172408534052283], [-0.422895795357054, -0.49387859346064344, 0.8275202931346707]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.06740990160848158, 0.01939610692780019, 2.6247181095424885], [0.011264479844170748, -0.12364600357923149, -2.3743807588249224], [1.977199990388248, 3.434765646376346, 0.2108691756368728], [1.9433960767032983, -3.5560554153187334, -0.08572068869394567], [-3.9806961016166063, 0.1334347051387725, -0.030668192081992604], [2.5914509316054413, 0.7727401612829061, 1.2505735562139721], [-0.4501407994463235, 2.646343562898703, -1.3202597276786123], [-0.7735158563131628, -2.608309871967392, 1.048257424138574], [2.553118868784035, -0.9002194907876264, -1.1524200432398066], [-1.915000140554047, 1.6056778845708295, 1.2797014093225454], [-1.9262112952213364, -1.7793381867462574, -1.095256525415904]]",[-64250.96875],"[[0.018078336180791497, -0.9010024619994009, 0.0394051652950389], [0.47031400861836664, 0.8423725358450975, -1.0179326987009938], [-0.04820625167253384, 0.0688756236349128, -0.2580062821465666], [-0.5074280060588542, 0.09423566222672139, 0.22770566041805093], [-0.24822893707604807, -0.5445594355883867, -0.17554453054005645], [0.33197454404298216, 0.14827832643554897, 0.476919896190822], [-0.15999392440391091, -0.1950767492270739, 0.6407799391279211], [2.3610988137716644, -1.4504485389504296, 3.8604039961511134], [0.4184032529042646, -0.12558591168852387, -0.309862787554054], [0.026438277576849325, 1.4313267199762947, -0.30545257186988073], [-2.667906152066255, 0.6284998294382176, -3.1864886896522653]]"
