idx,config_id,true_energy,oob_models_energy,oob_models_force,energy_std_oob,force_std_rms_oob,source
0,3861f93026681a3476fb8d8c484e884567dda77a,-64251.81640625,3,3,0.14211356050613336,0.00652504117140547,bi11-3
1,9c57bb33c40b8f1225ef250e4387d35948657d82,-64251.8046875,2,2,0.042544861600827516,0.004710524115512709,bi11-3
2,f7e22d46560573f87162ae91b817d7d943c013c1,-64251.80078125,3,3,0.14879203435910007,0.004229826975749391,bi11-3
3,69193e81ca8beffbca945b509854359a95e5e2da,-64251.3203125,2,2,0.052047392963673056,0.008199385956668527,bi11-3
4,ed7a3e7d6e8fa81c2475a2f1dc00e96f7df364bd,-64251.5859375,2,2,0.1582361757371837,0.005158873275539305,bi11-3
5,ea0a76340b177119ebac9acbae6e7d95dd794248,-64251.5625,3,3,0.04810119931972416,0.005058080417556429,bi11-3
6,4b51244d4581c02e0f224ad0d343641ec6b93433,-64250.87109375,5,5,0.10905347687981891,0.011610407126377715,bi11-3
7,4ba554fca07800996fd41497e21e758c42404679,-64251.84765625,1,1,0.0,0.0,bi11-3
8,cc27598dccde23641b7accecb221a1fbfa716354,-64250.7578125,3,3,0.13957526761404315,0.013530802804058658,bi11-3
9,26ac688e527fcf640b7a94333d1d2419d21e1e48,-64251.67578125,3,3,0.05565178052609057,0.0046890589928153,bi11-3
10,96ff946e84aa947b0537ce2397355685316fde52,-64251.484375,0,0,,,bi11-3
11,fb5fe0dba5281d5685b657438f51c37434047760,-64251.484375,3,3,0.045667159999929326,0.007616856994864503,bi11-3
12,6d2fd65e2fad75369c9e0d205bb5e417be42b575,-64249.99609375,1,1,0.0,0.0,bi11-3
13,ad7cb0140127e298c79f285f34c8cdf7730986de,-64251.41015625,4,4,0.11838842477388004,0.008203698571011268,bi11-3
14,b5ad30347d3c92fd72224899b278281ac4aa5636,-64251.0625,3,3,0.1395734024540635,0.013185874729263235,bi11-3
15,c0edba62bccb3ccceb1a13c1cd460fae278627ae,-64251.37890625,4,4,0.06793309185411606,0.007365801222710216,bi11-3
16,0800f9d04dc50e7f0f9aa4fa55e6993a356cabc2,-64251.26953125,2,2,0.06710534560077688,0.00827790433192989,bi11-3
17,28209b044d792db998d3dfc426ee543fd54872f6,-64251.0234375,1,1,0.0,0.0,bi11-3
