atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3858615841230523, 0.2595278318245422, 0.1372383576911379], [3.265790419007668, 0.14184200668045532, 0.14139625074472364], [3.750810364157173, 2.9157353967000494, -0.008074105188044316], [6.813919928802824, 2.7444511956513513, -0.07267520732287792]]",[-23374.041015625],"[[-1.1617818861226687, 0.1065824663692013, -0.0024068079109752045], [1.0129663530964061, -1.5728151191736315, 0.08164887118284771], [0.03962802349772809, 1.4773376648573966, -0.08114745436787221], [0.10958289399067656, -0.009955280934005297, 0.002751352379616023]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.35796097949646566, 0.5030907162654915, 0.1930072715010779], [3.3286408767057836, 0.033617031240869955, -0.09851267652375799], [3.896292416183661, 3.0237487579659446, -0.09827417850305435], [6.909689542609564, 2.8632371373950725, -0.0304271735187848]]",[-23374.31640625],"[[-0.24961784776956547, 0.015645752432191986, 0.005998988621026242], [0.22836201199495046, 0.03628487792030486, -0.010246252839198493], [-0.32920381890458505, -0.07323832530646814, 0.012600011663618337], [0.34803376608692405, 0.023322649043612236, -0.010723203023001254]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.18189088484821264, 0.34769351626159734, 0.120368445468609], [3.3489386208446037, 0.16493023936540138, 0.05834619667340898], [3.8097745667663037, 2.884699500590857, 0.20022111206564078], [6.977250236988973, 2.723854129428648, -0.07133678705618281]]",[-23374.107421875],"[[0.3055738765839129, 0.05092249510490418, -0.00027132758634653814], [-0.4367595512010801, -2.0431369953720093, -0.11642090088451426], [0.45676639579336104, 2.0397775901292294, 0.08842856542483615], [-0.32458025296245535, -0.04783513843761658, 0.02678372604586008]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.4104761476970864, 0.36508511842299946, -0.03815731495891284], [3.2337681587061993, -0.09768498942069273, -0.016347036071052964], [3.6958786949653386, 3.1566979506892303, -0.04147055667337665], [6.938299951228545, 2.942445770168737, -0.012276643224796834]]",[-23374.111328125],"[[-1.2184834838428031, 0.1316102668273255, -0.010263371253484754], [1.1643817870728443, 0.6734545645583108, 0.0010110087140700378], [0.4402513169075817, -0.9692169518028974, 0.015948875377625023], [-0.388364626732338, 0.1658651959760853, -0.007134300985509218]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.14283211206615784, 0.08212032562691557, -0.1611999484143861], [3.421352400797426, -0.051807712397306194, 0.08183056314027043], [3.873895587655623, 3.0544450051805287, 0.013700835439611203], [6.790032404522298, 2.6412611280727902, 0.03164924461909262]]",[-23374.279296875],"[[0.49101947374682403, -0.10638608540146553, 0.04967986483529825], [-0.4678683225208331, 0.5755962674020223, -0.0670999159685469], [-0.6301905878092969, -0.3748395882055351, 0.0036939260031096954], [0.6073108423826538, -0.09706459717278457, 0.014748040984053567]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.06875571061240257, 0.3919790536306662, 0.10595781161009733], [3.6236394536457466, -0.07866524601857765, 0.07767249451492603], [3.9311353881229882, 2.9297658636527104, -0.14434652877503343], [6.831861343347598, 2.7619524546912433, 0.009513322931297861]]",[-23374.07421875],"[[0.8126063439143504, -0.18487686883006033, -0.011761363629866222], [-0.7763254872016069, 0.3178945068817796, 0.0012803612293011627], [-0.9213342427883622, 0.0029368344350418625, -0.029341841404419408], [0.8851269196665751, -0.1357066534865992, 0.03856488203877461]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3352420511352789, 0.3829829658900643, 0.10232526113502917], [3.349897019724068, -0.06850666471848228, -0.10821560989109826], [3.9780182950594702, 3.2386747349043477, 0.1333420099836474], [6.8975106378881454, 2.6863247848491207, -0.12642629057862328]]",[-23374.138671875],"[[-0.17021859024906505, -0.1223230771337269, -0.00026806089513487283], [0.11251338756760594, 1.0440679767454297, 0.08198249771300473], [-0.41795418377851534, -0.9663023476522655, -0.051990408533956076], [0.47443281530956827, 0.044540854131610616, -0.029880703786481885]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.06875571061240257, 0.3919790536306662, 0.10595781161009733], [3.6236394536457466, -0.07866524601857765, 0.07767249451492603], [3.9311353881229882, 2.9297658636527104, -0.14434652877503343], [6.831861343347598, 2.7619524546912433, 0.009513322931297861]]",[-23374.07421875],"[[0.8126063439143504, -0.18487686883006033, -0.011761363629866222], [-0.7763254872016069, 0.3178945068817796, 0.0012803612293011627], [-0.9213342427883622, 0.0029368344350418625, -0.029341841404419408], [0.8851269196665751, -0.1357066534865992, 0.03856488203877461]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2639268815965024, 0.16023729916502105, 0.014211298460863045], [3.3883334533419402, -0.02043329854588224, 0.08479459168363612], [3.8092619702121655, 2.942070849851558, 0.07945527670033507], [7.061195352230434, 2.847005613650309, 0.0925578042101702]]",[-23374.3671875],"[[0.22047196052952175, 0.029639822140694664, 0.009436483452076492], [-0.15364375889287216, -0.20083514930823493, -0.0063669188284748305], [0.43927460570015214, 0.1612979372242333, -0.0005693263717759365], [-0.5079999739834745, 0.010809715549871809, -0.0015110433032239222]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.4202118817956781, 0.17228597440102672, 0.19322088501260934], [3.468779328093307, -0.10611201345511156, 0.10934866232470272], [3.849654877566709, 3.252196909318464, -0.02152103394466569], [6.904431121684235, 2.899109425560265, 0.04042263971675346]]",[-23374.18359375],"[[-0.10910898799469519, -0.12112478813368856, -0.003024340436721701], [0.0074461142644189115, 1.0615427461263263, -0.03860816915546483], [0.056833392540848425, -1.0578686376830897, 0.053792084356568785], [0.04451783760342037, 0.11579997912871187, -0.014051312780847126]]"
