atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.743594342105752, 5.5124936366990696, -0.043907510460977336], [-2.7274825505842255, 5.734156676944684, -0.09162974101500379], [-5.498448926484984, 2.7190147837920255, 0.22610859654548704], [-2.4526877949963026, 2.5791680529159913, -0.18105073580493677]]",[-23365.88671875],"[[0.5411357527311343, 0.7111824389280547, 0.04472099600282609], [-0.3137402703694809, -0.7192289678181547, -0.1491841265786926], [0.5587164516206812, -0.9269361654448518, -0.12366205697632222], [-0.7847844212661612, 0.9372555507826924, 0.22799609239128257]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.77511309453565, 5.386170146124972, 0.16331962203815015], [-2.7936625315945434, 5.613642075362738, -0.2536185635481605], [-5.329563844883448, 2.575083654954379, 0.2140126040760657], [-2.7227637724503055, 2.6542682073185797, 0.021015717702975698]]",[-23365.61328125],"[[0.13556246594181492, 0.6092957351175583, -0.1096537536328708], [-0.08993811234519516, -0.06258680467912639, 0.08707421037685907], [-3.3845799561539063, -0.8473347676823589, 0.36056507269398524], [3.341534523294099, 0.3030492575758073, -0.3403603044712212]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.6224116104520725, 5.268851855303548, -0.28957249414897546], [-2.7947921048732858, 5.562236086701311, 0.0004559677347069635], [-5.36707708733908, 2.4431321110206623, 0.08260462018924422], [-2.6035357060561255, 2.618079461731697, -0.011147036115669586]]",[-23365.9296875],"[[-0.7825491029452726, 0.4655086141604177, 0.019691920276830786], [0.7235257977903988, 0.043440606491374566, -0.08866171318805008], [-1.3898635448743368, -0.6158427958172485, -0.05240312224095981], [1.4477987585714236, 0.10734937544299317, 0.1205982259159315]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.673363129875241, 5.3178355983132235, -0.053922104978886914], [-2.9726434284680625, 5.658738943891879, -0.12398354395471022], [-5.488981313051735, 2.4624995321525542, 0.22856492841556458], [-2.4841002499377387, 2.7157097431053216, -0.04425848073196287]]",[-23365.916015625],"[[-1.8500840654031643, 0.18110413281517754, 0.08993235307093846], [1.8728172578688107, 0.046079444249292785, -0.1265376831815381], [0.29884519305676965, -0.40920780022204095, -0.05749977142560563], [-0.32681515990661136, 0.17835490211106, 0.09531820009861804]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.688120735266362, 5.3600396991077845, -0.06915333287295228], [-2.91954188874494, 5.8253232724857575, -0.21448539076145176], [-5.4055263923832175, 2.5108330642671177, 0.09998054621085964], [-2.724808445286827, 2.7098101786522113, 0.24078470175247954]]",[-23365.64453125],"[[-1.364618897456029, 0.19637135180463758, -0.06672396905702133], [1.23731271111586, -0.7643765357816646, 0.1644161728575134], [-2.3554675805229754, -0.42905821881174205, -0.010863369360224124], [2.48216647196161, 0.9906903030248868, -0.08829363385653592]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.670136446687449, 5.402396316999127, -0.19680997359925245], [-2.8049798476979992, 5.444538523481051, -0.14518648113714908], [-5.633793036884734, 2.5232805636576274, 0.2232275403303472], [-2.5664832334299725, 2.7075486894890015, -0.05554881908466912]]",[-23365.896484375],"[[-0.39106444080644925, 0.362454320338555, 0.06425478306363672], [0.2889425837711675, 1.6719455988755554, -0.18272680833700777], [0.6297375591824962, -0.3684241166381925, -0.11658822837050856], [-0.5257080968159514, -1.6679387894998106, 0.23513275879300438]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.766621177013931, 5.519665144319601, -0.034163158208873674], [-2.87336830090492, 5.681030675727587, -0.1177850916371652], [-5.589426024255495, 2.457905008571634, 0.20619110602973373], [-2.73539110871838, 2.7143883287090196, -0.0769088610266686]]",[-23366.056640625],"[[-0.3483375163818744, -0.6343670900872489, 0.13476326379451217], [0.32238406685325754, -0.28908384025673184, -0.07404390379312654], [-0.4768974761588941, 0.6622316930714477, -0.08189595433287922], [0.5038923258861453, 0.26041479007188933, 0.02154095584578668]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.5303028328571235, 5.4410635635275675, -0.07192969181206145], [-2.8185586054083784, 5.623030281766254, -0.2571869246333334], [-5.548219145036863, 2.5097551311263104, 0.06419487874159482], [-2.521611102904644, 2.6903567631737957, 0.01221719834051951]]",[-23365.9375],"[[-1.8698275774644753, -0.047996326125876475, 0.06227451831697418], [1.806204051997048, -0.016344984891258265, -0.05103813310444442], [0.34418456542186504, 0.021546031206225412, 0.04493310698837552], [-0.27630838155885906, 0.04329344674969711, -0.0578680564454861]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.878684509897436, 5.289576187623029, -0.03590837360841695], [-2.7340139968869126, 5.662669617421025, -0.10013437097180891], [-5.410481697886871, 2.6211826031791707, 0.07142413398103843], [-2.3463965508876012, 2.6163312146584254, -0.011699696299587423]]",[-23365.70703125],"[[0.8185857047230214, 1.9467102892452477, -0.09201093685669781], [-0.8041001015255443, -0.34034698614950254, 0.016553455192723977], [0.8507836473644845, -2.119603702431917, 0.058534075375602256], [-0.8652944473868346, 0.5177613267835124, 0.01632345960372378]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.807619840655117, 5.278156276997125, -0.054958153490553247], [-2.8383595203241896, 5.561759331924216, -0.2787896291965697], [-5.5306805968788595, 2.6188163839651897, 0.009656427876401946], [-2.723782798241263, 2.670776407786385, 0.26649725006200703]]",[-23365.728515625],"[[-0.02550147505469343, 2.5302399569358993, -0.2759001415738226], [-0.17233455789540147, 0.24357930013348844, 0.16109039766262517], [-0.6551061338415066, -2.602139868042779, 0.1980546539724381], [0.8514886442400167, -0.1654700172023096, -0.0807361290573411]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.495154695858802, 5.38915613273163, -0.15689933083407184], [-2.842056737306733, 5.618708939978844, -0.01836351956511484], [-5.452547262070358, 2.5603310874526866, 0.12380443274322786], [-2.627276416745099, 2.7909211628815687, 0.0985950534184545]]",[-23365.65234375],"[[-2.8706994546217737, 0.6045371347629452, -0.1463479925398085], [2.6255888560231893, 0.9057939724926238, 0.0358507057744857], [-0.8886452191723307, -0.7404374952685181, 0.0003623411403149922], [1.1382501085748187, -0.7698571023020306, 0.10998141520040479]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.60841101895302, 5.421418401657077, -0.09267295574235282], [-2.6943061421453978, 5.756487512869923, -0.14645246081273056], [-5.516221248277974, 2.4909817847906233, -0.04812225869377389], [-2.5446388201567105, 2.734213842757243, -0.0787805743453411]]",[-23366.103515625],"[[-0.15173851897782167, 0.10205110023727064, -0.007749427471590789], [-0.025972357431690008, -0.5235437409814402, 0.022510555377950915], [0.2950061225437514, 0.11218485182451515, 0.0007973550657732794], [-0.11696782625053614, 0.3076715379656476, -0.016217879765296168]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.76617110282574, 5.408936672629175, 0.03591952993007119], [-2.851611246025507, 5.761874160604025, -0.2703266345546637], [-5.458959470912976, 2.568230420775416, 0.21108073800496724], [-2.4118780321850055, 2.5821448228422432, 0.1258504358695964]]",[-23365.91796875],"[[0.14213287227108157, 0.2851550896160019, -0.09940080563734889], [0.11336277767628868, -0.9074312518884623, 0.18373848656671016], [0.4389744549516123, -0.4392813934162404, 0.08931323108834129], [-0.6973226425850799, 1.0647787383493197, -0.173629417583423]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.800825359017911, 5.396654759624071, 0.13955871409231946], [-2.7277322262210526, 5.548512907818211, -0.2966213539010069], [-5.704779588497097, 2.5275098320119644, 0.22709326185139733], [-2.5765129305781547, 2.8348218148993505, -0.037503634519180026]]",[-23365.7265625],"[[0.7815983084719984, 0.8213671256564666, -0.19982244263670101], [-1.0352490880398304, 1.8113560313522317, 0.011455541024625347], [1.0741139048543604, -0.5660734102627225, -0.014376027862533699], [-0.8176693630511043, -2.0677100702743108, 0.20100659056155545]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.867117853849024, 5.1953692427178755, 0.003929150852241083], [-2.891114301617022, 5.747607809579189, 0.00838167859161243], [-5.546230230606039, 2.6903593685909826, 0.1646520571661297], [-2.4178135253396964, 2.8431791675911438, 0.07379525458128415]]",[-23365.171875],"[[-0.03984559550940308, 5.1689537876134155, -0.2864874874308752], [-0.5729320888373746, 0.3697150682472541, -0.05128587959945729], [1.4874853004093673, -5.112495416386444, 0.264541155810553], [-0.8750091089277197, -0.4319015519434471, 0.07464775341452509]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.759507396206247, 5.347956875188972, -0.17247850041684373], [-2.669808490814046, 5.757857754566972, -0.33461856509750426], [-5.535303288163445, 2.4205842063179746, -0.02959910630777325], [-2.626415660174922, 2.6140430542959754, -0.04536567292293123]]",[-23365.958984375],"[[0.6303222283637362, 0.061981515239163655, -0.0779098166379484], [-0.7795229128559169, -1.0317904381603051, 0.16375293072034244], [0.005607424820288481, 0.19423635798441732, 0.02833355189055201], [0.13742512836503895, 0.7734036839581541, -0.11490934850258373]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.975444386982411, 5.5196174111505965, -0.05018572789696876], [-2.66093589932549, 5.690055354307554, -0.21899881532095875], [-5.484021930247241, 2.573737618793825, 0.1168311626828844], [-2.5968657984789574, 2.6509101148157432, 0.12426494685035588]]",[-23365.8203125],"[[1.3071310559556693, -0.2773122950527332, -0.08878425203228008], [-1.084640007000344, -0.5314534871079432, 0.15779953806791827], [-0.25118894693354316, 0.18005198539940337, 0.045204569352024083], [0.029660010453848123, 0.6280169759983018, -0.11601980857020713]]"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.560282691668575, 5.421008140439348, -0.057516429507135106], [-2.7939585897774464, 5.71497458949641, -0.232788263977254], [-5.642402193355697, 2.3974068684280994, 0.07566014084680148], [-2.6814427218292614, 2.6935765752333762, -0.035568402071044856]]",[-23365.955078125],"[[-1.4078792746586324, -0.41283434323056795, 0.06993327321448577], [1.0702068543362762, -0.5606766617516284, 0.001643491184500959], [0.21334712120886284, 0.6417883263437625, -0.016903264255100536], [0.12480352456516708, 0.3287347980073036, -0.056124641852631094]]"
