atoms,coordinates,total_energy,forces,source,charge
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.03575951453444093, -0.014890056284565599, 2.7432806206756104], [0.13491036870858428, 0.12313327706394082, -2.525543799437887], [1.959421350985427, 3.3945609756372006, -0.06983436650891689], [2.035925500205176, -3.4231543039914416, 0.029073103997439554], [-4.138314568385672, -0.06973536417455038, 0.3234684602484819], [2.457513918721362, 1.0110204882041405, 1.139502019446525], [-0.7119355711238424, 2.5638991910161417, -1.0985235885998539], [-0.5902921552134437, -2.5692208030628505, 1.1755824437977125], [2.7184464451374515, -0.7782819870177553, -1.0268710218507513], [-2.020231202274321, 1.9112989866411958, 1.1772456157962898], [-2.0505697180692986, -1.6660250055826127, -1.1794737907481008]]",[-64251.25],"[[-0.2672515628355292, 0.2836712537414318, -0.7428805588393812], [-0.1949806927600065, -0.5178163484215006, 0.15957231467506422], [-0.45492733611017133, 1.6106165271343316, -0.6971688905312623], [-0.17188631152311748, 0.02285090791768631, 0.07156983270104203], [0.6680989537204789, 0.13234380296368334, -0.23095209132563455], [0.4840428843161841, -1.0467846058434869, 2.1026863485237244], [0.9131468173673388, 0.8108492510451357, -2.0328062971740217], [0.2718520402585405, -0.05881921087340137, 0.5944558337091101], [-0.24978712929503974, -0.4668862634158795, -1.1337583888754945], [-0.9106965547036548, -0.9505795289314259, 2.372744889072213], [-0.08508813493384824, 0.20335087229449747, -0.46549992382694105]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[-5.866374856680318, 5.435610912412659, -0.06764380758527638], [-2.711444266513339, 5.6784472206642365, -0.22989041519826064], [-5.518007394098547, 2.267021719810287, 0.047397004390116834], [-2.7932830596610128, 2.6933205786103076, -0.06318097486520252]]",[-23365.763671875],"[[0.7287631378176016, -0.8128480277447663, -0.015392457493497871], [-0.8884462156779245, -0.5314061787836916, 0.08757331319771357], [-1.3278952965348003, 0.9280365982046176, 0.021795130102246773], [1.484275019232163, 0.42004968543240384, -0.09073803440178001]]",bi4-2,"tensor(-2, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.194567758157136, 20.446243690164742, 15.587689429401014], [9.188077044054582, 17.001341269516825, 14.503216501250739], [7.547629735051058, 19.31307242165136, 15.491317948315702], [9.888105816800955, 19.944741186589745, 13.75517937011876], [11.232602310236375, 18.81440587795325, 17.955785982964247], [11.005437865579813, 16.10358663568727, 16.509186726427977], [8.578358547183006, 19.86776462471159, 18.204489113278882]]",[-40890.23828125],"[[-0.36581511397780775, -0.19099563492899882, -0.0014739139820001443], [-0.23445511847019163, -0.011517720617761268, -0.547301261511317], [-0.2698491497915837, 0.12100343199756486, 0.4512199061515923], [0.6005256973989581, -0.054028471711552103, -0.017451922545608595], [0.6531433526059807, -0.2578635858424381, -0.32671812641980397], [0.17898240589458436, 0.365990360465905, 0.4828192956470894], [-0.5646901559992786, 0.01657914052746711, -0.03414854712570359]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.27200659246583014, 0.25903180395465397, -0.027121493530982563], [3.22475745783048, 0.1311673895495486, 0.05012438979594746], [3.914306648999664, 2.8379683306072523, -0.05891507345059374], [6.918265901918348, 2.644040987831393, -0.10622175274101711]]",[-23374.046875],"[[-0.6313136462893568, 0.12217410733442592, -0.017257948131758676], [0.41151264121074277, -1.9195743372987069, 0.09973782602555004], [-0.10026665081533652, 1.897299829889935, -0.08140261078628144], [0.3210520289930252, -0.09940440518375934, 0.0005340055655129513]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.019475657115224, 20.406502587035114, 15.638882376061456], [9.083314613185369, 16.980163998557163, 14.524031094919192], [7.507713133997074, 19.496919630064312, 15.47159286792245], [9.876972301065258, 20.03561441221425, 13.656033766680068], [11.173628565962265, 18.951215383764584, 17.993905069966512], [10.638613214890668, 16.223272972278878, 16.67659277901054], [8.385695375758235, 19.72696382053485, 18.41070432182379]]",[-40890.1015625],"[[0.19264175892458857, 0.23883288681457926, -0.3689376176446888], [-0.7264085202442524, 0.7779298564588355, -0.9249949814877884], [0.047194414034347563, -0.1373561199181415, 0.6260994462033641], [0.07974404264452986, -0.4726067139934561, 0.45000675616708796], [0.023444113166128246, -0.449962533168331, 0.14495327114994283], [0.7227421251147526, -0.05081087831292532, 0.8435115351735467], [-0.3435342302296801, 0.09254757780440413, -0.7829383681785168]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2569975220926772, 0.28462495703522717, -0.021139768349435085], [3.5010096255339462, 0.13347330611434172, -0.09630215047985413], [3.750668793479821, 3.1320147646929093, 0.0907102161666482], [6.851078688341391, 2.845515061074841, -0.018280616416996496]]",[-23374.337890625],"[[0.425222182202127, -0.06382736263844173, -0.014162456489583464], [-0.4261584242234846, 0.12417005581901969, 0.019669649368968423], [0.12570788488974652, -0.07268810892658528, -0.015434469342316966], [-0.12351344713166229, 0.00935555536435129, 0.010344756997824998]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.3178795469157505, 0.13014664368819973, -0.07161744256635857], [3.2843403278258227, 0.027980863684487666, -0.09333699416203142], [3.8625493654464567, 2.9882135179220737, 0.11605053604261702], [6.893927041077587, 2.7208378129158888, -0.022608448259303186]]",[-23374.3125],"[[-0.5605054261866742, 0.024511754058094786, 0.007275536902236908], [0.582495055208105, -0.1300263635625449, -0.017604260491907935], [-0.15737499727985166, 0.11733559704950085, 0.010776707709287993], [0.13710152914273963, -0.012609067093945193, 0.000576130542933516]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.172890944135917, 0.09079506773901445, 2.7160741603715617], [0.18030863814801085, -0.041914695059365854, -2.484799938256576], [2.1717984591484787, 3.6154034385065184, 0.04195227380281217], [2.025558761814528, -3.4838039043881692, 0.0002815762308971356], [-3.9578153014860176, 0.14881026500002767, 0.03129272823831058], [2.7389625181294335, 0.6578433549355689, 1.1273523909981853], [-0.5729774009328631, 2.7753699729409727, -1.0820977983049291], [-0.49035222357129815, -2.689228512725148, 1.4817352746208332], [2.1709837008176573, -0.9322370203189747, -1.0459571290926581], [-1.943600375837449, 1.8249596263966006, 1.2797160887276562], [-2.0188121491926747, -1.6813783278495331, -1.3346434770366917]]",[-64250.2734375],"[[1.2617114651277124, -0.797460481061014, -0.03034778607091086], [-3.1179358424861867, 1.7865469290495881, -1.6928044561031894], [-0.4040997867551564, -1.0906435361920563, 0.08953995109010797], [-0.4266088817457065, -1.072639119267908, 0.8889830623139972], [-0.05806891113518913, -0.3338563869063647, -0.35047852658680917], [-0.51254974922419, 1.6189021687502687, 1.478921465277994], [0.8974939326910449, -0.1723526584716369, -0.5608761794669505], [-0.3856128763457332, 0.3294704424494162, -0.7642443810063096], [3.3473308214567523, -0.6308174231056307, -0.22022713995151966], [-0.5139497156673967, 0.657133192691505, 0.24447759265126168], [-0.07699738304499124, -0.2989039685074431, 0.934212391403116]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.23043541378774507, 0.3611995576155814, -0.09055760338219854], [3.412570027283604, 0.04728623033839501, -0.016648423497686714], [3.9043703455740135, 3.102637568790284, -0.006295846389786726], [7.072002601621439, 2.7681091581255814, 0.038913234626764076]]",[-23374.375],"[[0.38280168202126436, -0.04881485269519418, 0.012897781569318121], [-0.3167270197145964, 0.3779072759227942, -0.010319328773539757], [0.29172349048369695, -0.37302341135309747, 0.00417611712648607], [-0.3579431116665229, 0.0435603376894044, -0.006290577591318371]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.098197477050274, 20.357686448775002, 15.534075405840873], [8.810188553084663, 16.94280477971666, 14.281513048698349], [7.507016249360221, 19.348416350119557, 15.509555282687279], [9.900033928089103, 19.96036957887425, 13.856491267104534], [11.192145891797463, 18.779328435021178, 17.94542850758134], [10.852786751464494, 16.261901426717365, 16.75820310827195], [8.466597766303014, 19.78828930591868, 18.3948762834265]]",[-40889.88671875],"[[0.6217630212206051, 0.048696530462473575, 0.568146748995141], [0.9080241486043547, 0.1146193793281763, 0.8474463536210828], [-0.18217839173033015, 0.26661547156271137, 0.7352371791472513], [-0.598490925235223, -0.40232623881663676, -0.6963127127064912], [0.25508257628572545, 0.8121137202770347, 0.3305370394729237], [-0.6733686896653758, -0.7379692348727819, -1.1782698655661867], [-0.32144767056562507, -0.11411734544810187, -0.60914815371473]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[2.0007129548457185, -0.5234474746862364, -0.22992414637791225], [0.4445676867456564, 0.8979883710936443, 1.8234257265574865], [-0.44466401157555613, -0.8981072311342516, -1.8235428197592185], [-2.000616630015821, 0.5235663347268441, 0.23004123957964406], [4.481887625660589, 0.8705429885320268, -1.7540520985639612], [0.4600051902734208, 2.2845976313455916, -3.844687908003423], [2.8349729432195625, 3.1525368147560036, -5.574072472773742], [2.888637570457863, 0.4351671450832004, -4.157100546132744], [3.8408704515931134, 3.723558029762314, -1.209879151627713], [0.868747683789695, 3.6130268683527924, -1.2820713746922914], [4.401685412545483, 4.924221564462561, -3.869899583302461]]",[-64250.484375],"[[0.5620192925627258, -0.44916842180809446, -0.12634521029276224], [-0.4161812529050947, 0.7124674769965847, -0.1189364181824105], [-0.12499496901211138, 0.3576003834261566, -0.3622255434531252], [0.19333009504244952, -0.4552692415970723, 0.3857530529673744], [-0.5393483208278886, -0.24972650264906948, 0.19611012757942217], [0.07858833113631797, -0.1854033796257258, 0.11487849524763703], [0.03508545249204264, -0.04173515682873147, -0.2040474359470109], [-0.12489371891379461, 0.010937658855926626, -0.2587031543316295], [-0.20028483008416892, 0.5732632471071358, -0.002107802846635719], [0.31577427120184226, -0.2554460276289976, 0.254831225102093], [0.21837188230948287, -0.004384921157326123, 0.12195067834652021]]",bi11-3_samples,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.045504907989011, 20.339367979701905, 15.694144756620851], [9.038397980587497, 17.0858286933303, 14.227155435755959], [7.4632752353871785, 19.26160495861338, 15.631505747408745], [10.015566385489524, 19.850479434699498, 13.848917395729897], [11.307576768127536, 18.77602795320095, 17.98342529270198], [10.764794528979072, 16.066059291554357, 16.662278116621806], [8.36722849893825, 19.45690045298779, 18.14828451220316]]",[-40889.8515625],"[[0.8584753638226975, 0.563232339703047, 0.20093722216001694], [0.5318417238993559, -0.9519211313006917, 0.8050046161163986], [-0.5730657862754769, 0.13013954358610774, -1.9882984200297402], [-0.7615035835252109, 0.23889418194774004, -0.6362265129187036], [-0.4273546563398599, -0.7337258838757788, 0.1742881345765351], [-0.3667646228987925, 0.5435083680365358, -0.6023820349049179], [0.7355647378706022, 0.2102462662425361, 2.0339962043731328]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.01574256705126137, 0.1667630079204011, 2.480792171178278], [-0.0021485249847169497, -0.0788795765840554, -2.5237068401753406], [2.076847835576669, 3.47036537267209, -0.08521832696888204], [1.7988531973640252, -3.5395931798408076, 0.01483386900330968], [-3.9864034152382515, -0.08593947472693088, -0.13925015276663988], [2.62937393975422, 0.7791811799575986, 1.3071923062943327], [-0.5563588241118632, 2.5317701616414365, -1.2843010087148876], [-0.8624369301752186, -2.42607999999969, 1.1800112016063409], [2.4525778485395247, -0.865239151869667, -1.2122115245160268], [-2.112548307278579, 1.859109953350515, 1.219395953382724], [-2.0560360959780497, -1.8346989941374934, -1.2649136733397524]]",[-64251.74609375],"[[-0.18431014595878098, -0.31115805861880813, 0.31061020765513786], [-0.22977123441464112, 0.11201407905838515, -0.4936985132959378], [-0.25878908064665607, -0.6044265772660528, 0.08439974739389572], [-0.39827983443037673, 0.42527488984599426, 0.12428071616009519], [-0.46627984268990214, 0.7534693959370895, 0.4738676351010363], [-0.02435487039889996, 0.44650280342488247, -0.4927021588495256], [0.07610330713872737, 0.5766514487211994, 0.24239798042367078], [1.0714980630557958, -0.6800525331286631, 1.0868095050440127], [0.6796637821163346, -0.40189881839144176, 0.35792948481225473], [-0.11909562097793551, -0.02185265085388574, -0.390405620969154], [-0.1666939658260453, -0.299786834397743, -1.3188156978249013]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[11.990742393455356, 20.440925601194188, 15.549005499697088], [9.227355797509615, 16.96314367967644, 14.362712663553024], [7.479457738299035, 19.30380318335119, 15.562316689406545], [9.843669882298203, 19.83077296487136, 13.851064479221685], [11.27455058074666, 18.994836208027, 17.965888663517187], [10.677631198391042, 16.227145887184356, 16.641162153977337], [8.372605906500365, 19.81289690720168, 18.300783723015563]]",[-40890.14453125],"[[0.7207716305654898, 0.3735805182932518, 0.2752618905731585], [-0.6572869447453228, -0.047949542306958956, -0.31289406843047596], [-0.3679652258929519, -0.052187766521431825, 0.165104303287008], [-0.1483947460508812, 0.33346758447194463, -0.8637332726865314], [-0.4167928672623215, -0.5346874224472734, 0.035769186332707356], [0.6124463666685324, 0.12208689546710992, 0.8738577682972919], [0.26282982860284254, -0.20467766510138885, -0.17939501675740493]]",bi7-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.12732270128568943, -0.050531450049680286, 2.753990169865365], [-0.07449051665118993, -0.07131954950761171, -2.2851606300991216], [2.0025554643853907, 3.493468339626219, 0.18170801057451044], [2.1254798318118455, -3.5459670649699446, -0.028934684826780008], [-4.047040296325342, 0.0400756073928982, 0.03600410308605528], [2.7062566835620787, 1.0101035033213808, 1.2491241527294807], [-0.6411548290057966, 2.767247197981543, -1.2007958932176446], [-0.5232373407198423, -2.6483815737684724, 1.211173055007317], [2.435556955910618, -0.6327212035122367, -1.2666127940908791], [-2.1433838957016995, 1.886009729784102, 1.1602181452966143], [-2.050894719712044, -1.8803649766721262, -1.4068304464704684]]",[-64251.19140625],"[[-0.23144008697470825, 0.23115680267220592, -1.016532475147329], [-0.5595057807264011, 1.3369337575714366, -1.3556210598717389], [-0.6807251340865013, 0.850926086558155, -0.6653015919386446], [-0.39938468949001815, 0.939985035403644, -0.12023760278769612], [0.14455202456936098, -0.5993244773396998, -0.4283446344469164], [-0.19743470923637568, -1.174580330495477, 0.6627268878133422], [0.5494424774046183, -0.14065099043599144, 0.10811350772383985], [0.16741490354996658, 0.04743492544107543, -0.05953382368005857], [1.4679731877601567, -0.9922715323409053, 0.8460548718229866], [0.5369078283616044, -0.22327179057175187, 0.7659875899107984], [-0.8040949593163866, -0.2821022114611172, 1.2488256031992222]]",bi11-3,"tensor(-3, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.5151980615553088, 0.19302005995068688, 0.021838589351566965], [3.3847520091011467, -0.08436716024530207, 0.048812909436588676], [3.8642081471257486, 2.9938728443818223, -0.1560739516823007], [6.995584610726178, 2.8441726813359223, 0.023877339574409445]]",[-23374.240234375],"[[-1.0860875388782598, 0.0869226180508876, -0.0155736535175907], [1.0699554003084606, 0.25770798259332356, -0.013003577380530365], [0.15239502482099596, -0.4301244558806086, 0.04984104738134899], [-0.13793297294146167, 0.08609760201361277, -0.023191137044401913]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.2967611543979756, 0.18417214921723216, -0.02184598599519841], [3.4855453471781757, 0.23011599538081537, -0.03544206902138758], [3.900570655809344, 3.0379000740369637, 0.027572244622237497], [7.049507187175213, 2.9191123990684664, -0.11064990926144103]]",[-23374.248046875],"[[0.34016500336740857, 0.06697665721503483, 0.0008068151879608542], [-0.3357221346550834, -1.3393896766651943, -0.035225150888232144], [0.2883353917138164, 1.3359644511451947, 0.01961807301111585], [-0.29190033105663316, -0.06075252725045334, 0.016422693956050696]]",bi4-6,"tensor(-6, dtype=torch.int32)"
"['Bi', 'Bi', 'Bi', 'Bi']","[[0.37296681059922976, 0.2793213060642105, 0.1010187294686634], [3.320991882558233, -0.206748769907495, -0.03513532327615384], [3.8609851209944495, 2.941046881811738, 0.14759726312533147], [6.8365268989851256, 2.878882042741028, -0.13980912098193726]]",[-23374.26171875],"[[-0.3956941773995683, 0.0009389334536308772, 0.022193008535830294], [0.3766603930462148, 0.555767908889608, 0.019491636372344266], [-0.4688223565858767, -0.6378555647798895, -0.007806243740575141], [0.48712023938665977, 0.07990005727037702, -0.03443044817394245]]",bi4-6,"tensor(-6, dtype=torch.int32)"
