idx,config_id,true_energy,oob_models_energy,oob_models_force,energy_std_oob,force_std_rms_oob,source
838,771a5e4bd9bac5e1be0062f48e49f6ab846f4ebf,-40890.1015625,2,2,0.14438591572621015,0.006941072295829857,bi7-3
839,e06e7c86a17b3e18834fa03cf3bd8da5799b3d75,-40890.05078125,2,2,0.15495319209816105,0.0030761293612308225,bi7-3
840,eb84596d6598c9b82cd18e6461d4d6220b83e020,-40889.99609375,4,4,0.12746494115903223,0.007091679634579086,bi7-3
841,869777a38284f43665228cafa88258ba7c902ba5,-40890.09765625,2,2,0.05564579102743241,0.003445438783412728,bi7-3
842,303d65c2151292ce2c4d43e969011b4ca2a19d75,-40889.87890625,3,3,0.14675923774724442,0.008445595704890582,bi7-3
843,bea29ed1a486695f93d6589cc374e37eb8284948,-40890.07421875,2,2,0.08825142755026338,0.00531187206758116,bi7-3
844,983e2eb4b532ad7ae376bd83055d3ece031e3bf7,-40890.15234375,1,1,0.0,0.0,bi7-3
845,427de08b9f6bb00d1fe3f9f76eaa319306c6cb13,-40889.8671875,4,4,0.12867839666495073,0.007273674146113258,bi7-3
846,63021eff843e3a1151dec87510da94ad0f0e9076,-40889.7578125,3,3,0.13662530391657907,0.013027770275404344,bi7-3
847,5639c740285dd15db97885277e88fc9a9ac65102,-40889.93359375,3,3,0.10478420861549631,0.007272255589556838,bi7-3
848,7bf73edfb3b90ceb0efc5043e58559e7e29aa6ff,-40889.92578125,2,2,0.03912159970349428,0.008727222334525034,bi7-3
849,7aa9eb162d166f03e93fc97711b92d302a5fb65e,-40889.984375,0,0,,,bi7-3
850,8b96db1a68b69adeb1174231ee3d72af98c234ac,-40889.98046875,3,3,0.10622369032621762,0.004944247067144874,bi7-3
851,90e30a7a6aeb54b039ff024a9d7d25bc2afddceb,-40890.125,1,1,0.0,0.0,bi7-3
852,0a8d680788c52577a590d2f4175fc786968491b1,-40889.85546875,4,4,0.09500413024058992,0.0044799512303480985,bi7-3
853,6b075b4eb950b068e99e38cf2e9e2424c8c9dc97,-40890.0078125,1,1,0.0,0.0,bi7-3
854,1f2d07a0fa49d9ea9d9bed0172c848961829a057,-40890.05859375,2,2,0.09154338601391158,0.006262192046757666,bi7-3
855,c208a4879f7ea0c7ef25089bb85e40c03d0ed6ff,-40890.05859375,2,2,0.04056680948985573,0.006973868221871443,bi7-3
856,794189d1d38ef5d17f09caade9f2a0e98e4169ee,-40889.9140625,2,2,0.05478120388173694,0.005263947546344354,bi7-3
857,119da94bd339bd01b7c6ed9d4022a25903892715,-40889.98828125,2,2,0.14539050355370609,0.007213411114692235,bi7-3
858,1073f5e7e33e052a67a24fa10dedae4ff58f09e3,-40889.77734375,2,2,0.052053310762954004,0.005856066952231491,bi7-3
859,1c396ee6d4a4915d19422196f8c2cbba9e1ce265,-40889.7421875,3,3,0.1080921117264102,0.00979083556187218,bi7-3
860,908757323e28d48ff5e0b4ddc2cd6649e9aa1d31,-40889.8515625,1,1,0.0,0.0,bi7-3
861,c2d65245b4d6acde2c6a8f2dfef1f1766234beb5,-40890.0859375,2,2,0.051983867928856134,0.0023521270082090396,bi7-3
862,eb226a12f934613f798683bdeece920f5b400c14,-40890.21484375,2,2,0.05174253580485557,0.0019547084947438413,bi7-3
863,d8460cf1f78e552085146285a3cb551572e243c1,-40889.3671875,2,2,0.048722152684422315,0.013874673996871123,bi7-3
864,cf3ad55ac49f2ad0c6604f8b38c381a89323d60d,-40889.87890625,4,4,0.11918755513352489,0.0066212524364692976,bi7-3
865,b97f43e1852fbe6486025a02b00b71ff3e785c91,-40889.65234375,4,4,0.1304010626303679,0.00905205734696767,bi7-3
866,6000a235c2f347475f343ec65cdd224b14591229,-40890.1171875,5,5,0.11077692371870998,0.0035214817483754553,bi7-3
