atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.20006553402084104, -1.8501354910665737, -0.9309603355263327], [0.5935534766658914, 0.844688957632539, -1.8064052032091213], [-0.5935367534137753, -0.8447292103080433, 1.806592865285614], [0.20004881076872508, 1.8501757437420794, 0.9307726734498409], [-2.6261564847438805, 0.96154498392259, -3.3569464132924676], [-6.538175967546133, 2.8969404754922214, -1.487134978404836], [-4.097817185641186, 3.880985315277821, 0.08157978067972804], [-3.924494114291285, 3.542091753115341, -2.959784637015999], [-3.5884397722556356, -0.4863540957047592, -0.943583372035965], [-6.514452871525322, -0.0016906174540296526, -1.177016997208315], [-2.8846558893993945, 1.4690152683240452, 1.1808068786862023]]",[-64250.78125],"[[0.40900463153821687, -0.07278694218659787, -0.39069826409232344], [-0.38191979315070446, -0.3384160351886632, -0.5246308039973957], [0.21174758562824267, -0.6438395535768023, 0.6844979729455672], [-0.46019727774343444, 0.4173363987702992, 0.23799378112421207], [0.26654918848666753, 0.03988374555914468, 0.07262012892151938], [0.28559464565480924, 0.47573369138230437, -0.005187352611979966], [-0.5398244893958993, 0.8036655848517118, -0.4497496971312903], [-0.18363569380564607, 0.16207003992927455, 0.003763877016945775], [0.01158653366071073, -0.39866539727302736, -0.1164257345611226], [0.02221326883991196, -0.27337768229356335, 0.06597490344900697], [0.36075446025726643, -0.16480476960356713, 0.4278711912497593]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.0242434129679996, 1.6949921211597512, 0.39933743642819], [0.12264246148975272, -1.1567392623234491, 0.265777548308605], [-1.4145733671475085, 0.9437855740215471, 4.157259560254958], [-1.7108477803479138, 2.639214075622125, 1.7205977233316823], [1.7350030029550398, 3.586136399841771, 2.4098225587284805], [0.907443430922873, 2.250263830293079, 5.020520167280057], [4.590071571874755, 2.4839418421385817, 2.9618234753010633], [0.03529741710912385, -1.7115299851795864, 3.030508409705081], [3.983481084622098, 0.6387620974958949, 1.0594869275340404], [3.617053433004504, 0.8186035129136521, 5.327613167168998], [3.054867674574183, -1.4454264292374996, 3.3967209962485705]]",[-64250.41015625],"[[-0.23242307167731022, -0.23370111634138577, -0.9022170518024694], [-0.04951352465346227, -0.038796394579476354, -0.3865371884418448], [-0.8749139780583006, -0.5363920647830788, -0.83820888909004], [0.13227469167260272, -0.2800749983448441, 0.38269379847313406], [-0.4162938672856501, 0.6018338754086983, 0.8788904484000148], [1.0711499354958138, 1.0790324279137804, 0.4080298229481758], [0.7893964686597775, 1.4783712488981113, 2.0255511542733045], [0.08687674954520018, -0.03274385499228095, 0.4832404425771119], [-0.7097811869325585, -2.6063976172254244, -1.13540698113148], [0.022146486969579823, 0.1134160509631633, -0.11423160533558781], [0.17271431004170382, 0.44317301730685116, -0.7956859046806628]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.1674169760026216, 1.705132606715157, 0.24367005804604802], [-1.0842556288375111, 0.49888248825932746, 1.7042332343995212], [1.0843602663240466, -0.49899880867964097, -1.7043456512853958], [-1.167521613489158, -1.7050162862948453, -0.24355764116017353], [4.042837645386656, -0.02025387890389918, -0.0864249082557702], [4.3895009149730155, -1.1392813089231226, 4.515036721817143], [1.8004866663706691, 0.43662161752157513, 4.069956489211747], [2.726480963999289, -1.6035394395184568, 1.9782909622071094], [5.111745407527078, 2.210426369469937, 1.5653086854765204], [6.522270361992964, 0.6640821871754363, 3.679589088905062], [2.6597733128341785, 3.022740597359611, 3.0349322709327864]]",[-64250.67578125],"[[-0.06740135226937619, 0.8120031627801423, 0.19654407861024753], [0.22960982046917827, 0.2734215967597708, 0.1168834940203485], [-0.334956511133581, -0.9235232812268307, -0.6697861125451479], [0.30077958929774473, -0.005205478899261154, -0.3500319771435473], [-0.40036587441941485, -0.0743565501099198, -0.05056068412635335], [-0.06659279130140626, -0.2317476939265269, 0.04194493325132326], [0.1432305282379021, -0.1912636982923941, 0.04695062189817704], [-0.05204476168475385, -0.1545826748629919, 0.503603436575661], [0.24189846622608366, 0.2996952002305513, 0.4091813692669699], [0.09542376965262733, 0.14198930179139627, -0.29084946919314847], [-0.0912543122012215, 0.06553447323464279, 0.03909950209828192]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.3981040233032282, 0.6028187550099097, -1.4183192123644537], [-0.1886603215583854, -1.833426684371482, -0.9653283374549708], [0.18859512788489863, 1.8335902110989526, 0.9654066049088719], [-1.3980388296297426, -0.6029822817373809, 1.4182409449105537], [3.6232874309837744, 2.335131366528403, 1.1197951540037003], [6.487123431294146, -0.7025525771525054, 3.3818222462991274], [4.921511393806347, -2.2270767954079296, 1.2349067653066883], [5.930177380626631, 0.6106112489071515, 0.6649008487179908], [2.2204371893556214, 0.7865249103777706, 3.2365264271334295], [4.454374709600913, 0.39271490306043977, 5.161462643060087], [2.1194752529319647, -1.8995853635456998, 1.9690749193311092]]",[-64249.671875],"[[0.3825968164084183, 0.24344534558492817, 0.5198485494806568], [0.03550886199409455, -0.3768715321542334, 0.39716248380248187], [-0.5313141332397673, 0.4489301832578143, -0.4711758428732112], [-0.5434703156887681, -0.16750386376839624, -0.0393795005291324], [0.22790492102291507, 0.0005686064624938468, -0.3236829888865137], [0.08507908464573054, -0.04756409773511896, -0.25744809534248914], [0.24590789812849922, -0.13987353983342612, 0.0565617296310427], [0.15460746031113243, 0.03481125961533129, 0.05969420918368986], [0.001092642312891687, -0.06676870627669404, 0.4221961463790459], [0.13698310406583583, 0.01815565443768793, 0.3827971054551139], [-0.18651003445857248, 0.06279892080688497, -0.7492507275440436]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.7842640294824597, 0.879696785017658, -0.6101230523878872], [-0.5734460940494414, -1.7865210349321996, -0.8991146155823082], [0.5735087487621323, 1.7866310755547066, 0.8992598135450215], [1.7842013747697705, -0.8798068256401659, 0.6099778544251746], [2.1842430700092397, 1.6716859962404065, -1.9241923128722322], [4.423520911131295, -2.145866348931955, -3.6440108459674376], [4.865657769491231, 0.20767276340451685, -5.554489809913666], [4.858945014849445, 0.6783448322097416, -2.525759053089163], [0.6179145960666501, 0.26552346674941124, -4.025630889534693], [1.534326725779564, -2.529023420315604, -3.5765884571084645], [2.1960504850418623, 0.9697721718984353, -6.443343841507764]]",[-64250.609375],"[[-0.07531696051431908, 0.2927154226302334, 0.2052015019482923], [0.3190981437793421, -0.23686876860467218, 0.03897703010277098], [-0.34909249553042015, 0.6583935481560779, 0.03569992077535201], [0.19549979877448478, -0.4155759634651319, -0.6174980729451393], [-0.37131640360107954, 0.4286773353794251, 0.32790037172727005], [0.1390169506319225, 0.09490265817657752, 0.00014383391506047645], [0.238543997504095, -0.030477853109347846, 0.32319509608162317], [0.6217357675120688, -0.43068850480312587, -0.13038724380123817], [-0.3435066165665028, -0.3706235423391598, -0.2737743008859032], [-0.15636311336178296, -0.1435302676097093, -0.026563449232168097], [-0.22564085775283443, 0.15744621687668695, 0.12141352317789811]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.3338920733602574, 1.8363100813468933, 0.9198891607261449], [-0.3568007718380245, -0.8657767829665401, 1.8579635879858882], [0.35688562129271884, 0.8657912905503832, -1.858135945463386], [-0.33397692281495195, -1.8363245889307378, -0.9197168032486482], [2.012756901228859, -3.4103217699977875, 1.5326913428395168], [3.410791221090616, -1.1095275738265427, -2.3785351977743603], [5.24846681609923, -3.520233138144625, -1.935806933288593], [2.2487275777161426, -3.7578782997755042, -1.352817624963565], [4.302991806806429, -1.57861453161253, 2.0290729593747585], [3.7307210394522343, 0.5304750348608307, 0.010362982425605793], [6.488410780647712, -3.056868192261271, 0.661401557148652]]",[-64250.46875],"[[-0.004870144127221926, -0.043176872868090146, 0.4484900615759996], [0.21872828882620887, -0.017285644070282498, 0.23924920006799344], [-0.009207434029561328, -0.1500968687041992, -0.4176045649778776], [-0.4779571826221301, 0.25966587873014974, -0.3301168181405496], [-0.10624801708557903, 0.014180999295806435, 0.42137910076596563], [-0.05416510020887442, -0.21482031271047636, 0.05836726211052375], [0.5279069054518197, -0.19317875982693594, -0.1539053430727286], [-0.0037415140635394897, 0.10381549504348941, -0.43118616780541613], [0.28119106342044947, 0.24042671454303433, 0.06705960104874988], [-0.13652277350203104, -0.015803278867531533, -0.004248372364245753], [-0.2291985980028303, 0.016564721772988684, 0.0983779688137741]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.0710058792327932, -0.25491943076808515, 1.7656945347358826], [-1.6277213308555483, 0.9821802577060601, -0.8454289641594961], [1.6278607617832979, -0.982313037831797, 0.8454357061618979], [1.0708664483050445, 0.25505221089382213, -1.7657012767382863], [-0.38777140340585103, -4.530526944580503, -5.085075742409949], [-3.7276582022259306, -3.204115064957815, -1.981588245848676], [-1.053050717130715, -1.962529336262432, -1.1512263335046682], [-1.7889493027465493, -2.1624351296690403, -4.119942924931692], [-0.3842997045413501, -6.1820936583620645, -2.6114069334646715], [-3.2748910868088115, -6.083229873937615, -1.9145209926541584], [0.7100814352152551, -4.230432349629745, -0.6556045155665116]]",[-64249.27734375],"[[0.1441008985599486, 0.3361156679219286, 0.9079171906538727], [-0.6270564113276277, 0.6550017469956038, 0.1254028490425068], [0.20249973383470113, 0.28754081755475563, 0.08497032692204341], [0.8487370481196865, 0.15907850832964227, -0.05268069869129698], [-0.027843874739083733, -0.13674327143071682, -0.20705763376588593], [-0.5147423357869775, -0.14174849213653723, -0.07308339054454412], [-0.6982153300948712, -0.8277774035925598, -0.7231427032081439], [0.05246626856941739, -0.0009260717600854283, -0.32728767750612014], [0.1967678161307027, 0.03505497976057361, 0.01145221401530026], [-0.14289654175310404, 0.19456643639025548, 0.08241932838095845], [0.5701264995208877, -0.5597423223476592, 0.1585967347536495]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.300582752779209, 1.6186538070992942, 0.13475553965129727], [-0.051985308331358504, -0.13095134675724163, 2.0758261477035247], [0.05200905383225962, 0.13088314627112307, -2.076004758579118], [-1.3006064982801113, -1.6185856066131767, -0.1345769287757037], [5.010069497097263, -4.71268238875542, 2.874531260444849], [3.177344142407889, -0.3530892359056077, 2.449193441114436], [1.9269473243018884, -1.7209061204765177, 4.888485550324016], [4.895145045183048, -2.1455471591426876, 4.2526636155031], [2.3589058064521833, -4.702956175273899, 1.5262143372812094], [2.4648165625300384, -2.0484198046704103, 0.18712428411104742], [0.5817468513862547, -4.078126919664397, 3.8247159123682186]]",[-64250.19921875],"[[0.08118118725994727, 0.48313070783368484, -0.37613881877134075], [0.2481391541041532, -0.2871723268465089, 0.1858231381592757], [-0.23107519581287192, 0.11211615191016715, -0.20820444925225487], [0.10441070575350289, -0.33153298254260327, -0.4584916583878891], [0.05688106081974108, 0.18014382525496142, -0.20395847572858122], [0.33549752295907137, 0.3048814266987257, 0.2990907849661454], [0.12555660109632452, -0.19439854326125383, 0.06981340831901783], [0.2900212649861958, -0.12505425868370063, 0.441191364163716], [-0.10766017056448962, -0.17675053285383147, 0.07117912764923362], [-0.7651956897004997, -0.14200529406187695, 0.2551911283210463], [-0.1239429244405204, 0.1641720721887934, -0.08932053302534534]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.0522785701688582, 1.855014041107744, 0.399321551618326], [0.2719139276152049, -1.2571632681809044, 0.1974459075505781], [-1.5101758637733353, 0.81007171543864, 4.206677032178533], [-1.7333383442916377, 2.431783105697972, 1.9311833789738637], [1.4913450703097944, 3.6430697194026433, 2.5639512601676384], [1.1646792594278623, 2.4445423636897727, 5.109873482343563], [4.775468570178097, 2.6705764934450027, 3.0174668943432175], [-0.0011574039700738697, -1.7361141564234466, 3.0901421204388426], [3.66065247611432, 0.4413396224359828, 1.1099711628852023], [3.743522845187666, 0.9946440001265765, 5.3574085623581675], [2.980029824180203, -1.2206239616593582, 3.101510857358019]]",[-64250.46875],"[[-0.6270049892360499, -0.8363859759436056, -1.0353190220843764], [0.13437867797160152, 0.3422571625853445, 0.45261107941713913], [0.527096493288553, -0.058052867442616854, 0.5219861658275475], [0.06642001307370472, 0.44271566922435795, -0.49642321566237274], [0.4231287374319016, 1.0241794543858693, -0.1660499041290329], [-0.7234553495249372, -0.6026088063287762, 0.9314397122252388], [-0.537451874090498, -0.1350203228303098, 0.17820474960365273], [0.12972415593034198, 0.14641170451127347, -0.28607636780871043], [0.886962174114988, 1.5582338708858197, -1.994540033505458], [0.18375015938149833, -0.38361589941930785, -0.4840108483531311], [-0.4655771083863994, -1.4982500010602717, 2.3889459332447265]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.46757492701756975, -1.6436633305907562, 1.1872064870216619], [-2.025530196796897, -0.4306877882503676, 0.20159457806555792], [2.0256915839210867, 0.43072586726905393, -0.2016926657023006], [-0.46773631414175987, 1.6436252515720713, -1.1871083993849205], [-1.904547656769231, 1.4101846770426725, -7.329659705759589], [-2.320446166096891, -0.7379861301065138, -3.1156073143078595], [-3.2082320816836414, 2.180326417321631, -2.8330311827817702], [-3.908936433442938, 0.6085631064040167, -5.369438240144978], [0.4038770638366489, 1.942669507215656, -5.531227818240825], [0.45829924436586467, -0.5992188882595477, -3.986305744858502], [-0.8608085844259877, 3.7553931965994365, -3.544668461478641]]",[-64249.87109375],"[[0.022885437852180827, 0.26047886199799536, -0.24977597070116733], [-0.720332485903415, -0.6725423366537199, 0.9539780149638053], [0.8492044749321291, -0.3275318295969317, 0.5543476307202281], [0.7222279041989742, -0.8201885313175026, -0.7758853140977007], [0.13776826798213784, -0.009953064641858292, 0.19989242810333846], [-0.371598453773384, -0.04198232225410951, 0.37484812427273706], [-0.7748548153824807, 0.11357787628535877, -0.24154092842334293], [-0.3201955426357047, 0.11002034172372922, -0.35032081503193996], [0.12490857989826061, 0.04629295905794228, -0.1949378067356306], [0.38743393829687073, 0.5156267957621162, 0.3479466570637912], [-0.0711434407176786, 0.8252078416764153, -0.6175968033609687]]"
