atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08077216350276853, -0.017522792271421967, 2.5416097601252936], [0.01660909327133288, 0.05096126823247395, -2.5971518293474776], [2.0223045517821503, 3.250285180268887, -0.014439589068835808], [2.1911265456944213, -3.4415198954826085, -0.2568995306631404], [-3.981765110533352, 0.00472283027828723, -0.03247866792918201], [2.6546149978390368, 0.7325263155545125, 1.224257973755081], [-0.5492799987756559, 2.6977046610072626, -1.2838573458087597], [-0.5623866689543847, -2.6523020260902377, 1.3278554336400965], [2.739526043902899, -0.7350683258714917, -1.2445426317326267], [-1.9909685894706641, 1.8049175159209696, 1.2962962683434451], [-1.915859200743084, -1.887963413849783, -1.2590253625644925]]",[-64251.82421875],"[[-0.173727839466703, 0.00919223365929092, 0.11590765698847588], [0.20950275422041215, -0.1829299770208318, 0.2472020379072387], [0.20144768926311013, 0.7422259556135953, -0.0999845492209405], [-0.7568298296217012, 0.07048940313490008, 0.47307599200119543], [0.4127376696984016, -0.14689183258033572, -0.01429458041168356], [0.15362175023767682, 0.03860124774193846, 0.6032726655310462], [-0.26693948216174335, -0.28082313835521006, 0.29475060617070115], [0.6508324438104726, -0.23785463294440246, -0.6897132014733915], [-0.38242028436803155, -0.24807672768497768, -0.717283670093765], [0.01894757007461411, -0.0719293245432627, -0.44725120054570633], [-0.08259899716893143, 0.3080155003362118, 0.23603094846659445]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.06174567077523031, -0.02371411028696319, 2.422679391098218], [-0.015391492817129471, 0.14696077734432075, -2.5120197059641054], [1.734514546477238, 3.398363909440238, -0.13046388007699278], [1.7969103323548363, -3.50417484573824, -0.02578783709797244], [-3.9490223466211405, -0.00011281591669638839, -0.11768751497750346], [2.536559569244503, 0.7496018074442335, 1.3975343120620802], [-0.553667801227457, 2.4759732867671205, -1.2712464515175637], [-0.6333165646441531, -2.692212071005926, 1.191013632917742], [2.745522511929406, -0.7900369049670077, -1.192715474052586], [-2.102625285733888, 1.9512248345369547, 1.2117364580504801], [-1.8959806759067275, -2.033207560317203, -1.263631226318488]]",[-64250.94921875],"[[-1.5253232180550875, 0.02100897888178647, 0.6837317837810574], [0.849940325062608, -2.7032696386652497, -0.792884943352418], [1.9630321753329694, 0.28799214925253436, 1.0571734110049573], [1.0233361320839929, 0.15526494317404665, -0.5751920897622205], [0.21707146903557092, -0.1978103476153518, -0.00378539356272469], [0.9407429970335013, 0.7512865281496104, -1.0505790419810155], [-2.074796034493737, 1.698221259229999, 0.2385178750815734], [-0.22984867608455734, 0.07136023625577076, 0.9826489163439445], [-0.7550686229851603, -0.32719974572952204, 0.17913723781232524], [0.11259334892000948, -0.8167267961124824, -0.018292437201284983], [-0.5224016563274965, 1.067321046556928, -0.7003997405450978]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.12851025249032713, 0.03334165183131548, 2.4826104124792905], [-0.08593230931735187, -0.10720093830729899, -2.5589363279044446], [2.041217482883995, 3.40963119892572, -0.013032183235687314], [1.9694443324135054, -3.3571185920993996, -0.08758710155150098], [-3.8683394202331307, 0.23244050406199232, 0.001259001419155274], [2.4706728434843135, 0.8515253915556573, 1.2849370403680358], [-0.45154841509135163, 2.6786384583801848, -1.2295908713968546], [-0.5428284584131245, -2.4483984439433373, 1.0700198722491465], [2.609756889577971, -0.9385148242702139, -1.2026262038982898], [-2.132682448818529, 1.9246639516420854, 1.442625447858686], [-1.97966498076491, -1.8212208917701875, -1.150473291321345]]",[-64251.265625],"[[0.32465455788478537, 0.3801377091449829, 0.6862360396408982], [0.6609739087114538, 0.7174219955201094, 0.0018544179192813445], [0.3829106454333178, 0.39197353196345386, -0.014072637522224457], [-0.11333243864225775, -1.479028937449392, 0.5225502661721563], [-0.6455513950054286, -0.6963975591575947, -0.4195638495111764], [0.400608740957937, -0.3015865047587842, -0.09115229077153107], [-0.7519118207831967, -0.37405792099146046, 0.15383746591184586], [0.41521426047297344, -1.3612132123308287, 1.858667955150253], [0.09632391336569737, 1.6944736171958064, -0.6618069465950147], [0.746396287240558, 0.630260007632927, -0.5330167186919095], [-1.5245004645898423, 0.40759417498832834, -1.5058033920921403]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.033097380474712904, -0.1282468587250002, 2.4345573399544196], [0.01744208592527857, 0.013542438819438533, -2.404430141879641], [1.9766943740217933, 3.4090503990128695, 0.0055803770716339185], [2.1507242552401493, -3.3914015230321004, 0.03482452880710371], [-4.106388213849378, -0.02333318397304994, -0.04778855792992729], [2.4489559361467497, 0.919151573445733, 1.195227667655338], [-0.48298685222493715, 2.8788739015864895, -1.3885343146713658], [-0.4981635395458833, -2.63986807933679, 1.140140405955266], [2.6241247436325605, -0.928225049755149, -1.255540007125117], [-1.9384684934419594, 1.7152535704179994, 1.1690136584208204], [-2.085844651891718, -1.8823832501915878, -1.2250501243856842]]",[-64251.6484375],"[[-0.3600969259722606, 0.5590476098904426, 0.4993470757894886], [-0.19957263411581588, 0.018765021649512787, -0.4513989578744664], [0.18611927798467248, 1.0741735544805906, -0.18537725720320428], [-0.28191421229430863, -0.7331617835311698, 0.3137459267995544], [0.5092523590238528, 0.07154314463551313, 0.14945111007816472], [1.0153708500985856, -0.8075428105566808, 0.128460406607725], [-0.547626249130089, -0.8400621412705053, 0.31694036997255287], [-0.11443246002529085, -1.008637127206468, 0.10167936993725445], [0.10893965504712938, 1.0170101863780874, -0.16095191797000602], [-0.3602009528635226, 0.34665477985708115, -0.4094888219525138], [0.03164646127812747, 0.31117009138823737, -0.30308160207140983]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.06274609132294465, -0.12069579875123669, 2.4151658518807433], [-0.07426582745720602, -0.1090855986860424, -2.5803501127785884], [1.9807842100929447, 3.6541153075696258, -0.0673104309329353], [1.9126032269748492, -3.3521913764558358, 0.04235984093705292], [-4.095807584774713, -0.06656028720311286, 0.05513425387185969], [2.6342067848113038, 0.8481775247596467, 1.4205303327260057], [-0.5009411345482079, 2.6552018228609993, -1.2609044199875319], [-0.6196671461837863, -2.6355193280285887, 1.2764292718383803], [2.6769647241901624, -0.9247966201052631, -1.256818376117535], [-2.0516174409137915, 1.9920431385964676, 1.1757887714531479], [-1.9768856833961184, -1.8631308268311961, -1.1575168718737137]]",[-64251.51171875],"[[0.1959501534525235, 1.614994089790353, 0.6494723294882387], [0.6013489650851193, 0.29652929631837854, 0.3035216723311329], [0.19271894348404692, -0.840939916373739, 0.5072737397841207], [0.2949778918154752, -0.7217949301878888, 0.08629295453951698], [0.6442817835643718, 0.30693291104222353, 0.07747350019091044], [-0.4014200272967606, 0.2561132292672201, -1.080286612727364], [-0.15148192274084826, -0.04790240367560955, -0.3320321367855493], [-0.19304264555052938, -0.9986021060350528, 0.07857892089355921], [-0.38104258369047816, 0.8871781468996149, 0.1988430574805095], [-0.10959024734977217, -0.8644644948287683, -0.01219330919912006], [-0.6980780331103584, 0.1185060666979956, -0.4701784085628759]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.13829405273917048, -0.06706495448936808, 2.612334160888272], [0.05221581322637166, -0.09084436473635914, -2.3516382202757504], [1.87696895278277, 3.3891309642092167, 0.07561718342337999], [2.0267976956576907, -3.4618541750676806, 0.07456130473528687], [-3.967791184298852, 0.16637910834034994, 0.017258225658098467], [2.6888114215145484, 0.7522170034412581, 1.2463708036738017], [-0.48034688366937583, 2.7970737079422445, -1.235842716545235], [-0.5143216918426942, -2.500483085363194, 1.219200268159774], [2.722212573126074, -0.7689794406790788, -1.178771674080927], [-1.9748661785058552, 1.8328245845278175, 1.2358918281481464], [-2.0111384569016404, -1.8134028786577328, -1.2770870900533853]]",[-64251.5625],"[[0.8861414775334058, 0.9310653593985523, 0.13106832940418664], [0.22982512476661468, 0.7772901656396071, -0.6599171847295292], [1.412512919330711, 0.33890145973315794, 0.6233288239091502], [0.11693841281415362, 0.3427173903049661, -0.1360277330264112], [-0.11531146925872242, -0.6128037502049984, -0.36704297068050334], [-0.540860130320277, 0.5015309205967078, 0.8244339391981689], [-1.0415467515953685, -0.9282643980703074, -0.42126021289023774], [-0.37538574224018334, -1.275339862058587, -0.19482375253651096], [-0.18101203584916162, -0.645743199407014, -0.2847183103701397], [0.15100873665414902, 0.47606238139166995, 0.08784482184124455], [-0.5390140772326327, 0.09046847979772898, 0.3885347824333691]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.03859824092181915, 0.020805213716733193, 2.4581902173756047], [0.21085234165262268, 0.0056000576645945386, -2.4893582875854574], [1.878065828596274, 3.489312217612844, -0.06458355216971184], [1.9582593169526616, -3.667024409383911, -0.14711770394781015], [-3.960239207346308, -0.03300586693881364, 0.10720845995309601], [2.613194842076571, 0.9863302654544754, 1.2316909371319267], [-0.8627312657339572, 2.790507201848281, -1.4755417174487309], [-0.49228659311315587, -2.584904855176359, 1.1616400435407999], [2.5507868869873214, -0.788520556445906, -1.1740625317658064], [-2.0444038652915637, 1.7207856845660816, 1.3055131333605088], [-2.0232810240074337, -1.7327166974343502, -1.2617566149753865]]",[-64251.5390625],"[[0.28512331076340675, -0.04716806535462308, 0.37478466941173], [-1.595638300299539, 0.6886374513175831, -0.5633588380483284], [-0.5533886087123016, 0.1553808485684631, -0.4254651515848323], [-0.04105744965719967, 0.8008610239770564, -0.09288377543914003], [-0.5190432795265478, -0.2973371373770664, -0.22721277967027736], [0.006916775253716649, -0.053569580966311474, 0.10296080845937418], [0.8970455320524862, -0.7695855936584997, 1.0141608882837592], [-0.18483208018829603, -0.4843230832931917, -0.08174657315684561], [1.1817711957817216, -0.7716851576576228, 0.515980065531256], [0.3017394340591366, 0.9858802805786958, -0.4855996881387031], [0.2134677060136129, -0.20078311015155817, -0.14475385627880397]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08530049732103089, -0.12670688336591013, 2.549583636623883], [-0.1520286626260086, 0.0014403074585475281, -2.6220684495283644], [1.9076391997089839, 3.492432268422926, -0.014625440928375852], [2.202470052836376, -3.3821294794484813, -0.0643313770589241], [-3.961124192401061, -0.2170966464079217, 0.21737145444765849], [2.583241054117861, 0.6796061221566095, 1.3636147388776614], [-0.8569015719767754, 2.750488998782325, -1.2456510380537733], [-0.6571122024703338, -2.559763125030762, 1.1674527998436999], [2.670402009304856, -0.7929109755905915, -1.2308268907699913], [-1.9251736135136706, 1.7303859164940412, 1.2097429454807382], [-2.0716877525541713, -1.9919616475439539, -1.2191521206405964]]",[-64251.43359375],"[[-0.5462877320863179, 0.47059096800360484, 0.3262948711840268], [0.26445888046402843, 0.054717784849153024, 0.4765604557706929], [-0.3731289809071068, -0.7028577165225185, 0.141260445065372], [-0.7694848063590071, -0.23620737766279803, 0.39712977935223837], [0.037364710990184506, 0.11590174344794442, 0.07049181997320424], [0.412504727623554, 0.9396651899940298, -0.7780548121413696], [1.097718187551335, -0.37890213912855064, -0.4299527575168301], [0.9947531624804516, -1.1665199176406507, 0.3930043392112232], [-0.5509352607231228, 0.5119127323537238, -0.37897500423231645], [-0.5159970348214767, -0.18914865624370605, 0.7388449530923524], [-0.0689248345765528, 0.5711179174465084, -0.954178046900043]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.06888592701127683, 0.17172714300651296, 2.295695947710222], [-0.038716111208142806, -0.06964535537016824, -2.5539521240951295], [1.8623373931073668, 3.543315190595825, -0.07757287736783813], [2.004224219061798, -3.338861726868909, -0.023310432493744385], [-4.083266063227468, -0.0749227060864868, 0.04572739271655575], [2.7767405241222125, 0.8539267274225957, 1.129567082353379], [-0.5333736902815307, 2.88510960766228, -1.18497901496162], [-0.6730552910269095, -2.6901975340627007, 1.2139803999489172], [2.4676782923694405, -0.6570571851439391, -1.4311915351175961], [-2.1935860379825782, 1.8381549039734064, 1.17529160748336], [-2.0589565078037766, -1.7678648231705902, -1.3092443701156533]]",[-64251.51171875],"[[0.6835950010174604, -0.6194510839832655, 0.3450029480093263], [-0.8777761316755232, 1.1122860660953366, -0.44890616914104753], [1.6045641469556198, 0.08837544640423625, 0.8043788092618963], [-0.19424350565514664, 0.29425145192775504, 0.03611806979743551], [-0.09048030687879188, -0.0951537522497521, -0.1188566110962817], [-0.9513359478985359, 0.2940462777823595, -0.07047006842846681], [-1.4267604382441827, -0.8777308802349346, -0.8531326085077601], [0.407964516891872, 0.4896599250675976, -0.27063235966840576], [1.030235948331907, -0.6762205588642827, 0.5534312890483111], [0.08566935883495254, 0.42597896112387795, -0.2573086900522216], [-0.28315322759087663, -0.4429030513260676, 0.2830333112733171]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.15185629653484398, 0.13391161062142193, 2.5963055595367694], [-0.07207561198367685, -0.05766544739545065, -2.5568192577989097], [2.170193923004037, 3.4392978277804436, 0.0860630343120374], [2.0788383018411514, -3.470456133524517, 0.08983465460668753], [-4.037978685549682, 0.07075806187169265, -0.005580681570326804], [2.6024613765227707, 0.9255926159485379, 1.2340988225811], [-0.6043757890516451, 2.7182965085922923, -1.343561245141637], [-0.6726956378003739, -2.7146304425692307, 1.3347663930232627], [2.4574611200307457, -0.9642350434024827, -1.3233277369513308], [-1.8948147859025941, 1.653250834585287, 1.0972208734922821], [-1.9682763990270367, -1.7446394883338305, -1.297838311777009]]",[-64251.32421875],"[[1.4054269551112852, -1.3789733743199823, 0.36880746833090533], [0.3997509176262355, 0.8195287858825588, -0.5461694612756889], [-0.9199998395119173, 0.6552886822666081, -0.7556090691676434], [-0.6822996785306147, -0.0256723609494249, 0.2994276510880718], [0.06294711927481231, -0.49209522390263244, -0.35116943380924903], [-0.20581069946721497, -1.256749233290451, 0.10828011530055202], [0.863341950569624, -0.08259220945284314, 0.20407057588822092], [0.4960157984308015, 0.3942962164179332, -0.437195507693477], [0.46990402028221656, 0.4744837746023219, 0.538948256955413], [-1.0472283784938037, 1.7099069295410627, -0.3042012666934256], [-0.836473393499288, -0.8062557156044874, 0.8931883609632327]]"
