atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.063084064659785, 20.465296257951398, 15.598205188677237], [8.903951441909093, 16.914276594542372, 14.440422491105153], [7.618512121570224, 19.243730730856292, 15.688147028411553], [9.764898888644929, 19.866967102004143, 13.897741766104497], [11.295656627399119, 18.897136057929814, 17.988454774071748], [10.688132225247553, 15.995143942882786, 16.605602059310275], [8.26562306990033, 19.656618522277274, 18.355563925532913]]",[-40889.921875],"[[-0.03989908476906235, -0.1799892504476784, 0.1390410161707809], [0.5068906966239575, -0.41717056252496065, 0.03940739187160422], [-1.659971964851656, 0.2634802666392106, -0.2485609180992746], [0.7100156716701534, 0.17436305656396403, -0.7018056205288359], [-0.6193261283007313, -0.5815262630027785, -0.22650937687958414], [0.1300059489921885, 0.8040044564352096, 0.17278753510011066], [0.9729851626737214, -0.06351476774374006, 0.8312849044590841]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.106108364639004, 20.35665653864739, 15.718234230205802], [9.049796521690618, 17.054430458728337, 14.392239714887966], [7.57436126992546, 19.428836741963572, 15.522503883688747], [10.101910555230589, 19.90285134813133, 13.722654597436062], [11.319425764057238, 18.806433667923244, 17.98829099674514], [10.795556702091258, 16.210170952059652, 16.70523396304679], [8.401608841804311, 19.635747846043024, 18.623883880712906]]",[-40890.0234375],"[[0.59899434751177, 0.5051641998992314, -0.20191131084077593], [0.37597812473516007, -0.03233308504033887, 0.36443993298274163], [0.23167539446576843, 0.19421820598609033, 0.7455622209151654], [-0.6612999247720572, -0.2961022358478246, 0.1681798585842785], [-0.5588686610117516, -0.20712715643369917, 0.6279737814413763], [-0.23653164537228785, -0.0632777633236578, -0.42297987047678376], [0.24546859920014977, -0.09487669002033071, -1.2884339834579677]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[11.995576843289847, 20.454921743795754, 15.532335563038036], [9.16138568163599, 16.90460659702247, 14.482606318388743], [7.2625658189416775, 19.43535941184703, 15.627842304704863], [10.155843110038054, 19.83448898138276, 13.630269269568487], [11.44420118064917, 19.03088913428991, 18.058607593839493], [11.002652828666994, 16.154542711966656, 16.79332423437427], [8.34137183918132, 19.73146651775054, 18.281633312207067]]",[-40889.66796875],"[[1.0557551897192408, 0.5232321231064785, 0.9625613904899778], [0.27839925522450554, 0.5606447800548502, 0.6664426481507568], [0.9816821810222811, -0.4558363244229927, -0.45720250655203276], [-1.595191956544643, -0.864509232048441, -0.35077240384017655], [-0.8280838792583637, -0.5515374134154993, -0.3933976153676105], [-0.4769781574205797, 0.8263329570401384, -0.372664382309701], [0.5800627902764732, -0.04704702803546717, -0.06257610888407819]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.137087944635294, 20.51931794516265, 15.472645618193589], [9.047124971436496, 16.850061074411006, 14.471336695471965], [7.603070876965758, 19.539522383612354, 15.717184942869483], [9.818904153346683, 19.754161642121908, 13.851307755633002], [11.309044551620023, 18.90640396422098, 17.81947271949053], [10.849536243627899, 16.026836955082878, 16.64072417885058], [8.548267324173358, 19.76447837964107, 18.36427993868914]]",[-40890.12890625],"[[-0.1085465331570168, -0.2003957989577939, 0.021973045396896932], [-0.09897744755738855, 0.3699103179289752, 0.29771940920585604], [-0.7919912274007952, -0.48866783865478636, -0.4236021292069672], [0.5446602228878793, 0.13633873383627398, -0.5462944169582229], [0.31632160794459674, -0.4939624114699153, 0.10018401551417093], [-0.07152771800803978, 0.6962191244998196, 0.07441069757235126], [0.22156992502889175, -0.011412161348170283, 0.48075403018304874]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.050069033682835, 20.474467222307954, 15.648037595233086], [9.079259260395405, 16.781058288744283, 14.46598172461707], [7.601885697620594, 19.42843850286435, 15.311092267298292], [9.966818201040919, 19.722775213135066, 13.66336203080834], [11.154349745497255, 18.985293741146528, 17.889233171141758], [10.667890666411303, 16.164073981352743, 16.519232895791106], [8.58019472597528, 19.943097047101073, 18.100220139153134]]",[-40889.73828125],"[[0.2360285830503819, 0.17375349909040036, -0.9594920058436968], [-1.239593795098253, 1.0543801629904492, -1.569256710436445], [-0.5796401006837034, -0.136115459114643, 0.7206183927325879], [0.7534457417749638, 0.04155131256692238, -0.2777321564304663], [1.046303809287234, -1.2224779519165696, 0.3454544339733797], [1.4225597675831891, -0.2016021098041184, 1.9407057316117038], [-1.6402999294976384, 0.26776218420489717, -0.20212640944984603]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.063547157361638, 20.260335009385845, 15.52166034189492], [9.021982363740696, 16.897436795894365, 14.425745414902208], [7.388100810753411, 19.38605998580333, 15.53477397242717], [10.008413166377483, 19.83547123223005, 13.65688626217357], [11.221481956270127, 18.65266823902877, 18.087383970192267], [10.86101058508148, 16.265350226261695, 16.768562893715554], [8.447173677687367, 19.613321708716565, 18.13469976083394]]",[-40889.91796875],"[[0.4496746208775867, 0.0988216386199077, 0.6610566982788941], [0.2877413637119092, 0.3586301622320944, 0.5035019807889779], [0.4398061558607923, -0.3506515105028771, -0.806210464163899], [-0.7953115518539762, -0.5062853557619031, 0.10936558423166862], [0.3227831537059931, 1.4245343758997782, 0.06837425824202888], [-0.5740489766664452, -1.3579864760843194, -1.257594098255075], [-0.13240319547945573, 0.33462869529977224, 0.7067817363308233]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.158945283402359, 20.49383898302578, 15.464175084129435], [9.050395937650132, 16.941818779795447, 14.616426175110467], [7.40017198170216, 19.269259816461478, 15.648451788778933], [9.983676354119773, 19.783550332260695, 13.74495509088816], [11.296875608519917, 18.855997481091364, 17.992932773051304], [10.857324103862448, 16.200144864740764, 16.824451611146273], [8.365102274215669, 19.743857262714616, 18.156855683458033]]",[-40890.1328125],"[[-0.09920020805810373, -0.2524647804476809, 0.621357300918056], [0.2625864992654962, -0.11993421244738689, -0.03476159101707626], [-0.1449515227988292, -0.08539790161351313, -1.448266699604782], [-0.526734481763845, -0.2648888719938023, 0.012875274119834502], [-0.16844236836178336, 0.4333251725487795, -0.29283101949210044], [-0.15912977615494536, 0.017919683601646395, -0.2459392656043617], [0.8406457820099138, 0.26687777565184995, 1.3908986715777987]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.085017690308073, 20.351771125412895, 15.688404776801587], [9.141994255991335, 17.0669771915604, 14.45736870135984], [7.50401499953444, 19.571637295827106, 15.698875345876695], [9.93123512743526, 19.86346602703025, 13.719481805318539], [11.366532081158834, 18.82715671644984, 17.981225801549396], [10.73221667419078, 16.2741518255121, 16.54920730359782], [8.51824363170977, 19.7643404261026, 18.234846757694438]]",[-40890.02734375],"[[0.17140952589000777, 0.5154956694285928, -0.7902377340779909], [-1.0585741487795377, 0.28796864935668326, -0.7199211091707924], [-0.2086652426148839, -0.3761314139901536, -1.4705556051991957], [0.21172048618598113, 0.3228170408643429, 0.37673197259769114], [-0.32945984949855117, -0.3627194012206388, 0.3337100396337342], [0.7309706882090381, -0.48551910972120066, 0.9948971443368696], [0.47533013080760156, 0.09825419583934626, 1.268979463551324]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[11.996151612428157, 20.5622275662346, 15.617175874404973], [9.052927799791918, 17.044635054350444, 14.399027355017113], [7.493261677621745, 19.387020029757984, 15.531982374389214], [9.94948546995777, 19.742409328580248, 13.694777472667395], [11.19836758767349, 18.72035299566193, 17.982130655200873], [10.755363136533008, 16.116796604577992, 16.878822542543542], [8.459326705397798, 19.681060860298146, 18.33292140073291]]",[-40890.1484375],"[[0.000380462799607938, -0.34353896106210524, 0.31998666609971554], [0.2274031442532985, -0.8200327223800217, 0.737219500777577], [-0.01315893380360533, 0.013029051884698026, 0.14611865001137136], [0.10304344376053975, 0.5248426630146964, 0.1028296821258507], [0.43839477371325536, 0.6962247809298932, -0.09237310264768052], [-0.45062258713582415, -0.19477089062636893, -0.9341949078919795], [-0.3118032001797437, 0.11067972720403182, -0.27574638952000485]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[12.004937277066288, 20.389479837398916, 15.574752831822607], [8.924162880310195, 16.98082746716476, 14.496562761937376], [7.548224671369779, 19.434856430021167, 15.621152283971584], [9.950032334985588, 19.83661375058867, 13.754202086042449], [11.289790331423262, 18.776571759247826, 17.97814645530867], [10.773130300720563, 16.170397979184365, 16.555391534303016], [8.15788861436597, 19.536410972264765, 18.16420176055949]]",[-40889.82421875],"[[0.5762899514174074, 0.13425850454358412, 0.5990154305693169], [0.12222393534116484, -0.12965782143220655, -0.28483843237606554], [-1.0237259115381527, -0.0342757242425939, -2.678084640873172], [-0.5281059089462259, -0.1859182690286947, -0.41971744729871935], [-0.6256561877739633, -0.056827170467767515, -0.20979107788788906], [0.0964883612145633, 0.14667436855505306, 0.23058154373372466], [1.3811762967231769, 0.1327796051898055, 2.760596014798055]]"
