atoms,coordinates,total_energy,forces,charge,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[3.477384345261341, 3.592591035480272, -2.8615455232787683], [0.9813893914425493, 3.934686458735825, -4.211072824260386], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [3.7912896552824575, -4.231493865435548, -1.2791749769006981], [3.0150773535926483, -5.1926048974525525, 1.2980336043042888]]",[-64248.5],"[[-0.9693197959860531, -0.2258054084458835, -0.17957170306406636], [0.7493612850409361, -0.09448295106511921, 0.45555499415997036], [0.3331365804684581, 0.4451122472244346, -0.21595447836231713], [-0.625357425421896, 0.09066717475958574, -0.16359233952834484], [-0.15897360726282347, 0.024136542482478776, -0.19062971532533093], [-0.03340961681193921, 0.05252483833172455, -0.22413316202777223], [-0.14340160953658157, 0.07640767449877658, 0.43329185103343704], [1.0595151730554122, -0.18546601173326763, -0.6296285443483511], [0.11162687070880403, 0.015419088994726035, 0.07056458223278687], [-0.7752471659412197, -0.01741224525974713, 1.3983214504970596], [0.4526728887712157, -0.19066751056264064, -0.7592389546121229]]","tensor(-3, dtype=torch.int32)",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.8710346428542326, 1.3831143565240662, 1.2876366052793455], [-1.6661528729638604, 0.1066781117922867, -1.241555197068663], [1.6662857228667631, -0.1067683827053949, 1.2416615881657793], [0.8709017929513309, -1.3830240856109595, -1.2877429963764628], [0.6924688748028354, 2.0025098558358305, -2.5252843047040168], [2.1688957443161434, 0.6110709922012675, -6.818291238357337], [2.033632316303376, -1.8326364334290461, -4.975858322492964], [-0.11416207109768273, 0.3457601107109194, -4.785188396467465], [3.647844152104929, 1.7100023187112168, -2.689352431254707], [4.082716282298264, 2.406747011248643, -5.548788680834513], [3.8959046044524204, -1.2489864061801093, -2.810458908625528]]",[-64250.640625],"[[-0.20465169694514207, -0.016715069684343966, 0.12677180796449197], [-0.6690934569715944, 0.7143721512686279, 0.09854971859964409], [0.08662323863372144, -0.12735056360520056, 0.009338863753425124], [0.7683159822174429, -0.15078294225003072, 0.1743208904488702], [-0.3719694641641181, -0.22605639967487495, 0.0800829656501194], [-0.18427075663663237, -0.18830399696744848, -0.039680623155203064], [0.009504036653782296, 0.07489267683671035, -0.16772955532833136], [0.0021575238954241625, -0.1449974427266082, -0.5085246850059347], [0.5281059089462259, -0.17805680824618328, -0.1413471941338638], [-0.0545902066399484, 0.19516180136654368, 0.28914667805263994], [0.08599516920718972, 0.04228213875905409, 0.08627608809347945]]","tensor(-3, dtype=torch.int32)",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.026775411918713684, 0.13257724168254117, 2.6587112177721473], [-0.08324685202999216, 0.01942913453256995, -2.515230134959718], [2.0884397388242815, 3.3949220728211715, 0.013599304231788404], [2.103751025946562, -3.2840634847197205, 0.046156652686326516], [-3.900534964091708, -0.05456253388330188, 0.03179152348280686], [2.6562272169606156, 0.8769355650473807, 1.301371330932709], [-0.3979973580872409, 2.7064058346500732, -1.1817037186972297], [-0.6969909183274282, -2.8256452138980674, 1.2846383876015457], [2.4046245126203534, -0.6872651366273798, -1.2713423084052478], [-2.003264149694801, 1.883429311373906, 1.0907550721867167], [-1.9524399544997855, -1.8013863764483764, -1.3144119395971336]]",[-64251.640625],"[[-0.01905718140502143, -0.49091889213569784, -0.5806392319230609], [-0.04481621943200993, 0.4851595664568884, -0.6285980456331313], [0.4246713487571452, 0.6068002210132858, 0.10815263993553056], [-0.5305428018660997, -0.24752897956549058, 0.3062442149697216], [-0.3205011955480434, -0.02102517169842433, -0.06684681643380078], [-0.3654428180347842, -0.5821484703108704, 0.23195564486486767], [-0.4330571091853842, 0.24049088931332352, -0.7307773411447055], [0.7541497102086643, 0.9079650131990401, -0.3349576424195957], [0.8974085720190259, -0.13483432912507276, 0.3038093789335109], [0.0024460085140477375, -0.08563943117765424, 0.7690322919531222], [-0.37534393607973054, -0.6957475839200508, 0.6296198025927829]]","tensor(-3, dtype=torch.int32)",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.6301862367929023, -0.7314589130809914, -1.8432438430554094], [-1.7559120214610582, 1.1042749238414176, 0.16203329427334334], [1.7561030209468338, -1.1043001308586624, -0.1620323983296117], [0.629995237307127, 0.7314841200982367, 1.8432429471116791], [0.6295414876447807, 3.887174997530937, -0.3348428916083366], [-2.7663183545767875, 2.0884281090041545, -3.123837783617126], [-1.4258037211525303, 4.428570870738631, -4.5768737772443195], [0.2629173336130901, 2.51378092954974, -2.8808230895948808], [-1.9097346380604456, 5.430202954803833, -0.20118841315484315], [-3.8721343595472044, 3.247860008597164, -0.6883323342497047], [-1.8893691038122398, 6.743542116976979, -2.866997958308272]]",[-64250.13671875],"[[-0.1955144540705845, 0.14016721139842717, -0.3803200518817179], [-0.6587313912977443, -1.0209110662451821, 0.6187064920972184], [-0.06384926844945389, 0.1750529867666639, 0.5810896894452827], [1.0577169425129351, 0.12722591645521586, 0.059930647960764756], [0.026971982323126545, -0.490236880935101, 0.19085520119689975], [-0.24746753016605505, 0.08540525497260876, -0.44696549940489994], [0.09999442226252343, 0.11254269815980532, -0.22901702659746895], [0.15417119528618603, 0.118704196016845, -0.36158209882121173], [-0.22496347454047957, 0.5100984581186745, -0.09457551082995931], [0.07100280129721322, 0.2021180276489188, -0.1347780733568866], [-0.01760646135742747, 0.037201970354758966, 0.18141261394255295]]","tensor(-3, dtype=torch.int32)",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[5.245671654443196, 2.690638258921219, -1.809140417058412], [7.827284661061341, 3.8888899791811986, -1.5489268064420298], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [-1.620425660586469, -4.780603554533704, 1.1630361862847058], [-2.5514174652583126, -7.068795259611395, -0.2742101407739217]]",[-64248.75390625],"[[0.8801981121888393, 0.5646942697666049, -0.17134082597565975], [-1.176264918215567, -0.6148842880302378, 0.06912394091514217], [0.41301257219997667, -0.06877313940639816, 0.20843651715154568], [-0.17556407093485601, 0.025299144550962115, -0.15872544424886884], [0.1382090067290515, -0.013952479520834523, -0.03946722661736419], [-0.25994936872101837, -0.15482780397354343, -0.23767748383891685], [-0.2577253632602769, 0.14775819197923915, 0.4865445176493543], [0.22229199403882774, -0.38800384933782794, -0.3550325698611257], [0.09171171170580637, 0.024884327680412852, 0.03856130306120079], [-0.42906176693606096, -0.4541394468230156, -0.23464502025438858], [0.5471310543881944, 0.9223750259218977, 0.3914450671283084]]","tensor(-3, dtype=torch.int32)",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.02696946889668521, 0.015691324905019493, 2.439801227123703], [-0.0014895341057060117, 0.0304296719403448, -2.6003573049255766], [2.1867478572462273, 3.4860012600910526, 0.06888637030894432], [1.9451373945554509, -3.462552758665269, 0.04055070133444463], [-3.951295843832763, 0.0355739791148005, -0.0374547733101423], [2.43430817398581, 0.7339955336701964, 1.3547628425944251], [-0.5804658510830307, 2.6748710862416947, -1.2550642435146966], [-0.6366817759652585, -2.6403016973240376, 1.2643215388047488], [2.6251622651311237, -0.8002376612798336, -1.4333218661488947], [-2.083444035865035, 1.8173507708300287, 1.2138340805127485], [-2.069314792680915, -1.8598343755628428, -1.361642832693867]]",[-64251.6953125],"[[-1.0682415019961713, -0.19597051660078832, 0.7833240338653507], [-0.12709756691463758, -0.08755418417964661, 0.0250296979333034], [-0.7593099170985004, -0.550621585964498, -0.14702398735569078], [0.09358902942513007, 0.4577655270327185, -0.2961906818453385], [-0.3545559384942907, -0.3662183145978696, -0.3325803991259522], [1.4428987474649713, 0.35903917354850445, -1.2954376723308691], [0.5779724822538341, 0.21064550736154644, 0.3762626431678602], [-0.06913540804156404, -0.17381201743061592, -0.5965384284180125], [-0.28057194143785236, -0.266774108715229, 1.0362693023367349], [0.2787851265997056, 0.43710994133309145, -0.011807412112874175], [0.260345164559893, 0.18141837321680968, 0.4581095408253742]]","tensor(-3, dtype=torch.int32)",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.7725694819240454, -1.2745831830694574, 1.4519947674033267], [-0.7322755229622219, -1.2538374121229925, -1.4901574498758916], [0.7324110295956906, 1.2539399530726003, 1.4902482260067835], [0.7724339752905774, 1.2744806421198507, -1.4520855435342201], [1.5734573687331816, -3.7146333989754, 1.203813972291391], [4.405150198925462, 0.08776740569771979, 1.4667032659262584], [5.885939158174491, -2.1513919602194216, -0.00909842084968604], [2.8869284300567557, -1.7316234455991135, -0.48292993260380657], [3.536291648832387, -3.890590164678337, 3.431602751458703], [3.820731747663466, -1.006690475586495, 4.104773617615233], [6.048560391261571, -4.3403899107826405, 1.909104477196364]]",[-64250.5703125],"[[0.24381918419069906, -0.5894694334888072, 0.4439034166956228], [-0.034555486131823125, -0.07085624833621637, -0.48169921964834095], [0.10830860313928614, 0.2881599395373528, 0.003914209501673584], [-0.19034437413916552, -0.10024356229621807, 0.34491049108866934], [-0.6473079736537275, 0.44105746103724736, -0.2589487462410052], [0.02451993531286482, -0.21450386115890632, -0.16334613055387018], [0.1312579226558341, 0.15213390343996366, -0.13994928457432027], [0.3989051784860548, 0.1941962487529866, -0.2856937360252797], [0.2648738567430616, 0.17020018114028015, 0.37257655337728607], [-0.16705448611009752, -0.01766908318055096, -0.02599355876004755], [-0.1333796495764273, -0.2568405947525886, 0.18970339776764775]]","tensor(-3, dtype=torch.int32)",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.01476012986404505, -0.11182747414612725, 2.586653646952811], [0.07817809036372526, 0.0069971344183113295, -2.62550930765177], [2.034609811398718, 3.4227805275704397, 0.2060397131828221], [1.8862829581708687, -3.3991870478319157, -0.15957168613879308], [-3.9697101157943386, 0.03590673383411867, 0.020958691688176836], [2.6392111096931985, 0.7482996696759179, 1.2890196119347328], [-0.6366789515529035, 2.6794333302409585, -1.2503652327607193], [-0.780629439455187, -2.585863924529572, 1.2522955645526375], [2.6210583803101297, -0.9302527004640508, -1.2930305593756362], [-1.9201409003495276, 1.75462075626235, 1.2976752831602907], [-2.0132729142728207, -1.864429786815711, -1.338905486277335]]",[-64251.8828125],"[[0.28824751135930987, 0.272370014987004, 0.0808794938486601], [-0.32009218423163327, 0.17220754532920424, 0.24393056444105662], [-0.48427916882698424, -0.12969263418820476, -0.2680112728165002], [-0.5683236409901687, -0.7917587995468633, 0.5765594031772752], [0.19761638348592017, -0.2024933574953455, -0.15645922125094192], [-0.11419992932717588, -0.07823999788796968, -0.2696653158141929], [0.6610911510802512, -0.29224213369935104, 0.31210077982370465], [0.49863837652336285, -0.5612320203406691, -0.42789479398979346], [0.1072509021376216, 0.8780332421334123, 0.021134829308714072], [-0.209072916956913, 0.2510351948797254, -0.17535930816619308], [-0.059060329060809845, 0.48876893448682845, 0.06660652099985755]]","tensor(-3, dtype=torch.int32)",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.07719111892723912, -0.12144809994816669, 2.5775423417136087], [0.044756995364514905, 0.023860157647563163, -2.567864771929177], [1.8629017320449217, 3.7048108474734462, -0.11620854331831823], [1.9422555682421032, -3.468137409277635, 0.13350445442357045], [-3.9222907628668287, 0.016591282397080354, 0.05590261235680455], [2.453298309182388, 0.7147167087408988, 1.336187352434267], [-0.4508414260735331, 2.7020677117921506, -1.3819183353756304], [-0.5335582955914326, -2.5630812586948637, 1.2855936423078735], [2.5785534155157976, -0.959127406959672, -1.1615889501422014], [-1.9610238325528915, 1.745554362537731, 1.0979359448431047], [-1.8962867019614793, -1.5734829408515156, -1.5502005304565623]]",[-64251.09765625],"[[0.07374827818864556, 1.1253174525429923, 0.5223867439209389], [1.5132400549761273, 0.878915645224888, -0.9806465400979034], [0.785824175957865, -0.7168748644657212, 0.7401078796615042], [0.31840265999075185, -0.3067110247170652, -0.057211602024403424], [-0.3844329450323881, -0.5468765150348841, -0.5187877117314059], [0.42587102615365613, 0.8448109714277187, -0.6212822246643523], [-0.8552625115409141, -0.0321839404059265, 0.10896634311265828], [-1.0509153424599347, -1.0419735549554645, -0.9943680110145336], [0.23700318595205663, 0.45202018816281814, 0.04976955524742832], [0.3644321682469134, 0.8341979659469687, 0.25152452750318016], [-1.4388034920917123, -1.4855004076744627, 1.5011445505951881]]","tensor(-3, dtype=torch.int32)",real
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.006391659115816331, 0.0770615771474778, 2.626080105499324], [-0.11914185519667915, 0.03156141458502473, -2.578453478823425], [1.9555632478891305, 3.569455824039883, -0.011357430298007877], [2.082562276674489, -3.449354760578147, 0.15066115273649414], [-3.978760947775938, -0.00543646608706368, 0.036131477255418404], [2.5310978307778917, 0.8679777285501159, 1.1481552398716859], [-0.5723408663990753, 2.667229148893189, -1.309269163675009], [-0.5001717000955993, -2.5874780488657927, 1.3319137299027688], [2.5874449847354875, -0.8388698109940653, -1.1072199197575863], [-2.0443197434881153, 1.8133999215612457, 1.1640983239041456], [-2.0798373382750244, -1.8331869649988481, -1.347495963667335]]",[-64251.91015625],"[[-0.10166276060167481, 0.0037730928841983556, -0.3021263338761683], [0.5787263301163652, -0.3040249917634968, -0.01277550497775518], [-0.10042482516902995, -0.32891739785449653, -0.04475723829297016], [-0.13946699677741173, 0.12448681590313918, 0.05693243148922734], [-0.2171014481149608, -0.31406001293491187, -0.19989998715080037], [0.1266801223752087, 0.7079294774148406, 0.8653103882352238], [-0.08787258977069658, 0.21986548838145273, 0.18050316283090734], [-0.33869700549704446, -0.015473940939812116, -0.3905654922518695], [-0.22977992474811773, -0.35142901252753395, -1.100378252348657], [0.25740171261588596, 0.2702020081839908, 0.2895273043744991], [0.22815904899949274, -0.015929967474551852, 0.6684907900583021]]","tensor(-3, dtype=torch.int32)",real
