source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,480,0.018496399103532898,0.018316816788570004,0.0,0.09836851046568804,0.018316816788570004,0.02540426621005372,0.03302030647428799,0.04004528376133542,0.04767096627185583,0.058324965423435085,0
bi11-3_samples,233,0.2263354391139081,0.23214176244304968,0.0,0.5484766932966205,0.23214176244304968,0.2987980088544972,0.3627506789265185,0.4185662016834263,0.4537167725094601,0.4806620151810567,0
bi4-2,481,0.005056291819998163,0.004300741799896072,0.0,0.04187600047860131,0.004300741799896072,0.006405804029325375,0.00977619084200002,0.014082138774334762,0.019571381770523234,0.026743066867384445,0
bi4-6,486,0.0057993749652231015,0.004283340551398621,0.0,0.06504951010340414,0.004283340551398621,0.00774556972587039,0.01253454923267653,0.017791580946817882,0.022901655827314734,0.03025747565814351,0
bi7-3,481,0.012540813321760286,0.012054149724494199,0.0,0.08508264804605471,0.012054149724494199,0.016937398469248046,0.024779444908292775,0.030270938908257126,0.037536330160861005,0.039933165505652034,0
