source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,480,0.07743507154066591,0.0845570036068396,0.0,0.21151273600035325,0.0845570036068396,0.11694736228630055,0.14155758820074957,0.15337392044996934,0.15851229009018808,0.19926136491244315,0
bi11-3_samples,233,0.19506414538299563,0.22274781167569452,0.0,0.5942558926660887,0.22274781167569452,0.2789849344766935,0.3304627309032839,0.37923093176753103,0.41183073156011657,0.43700592231499197,0
bi4-2,481,0.006585812945944482,0.008085238379416394,0.0,0.015590329177814062,0.008085238379416394,0.009089694520927871,0.011139580052017376,0.012881504665436675,0.014735294333394221,0.014992879096614927,0
bi4-6,486,0.013394798019796345,0.009220091532408645,0.0,0.037692831741269965,0.009220091532408645,0.0235560081073444,0.027386226370335887,0.030245918803130968,0.03544390818980885,0.03603749018192579,0
bi7-3,481,0.08079829685450514,0.10230849844073847,0.0,0.19667164682874116,0.10230849844073847,0.11186974849299282,0.1452064927694621,0.15420366787598264,0.15630391308504676,0.1958172889145688,0
