source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,480,0.007443043209518356,0.007764011841238481,0.0,0.03001334464697846,0.007764011841238481,0.010264784427578007,0.012993305280461907,0.015501259968001726,0.01852231777579887,0.022041231506039215,0
bi11-3_samples,233,0.08671730513958738,0.09207754737561877,0.0,0.20209107554248976,0.09207754737561877,0.1132500944280195,0.13853590426528628,0.1500763639177607,0.16373816328769122,0.1752372826149931,0
bi4-2,481,0.002415019972928157,0.002109947062745669,0.0,0.019850491052105283,0.002109947062745669,0.003099303442188319,0.004905956072844365,0.006317510230750958,0.008843870126716209,0.012041196507738714,0
bi4-6,486,0.0025783713468372927,0.001877726590226802,0.0,0.025757288294857163,0.001877726590226802,0.0034334489639167775,0.00536241372608947,0.007633013148603474,0.009961327193922238,0.01342994909565427,0
bi7-3,481,0.005257784580955252,0.005182375232214644,0.0,0.03505114149008382,0.005182375232214644,0.007273674146113283,0.009795475145198781,0.012319254464847723,0.014092284959618276,0.0163223642759335,0
