source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,480,0.019884487159113024,0.019707674207809545,0.0,0.1074103492925837,0.019707674207809545,0.027353635155837237,0.035147949889081695,0.043172457159591504,0.05303561280413445,0.06858064374269904,0
bi11-3_samples,233,0.2442871881403657,0.2549549678470943,0.0,0.5732225992628072,0.2549549678470943,0.3185456796016077,0.3973252511741869,0.4485377558332114,0.49151204681403277,0.5217284731706535,0
bi4-2,481,0.005157211960358983,0.004383761129151811,0.0,0.04199172398929019,0.004383761129151811,0.006501537337543829,0.009902166325944704,0.014522597864276184,0.01987540416583021,0.027502726727860617,0
bi4-6,486,0.00597519428864188,0.004357481673733548,0.0,0.0663610484667243,0.004357481673733548,0.007934561769525596,0.01292488946690424,0.01827396028712347,0.023291397875373303,0.031687432633848975,0
bi7-3,481,0.013229846335183582,0.012567508370678404,0.0,0.0900717755258891,0.012567508370678404,0.018113056536299726,0.026189720041945832,0.0328059663414548,0.03915325338117284,0.04411133611658663,0
