source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,376,0.021038831356739462,0.018496384723935454,0.007438432076968532,0.09561975084436816,0.018496384723935454,0.025045822817673657,0.03305819535659009,0.03916958211837509,0.04709331735202204,0.06160194670695604,2
bi11-3_samples,200,0.23226234257894476,0.22479807888315123,0.08184347981994289,0.5217627055964419,0.22479807888315123,0.2808954140927939,0.33811440278150934,0.37014589763182465,0.39462581328051777,0.42734969844157406,2
bi4-2,381,0.0054435050116261215,0.004225329859013609,0.0006430362408433165,0.03576908900843978,0.004225329859013609,0.0061572688747303815,0.009284250530762522,0.012650874565646177,0.019330969263394226,0.02777979986877739,2
bi4-6,382,0.006702846575486886,0.004747670227007986,0.0011637475340234818,0.06609557340955183,0.004747670227007986,0.0077591606231060175,0.013141907084268005,0.01812543168876427,0.023290548072087115,0.030435885893540234,2
bi7-3,372,0.013781579223276262,0.012084275961073986,0.003344346235784003,0.07268563295617327,0.012084275961073986,0.016769275955450955,0.022727845322170554,0.029427038140192707,0.03266135016344236,0.03823821896637908,2
