source,n,mean,median,min,max,q50,q75,q90,q95,q97_5,q99,min_oob_required
bi11-3,376,0.009501757288746839,0.008732660624754664,0.0041302324154704265,0.03001334464697846,0.008732660624754664,0.011050451530004349,0.01348613176799671,0.01662066518718664,0.019599049779209298,0.023984160743044543,2
bi11-3_samples,200,0.1010256604876193,0.09610591283876652,0.04199313423650324,0.20209107554248976,0.09610591283876652,0.11812912869852257,0.139111490804497,0.15346262604875574,0.1684247295304758,0.1763865653069509,2
bi4-2,381,0.003048883482883054,0.00239034969300172,0.0003667676424616328,0.019850491052105283,0.00239034969300172,0.003434954296349682,0.005457284794731441,0.006851651000140803,0.009602672083321103,0.01367864518580496,2
bi4-6,382,0.0032803363208453516,0.002413395769668562,0.0006060950163880908,0.025757288294857163,0.002413395769668562,0.00400358118193646,0.006363612821017052,0.00843712794006664,0.011081563730309453,0.013846991091699077,2
bi7-3,372,0.006798371998493217,0.006041189147079472,0.0019547084947437476,0.03505114149008382,0.006041189147079472,0.008276959005596184,0.0108332940929142,0.013213874155871393,0.015428719360311195,0.01706210972349968,2
