bin_left,bin_right,count
0.038471835955302416,0.04163583217277119,10
0.04163583217277119,0.044799828390239965,10
0.044799828390239965,0.04796382460770875,6
0.04796382460770875,0.051127820825177514,15
0.051127820825177514,0.054291817042646295,12
0.054291817042646295,0.05745581326011507,8
0.05745581326011507,0.060619809477583844,2
0.060619809477583844,0.06378380569505263,5
0.06378380569505263,0.06694780191252139,1
0.06694780191252139,0.07011179812999016,0
0.07011179812999016,0.07327579434745894,6
0.07327579434745894,0.07643979056492772,18
0.07643979056492772,0.07960378678239649,1
0.07960378678239649,0.08276778299986527,0
0.08276778299986527,0.08593177921733405,1
0.08593177921733405,0.08909577543480282,15
0.08909577543480282,0.09225977165227159,8
0.09225977165227159,0.09542376786974037,7
0.09542376786974037,0.09858776408720915,3
0.09858776408720915,0.10175176030467792,3
0.10175176030467792,0.1049157565221467,16
0.1049157565221467,0.10807975273961547,22
0.10807975273961547,0.11124374895708425,63
0.11124374895708425,0.11440774517455303,37
0.11440774517455303,0.1175717413920218,1
0.1175717413920218,0.12073573760949058,8
0.12073573760949058,0.12389973382695935,1
0.12389973382695935,0.1270637300444281,2
0.1270637300444281,0.13022772626189688,5
0.13022772626189688,0.13339172247936568,1
0.13339172247936568,0.13655571869683444,0
0.13655571869683444,0.13971971491430324,10
0.13971971491430324,0.142883711131772,7
0.142883711131772,0.14604770734924077,27
0.14604770734924077,0.14921170356670954,12
0.14921170356670954,0.1523756997841783,1
0.1523756997841783,0.1555396960016471,13
0.1555396960016471,0.15870369221911587,6
0.15870369221911587,0.16186768843658467,0
0.16186768843658467,0.16503168465405343,0
0.16503168465405343,0.1681956808715222,0
0.1681956808715222,0.17135967708899097,0
0.17135967708899097,0.17452367330645974,0
0.17452367330645974,0.1776876695239285,0
0.1776876695239285,0.18085166574139733,0
0.18085166574139733,0.1840156619588661,0
0.1840156619588661,0.18717965817633486,0
0.18717965817633486,0.19034365439380363,0
0.19034365439380363,0.1935076506112724,1
0.1935076506112724,0.19667164682874116,8
